eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1595910010.803265,"{'circle_3d': {'center': [6.4194544381460314, 7.317519639422286, 73.80929659025912], 'normal': [-0.22706509190097338, 0.5500877170553138, -0.8036447894342845], 'radius': 1.8859166928691184}, 'confidence': 0.9989874579072934, 'timestamp': 149.167571, 'diameter_3d': 3.771833385738237, 'ellipse': {'center': [214.00993455978954, 181.30258695934435], 'axes': [24.22190245596333, 31.87530518040218], 'angle': -74.89975047626531}, 'location': [214.00993455978954, 181.30258695934435], 'diameter': 31.87530518040218, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8475870625417437, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.1532655979511577, 'phi': -1.8461626092304273, 'norm_pos': [0.6687810454993424, 0.24457255433606517], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.8113868,"{'circle_3d': {'center': [6.4221249628354204, 7.337671559854062, 73.82236614077021], 'normal': [-0.22684254817685764, 0.5517670437579618, -0.8025556602250272], 'radius': 1.908404160320835}, 'confidence': 0.9995086409906031, 'timestamp': 149.175971, 'diameter_3d': 3.81680832064167, 'ellipse': {'center': [214.02474685802122, 181.45685657619094], 'axes': [24.461512933563032, 32.24984732940023], 'angle': -74.95045257636508}, 'location': [214.02474685802122, 181.45685657619094], 'diameter': 32.24984732940023, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.84787204833493, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.155277845202798, 'phi': -1.8462608996991678, 'norm_pos': [0.6688273339313163, 0.2439297642658711], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.819236,"{'circle_3d': {'center': [6.412752511142076, 7.3362978572211786, 73.82407563901971], 'normal': [-0.22762358581796976, 0.5516525685385548, -0.8024132020375689], 'radius': 1.9211093692378465}, 'confidence': 0.9999146394207014, 'timestamp': 149.184371, 'diameter_3d': 3.842218738475693, 'ellipse': {'center': [213.94619903424586, 181.44172219464178], 'axes': [24.62135368546146, 32.463755349870894], 'angle': -74.87335417388638}, 'location': [213.94619903424586, 181.44172219464178], 'diameter': 32.463755349870894, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8482890060235948, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.1551405906960075, 'phi': -1.8472084650050697, 'norm_pos': [0.6685818719820183, 0.2439928241889926], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.827043,"{'circle_3d': {'center': [6.3840755717862345, 7.348023900307237, 73.84033566585205], 'normal': [-0.23001333076428984, 0.5526297387957264, -0.8010581998015404], 'radius': 1.9363486148469728}, 'confidence': 0.9997683552138124, 'timestamp': 149.192771, 'diameter_3d': 3.8726972296939457, 'ellipse': {'center': [213.69564587128457, 181.5240617654243], 'axes': [24.765820548109506, 32.71387915472615], 'angle': -74.66098215871203}, 'location': [213.69564587128457, 181.5240617654243], 'diameter': 32.71387915472615, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8484142506276604, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.1563126082370383, 'phi': -1.850410694962391, 'norm_pos': [0.6677988933477643, 0.24364974264406536], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.839488,"{'circle_3d': {'center': [6.422503969843442, 7.34748998657953, 73.82901661402549], 'normal': [-0.22681096425952257, 0.5525852459850841, -0.802001454120421], 'radius': 1.879035052859397}, 'confidence': 0.9964293485449014, 'timestamp': 149.201171, 'diameter_3d': 3.758070105718794, 'ellipse': {'center': [214.02032883999317, 181.53885885935668], 'axes': [24.060520662164272, 31.750594546789685], 'angle': -74.96748642785845}, 'location': [214.02032883999317, 181.53885885935668], 'diameter': 31.750594546789685, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8476555515438577, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.1562592238022162, 'phi': -1.8464052954720787, 'norm_pos': [0.6688135276249787, 0.24358808808601384], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.848502,"{'circle_3d': {'center': [6.386350437579287, 7.33457879137968, 73.83042181245283], 'normal': [-0.22982375861486878, 0.5515093130517633, -0.801884354251476], 'radius': 1.9915780875337152}, 'confidence': 0.9979826706457839, 'timestamp': 149.209571, 'diameter_3d': 3.9831561750674305, 'ellipse': {'center': [213.72725760721596, 181.40945721687953], 'axes': [25.510022722393664, 33.65170682088404], 'angle': -74.65957642634905}, 'location': [213.72725760721596, 181.40945721687953], 'diameter': 33.65170682088404, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8471070258254221, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.154968846520942, 'phi': -1.8499189289899007, 'norm_pos': [0.6678976800225499, 0.24412726159633524], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.855656,"{'circle_3d': {'center': [6.416274382129024, 7.339761237144543, 73.8254589884809], 'normal': [-0.22733009656905737, 0.5519411835321686, -0.8022979229158032], 'radius': 1.9133078433760629}, 'confidence': 0.9999425841255262, 'timestamp': 149.217971, 'diameter_3d': 3.8266156867521257, 'ellipse': {'center': [213.97394119806268, 181.47099114023385], 'axes': [24.51495658447894, 32.331328016261985], 'angle': -74.90657300755859}, 'location': [213.97394119806268, 181.47099114023385], 'diameter': 32.331328016261985, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8479061615102812, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.155486660747695, 'phi': -1.846907597519784, 'norm_pos': [0.6686685662439459, 0.24387087024902565], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.863085,"{'circle_3d': {'center': [6.421054271722788, 7.3221149844244655, 73.81199164369237], 'normal': [-0.22693177243624374, 0.5504706624721621, -0.8034202016481811], 'radius': 1.9471594562297556}, 'confidence': 0.9971607161724869, 'timestamp': 149.226371, 'diameter_3d': 3.8943189124595112, 'ellipse': {'center': [214.02704603962724, 181.32802233234733], 'axes': [24.99809745043987, 32.90950149489974], 'angle': -74.91954019902745}, 'location': [214.02704603962724, 181.32802233234733], 'diameter': 32.90950149489974, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8470938651326643, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.153724225812269, 'phi': -1.8460820784914778, 'norm_pos': [0.6688345188738352, 0.2444665736152195], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.8714108,"{'circle_3d': {'center': [6.393586074428609, 7.3202561309059835, 73.81851813967411], 'normal': [-0.2292207888774253, 0.5503157580122886, -0.802876326983036], 'radius': 1.9569418395473879}, 'confidence': 0.9981502822597299, 'timestamp': 149.234771, 'diameter_3d': 3.9138836790947757, 'ellipse': {'center': [213.79320474927937, 181.30545047925477], 'axes': [25.108763153226676, 33.07166904115881], 'angle': -74.6962591459948}, 'location': [213.79320474927937, 181.30545047925477], 'diameter': 33.07166904115881, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8470126030977299, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.153538690506739, 'phi': -1.8488973978684413, 'norm_pos': [0.668103764841498, 0.2445606230031051], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.879199,"{'circle_3d': {'center': [6.425676544604008, 7.354262552488765, 73.83278938632513], 'normal': [-0.22654658302947536, 0.5531496264775204, -0.8016870564287841], 'radius': 1.9046674694661883}, 'confidence': 0.9993126335817505, 'timestamp': 149.243171, 'diameter_3d': 3.8093349389323765, 'ellipse': {'center': [214.0464621981863, 181.58801377661254], 'axes': [24.373851946804713, 32.18222301450422], 'angle': -75.00269857290024}, 'location': [214.0464621981863, 181.58801377661254], 'diameter': 32.18222301450422, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8470389175110005, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.1569365325301892, 'phi': -1.84620261982976, 'norm_pos': [0.6688951943693322, 0.24338327593078113], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595910010.887733,"{'circle_3d': {'center': [6.394392256033541, 7.361486564810696, 73.84667797213275], 'normal': [-0.22915360707701432, 0.553751627504348, -0.8005296742781488], 'radius': 1.93058281784334}, 'confidence': 0.9994371148373973, 'timestamp': 149.251571, 'diameter_3d': 3.86116563568668, 'ellipse': {'center': [213.77680501143567, 181.63265965497982], 'axes': [24.664675417529477, 32.61378584963406], 'angle': -74.76309756752718}, 'location': [213.77680501143567, 181.63265965497982], 'diameter': 32.61378584963406, 'sphere': {'center': [9.144235540957713, 0.7164670347585205, 83.45303406347054], 'radius': 12.0}, 'projected_sphere': {'center': [227.9355292353047, 125.32286892304523], 'axes': [178.3038827405958, 178.3038827405958], 'angle': 90.0}, 'model_confidence': 0.8472124625000466, 'model_id': 1, 'model_birth_timestamp': 53.617571, 'theta': 2.1576593252751737, 'phi': -1.8495934937683587, 'norm_pos': [0.6680525156607364, 0.24319725143758408], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
