eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1603874747.957495,"{'circle_3d': {'center': [-0.4612427941685046, 0.7359097038865583, 18.2484330170413], 'normal': [-0.05366359971202579, 0.6300337230163183, -0.7747113823406395], 'radius': 1.474772281543443}, 'confidence': 0.9881742368355693, 'timestamp': 198239.770545, 'diameter_3d': 2.949544563086886, 'ellipse': {'center': [151.49727119726694, 132.62931856068684], 'axes': [41.10093642875763, 54.903554609798675], 'angle': -83.78666322265641}, 'location': [151.49727119726694, 132.62931856068684], 'diameter': 54.903554609798675, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7811712160143425, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.252392963315133, 'phi': -1.6399550062114359, 'norm_pos': [0.4734289724914592, 0.4473778393304715], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874747.965991,"{'circle_3d': {'center': [-0.4531974704261961, 0.7415826168984836, 18.25249531820521], 'normal': [-0.05299315606683342, 0.6305064657673121, -0.7743728572436469], 'radius': 1.4768295477556423}, 'confidence': 0.998707322544777, 'timestamp': 198239.778945, 'diameter_3d': 2.9536590955112847, 'ellipse': {'center': [151.64801226495177, 132.72919441039926], 'axes': [41.12194067426622, 54.967709447960715], 'angle': -83.87913374777051}, 'location': [151.64801226495177, 132.72919441039926], 'diameter': 54.967709447960715, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7815608495873483, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.253001872923585, 'phi': -1.6391234408467876, 'norm_pos': [0.4739000383279743, 0.44696168995666974], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874747.974271,"{'circle_3d': {'center': [-0.45778492820684896, 0.7297840490152847, 18.24321593232775], 'normal': [-0.05337544421522116, 0.6295232517770455, -0.775146139400102], 'radius': 1.47318852711486}, 'confidence': 0.9946320195011301, 'timestamp': 198239.787345, 'diameter_3d': 2.94637705422972, 'ellipse': {'center': [151.55875046508734, 132.5209301134787], 'axes': [41.10543974670416, 54.859901379876156], 'angle': -83.8141307566025}, 'location': [151.55875046508734, 132.5209301134787], 'diameter': 54.859901379876156, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7799609713265876, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.2517357956513835, 'phi': -1.6395463608702237, 'norm_pos': [0.47362109520339796, 0.44782945786050543], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874747.982062,"{'circle_3d': {'center': [-0.4590465529288907, 0.7397817021730138, 18.251431335612764], 'normal': [-0.053480579608724634, 0.6303563895401896, -0.774461522459684], 'radius': 1.4732791704012926}, 'confidence': 0.9974978315057328, 'timestamp': 198239.795745, 'diameter_3d': 2.9465583408025853, 'ellipse': {'center': [151.53907226091997, 132.70150531431364], 'axes': [41.03161701136346, 54.838716354121125], 'angle': -83.81529403713861}, 'location': [151.53907226091997, 132.70150531431364], 'diameter': 54.838716354121125, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7793913120677676, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.2528085367495625, 'phi': -1.6397420535732814, 'norm_pos': [0.4735596008153749, 0.44707706119035984], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874747.989302,"{'circle_3d': {'center': [-0.4777004616089174, 0.7357013557569614, 18.249418208707795], 'normal': [-0.05503507199872686, 0.6300163606721852, -0.774629283035098], 'radius': 1.479820245968897}, 'confidence': 0.9873658383274926, 'timestamp': 198239.804145, 'diameter_3d': 2.959640491937794, 'ellipse': {'center': [151.1938958838148, 132.61775926985885], 'axes': [41.23082678678447, 55.08991391639211], 'angle': -83.61375831498822}, 'location': [151.1938958838148, 132.61775926985885], 'diameter': 55.08991391639211, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7789511221378276, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.252370605721569, 'phi': -1.6417241279390076, 'norm_pos': [0.47248092463692126, 0.44742600304225477], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874747.997504,"{'circle_3d': {'center': [-0.4596464035971228, 0.7405010244599275, 18.252058303741755], 'normal': [-0.053530567164410646, 0.630416333064099, -0.7744092751156015], 'radius': 1.4918517621978906}, 'confidence': 0.9982812097621824, 'timestamp': 198239.812545, 'diameter_3d': 2.9837035243957812, 'ellipse': {'center': [151.53002901580737, 132.68788086909322], 'axes': [41.545659667629835, 55.53000267402908], 'angle': -83.80984183659841}, 'location': [151.53002901580737, 132.68788086909322], 'diameter': 55.53000267402908, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7791048740748319, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.2528857555426933, 'phi': -1.6398109330273545, 'norm_pos': [0.47353134067439806, 0.4471338297121116], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874748.009396,"{'circle_3d': {'center': [-0.45779831326680714, 0.7242033245751918, 18.238687329293725], 'normal': [-0.05337655963688434, 0.6290581914070378, -0.7755235229862706], 'radius': 1.47564334425468}, 'confidence': 0.9983116516621098, 'timestamp': 198239.820945, 'diameter_3d': 2.95128668850936, 'ellipse': {'center': [151.5567286402381, 132.41646078184752], 'axes': [41.216391529503454, 54.96516779350624], 'angle': -83.8059010492695}, 'location': [151.5567286402381, 132.41646078184752], 'diameter': 54.96516779350624, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7788999243939498, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.251137393244253, 'phi': -1.6395144426199197, 'norm_pos': [0.47361477700074406, 0.448264746742302], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874748.018251,"{'circle_3d': {'center': [-0.46672632259227437, 0.7324115773527167, 18.245970607865658], 'normal': [-0.05412056041400661, 0.6297422124718315, -0.7749165831052762], 'radius': 1.479468300398502}, 'confidence': 0.9976964897363649, 'timestamp': 198239.829345, 'diameter_3d': 2.958936600797004, 'ellipse': {'center': [151.39521280244864, 132.55917353771466], 'axes': [41.25465460500775, 55.08655408029177], 'angle': -83.72398792580383}, 'location': [151.39521280244864, 132.55917353771466], 'diameter': 55.08655408029177, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7789446123281474, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.25201763718817, 'phi': -1.6405236028546684, 'norm_pos': [0.473110040007652, 0.4476701102595223], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874748.025481,"{'circle_3d': {'center': [-0.4756727514259272, 0.7308876261200465, 18.245361428093844], 'normal': [-0.054866096150144344, 0.6296152165357757, -0.7749673480862606], 'radius': 1.4918013782037391}, 'confidence': 0.9983092840455791, 'timestamp': 198239.837745, 'diameter_3d': 2.9836027564074783, 'ellipse': {'center': [151.23069117310325, 132.51358401008656], 'axes': [41.60481461827516, 55.54933833343424], 'angle': -83.62771991271477}, 'location': [151.23069117310325, 132.51358401008656], 'diameter': 55.54933833343424, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7791240217147499, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.2518541628865565, 'phi': -1.6414763388584874, 'norm_pos': [0.4725959099159477, 0.4478600666246393], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874748.03374,"{'circle_3d': {'center': [-0.46917237088118585, 0.7377469868518096, 18.250480250501738], 'normal': [-0.0543243977714159, 0.6301868299300892, -0.7745407795522697], 'radius': 1.4903592029570354}, 'confidence': 0.9958393539655908, 'timestamp': 198239.846145, 'diameter_3d': 2.980718405914071, 'ellipse': {'center': [151.3530772496612, 132.63991886426683], 'axes': [41.51731023440187, 55.47960245098802], 'angle': -83.70603078691937}, 'location': [151.3530772496612, 132.63991886426683], 'diameter': 55.47960245098802, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7794122972520356, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.252590137556691, 'phi': -1.6408192129847732, 'norm_pos': [0.47297836640519125, 0.44733367139888824], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603874748.0418901,"{'circle_3d': {'center': [-0.4771445712485975, 0.7305947760700464, 18.24522782857853], 'normal': [-0.05498874780203354, 0.6295908123649423, -0.7749784813792036], 'radius': 1.4968639522798646}, 'confidence': 0.996893795051999, 'timestamp': 198239.854545, 'diameter_3d': 2.993727904559729, 'ellipse': {'center': [151.20391124136188, 132.50092105979533], 'axes': [41.747806069493215, 55.73884867432707], 'angle': -83.61178259173322}, 'location': [151.20391124136188, 132.50092105979533], 'diameter': 55.73884867432707, 'sphere': {'center': [0.18272040237580495, -6.824494972309261, 27.544969605128973], 'radius': 12.0}, 'projected_sphere': {'center': [162.24985341736746, 35.96935462259985], 'axes': [295.5142464373718, 295.5142464373718], 'angle': 90.0}, 'model_confidence': 0.7785857504752691, 'model_id': 22, 'model_birth_timestamp': 198032.836545, 'theta': 2.251822751332367, 'phi': -1.6416328003869936, 'norm_pos': [0.47251222262925585, 0.4479128289175195], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
