eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878436.8972428,"{'circle_3d': {'center': [-1.8461215611193698, 5.032997967081769, 30.70979593895355], 'normal': [-0.04781548899754383, 0.36314971359376097, -0.9305030706712876], 'radius': 2.3417611456904432}, 'confidence': 0.9987042298620233, 'timestamp': 201928.709313, 'diameter_3d': 4.6835222913808865, 'ellipse': {'center': [139.683040859524, 174.9616796234154], 'axes': [44.92078856773616, 51.76631747992789], 'angle': -79.67637018689247}, 'location': [139.683040859524, 174.9616796234154], 'diameter': 51.76631747992789, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6750705550482405, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.94244249999515, 'phi': -1.6221378752173055, 'norm_pos': [0.4365095026860125, 0.27099300156910255], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878436.988857,"{'circle_3d': {'center': [-1.8831254441997072, 5.008893450109762, 30.702379912936443], 'normal': [-0.050899145920905275, 0.3611410038460937, -0.9311210728393801], 'radius': 2.369774801635683}, 'confidence': 0.9804033089509595, 'timestamp': 201928.801713, 'diameter_3d': 4.739549603271366, 'ellipse': {'center': [139.27678531481132, 174.69625028337018], 'axes': [45.520709907890215, 52.39826056627186], 'angle': -79.16202636539815}, 'location': [139.27678531481132, 174.69625028337018], 'diameter': 52.39826056627186, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6835701712163966, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9402875126622479, 'phi': -1.6254063439896576, 'norm_pos': [0.43523995410878535, 0.2720989571526242], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878436.9967291,"{'circle_3d': {'center': [-1.884497441747626, 5.025457998845762, 30.708893835256106], 'normal': [-0.0510134790498985, 0.3625213829074271, -0.9305782459794082], 'radius': 2.367150371236175}, 'confidence': 0.9969849829168621, 'timestamp': 201928.810113, 'diameter_3d': 4.73430074247235, 'ellipse': {'center': [139.26586130096427, 174.8674086017421], 'axes': [45.410619741804744, 52.32924580993187], 'angle': -79.18610375913968}, 'location': [139.26586130096427, 174.8674086017421], 'diameter': 52.32924580993187, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6834320124341486, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9417682192056414, 'phi': -1.6255606310346962, 'norm_pos': [0.4352058165655134, 0.27138579749274117], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.004648,"{'circle_3d': {'center': [-1.852921743684895, 5.046785723867273, 30.715538419393315], 'normal': [-0.04838217087800426, 0.36429869332588627, -0.9300245306346406], 'radius': 2.3848890966891045}, 'confidence': 0.9993668112726191, 'timestamp': 201928.818513, 'diameter_3d': 4.769778193378209, 'ellipse': {'center': [139.61527576980876, 175.07915740395796], 'axes': [45.695624172703226, 52.71070731027006], 'angle': -79.62508082591295}, 'location': [139.61527576980876, 175.07915740395796], 'diameter': 52.71070731027006, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6864947009512234, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9436759638629173, 'phi': -1.6227719401972949, 'norm_pos': [0.43629773678065237, 0.27050351081684176], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.013581,"{'circle_3d': {'center': [-1.8845396608423128, 5.0370758698785645, 30.713429038466366], 'normal': [-0.05101699730778908, 0.3634895388268273, -0.9302003123785529], 'radius': 2.3668552962310323}, 'confidence': 0.9985510382815933, 'timestamp': 201928.826913, 'diameter_3d': 4.733710592462065, 'ellipse': {'center': [139.26830843388234, 174.98664023337776], 'axes': [45.36363909870106, 52.3151110212437], 'angle': -79.21416213457944}, 'location': [139.26830843388234, 174.98664023337776], 'diameter': 52.3151110212437, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6886500612428348, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9428072506264566, 'phi': -1.6255866078001096, 'norm_pos': [0.43521346385588233, 0.27088899902759267], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.0212212,"{'circle_3d': {'center': [-1.9050665254014083, 5.0372400162732385, 30.71463792093055], 'normal': [-0.05272756935438036, 0.3635032176930501, -0.9300995721732045], 'radius': 2.3645698754719473}, 'confidence': 0.8561411175483187, 'timestamp': 201928.835313, 'diameter_3d': 4.729139750943895, 'ellipse': {'center': [139.04528908529213, 174.9876531410911], 'axes': [45.3054789257426, 52.26238105032976], 'angle': -78.96319604162194}, 'location': [139.04528908529213, 174.9876531410911], 'diameter': 52.26238105032976, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6888700578276952, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9428219338925188, 'phi': -1.6274259550648331, 'norm_pos': [0.43451652839153787, 0.2708847785787871], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.028713,"{'circle_3d': {'center': [-1.8994291063255935, 5.0489751624424075, 30.71891309738447], 'normal': [-0.0522577844313958, 0.3644811465404808, -0.9297433074687111], 'radius': 2.365153132032873}, 'confidence': 0.9924481825376537, 'timestamp': 201928.843713, 'diameter_3d': 4.730306264065746, 'ellipse': {'center': [139.1095297886123, 175.10808681146574], 'axes': [45.27869693616051, 52.26816123418886], 'angle': -79.06135076952954}, 'location': [139.1095297886123, 175.10808681146574], 'diameter': 52.26816123418886, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6898131295667964, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9438718875212293, 'phi': -1.6269439293828458, 'norm_pos': [0.4347172805894134, 0.2703829716188928], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.040784,"{'circle_3d': {'center': [-1.8980934796013003, 5.045745337641291, 30.717572487283675], 'normal': [-0.052146482204371375, 0.36421199447372116, -0.9298550249771107], 'radius': 2.379695872071643}, 'confidence': 0.9861732114153814, 'timestamp': 201928.852113, 'diameter_3d': 4.759391744143286, 'ellipse': {'center': [139.1242058799988, 175.06726840790049], 'axes': [45.57003473685413, 52.592075909599636], 'angle': -79.06955140186727}, 'location': [139.1242058799988, 175.06726840790049], 'diameter': 52.592075909599636, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6895357703645466, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.943582869334347, 'phi': -1.6268178752869185, 'norm_pos': [0.4347631433749963, 0.2705530483004146], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.048156,"{'circle_3d': {'center': [-1.8876797525789029, 5.020268571958627, 30.707048475631364], 'normal': [-0.05127867161917158, 0.36208893066683245, -0.9307320259481366], 'radius': 2.3967985230847373}, 'confidence': 0.9952414319997984, 'timestamp': 201928.860513, 'diameter_3d': 4.793597046169475, 'ellipse': {'center': [139.23200125332787, 174.79787638831164], 'axes': [45.996809275541644, 52.98830464556007], 'angle': -79.13393296038439}, 'location': [139.23200125332787, 174.79787638831164], 'diameter': 52.98830464556007, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6915480963558429, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9413042442868258, 'phi': -1.6258356718835525, 'norm_pos': [0.4351000039166496, 0.27167551504870147], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.056233,"{'circle_3d': {'center': [-1.8657333430890226, 5.058383368858035, 30.720762411094356], 'normal': [-0.04944980416168155, 0.36526516374178314, -0.9295891979928874], 'radius': 2.3857758690148168}, 'confidence': 0.9975451027648427, 'timestamp': 201928.868913, 'diameter_3d': 4.7715517380296335, 'ellipse': {'center': [139.47911851605477, 175.19631179263212], 'axes': [45.66264978038366, 52.72140286438116], 'angle': -79.4957679198207}, 'location': [139.47911851605477, 175.19631179263212], 'diameter': 52.72140286438116, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6930669806471501, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9447139595260838, 'phi': -1.6239415654523, 'norm_pos': [0.43587224536267116, 0.27001536753069955], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.0645068,"{'circle_3d': {'center': [-1.8296803298622384, 5.0922784196001585, 30.73227870432064], 'normal': [-0.04644538639278288, 0.36808975130362676, -0.9286295068906971], 'radius': 2.384755750284666}, 'confidence': 0.9669248603638578, 'timestamp': 201928.877313, 'diameter_3d': 4.769511500569332, 'ellipse': {'center': [139.8789134758826, 175.5467367004021], 'axes': [45.543515082641036, 52.679660896800925], 'angle': -80.01433950136081}, 'location': [139.8789134758826, 175.5467367004021], 'diameter': 52.679660896800925, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6943768662444283, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9477500156673624, 'phi': -1.62076966534052, 'norm_pos': [0.4371216046121331, 0.2685552637483245], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.072535,"{'circle_3d': {'center': [-1.8641124236685989, 5.077376285697998, 30.728157845041025], 'normal': [-0.049314727543312904, 0.36684790681178003, -0.9289729118306649], 'radius': 2.3680533105417414}, 'confidence': 0.9957292506630665, 'timestamp': 201928.885713, 'diameter_3d': 4.736106621083483, 'ellipse': {'center': [139.50035094540527, 175.40045898100695], 'axes': [45.255895150300724, 52.317058510781735], 'angle': -79.56078380944138}, 'location': [139.50035094540527, 175.40045898100695], 'diameter': 52.317058510781735, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6938657422421057, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9464147503186742, 'phi': -1.623831761366122, 'norm_pos': [0.4359385967043915, 0.2691647542458043], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.0805051,"{'circle_3d': {'center': [-1.8928625644774246, 5.06211065348715, 30.723704127495484], 'normal': [-0.051710572610715065, 0.3655757707942094, -0.9293440549594599], 'radius': 2.3818961263579546}, 'confidence': 0.9832979217175589, 'timestamp': 201928.894113, 'diameter_3d': 4.763792252715909, 'ellipse': {'center': [139.18530261673732, 175.23412112042178], 'axes': [45.5569585500293, 52.63043883812129], 'angle': -79.17370599446863}, 'location': [139.18530261673732, 175.23412112042178], 'diameter': 52.63043883812129, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6976225698155814, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.945047643293868, 'phi': -1.6263810215723051, 'norm_pos': [0.4349540706773041, 0.26985782866490926], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.088514,"{'circle_3d': {'center': [-1.8892150803479806, 5.063043182029014, 30.723868639279175], 'normal': [-0.051406615599928054, 0.36565348150603133, -0.9293303456441523], 'radius': 2.3818137367051126}, 'confidence': 0.9952730642495462, 'timestamp': 201928.902513, 'diameter_3d': 4.763627473410225, 'ellipse': {'center': [139.2251251930562, 175.24404748965623], 'axes': [45.554464759317874, 52.62836597673796], 'angle': -79.22043976898638}, 'location': [139.2251251930562, 175.24404748965623], 'diameter': 52.62836597673796, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6991496702092315, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9451311344022848, 'phi': -1.6260557724768774, 'norm_pos': [0.43507851622830057, 0.26981646879309906], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.0982132,"{'circle_3d': {'center': [-1.8785884013781242, 5.061824605187255, 30.722806536515826], 'normal': [-0.050521059019106695, 0.36555193343588477, -0.9294188542077648], 'radius': 2.3588539889791216}, 'confidence': 0.9969185348667895, 'timestamp': 201928.910913, 'diameter_3d': 4.717707977958243, 'ellipse': {'center': [139.33865576278612, 175.24497533298438], 'axes': [45.12595669249416, 52.12248855326939], 'angle': -79.34724610319195}, 'location': [139.33865576278612, 175.24497533298438], 'diameter': 52.12248855326939, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6997404258452078, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9450220333775672, 'phi': -1.6251005704100052, 'norm_pos': [0.4354332992587066, 0.2698126027792317], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.104321,"{'circle_3d': {'center': [-1.9072171130734847, 5.043664695452808, 30.71727311053261], 'normal': [-0.05290678499372008, 0.3640386076246809, -0.9298799730396994], 'radius': 2.330713190157373}, 'confidence': 0.9831969551898958, 'timestamp': 201928.919313, 'diameter_3d': 4.661426380314746, 'ellipse': {'center': [139.02124286377915, 175.07137581186893], 'axes': [44.631805749841995, 51.50911553600045], 'angle': -78.95324403650943}, 'location': [139.02124286377915, 175.07137581186893], 'diameter': 51.50911553600045, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.699792050793635, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.943396702098465, 'phi': -1.627631410122541, 'norm_pos': [0.43444138394930987, 0.2705359341172128], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
