eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878436.8972428,"{'circle_3d': {'center': [-1.8461215611193698, 5.032997967081769, 30.70979593895355], 'normal': [-0.04781548899754383, 0.36314971359376097, -0.9305030706712876], 'radius': 2.3417611456904432}, 'confidence': 0.9987042298620233, 'timestamp': 201928.709313, 'diameter_3d': 4.6835222913808865, 'ellipse': {'center': [139.683040859524, 174.9616796234154], 'axes': [44.92078856773616, 51.76631747992789], 'angle': -79.67637018689247}, 'location': [139.683040859524, 174.9616796234154], 'diameter': 51.76631747992789, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.6750705550482405, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.94244249999515, 'phi': -1.6221378752173055, 'norm_pos': [0.4365095026860125, 0.27099300156910255], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.42408,"{'circle_3d': {'center': [-1.8220337273506924, 5.05264782447786, 30.71627209195203], 'normal': [-0.04580816951682071, 0.36478720171010187, -0.929963391254748], 'radius': 2.320689761361073}, 'confidence': 0.8798358339244183, 'timestamp': 201929.238514, 'diameter_3d': 4.641379522722146, 'ellipse': {'center': [139.94841985907465, 175.1762713379567], 'axes': [44.46196678451394, 51.28967463988187], 'angle': -80.01822824605925}, 'location': [139.94841985907465, 175.1762713379567], 'diameter': 51.28967463988187, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7157615166391573, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9442005723623927, 'phi': -1.6200145808085193, 'norm_pos': [0.4373388120596083, 0.27009886942518035], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.432998,"{'circle_3d': {'center': [-1.7428895218665357, 5.081245960599655, 30.723911407302474], 'normal': [-0.03921281905980764, 0.36717037972025146, -0.9293267816422106], 'radius': 2.330767715826945}, 'confidence': 0.9018097622326399, 'timestamp': 201929.246914, 'diameter_3d': 4.66153543165389, 'ellipse': {'center': [140.8161750758698, 175.46979506142586], 'axes': [44.59962675083514, 51.50051940874896], 'angle': -81.05187912360877}, 'location': [140.8161750758698, 175.46979506142586], 'diameter': 51.50051940874896, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7158116127431335, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9467614143712568, 'phi': -1.612966178211277, 'norm_pos': [0.4400505471120931, 0.26887585391072555], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.443251,"{'circle_3d': {'center': [-1.7262383813711824, 5.071521734555247, 30.719384431892134], 'normal': [-0.037825224018528204, 0.3663600275498841, -0.9297040295930723], 'radius': 2.2884816797978265}, 'confidence': 0.9965416446029531, 'timestamp': 201929.255314, 'diameter_3d': 4.576963359595653, 'ellipse': {'center': [140.9929872500319, 175.39378860392827], 'axes': [43.83170169285766, 50.572913017718705], 'angle': -81.237103264818}, 'location': [140.9929872500319, 175.39378860392827], 'diameter': 50.572913017718705, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7160798294460369, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.945890361579024, 'phi': -1.6114591323449812, 'norm_pos': [0.44060308515634966, 0.2691925474836322], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.448755,"{'circle_3d': {'center': [-1.7867121727075894, 5.063355922392806, 30.71879389850436], 'normal': [-0.042864706629895465, 0.36567954320301405, -0.9297532407087205], 'radius': 2.289193547401488}, 'confidence': 0.9831595139217069, 'timestamp': 201929.263714, 'diameter_3d': 4.578387094802976, 'ellipse': {'center': [140.33331042506816, 175.3053738824908], 'axes': [43.840977725461336, 50.589198563887365], 'angle': -80.47615357405584}, 'location': [140.33331042506816, 175.3053738824908], 'diameter': 50.589198563887365, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.717908558560687, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9451591352733177, 'phi': -1.6168670190584256, 'norm_pos': [0.438541595078338, 0.26956094215628823], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.4606001,"{'circle_3d': {'center': [-1.7883684548957932, 5.05619521534646, 30.716056650662544], 'normal': [-0.04300273014557911, 0.3650828176158186, -0.9299813446955382], 'radius': 2.307661154673937}, 'confidence': 0.9832537868797924, 'timestamp': 201929.272114, 'diameter_3d': 4.615322309347874, 'ellipse': {'center': [140.3145482702958, 175.2221868513335], 'axes': [44.21922026739076, 51.002095791830165], 'angle': -80.43999167537102}, 'location': [140.3145482702958, 175.2221868513335], 'diameter': 51.002095791830165, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7180698473786662, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9445180862517581, 'phi': -1.6170038346186764, 'norm_pos': [0.4384829633446744, 0.2699075547861104], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.468194,"{'circle_3d': {'center': [-1.7970217727810418, 5.042205392174876, 30.710978077487425], 'normal': [-0.04372383996934984, 0.3639169990181865, -0.9304045591267983], 'radius': 2.3143861420090666}, 'confidence': 0.9983147492863972, 'timestamp': 201929.280514, 'diameter_3d': 4.628772284018133, 'ellipse': {'center': [140.21743885067, 175.07460144238212], 'axes': [44.392122264655654, 51.1591141516078], 'angle': -80.30246445861378}, 'location': [140.21743885067, 175.07460144238212], 'diameter': 51.1591141516078, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7188662569355242, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9432661377744012, 'phi': -1.6177562158269578, 'norm_pos': [0.43817949640834375, 0.27052249399007455], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.47644,"{'circle_3d': {'center': [-1.8183500333159257, 5.04405867189121, 30.712725938431984], 'normal': [-0.04550119501392349, 0.3640714389945477, -0.930258904048085], 'radius': 2.3411541144729995}, 'confidence': 0.9968354751034775, 'timestamp': 201929.288914, 'diameter_3d': 4.682308228945999, 'ellipse': {'center': [139.9875375294968, 175.07768418462481], 'axes': [44.887179282080325, 51.74822395189619], 'angle': -80.04376020565846}, 'location': [139.9875375294968, 175.07768418462481], 'diameter': 51.74822395189619, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7188417433643624, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9434319524367045, 'phi': -1.6196697756615217, 'norm_pos': [0.43746105477967745, 0.27050964923072995], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.484782,"{'circle_3d': {'center': [-1.7866547860870794, 5.0349668532452325, 30.707667266305588], 'normal': [-0.04285992441151963, 0.36331378744071624, -0.9306804600586179], 'radius': 2.302586877341248}, 'confidence': 0.99461129960782, 'timestamp': 201929.297314, 'diameter_3d': 4.605173754682496, 'ellipse': {'center': [140.3278016587785, 175.00740101483217], 'axes': [44.19644861069149, 50.90357545473356], 'angle': -80.4144536229917}, 'location': [140.3278016587785, 175.00740101483217], 'diameter': 50.90357545473356, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7178502525478803, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.942618601803312, 'phi': -1.616816056987161, 'norm_pos': [0.4385243801836828, 0.2708024957715326], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.492241,"{'circle_3d': {'center': [-1.7852769307292684, 5.060710782934729, 30.71768783483686], 'normal': [-0.04274510313170205, 0.36545911491484095, -0.9298454126810118], 'radius': 2.288928689676048}, 'confidence': 0.9987314649730998, 'timestamp': 201929.305714, 'diameter_3d': 4.577857379352096, 'ellipse': {'center': [140.3482654327629, 175.27852614350877], 'axes': [43.845858506795615, 50.585146168718865], 'angle': -80.48802046998459}, 'location': [140.3482654327629, 175.27852614350877], 'diameter': 50.585146168718865, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7195388494670829, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9449223152784696, 'phi': -1.6167341034214635, 'norm_pos': [0.4385883294773841, 0.26967280773538016], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.50037,"{'circle_3d': {'center': [-1.752074830497936, 5.06156059609843, 30.716545023105397], 'normal': [-0.039978261445757675, 0.36552993267848277, -0.9299406469919671], 'radius': 2.3158010409471066}, 'confidence': 0.9992151434152112, 'timestamp': 201929.314114, 'diameter_3d': 4.631602081894213, 'ellipse': {'center': [140.71091021635957, 175.27555790799738], 'axes': [44.37688862595333, 51.18158752811213], 'angle': -80.89818355052589}, 'location': [140.71091021635957, 175.27555790799738], 'diameter': 51.18158752811213, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7201435241112941, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9449983968613338, 'phi': -1.6137599935989284, 'norm_pos': [0.43972159442612363, 0.26968517538334424], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.508381,"{'circle_3d': {'center': [-1.7885998422208702, 5.039807441759815, 30.70964787616524], 'normal': [-0.043022012422668864, 0.3637171698169315, -0.9305154092369804], 'radius': 2.321207856864626}, 'confidence': 0.9993236352476553, 'timestamp': 201929.322514, 'diameter_3d': 4.642415713729252, 'ellipse': {'center': [140.30880908571874, 175.04707071741444], 'axes': [44.536398925981466, 51.31227215063556], 'angle': -80.40097887710826}, 'location': [140.30880908571874, 175.04707071741444], 'diameter': 51.31227215063556, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7202704089878442, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9430516068573007, 'phi': -1.6169980297230189, 'norm_pos': [0.43846502839287105, 0.2706372053441065], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.516428,"{'circle_3d': {'center': [-1.8139455893266054, 5.017547739219301, 30.702172374011244], 'normal': [-0.045134158014813464, 0.361862194605222, -0.9311383677498132], 'radius': 2.292807079198415}, 'confidence': 0.9975502683561709, 'timestamp': 201929.330914, 'diameter_3d': 4.58561415839683, 'ellipse': {'center': [140.02620604695053, 174.8316775129913], 'axes': [44.05268069835348, 50.695958879425625], 'angle': -80.03785548662209}, 'location': [140.02620604695053, 174.8316775129913], 'diameter': 50.695958879425625, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7209308741737086, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9410610142049454, 'phi': -1.619230438419042, 'norm_pos': [0.4375818938967204, 0.271534677029203], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.52435,"{'circle_3d': {'center': [-1.7911879857674453, 5.032467824903928, 30.706901699598284], 'normal': [-0.04323769105155011, 0.3631055350789409, -0.9307442572842267], 'radius': 2.3161337180254553}, 'confidence': 0.9974529068646423, 'timestamp': 201929.339314, 'diameter_3d': 4.632267436050911, 'ellipse': {'center': [140.27862528493725, 174.9743006629171], 'axes': [44.462969124234625, 51.20451123185848], 'angle': -80.35279987785182}, 'location': [140.27862528493725, 174.9743006629171], 'diameter': 51.20451123185848, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7212756382979135, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9423950848978122, 'phi': -1.6172179165009086, 'norm_pos': [0.4383707040154289, 0.27094041390451207], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.532691,"{'circle_3d': {'center': [-1.811834240868334, 5.026202273967639, 30.705437415932288], 'normal': [-0.044958212309957495, 0.36258340583425014, -0.9308662809230595], 'radius': 2.3169307168506736}, 'confidence': 0.9974109596140139, 'timestamp': 201929.347714, 'diameter_3d': 4.633861433701347, 'ellipse': {'center': [140.05263482665728, 174.90799701970303], 'axes': [44.48806968109455, 51.224405157664165], 'angle': -80.0835698267269}, 'location': [140.05263482665728, 174.90799701970303], 'diameter': 51.224405157664165, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7216127234383807, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9418347700245557, 'phi': -1.6190560020109408, 'norm_pos': [0.43766448383330403, 0.2712166790845707], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.544523,"{'circle_3d': {'center': [-1.7869350937985178, 5.0203211127486425, 30.70197391135113], 'normal': [-0.042883283387472826, 0.36209330906600046, -0.9311549063048229], 'radius': 2.2774364044055053}, 'confidence': 0.9970833610913646, 'timestamp': 201929.356114, 'diameter_3d': 4.554872808811011, 'ellipse': {'center': [140.3199053247962, 174.8702448053684], 'axes': [43.762894569655664, 50.35635838175215], 'angle': -80.37874672397194}, 'location': [140.3199053247962, 174.8702448053684], 'diameter': 50.35635838175215, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7209811261573829, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9413089414208038, 'phi': -1.616817674834214, 'norm_pos': [0.4384997041399881, 0.2713739799776317], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.5526998,"{'circle_3d': {'center': [-1.8335253992694287, 5.021674998489577, 30.704743609772425], 'normal': [-0.046765808843382065, 0.36220613287774495, -0.9309240981030481], 'radius': 2.316464550594065}, 'confidence': 0.9980374734958187, 'timestamp': 201929.364514, 'diameter_3d': 4.63292910118813, 'ellipse': {'center': [139.81564489291065, 174.86002870246665], 'axes': [44.48185206785272, 51.21507714924695], 'angle': -79.80521011452221}, 'location': [139.81564489291065, 174.86002870246665], 'diameter': 51.21507714924695, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7223221390154966, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9414299814363578, 'phi': -1.6209900303325961, 'norm_pos': [0.4369238902903458, 0.2714165470730556], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.5606961,"{'circle_3d': {'center': [-1.8083133458405034, 5.02824435879975, 30.706063541894498], 'normal': [-0.044664804390971626, 0.3627535795702594, -0.9308141037595421], 'radius': 2.3025426841036896}, 'confidence': 0.9877646001338023, 'timestamp': 201929.372914, 'diameter_3d': 4.605085368207379, 'ellipse': {'center': [140.09060970780163, 174.93678417137286], 'axes': [44.206389142108705, 50.905065426258126], 'angle': -80.13182175251919}, 'location': [140.09060970780163, 174.93678417137286], 'diameter': 50.905065426258126, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7229209991897356, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9420173758939645, 'phi': -1.6187442154599794, 'norm_pos': [0.4377831553368801, 0.2710967326192797], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.568268,"{'circle_3d': {'center': [-1.8024894244673721, 5.03751782439252, 30.709403972514885], 'normal': [-0.04417947760987735, 0.36352636836965685, -0.9305357345411766], 'radius': 2.306979837368957}, 'confidence': 0.9973709051858113, 'timestamp': 201929.381314, 'diameter_3d': 4.613959674737914, 'ellipse': {'center': [140.156441008, 175.0300163728743], 'axes': [44.26295708339947, 50.997811503482914], 'angle': -80.22461232688846}, 'location': [140.156441008, 175.0300163728743], 'diameter': 50.997811503482914, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7244082867786439, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.942846784648458, 'phi': -1.6182381666567263, 'norm_pos': [0.43798887815, 0.2707082651130238], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.5768719,"{'circle_3d': {'center': [-1.8178398929632786, 5.044896688121956, 30.713029004288096], 'normal': [-0.04545868331786956, 0.36414127368044324, -0.9302336485600756], 'radius': 2.3254553747932065}, 'confidence': 0.9997578676369079, 'timestamp': 201929.389714, 'diameter_3d': 4.650910749586413, 'ellipse': {'center': [139.99238131280023, 175.09466589053014], 'axes': [44.58308983755113, 51.40045750727774], 'angle': -80.05206562918669}, 'location': [139.99238131280023, 175.09466589053014], 'diameter': 51.40045750727774, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7255834231886471, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9435069340578752, 'phi': -1.6196255094023448, 'norm_pos': [0.43747619160250073, 0.27043889212279104], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.584301,"{'circle_3d': {'center': [-1.8143587067223526, 5.0449024722989035, 30.7128616938777], 'normal': [-0.045168584464459045, 0.36414175569518886, -0.9302475910942755], 'radius': 2.3168957579112917}, 'confidence': 0.9691768282920918, 'timestamp': 201929.398114, 'diameter_3d': 4.633791515822583, 'ellipse': {'center': [140.029736860078, 175.099538681494], 'axes': [44.42077979918185, 51.211414489493116], 'angle': -80.09497503013836}, 'location': [140.029736860078, 175.099538681494], 'diameter': 51.211414489493116, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7249001780607611, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9435074516055666, 'phi': -1.6193136656970646, 'norm_pos': [0.43759292768774377, 0.27041858882710834], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.592309,"{'circle_3d': {'center': [-1.8362657922339312, 5.026668527880401, 30.706825816254774], 'normal': [-0.04699417492375728, 0.3626222603269803, -0.9307505808961857], 'radius': 2.305329343767479}, 'confidence': 0.9969193760121089, 'timestamp': 201929.406514, 'diameter_3d': 4.610658687534958, 'ellipse': {'center': [139.7864137179604, 174.91686966118607], 'axes': [44.24878692070525, 50.965276227684605], 'angle': -79.78316910859927}, 'location': [139.7864137179604, 174.91686966118607], 'diameter': 50.965276227684605, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7244234901573665, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.941876461909943, 'phi': -1.6212441081140379, 'norm_pos': [0.4368325428686262, 0.271179709745058], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.6007411,"{'circle_3d': {'center': [-1.8297276509674654, 5.016919178373012, 30.70270426485031], 'normal': [-0.046449329818218456, 0.3618098145346979, -0.9310940435132241], 'radius': 2.3140137924621857}, 'confidence': 0.998676799246838, 'timestamp': 201929.414914, 'diameter_3d': 4.6280275849243715, 'ellipse': {'center': [139.85563014007724, 174.8128427215123], 'axes': [44.45350133313315, 51.16422650293232], 'angle': -79.84103325232829}, 'location': [139.85563014007724, 174.8128427215123], 'diameter': 51.16422650293232, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7254609154459524, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9410048269876596, 'phi': -1.6206418336233328, 'norm_pos': [0.43704884418774137, 0.271613155327032], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.608275,"{'circle_3d': {'center': [-1.8375228188253974, 5.00555785660714, 30.69868751167337], 'normal': [-0.047098927139712796, 0.36086303772087525, -0.931428772944636], 'radius': 2.310250068149467}, 'confidence': 0.9263851213730389, 'timestamp': 201929.423314, 'diameter_3d': 4.620500136298934, 'ellipse': {'center': [139.7678570312326, 174.69757022203402], 'axes': [44.415621313150496, 51.08747455999471], 'angle': -79.71791537843275}, 'location': [139.7678570312326, 174.69757022203402], 'diameter': 51.08747455999471, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7268165955383488, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9399894464504135, 'phi': -1.621319616105654, 'norm_pos': [0.4367745532226019, 0.2720934574081916], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.6164448,"{'circle_3d': {'center': [-1.833726739936522, 5.01736033829248, 30.70307592571671], 'normal': [-0.04678258723230651, 0.36184657786132024, -0.9310630717743579], 'radius': 2.309479358917385}, 'confidence': 0.9833073324330042, 'timestamp': 201929.431715, 'diameter_3d': 4.61895871783477, 'ellipse': {'center': [139.8119835488027, 174.81941736971146], 'axes': [44.362321971905004, 51.06325426493697], 'angle': -79.79267164105283}, 'location': [139.8119835488027, 174.81941736971146], 'diameter': 51.06325426493697, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7275245008610542, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9410442622592234, 'phi': -1.6210005261357816, 'norm_pos': [0.4369124485900084, 0.27158576095953557], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.6288562,"{'circle_3d': {'center': [-1.8103490683368055, 5.033698359452348, 30.70828847784893], 'normal': [-0.04483444793233014, 0.3632080796246426, -0.9306286924300058], 'radius': 2.3149294064700605}, 'confidence': 0.9984677905021824, 'timestamp': 201929.440115, 'diameter_3d': 4.629858812940121, 'ellipse': {'center': [140.0704915137247, 174.9860440130284], 'axes': [44.424404874996924, 51.175453946616486], 'angle': -80.11897122046892}, 'location': [140.0704915137247, 174.9860440130284], 'diameter': 51.175453946616486, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7274452708611712, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.942505143350282, 'phi': -1.6189356222534468, 'norm_pos': [0.4377202859803897, 0.27089148327904833], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878437.636228,"{'circle_3d': {'center': [-1.8001206449493212, 5.0074685697426595, 30.697599283950243], 'normal': [-0.043982079316706446, 0.36102226381550184, -0.9315194585882299], 'radius': 2.2767250187697092}, 'confidence': 0.9982881458725367, 'timestamp': 201929.448515, 'diameter_3d': 4.5534500375394185, 'ellipse': {'center': [140.17329618000983, 174.73766006469972], 'axes': [43.785532862896254, 50.34759646553391], 'angle': -80.18635690879464}, 'location': [140.17329618000983, 174.73766006469972], 'diameter': 50.34759646553391, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.7274657475489166, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9401601821800263, 'phi': -1.61797670455293, 'norm_pos': [0.4380415505625307, 0.2719264163970845], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
