eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878454.796244,"{'circle_3d': {'center': [-1.7811820192013863, 5.126874109580441, 30.743731209208573], 'normal': [-0.042403860504378534, 0.3709727254686503, -0.9276751314833692], 'radius': 2.383162676859776}, 'confidence': 0.991750626873336, 'timestamp': 201946.609761, 'diameter_3d': 4.766325353719552, 'ellipse': {'center': [140.41382137464464, 175.9049730076623], 'axes': [45.41634886570384, 52.6254762050417], 'angle': -80.67937474960829}, 'location': [140.41382137464464, 175.9049730076623], 'diameter': 52.6254762050417, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3283514409796462, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9508525975313216, 'phi': -1.616474348483081, 'norm_pos': [0.4387931917957645, 0.2670626124680737], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.256799,"{'circle_3d': {'center': [-1.7980659745997087, 5.113690266635634, 30.73925232947896], 'normal': [-0.043810856787572065, 0.36987407188991633, -0.9280483714608371], 'radius': 2.4421370578936226}, 'confidence': 0.9967763857121121, 'timestamp': 201947.071763, 'diameter_3d': 4.884274115787245, 'ellipse': {'center': [140.23063652837973, 175.73624799803525], 'axes': [46.58125230141666, 53.93650616163273], 'angle': -80.44575646363369}, 'location': [140.23063652837973, 175.73624799803525], 'diameter': 53.93650616163273, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.36617786632722193, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9496698034568911, 'phi': -1.6179688198406152, 'norm_pos': [0.43822073915118664, 0.2677656333415198], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.270582,"{'circle_3d': {'center': [-1.825269230787759, 5.135542000580677, 30.749304745204512], 'normal': [-0.04607779480324292, 0.37169504971866996, -0.9272106701503741], 'radius': 2.5030905671290533}, 'confidence': 0.9885983011607233, 'timestamp': 201947.080163, 'diameter_3d': 5.006181134258107, 'ellipse': {'center': [139.94471967526374, 175.9222737202167], 'axes': [47.644967742018814, 55.265965835354656], 'angle': -80.16378179389007}, 'location': [139.94471967526374, 175.9222737202167], 'diameter': 55.265965835354656, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3671219246954127, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9516305455553815, 'phi': -1.620450543639223, 'norm_pos': [0.4373272489851992, 0.2669905261657637], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.2769501,"{'circle_3d': {'center': [-1.7915924399665417, 5.149919026460242, 30.753455584731604], 'normal': [-0.04327139556814149, 0.37289313520863365, -0.9268647668564498], 'radius': 2.4499411445608406}, 'confidence': 0.9598725261802608, 'timestamp': 201947.088563, 'diameter_3d': 4.899882289121681, 'ellipse': {'center': [140.31018168702946, 176.1020067778513], 'axes': [46.59823669471439, 54.084475614620786], 'angle': -80.60172598059563}, 'location': [140.31018168702946, 176.1020067778513], 'diameter': 54.084475614620786, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.36764989193541764, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9529214263760626, 'phi': -1.6174482231789997, 'norm_pos': [0.43846931777196707, 0.26624163842561954], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.284587,"{'circle_3d': {'center': [-1.7895406566148189, 5.111911178027733, 30.73814427428662], 'normal': [-0.04310041362216459, 0.3697258145059246, -0.928140709393532], 'radius': 2.436749889292821}, 'confidence': 0.9909153415598165, 'timestamp': 201947.096963, 'diameter_3d': 4.873499778585642, 'ellipse': {'center': [140.32239153480705, 175.72177343721623], 'axes': [46.49009660998676, 53.819393287768456], 'angle': -80.54556773518094}, 'location': [140.32239153480705, 175.72177343721623], 'diameter': 53.819393287768456, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.36748736732864495, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9495102344498783, 'phi': -1.6172003603759855, 'norm_pos': [0.43850747354627206, 0.2678259440115991], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.293056,"{'circle_3d': {'center': [-1.7720154284237681, 5.145452230702587, 30.750763002592695], 'normal': [-0.04163997793957703, 0.37252090222882916, -0.9270891487013591], 'radius': 2.407027617343796}, 'confidence': 0.9929610289332428, 'timestamp': 201947.105363, 'diameter_3d': 4.814055234687592, 'ellipse': {'center': [140.51910768066824, 176.08207054908138], 'axes': [45.80864027153976, 53.14101570505592], 'angle': -80.82911797715468}, 'location': [140.51910768066824, 176.08207054908138], 'diameter': 53.14101570505592, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.36667327353478996, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9525202912327901, 'phi': -1.615680911247756, 'norm_pos': [0.43912221150208824, 0.2663247060454943], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.300749,"{'circle_3d': {'center': [-1.7778751621432671, 5.1237433467042495, 30.742329096395515], 'normal': [-0.04212828908286859, 0.370711828562301, -0.9277919742177906], 'radius': 2.424726049955071}, 'confidence': 0.9954245556373787, 'timestamp': 201947.113763, 'diameter_3d': 4.849452099910142, 'ellipse': {'center': [140.4511871803063, 175.85021767653208], 'axes': [46.2233663476398, 53.54650680741385], 'angle': -80.71256718749028}, 'location': [140.4511871803063, 175.85021767653208], 'diameter': 53.54650680741385, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3674154008160846, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9505716692769073, 'phi': -1.616172200543017, 'norm_pos': [0.4389099599384572, 0.2672907596811164], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.308608,"{'circle_3d': {'center': [-1.7755526176537726, 5.1257526222738, 30.743026915171146], 'normal': [-0.04193474370874405, 0.3708792681930968, -0.9277338226531545], 'radius': 2.423656907757202}, 'confidence': 0.6248051345312069, 'timestamp': 201947.122163, 'diameter_3d': 4.847313815514404, 'ellipse': {'center': [140.47681987724476, 175.87150313202335], 'axes': [46.19685910760535, 53.5216967927252], 'angle': -80.74499555183063}, 'location': [140.47681987724476, 175.87150313202335], 'diameter': 53.5216967927252, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.36674509769636376, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9507519610967998, 'phi': -1.615966846534164, 'norm_pos': [0.4389900621163899, 0.26720207028323606], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.3165581,"{'circle_3d': {'center': [-1.7737624653775457, 5.126117066596276, 30.743091841663986], 'normal': [-0.041785564352391814, 0.3709096385533032, -0.9277284121120847], 'radius': 2.426711338629496}, 'confidence': 0.5348744442640585, 'timestamp': 201947.130563, 'diameter_3d': 4.853422677258992, 'ellipse': {'center': [140.4964973905327, 175.8736499911703], 'axes': [46.254876203129896, 53.58910816028113], 'angle': -80.76746286980533}, 'location': [140.4964973905327, 175.8736499911703], 'diameter': 53.58910816028113, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3675133566174327, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9507846639900064, 'phi': -1.6158066356471785, 'norm_pos': [0.4390515543454147, 0.2671931250367904], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.32533,"{'circle_3d': {'center': [-1.8832744193089406, 5.1264785302648646, 30.748708908050748], 'normal': [-0.0509115605133414, 0.37093976052568567, -0.9272603232465214], 'radius': 2.4085705949033134}, 'confidence': 0.4301810952078503, 'timestamp': 201947.138963, 'diameter_3d': 4.817141189806627, 'ellipse': {'center': [139.30758673993344, 175.87826413233648], 'axes': [45.838634165922656, 53.177808184151125], 'angle': -79.44456673800919}, 'location': [139.30758673993344, 175.87826413233648], 'diameter': 53.177808184151125, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3646644967201351, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.950817099840402, 'phi': -1.625646612385061, 'norm_pos': [0.435336208562292, 0.26717389944859804], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.3324642,"{'circle_3d': {'center': [-1.7444720288288864, 5.1235247242881305, 30.74077522459265], 'normal': [-0.03934469464000354, 0.37069361002762446, -0.9279214635346961], 'radius': 2.413633852749528}, 'confidence': 0.9850390892279883, 'timestamp': 201947.147363, 'diameter_3d': 4.827267705499056, 'ellipse': {'center': [140.81309149949084, 175.85663563201774], 'axes': [46.03149231871056, 53.30423218602079], 'angle': -81.11816936977368}, 'location': [140.81309149949084, 175.85663563201774], 'diameter': 53.30423218602079, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3674310136864034, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9505520531221618, 'phi': -1.6131718328684026, 'norm_pos': [0.44004091093590886, 0.26726401819992607], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.340286,"{'circle_3d': {'center': [-1.8121462734276435, 5.07655286661325, 30.725195592678375], 'normal': [-0.0449842150232333, 0.3667792885547177, -0.9292197661942189], 'radius': 2.411587970500968}, 'confidence': 0.9949674243379827, 'timestamp': 201947.155763, 'diameter_3d': 4.823175941001936, 'ellipse': {'center': [140.06697435707852, 175.37260951811075], 'axes': [46.125274758519176, 53.28510595659115], 'angle': -80.1926604178921}, 'location': [140.06697435707852, 175.37260951811075], 'diameter': 53.28510595659115, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.368039676088705, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.946340990600707, 'phi': -1.6191692998289058, 'norm_pos': [0.4377092948658704, 0.2692807936745385], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.3524969,"{'circle_3d': {'center': [-1.7749972573191397, 5.070922219794862, 30.721238672424985], 'normal': [-0.041888463680857975, 0.3663100679865187, -0.9295495095486682], 'radius': 2.439868552934292}, 'confidence': 0.9964415745304946, 'timestamp': 201947.164163, 'diameter_3d': 4.879737105868584, 'ellipse': {'center': [140.47050678836612, 175.30218820042893], 'axes': [46.71042681317731, 53.91762085865715], 'angle': -80.63520960421575}, 'location': [140.47050678836612, 175.30218820042893], 'diameter': 53.91762085865715, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.36873382089535056, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.94583666950425, 'phi': -1.6158290481019626, 'norm_pos': [0.43897033371364413, 0.26957421583154617], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.360707,"{'circle_3d': {'center': [-1.752108153378451, 5.150216240787034, 30.75180201590121], 'normal': [-0.03998103835246726, 0.37291790306919975, -0.9270025642589828], 'radius': 2.4461988440807936}, 'confidence': 0.9978284404054015, 'timestamp': 201947.172563, 'diameter_3d': 4.892397688161587, 'ellipse': {'center': [140.73827147427386, 176.1101392086979], 'axes': [46.549071832503564, 54.00493015217038], 'angle': -81.07931149516274}, 'location': [140.73827147427386, 176.1101392086979], 'diameter': 54.00493015217038, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.37201335514943645, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9529481196399205, 'phi': -1.6138989862463298, 'norm_pos': [0.4398070983571058, 0.2662077532970921], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.3686888,"{'circle_3d': {'center': [-1.7479406067944705, 5.103710099557614, 30.733027453561654], 'normal': [-0.039633742803802226, 0.36904239130008143, -0.9285671111206124], 'radius': 2.427212897001614}, 'confidence': 0.9935884327460748, 'timestamp': 201947.180963, 'diameter_3d': 4.854425794003228, 'ellipse': {'center': [140.771396406193, 175.6464374017491], 'axes': [46.36242353828473, 53.617656968102885], 'angle': -81.03539602018121}, 'location': [140.771396406193, 175.6464374017491], 'diameter': 53.617656968102885, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.37165100632152726, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9487747988690032, 'phi': -1.613453125849664, 'norm_pos': [0.4399106137693531, 0.26813984415937875], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.376728,"{'circle_3d': {'center': [-1.7516168624217539, 5.079299766775979, 30.72351432081587], 'normal': [-0.03994009743940917, 0.36700819690161185, -0.9293598721827612], 'radius': 2.407513379530879}, 'confidence': 0.9632661566089813, 'timestamp': 201947.189363, 'diameter_3d': 4.815026759061758, 'ellipse': {'center': [140.72467954550575, 175.40756482948166], 'axes': [46.0728019839592, 53.19830428624348], 'angle': -80.94013432936782}, 'location': [140.72467954550575, 175.40756482948166], 'diameter': 53.19830428624348, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.37195905837621446, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.946587059059988, 'phi': -1.6137458203048831, 'norm_pos': [0.43976462357970547, 0.2691351465438264], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.3843641,"{'circle_3d': {'center': [-1.734085242036486, 5.102701168019733, 30.73204379074192], 'normal': [-0.03847912907397018, 0.3689583136719246, -0.9286490830222568], 'radius': 2.449373358871738}, 'confidence': 0.9969118315035144, 'timestamp': 201947.197763, 'diameter_3d': 4.898746717743476, 'ellipse': {'center': [140.92266583103952, 175.6246707294227], 'axes': [46.79804401079146, 54.109419818621085], 'angle': -81.20249888043453}, 'location': [140.92266583103952, 175.6246707294227], 'diameter': 54.109419818621085, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3729598328630179, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.948684337300513, 'phi': -1.6122082343903361, 'norm_pos': [0.44038333072199853, 0.2682305386274054], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.393214,"{'circle_3d': {'center': [-1.726514618913991, 5.08566296050191, 30.724978543426268], 'normal': [-0.03784824381376227, 0.3675384630454394, -0.9292378536318945], 'radius': 2.403220612179956}, 'confidence': 0.99451089202589, 'timestamp': 201947.206163, 'diameter_3d': 4.806441224359912, 'ellipse': {'center': [140.9986319316005, 175.47676799161758], 'axes': [45.981182857387225, 53.10105744704138], 'angle': -81.26132439143318}, 'location': [140.9986319316005, 175.47676799161758], 'diameter': 53.10105744704138, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3728615178534955, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.947157168413551, 'phi': -1.6115042411517984, 'norm_pos': [0.4406207247862516, 0.2688468000349268], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.400691,"{'circle_3d': {'center': [-1.731051390423528, 5.079418617483868, 30.722696427888117], 'normal': [-0.038226308106223676, 0.36701810112726924, -0.9294280299267403], 'radius': 2.4234972411464604}, 'confidence': 0.9965199836066599, 'timestamp': 201947.214563, 'diameter_3d': 4.846994482292921, 'ellipse': {'center': [140.94886521824603, 175.4013669855913], 'axes': [46.390271893191056, 53.55334852668027], 'angle': -81.19282705616223}, 'location': [140.94886521824603, 175.4013669855913], 'diameter': 53.55334852668027, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3736704994909301, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9465977062949096, 'phi': -1.6119020115907519, 'norm_pos': [0.4404652038070188, 0.26916097089336966], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.408483,"{'circle_3d': {'center': [-1.7054820392050085, 5.090385917256762, 30.7260108172907], 'normal': [-0.03609552883801373, 0.36793204277501035, -0.9291518308098586], 'radius': 2.4429754243320505}, 'confidence': 0.9246106279966012, 'timestamp': 201947.222963, 'diameter_3d': 4.885950848664101, 'ellipse': {'center': [141.23001983373314, 175.50433074119994], 'axes': [46.7370110951713, 53.978594933403286], 'angle': -81.52864925135906}, 'location': [141.23001983373314, 175.50433074119994], 'diameter': 53.978594933403286, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3740663202315142, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9475804040454077, 'phi': -1.6096246282271793, 'norm_pos': [0.44134381198041606, 0.26873195524500026], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.416458,"{'circle_3d': {'center': [-1.6918987039855744, 5.114020522837182, 30.734878980902536], 'normal': [-0.034963584236394216, 0.36990159324004535, -0.9284128171755388], 'radius': 2.418222098462509}, 'confidence': 0.9978257688805652, 'timestamp': 201947.231363, 'diameter_3d': 4.836444196925018, 'ellipse': {'center': [141.38189924263713, 175.76055035805138], 'axes': [46.18264638199393, 53.416111859156636], 'angle': -81.74089006347805}, 'location': [141.38189924263713, 175.76055035805138], 'diameter': 53.416111859156636, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.376844361916262, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9496994257243214, 'phi': -1.6084380619437038, 'norm_pos': [0.44181843513324104, 0.2676643735081192], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.4243991,"{'circle_3d': {'center': [-1.709324147416432, 5.107334367775357, 30.73288710456631], 'normal': [-0.036415704522299024, 0.36934441365155996, -0.9285788068702246], 'radius': 2.4417263376837304}, 'confidence': 0.9978538264593345, 'timestamp': 201947.239763, 'diameter_3d': 4.883452675367461, 'ellipse': {'center': [141.19218237049824, 175.67797346920818], 'axes': [46.64798917651669, 53.93906378892311], 'angle': -81.5146349052405}, 'location': [141.19218237049824, 175.67797346920818], 'diameter': 53.93906378892311, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3792826712716857, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9490997803212053, 'phi': -1.6099928419957579, 'norm_pos': [0.44122556990780704, 0.26800844387829925], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.436275,"{'circle_3d': {'center': [-1.7095755009582803, 5.075826089177631, 30.720415998278497], 'normal': [-0.03643665065078638, 0.3667187237684161, -0.929618065727542], 'radius': 2.4094268158728434}, 'confidence': 0.9481650639843175, 'timestamp': 201947.248163, 'diameter_3d': 4.818853631745687, 'ellipse': {'center': [141.1806543071956, 175.3738513668119], 'axes': [46.1451928527685, 53.246209992099594], 'angle': -81.44997279177406}, 'location': [141.1806543071956, 175.3738513668119], 'diameter': 53.246209992099594, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.37914001096660543, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9462758895698005, 'phi': -1.6099715647974278, 'norm_pos': [0.4411895447099862, 0.2692756193049505], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.4451258,"{'circle_3d': {'center': [-1.6819587308078012, 5.093271900451339, 30.726264990227726], 'normal': [-0.034135253138246446, 0.36817254137455846, -0.9291306497317731], 'radius': 2.420700960826207}, 'confidence': 0.9781389225350977, 'timestamp': 201947.256563, 'diameter_3d': 4.841401921652414, 'ellipse': {'center': [141.48519581045102, 175.5477643878325], 'axes': [46.3117598634964, 53.48574339896514], 'angle': -81.8234291430666}, 'location': [141.48519581045102, 175.5477643878325], 'diameter': 53.48574339896514, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3793875739061203, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9478390588994599, 'phi': -1.6075187270058713, 'norm_pos': [0.44214123690765944, 0.2685509817173646], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.452233,"{'circle_3d': {'center': [-1.6930829192434813, 5.091361318224769, 30.725922321747635], 'normal': [-0.03506226884121979, 0.36801332618901095, -0.9291592054384472], 'radius': 2.430563802965229}, 'confidence': 0.9945371911611798, 'timestamp': 201947.264963, 'diameter_3d': 4.861127605930458, 'ellipse': {'center': [141.36434691851653, 175.52204268142833], 'axes': [46.50208250609715, 53.70436050720797], 'angle': -81.68297527213471}, 'location': [141.36434691851653, 175.52204268142833], 'diameter': 53.70436050720797, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.37919540508072336, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9476678209248919, 'phi': -1.6085139109745235, 'norm_pos': [0.44176358412036415, 0.2686581554940486], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.4608588,"{'circle_3d': {'center': [-1.6585855921906323, 5.101044811605391, 30.728513775405258], 'normal': [-0.032187491586815706, 0.36882028397072947, -0.9289432509669787], 'radius': 2.4382365751353094}, 'confidence': 0.9871147649935298, 'timestamp': 201947.273363, 'diameter_3d': 4.876473150270619, 'ellipse': {'center': [141.74157193824678, 175.6188029797595], 'axes': [46.63076097586019, 53.86981694975608], 'angle': -82.12503640255306}, 'location': [141.74157193824678, 175.6188029797595], 'diameter': 53.86981694975608, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.37954059951563757, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9485358341688945, 'phi': -1.6054320480435351, 'norm_pos': [0.4429424123070212, 0.2682549875843354], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878455.4688761,"{'circle_3d': {'center': [-1.649266405815108, 5.091881450696712, 30.724561083630192], 'normal': [-0.03141089272218868, 0.3680566705616729, -0.9292726419482343], 'radius': 2.4123736462067953}, 'confidence': 0.9964063088034214, 'timestamp': 201947.281763, 'diameter_3d': 4.824747292413591, 'ellipse': {'center': [141.83975190326584, 175.54010034604326], 'axes': [46.173485265963464, 53.304737950585746], 'angle': -82.22328194326444}, 'location': [141.83975190326584, 175.54010034604326], 'diameter': 53.304737950585746, 'sphere': {'center': [-1.2723356931488439, 0.6752014039566377, 41.875832787009], 'radius': 12.0}, 'projected_sphere': {'center': [149.6950062637996, 125.46864029352739], 'axes': [194.38254463861605, 194.38254463861605], 'angle': 90.0}, 'model_confidence': 0.3809568169310551, 'model_id': 64, 'model_birth_timestamp': 201881.845584, 'theta': 1.9477144372038384, 'phi': -1.6045850521774025, 'norm_pos': [0.4432492246977057, 0.2685829152248197], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
