eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878365.024437,"{'circle_3d': {'center': [-3.90678348648215, 0.6330401591382406, 33.7794987921211], 'normal': [0.12633969096314715, 0.44342614169854633, -0.887362124132914], 'radius': 2.405155676198367}, 'confidence': 0.9956834668213275, 'timestamp': 201856.838716, 'diameter_3d': 4.810311352396734, 'ellipse': {'center': [120.53856021285925, 125.68561282559594], 'axes': [42.91707540573354, 48.65254475060406], 'angle': 86.73051908334105}, 'location': [120.53856021285925, 125.68561282559594], 'diameter': 48.65254475060406, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.2035072333875121, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0302138944059207, 'phi': -1.429370137800667, 'norm_pos': [0.3766830006651852, 0.4763099465600169], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.0326452,"{'circle_3d': {'center': [-3.9211849805065055, 0.5653717850271525, 33.74391780282595], 'normal': [0.12513956646111754, 0.4377871105226223, -0.8903272065741767], 'radius': 2.3818469433840144}, 'confidence': 0.9904924387341365, 'timestamp': 201856.847116, 'diameter_3d': 4.763693886768029, 'ellipse': {'center': [120.35852207670834, 125.029151900611], 'axes': [42.7263509197364, 48.232964333458504], 'angle': 86.97533737884142}, 'location': [120.35852207670834, 125.029151900611], 'diameter': 48.232964333458504, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20344643306076104, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.023932235321816, 'phi': -1.4311565077318467, 'norm_pos': [0.37612038148971355, 0.4790452004141208], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.040386,"{'circle_3d': {'center': [-4.033566699369635, 0.6779467360567777, 33.78473894891248], 'normal': [0.11577442322252347, 0.4471683564417579, -0.8869254444002996], 'radius': 2.414841096771407}, 'confidence': 0.4570510160964738, 'timestamp': 201856.855516, 'diameter_3d': 4.829682193542814, 'ellipse': {'center': [119.28485695593832, 126.12532773401756], 'axes': [42.9757518032527, 48.86040388412583], 'angle': 88.31877038817345}, 'location': [119.28485695593832, 126.12532773401756], 'diameter': 48.86040388412583, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.2015633287355989, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0343933576305324, 'phi': -1.4409956819935106, 'norm_pos': [0.37276517798730724, 0.4744778011082602], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.052504,"{'circle_3d': {'center': [-3.9192893079138607, 0.6700113860221437, 33.79627799289649], 'normal': [0.12529753917717126, 0.4465070772722049, -0.8859638574016314], 'radius': 2.3785608233677102}, 'confidence': 0.5345750180442923, 'timestamp': 201856.863916, 'diameter_3d': 4.7571216467354205, 'ellipse': {'center': [120.43919319792232, 126.06580977248323], 'axes': [42.32334888146421, 48.092210282586244], 'angle': 86.86043758114057}, 'location': [120.43919319792232, 126.06580977248323], 'diameter': 48.092210282586244, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20191878803584862, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.033654180249754, 'phi': -1.4303029413558754, 'norm_pos': [0.37637247874350727, 0.4747257926146532], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.060736,"{'circle_3d': {'center': [-3.928168398486962, 0.6709575249453952, 33.795502878642914], 'normal': [0.12455761496274619, 0.44658592218247595, -0.8860284502560964], 'radius': 2.391208095893907}, 'confidence': 0.6646630807579493, 'timestamp': 201856.872316, 'diameter_3d': 4.782416191787814, 'ellipse': {'center': [120.34775785738934, 126.0682430131634], 'axes': [42.548524285884895, 48.35064664798871], 'angle': 86.97435689062469}, 'location': [120.34775785738934, 126.0682430131634], 'diameter': 48.35064664798871, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.2029901140287227, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.033742298709003, 'phi': -1.4311318729637115, 'norm_pos': [0.37608674330434166, 0.47471565411181915], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.0682182,"{'circle_3d': {'center': [-3.928252642334636, 0.671905887683832, 33.79596909286222], 'normal': [0.12455059464210665, 0.44666495241067883, -0.8859895990711537], 'radius': 2.392004566252519}, 'confidence': 0.6294964345370164, 'timestamp': 201856.880716, 'diameter_3d': 4.784009132505038, 'ellipse': {'center': [120.34731394969657, 126.07716482960475], 'axes': [42.55958646750028, 48.36612197212814], 'angle': 86.97466744957607}, 'location': [120.34731394969657, 126.07716482960475], 'diameter': 48.36612197212814, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20322250592920144, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0338306281723044, 'phi': -1.4311335980711668, 'norm_pos': [0.3760853560928018, 0.4746784798766469], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.076019,"{'circle_3d': {'center': [-3.9098418884938035, 0.6255118200032035, 33.775305266314646], 'normal': [0.1260848241288427, 0.4427987801039599, -0.8877115846167852], 'radius': 2.4003220592976633}, 'confidence': 0.9618217273664491, 'timestamp': 201856.889116, 'diameter_3d': 4.800644118595327, 'ellipse': {'center': [120.50426358608814, 125.61392435522666], 'axes': [42.85664418148322, 48.561083472908464], 'angle': 86.7761473422736}, 'location': [120.50426358608814, 125.61392435522666], 'diameter': 48.561083472908464, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.2048645639747826, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0295140780222582, 'phi': -1.4297064900762786, 'norm_pos': [0.3765758237065254, 0.47660864851988893], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.084297,"{'circle_3d': {'center': [-3.9190233505848413, 0.5829937850763152, 33.75290516053818], 'normal': [0.12531970228792289, 0.4392556105267192, -0.8895782600981577], 'radius': 2.4208057382535064}, 'confidence': 0.9938470804006171, 'timestamp': 201856.897516, 'diameter_3d': 4.841611476507013, 'ellipse': {'center': [120.38294188284604, 125.18201159650913], 'axes': [43.367680812530146, 49.00952900944876], 'angle': 86.93323737725963}, 'location': [120.38294188284604, 125.18201159650913], 'diameter': 49.00952900944876, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20384238042492342, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0255662248085193, 'phi': -1.4308419067304712, 'norm_pos': [0.3761966933838939, 0.47840828501454535], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.092223,"{'circle_3d': {'center': [-3.925749119461427, 0.6940873349730694, 33.80753336449309], 'normal': [0.12475922154820739, 0.44851340635144865, -0.8850259097685815], 'radius': 2.382902709539361}, 'confidence': 0.49196690767766266, 'timestamp': 201856.905916, 'diameter_3d': 4.765805419078722, 'ellipse': {'center': [120.38741763062625, 126.30115789365142], 'axes': [42.32255413333369, 48.16518570867789], 'angle': 86.92343889114085}, 'location': [120.38741763062625, 126.30115789365142], 'diameter': 48.16518570867789, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20346086990223888, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.035897697374273, 'phi': -1.4307523506112134, 'norm_pos': [0.376210680095707, 0.4737451754431191], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.099937,"{'circle_3d': {'center': [-3.919262331789726, 0.5824591769049059, 33.752607535556834], 'normal': [0.12529978718751583, 0.43921105984576847, -0.8896030621799366], 'radius': 2.3804649433451606}, 'confidence': 0.9921252593567684, 'timestamp': 201856.914316, 'diameter_3d': 4.760929886690321, 'ellipse': {'center': [120.38806140291382, 125.19909240395415], 'axes': [42.645343066393956, 48.19237228853884], 'angle': 86.93483623951629}, 'location': [120.38806140291382, 125.19909240395415], 'diameter': 48.19237228853884, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20357276872987606, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0255166344043922, 'phi': -1.4308677088600184, 'norm_pos': [0.37621269188410567, 0.4783371149835244], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.108352,"{'circle_3d': {'center': [-3.919698972622249, 0.5908198874281627, 33.75667790864445], 'normal': [0.1252634004514723, 0.4399077857227067, -0.8892638644226355], 'radius': 2.3926224028201486}, 'confidence': 0.5435524601866046, 'timestamp': 201856.922716, 'diameter_3d': 4.785244805640297, 'ellipse': {'center': [120.38613780345635, 125.27514764114409], 'axes': [42.83631653296365, 48.433060878015986], 'angle': 86.93383046493186}, 'location': [120.38613780345635, 125.27514764114409], 'diameter': 48.433060878015986, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20162100188166887, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0262923140143547, 'phi': -1.4308551508356593, 'norm_pos': [0.3762066806358011, 0.47802021816189966], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
