eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1603878365.024437,"{'circle_3d': {'center': [-3.90678348648215, 0.6330401591382406, 33.7794987921211], 'normal': [0.12633969096314715, 0.44342614169854633, -0.887362124132914], 'radius': 2.405155676198367}, 'confidence': 0.9956834668213275, 'timestamp': 201856.838716, 'diameter_3d': 4.810311352396734, 'ellipse': {'center': [120.53856021285925, 125.68561282559594], 'axes': [42.91707540573354, 48.65254475060406], 'angle': 86.73051908334105}, 'location': [120.53856021285925, 125.68561282559594], 'diameter': 48.65254475060406, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.2035072333875121, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0302138944059207, 'phi': -1.429370137800667, 'norm_pos': [0.3766830006651852, 0.4763099465600169], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.1161091,"{'circle_3d': {'center': [-3.9273973382093503, 0.5890133918914469, 33.75470296384794], 'normal': [0.12462186998588044, 0.4397572444279802, -0.8894284431556774], 'radius': 2.396999879092902}, 'confidence': 0.985737437839044, 'timestamp': 201856.931116, 'diameter_3d': 4.793999758185804, 'ellipse': {'center': [120.30652163593395, 125.25492100663338], 'axes': [42.923202032132004, 48.52576251590546], 'angle': 87.03647883856942}, 'location': [120.30652163593395, 125.25492100663338], 'diameter': 48.52576251590546, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.20120857726918517, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0261246882732027, 'phi': -1.4315880347827907, 'norm_pos': [0.3759578801122936, 0.47810449580569425], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.124212,"{'circle_3d': {'center': [-3.9342103913844175, 0.6963731669200595, 33.807502636997285], 'normal': [0.12405411555462485, 0.4487038923470312, -0.885028470393232], 'radius': 2.38227635827373}, 'confidence': 0.485085156169981, 'timestamp': 201856.939516, 'diameter_3d': 4.76455271654746, 'ellipse': {'center': [120.30357749257766, 126.32418174308845], 'axes': [42.30641863729298, 48.15381057753484], 'angle': 87.02957052154886}, 'location': [120.30357749257766, 126.32418174308845], 'diameter': 48.15381057753484, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19887315503396286, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.036110833733006, 'phi': -1.4315340174538815, 'norm_pos': [0.3759486796643052, 0.4736492427371315], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.136168,"{'circle_3d': {'center': [-3.891923753421763, 0.578284950051315, 33.75443324635887], 'normal': [0.12757800205151273, 0.43886320760796915, -0.8894509196130996], 'radius': 2.3564109193768843}, 'confidence': 0.9962731995998384, 'timestamp': 201856.947916, 'diameter_3d': 4.712821838753769, 'ellipse': {'center': [120.66643406681104, 125.17064779573059], 'axes': [42.21824313936949, 47.698182826359954], 'angle': 86.57804049848816}, 'location': [120.66643406681104, 125.17064779573059], 'diameter': 47.698182826359954, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.1990915719013442, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0251294732740943, 'phi': -1.4283334483593866, 'norm_pos': [0.3770826064587845, 0.4784556341844559], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.144784,"{'circle_3d': {'center': [-3.902537053352075, 0.694636273224849, 33.81110966762615], 'normal': [0.1266935603906534, 0.4485591512057637, -0.8847278845074934], 'radius': 2.3822897402991448}, 'confidence': 0.49219055135614725, 'timestamp': 201856.956316, 'diameter_3d': 4.7645794805982895, 'ellipse': {'center': [120.6219230251028, 126.30658766832626], 'axes': [42.302263986868915, 48.14429326453984], 'angle': 86.62621387602245}, 'location': [120.6219230251028, 126.30658766832626], 'diameter': 48.14429326453984, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19671647621489763, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0359488795904794, 'phi': -1.4285627042720486, 'norm_pos': [0.37694350945344623, 0.47372255138197394], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.152341,"{'circle_3d': {'center': [-3.9015995791844484, 0.6868731298260089, 33.807311541286886], 'normal': [0.12677168323795565, 0.4479122225891938, -0.8850443950357655], 'radius': 2.39594285566418}, 'confidence': 0.5870622835419752, 'timestamp': 201856.964716, 'diameter_3d': 4.79188571132836, 'ellipse': {'center': [120.6241468872629, 126.22235953535174], 'axes': [42.57098168723141, 48.42576838677253], 'angle': 86.62080298357533}, 'location': [120.6241468872629, 126.22235953535174], 'diameter': 48.42576838677253, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.1948135550244423, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0352251772909606, 'phi': -1.4285263907011485, 'norm_pos': [0.3769504590226965, 0.47407350193603437], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.160804,"{'circle_3d': {'center': [-3.9257970693439894, 0.5994147046259508, 33.76007641322475], 'normal': [0.12475522572466055, 0.44062402048918886, -0.8889806557076098], 'radius': 2.4267104954621224}, 'confidence': 0.9941739605466594, 'timestamp': 201856.973116, 'diameter_3d': 4.853420990924245, 'ellipse': {'center': [120.32292766308791, 125.3412519396831], 'axes': [43.42120509651001, 49.1199363766033], 'angle': 87.00771645010768}, 'location': [120.32292766308791, 125.3412519396831], 'diameter': 49.1199363766033, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19520136413204714, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.02709002063517, 'phi': -1.4313717018749104, 'norm_pos': [0.3760091489471497, 0.4777447835846538], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.1681201,"{'circle_3d': {'center': [-3.905438831131243, 0.6097079638513501, 33.76806263319488], 'normal': [0.12645174557572272, 0.44148179209130545, -0.8883151373767657], 'radius': 2.3757245303608547}, 'confidence': 0.886551954876463, 'timestamp': 201856.981516, 'diameter_3d': 4.7514490607217095, 'ellipse': {'center': [120.54431622294817, 125.47120176142613], 'axes': [42.466942814665806, 48.072422015169906], 'angle': 86.73061362980025}, 'location': [120.54431622294817, 125.47120176142613], 'diameter': 48.072422015169906, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19492716640072683, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0280457751949355, 'phi': -1.4293962128032396, 'norm_pos': [0.37670098819671305, 0.4772033259940578], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.176259,"{'circle_3d': {'center': [-3.906720214202164, 0.6094354743286408, 33.767744889454804], 'normal': [0.12634496365314604, 0.44145908463107986, -0.8883416160217725], 'radius': 2.373552540958488}, 'confidence': 0.5132607652090639, 'timestamp': 201856.989917, 'diameter_3d': 4.747105081916976, 'ellipse': {'center': [120.53164180625242, 125.46971445769941], 'axes': [42.42934639006348, 48.029064258457744], 'angle': 86.747447226841}, 'location': [120.53164180625242, 125.46971445769941], 'diameter': 48.029064258457744, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19271241420454333, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0280204680816083, 'phi': -1.429518189948326, 'norm_pos': [0.3766613806445388, 0.4772095230929191], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.184355,"{'circle_3d': {'center': [-3.882223666343387, 0.5831761121604053, 33.758244126939076], 'normal': [0.1283863426413774, 0.4392708044503934, -0.8891333462314159], 'radius': 2.4001054334695895}, 'confidence': 0.9936176276739286, 'timestamp': 201856.998317, 'diameter_3d': 4.800210866939179, 'ellipse': {'center': [120.7586607510567, 125.19498776838404], 'axes': [42.983301639222944, 48.576712571294486], 'angle': 86.44888758061195}, 'location': [120.7586607510567, 125.19498776838404], 'diameter': 48.576712571294486, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19203297605717706, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.025583137795017, 'phi': -1.4273925714313513, 'norm_pos': [0.37737081484705215, 0.47835421763173314], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.192226,"{'circle_3d': {'center': [-3.8836692039153693, 0.5849699161898458, 33.75892188662213], 'normal': [0.12826588117704554, 0.43942028811951345, -0.889076866257828], 'radius': 2.40145117506101}, 'confidence': 0.5485053171953426, 'timestamp': 201857.006717, 'diameter_3d': 4.80290235012202, 'ellipse': {'center': [120.74482607260256, 125.21200879248144], 'axes': [43.002048273715644, 48.60323957168461], 'angle': 86.46656965301744}, 'location': [120.74482607260256, 125.21200879248144], 'diameter': 48.60323957168461, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19188985185670804, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.025749541724544, 'phi': -1.4275163113094855, 'norm_pos': [0.377327581476883, 0.47828329669799396], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.20298,"{'circle_3d': {'center': [-3.8830099082151994, 0.6208709414346814, 33.77683630790284], 'normal': [0.12832082248539303, 0.4424120402232497, -0.8875839978177693], 'radius': 2.3954852352560936}, 'confidence': 0.9947780978868271, 'timestamp': 201857.015117, 'diameter_3d': 4.790970470512187, 'ellipse': {'center': [120.77331881355309, 125.5704279937733], 'axes': [42.776455040513966, 48.45686290861507], 'angle': 86.4305432747624}, 'location': [120.77331881355309, 125.5704279937733], 'diameter': 48.45686290861507, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.1919433633984502, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0290827935603044, 'phi': -1.4272179818248032, 'norm_pos': [0.3774166212923534, 0.47678988335927797], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.208989,"{'circle_3d': {'center': [-3.9155691069680465, 0.5700311079069325, 33.74700113468532], 'normal': [0.12560755592265577, 0.43817538742927065, -0.8900702622525626], 'radius': 2.406185025658194}, 'confidence': 0.9933896531515312, 'timestamp': 201857.023517, 'diameter_3d': 4.812370051316388, 'ellipse': {'center': [120.41320078283175, 125.0618033249485], 'axes': [43.14674620519969, 48.72109225731287], 'angle': 86.89847095841631}, 'location': [120.41320078283175, 125.0618033249485], 'diameter': 48.72109225731287, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19255896256531457, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.0243641416353695, 'phi': -1.4306011587855578, 'norm_pos': [0.3762912524463492, 0.4789091528127146], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.22105,"{'circle_3d': {'center': [-3.9201294235528765, 0.6810428787394018, 33.80172597113979], 'normal': [0.1252275295405866, 0.44742636833197635, -0.8855098592146899], 'radius': 2.3976069265661213}, 'confidence': 0.5166112486752776, 'timestamp': 201857.031917, 'diameter_3d': 4.795213853132243, 'ellipse': {'center': [120.43353820173682, 126.16413707169903], 'axes': [42.626275863887436, 48.47013999562036], 'angle': 86.86301755703555}, 'location': [120.43353820173682, 126.16413707169903], 'diameter': 48.47013999562036, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.19081930617513843, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.034681837205296, 'phi': -1.430309366025709, 'norm_pos': [0.37635480688042755, 0.4743160955345874], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.229193,"{'circle_3d': {'center': [-3.919470622860695, 0.6730483156460307, 33.797783440701934], 'normal': [0.12528242959826838, 0.4467601547408621, -0.8858384034178445], 'radius': 2.3929133420174478}, 'confidence': 0.4685003827251585, 'timestamp': 201857.040317, 'diameter_3d': 4.7858266840348955, 'ellipse': {'center': [120.43638108462636, 126.08782383137086], 'axes': [42.569179931294755, 48.38063020968642], 'angle': 86.86093995787063}, 'location': [120.43638108462636, 126.08782383137086], 'diameter': 48.38063020968642, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.18784991331510792, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.033937037829827, 'phi': -1.4303000275756652, 'norm_pos': [0.37636369088945737, 0.47463406736928815], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603878365.2359612,"{'circle_3d': {'center': [-3.9183722586285583, 0.5681835154226409, 33.74569660167652], 'normal': [0.12537395995094647, 0.43802142138891303, -0.890178973336629], 'radius': 2.3705543177670036}, 'confidence': 0.9966588340829593, 'timestamp': 201857.048717, 'diameter_3d': 4.741108635534007, 'ellipse': {'center': [120.39072455389542, 125.06316261406482], 'axes': [42.51340865247286, 48.00110294775795], 'angle': 86.93522902077999}, 'location': [120.39072455389542, 125.06316261406482], 'diameter': 48.00110294775795, 'sphere': {'center': [-5.422859778039916, -4.688073541244315, 44.42784428171607], 'radius': 12.0}, 'projected_sphere': {'center': [118.60169001509172, 84.21107503490933], 'axes': [183.21687823484885, 183.21687823484885], 'angle': 90.0}, 'model_confidence': 0.18897417140602002, 'model_id': 55, 'model_birth_timestamp': 201826.993435, 'theta': 2.024192864059792, 'phi': -1.430875357585984, 'norm_pos': [0.3762210142309232, 0.47890348910806324], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
