eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603861337.637766,"{'circle_3d': {'center': [-0.6082319631473874, 0.4825594578598391, 27.33877550459315], 'normal': [-0.1400980629932532, 0.5830259270854922, -0.8002832630335591], 'radius': 2.1083021963390576}, 'confidence': 0.995043581033646, 'timestamp': 184831.362429, 'diameter_3d': 4.216604392678115, 'ellipse': {'center': [152.664761214255, 125.0562976835784], 'axes': [41.24446497780085, 52.374664326438875], 'angle': -75.23959086160555}, 'location': [152.664761214255, 125.0562976835784], 'diameter': 52.374664326438875, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9556451759110685, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.19324449303359, 'phi': -1.7441007856058857, 'norm_pos': [0.4770773787945469, 0.47893209298509], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.645865,"{'circle_3d': {'center': [-0.6199042534391423, 0.4889042843063107, 27.345452734626853], 'normal': [-0.14107075385089943, 0.5835546626226982, -0.7997268271974173], 'radius': 2.112681875143132}, 'confidence': 0.9932011201042825, 'timestamp': 184831.370829, 'diameter_3d': 4.225363750286264, 'ellipse': {'center': [152.52367969897418, 125.13010368295996], 'axes': [41.2794303461505, 52.47127572804051], 'angle': -75.14169842007415}, 'location': [152.52367969897418, 125.13010368295996], 'diameter': 52.47127572804051, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9557894853710391, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1938954337508307, 'phi': -1.7453987850063026, 'norm_pos': [0.4766364990592943, 0.47862456798766684], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.665341,"{'circle_3d': {'center': [-0.6089528090538796, 0.4750160313687317, 27.333410613893335], 'normal': [-0.14015813348546088, 0.5823973082112333, -0.8007303372585439], 'radius': 2.0987968159528654}, 'confidence': 0.952719059840947, 'timestamp': 184831.379229, 'diameter_3d': 4.197593631905731, 'ellipse': {'center': [152.65275100646375, 124.97216476653269], 'axes': [41.09747761078585, 52.1482513775093], 'angle': -75.21099387564992}, 'location': [152.65275100646375, 124.97216476653269], 'diameter': 52.1482513775093, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.955681242835682, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1924709786353813, 'phi': -1.7440787386830063, 'norm_pos': [0.4770398468951992, 0.47928264680611377], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.668063,"{'circle_3d': {'center': [-0.6026763089210061, 0.4846635686112908, 27.339337678561886], 'normal': [-0.1396350918077214, 0.5832012696481131, -0.8002364152028312], 'radius': 2.130189355154797}, 'confidence': 0.9991265315880985, 'timestamp': 184831.387629, 'diameter_3d': 4.260378710309594, 'ellipse': {'center': [152.73760117043076, 125.06268392504981], 'axes': [41.67083907387965, 52.91832038845056], 'angle': -75.30068089695895}, 'location': [152.73760117043076, 125.06268392504981], 'diameter': 52.91832038845056, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9554619470530712, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.193460328319701, 'phi': -1.743549336111025, 'norm_pos': [0.47730500365759615, 0.4789054836456258], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.676266,"{'circle_3d': {'center': [-0.6076401506742399, 0.4732646502463549, 27.33190737917297], 'normal': [-0.14004874528715758, 0.5822513597843685, -0.8008556068185742], 'radius': 2.1280298725148135}, 'confidence': 0.9994561620164488, 'timestamp': 184831.396029, 'diameter_3d': 4.256059745029627, 'ellipse': {'center': [152.67441920521804, 124.92476925477342], 'axes': [41.6838346768775, 52.879029740854484], 'angle': -75.21887738584915}, 'location': [152.67441920521804, 124.92476925477342], 'diameter': 52.879029740854484, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9553700150041089, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1922914506822675, 'phi': -1.7439196400930208, 'norm_pos': [0.4771075600163064, 0.47948012810511076], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.6840901,"{'circle_3d': {'center': [-0.6125849972843966, 0.4768781462713596, 27.335401834582537], 'normal': [-0.14046081583800396, 0.5825524844531189, -0.8005644022011102], 'radius': 2.1047807061388726}, 'confidence': 0.9405059505544472, 'timestamp': 184831.404429, 'diameter_3d': 4.209561412277745, 'ellipse': {'center': [152.60973457455884, 124.98969930467871], 'axes': [41.19994925548979, 52.29355985087312], 'angle': -75.18010790755486}, 'location': [152.60973457455884, 124.98969930467871], 'diameter': 52.29355985087312, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9553547491610637, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1926618828517777, 'phi': -1.7444807590518705, 'norm_pos': [0.4769054205454964, 0.47920958623050536], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.691971,"{'circle_3d': {'center': [-0.6175086566770405, 0.44368784248012894, 27.312200486323263], 'normal': [-0.14087112078739095, 0.5797866258038497, -0.8024978478893829], 'radius': 2.1068697022919154}, 'confidence': 0.9439475778756684, 'timestamp': 184831.412829, 'diameter_3d': 4.213739404583831, 'ellipse': {'center': [152.54412181367297, 124.58039433577993], 'axes': [41.41354741260764, 52.39005940395644], 'angle': -75.03524630198298}, 'location': [152.54412181367297, 124.58039433577993], 'diameter': 52.39005940395644, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9553901811475307, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1892631097932664, 'phi': -1.7445666831011568, 'norm_pos': [0.476700380667728, 0.480915023600917], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.698875,"{'circle_3d': {'center': [-0.629707272630857, 0.44414102248409826, 27.31467730895814], 'normal': [-0.14188767211687567, 0.5798243908041805, -0.8022914460031436], 'radius': 2.105384028395777}, 'confidence': 0.9901529295914739, 'timestamp': 184831.421229, 'diameter_3d': 4.210768056791554, 'ellipse': {'center': [152.3942631070361, 124.58720382185113], 'axes': [41.36443959791168, 52.34868822990549], 'angle': -74.91455143798781}, 'location': [152.3942631070361, 124.58720382185113], 'diameter': 52.34868822990549, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.955268987467206, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.189309461155639, 'phi': -1.7458393917510953, 'norm_pos': [0.4762320722094878, 0.480886650742287], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.708169,"{'circle_3d': {'center': [-0.6187280497356482, 0.4675013998240871, 27.32966465535405], 'normal': [-0.14097273687560827, 0.5817710889158462, -0.8010425004701506], 'radius': 2.105912069054109}, 'confidence': 0.9493706253274179, 'timestamp': 184831.429629, 'diameter_3d': 4.211824138108218, 'ellipse': {'center': [152.53304927892222, 124.87361830065473], 'axes': [41.264295425773064, 52.33286688482364], 'angle': -75.09201671229768}, 'location': [152.53304927892222, 124.87361830065473], 'diameter': 52.33286688482364, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9557195467465474, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1917008428926708, 'phi': -1.744999104629767, 'norm_pos': [0.47666577899663193, 0.4796932570806053], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.715093,"{'circle_3d': {'center': [-0.6427911312776386, 0.4548273976845758, 27.324734458122123], 'normal': [-0.14297799367077413, 0.5807149220708869, -0.8014533502394783], 'radius': 2.1165674038764717}, 'confidence': 0.9714052832537886, 'timestamp': 184831.438029, 'diameter_3d': 4.233134807752943, 'ellipse': {'center': [152.23799245929152, 124.70845942475391], 'axes': [41.50830059906482, 52.60845271761064], 'angle': -74.81532477916691}, 'location': [152.23799245929152, 124.70845942475391], 'diameter': 52.60845271761064, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9556002271181474, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.19040290993189, 'phi': -1.747337494223738, 'norm_pos': [0.475743726435286, 0.4803814190635254], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861337.723727,"{'circle_3d': {'center': [-0.6108953490316684, 0.4435782217818769, 27.310962733455103], 'normal': [-0.14032001181694329, 0.579777490745662, -0.8026009939617298], 'radius': 2.112155841210204}, 'confidence': 0.9370929271086995, 'timestamp': 184831.446429, 'diameter_3d': 4.224311682420408, 'ellipse': {'center': [152.6263030888901, 124.5744050626827], 'axes': [41.5278597224409, 52.52395391133303], 'angle': -75.10112678698457}, 'location': [152.6263030888901, 124.5744050626827], 'diameter': 52.52395391133303, 'sphere': {'center': [1.072944792771651, -6.513751667166067, 36.94217466099586], 'radius': 12.0}, 'projected_sphere': {'center': [169.85063886042607, 60.19765440680326], 'axes': [220.3424950127332, 220.3424950127332], 'angle': 90.0}, 'model_confidence': 0.9553054289936469, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1892518979908973, 'phi': -1.7438785875989926, 'norm_pos': [0.47695719715278156, 0.4809399789054888], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
