eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603861317.7736409,"{'circle_3d': {'center': [-0.7325935612283296, 0.4874819626822573, 28.818955499485703], 'normal': [-0.1442130547667555, 0.5856096284763755, -0.797661555968822], 'radius': 2.158160097684891}, 'confidence': 0.9980804803017024, 'timestamp': 184811.496429, 'diameter_3d': 4.316320195369782, 'ellipse': {'center': [151.5798939629251, 124.85849682708081], 'axes': [39.903388230798214, 50.859961056589604], 'angle': -74.70799189548092}, 'location': [151.5798939629251, 124.85849682708081], 'diameter': 50.859961056589604, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8741368930286542, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.196428257375918, 'phi': -1.7496590067026514, 'norm_pos': [0.47368716863414095, 0.4797562632204966], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.781535,"{'circle_3d': {'center': [-0.7386214880936512, 0.46012673301233153, 28.80002196822221], 'normal': [-0.1447153820055323, 0.5833300260038817, -0.7992393502407796], 'radius': 2.180301511999789}, 'confidence': 0.9979021876032479, 'timestamp': 184811.504829, 'diameter_3d': 4.360603023999578, 'ellipse': {'center': [151.50886413657085, 124.52179857858751], 'axes': [40.44915412852771, 51.41674766319783], 'angle': -74.56893340904293}, 'location': [151.50886413657085, 124.52179857858751], 'diameter': 51.41674766319783, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8737215982452806, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1936188403147487, 'phi': -1.749921993644825, 'norm_pos': [0.4734652004267839, 0.4811591725892187], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.790326,"{'circle_3d': {'center': [-0.7692332060561082, 0.4599747080859915, 28.80550418563584], 'normal': [-0.14726635850240372, 0.58331735726002, -0.798782498789644], 'radius': 2.1993744090801997}, 'confidence': 0.9310331707672153, 'timestamp': 184811.513229, 'diameter_3d': 4.398748818160399, 'ellipse': {'center': [151.15676965874565, 124.50409319749534], 'axes': [40.76116171439549, 51.858682021851465], 'angle': -74.27018577810705}, 'location': [151.15676965874565, 124.50409319749534], 'diameter': 51.858682021851465, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8736516370697389, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.193603243019378, 'phi': -1.7531126121218663, 'norm_pos': [0.47236490518358015, 0.4812329450104361], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.797719,"{'circle_3d': {'center': [-0.7488518650057889, 0.4559084569565668, 28.798802070950487], 'normal': [-0.1455679134148771, 0.5829785029992346, -0.799341008346757], 'radius': 2.186757297173943}, 'confidence': 0.9984471938712235, 'timestamp': 184811.521629, 'diameter_3d': 4.373514594347886, 'ellipse': {'center': [151.39038190356996, 124.46726958601043], 'axes': [40.57694095027167, 51.571835019940735], 'angle': -74.45657063944712}, 'location': [151.39038190356996, 124.46726958601043], 'diameter': 51.571835019940735, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8734574595257838, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1931861228127105, 'phi': -1.7509321980903376, 'norm_pos': [0.4730949434486561, 0.48138637672495654], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.805595,"{'circle_3d': {'center': [-0.7759029102547954, 0.43548748552873473, 28.788899824195177], 'normal': [-0.14782216718562766, 0.5812767553802486, -0.8001661955763658], 'radius': 2.1937141711658334}, 'confidence': 0.9581968668413461, 'timestamp': 184811.530029, 'diameter_3d': 4.387428342331667, 'ellipse': {'center': [151.07333196164035, 124.22335352141957], 'axes': [40.77448517709573, 51.7549652714667], 'angle': -74.1310410417655}, 'location': [151.07333196164035, 124.22335352141957], 'diameter': 51.7549652714667, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8734149495927213, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1910932021443714, 'phi': -1.753476037875515, 'norm_pos': [0.4721041623801261, 0.48240269366075184], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.814181,"{'circle_3d': {'center': [-0.7796791568430921, 0.41438880709129666, 28.77430542949876], 'normal': [-0.14813685440131905, 0.5795185321771288, -0.8013823951344007], 'radius': 2.170694598170422}, 'confidence': 0.9908974201216703, 'timestamp': 184811.538429, 'diameter_3d': 4.341389196340844, 'ellipse': {'center': [151.02074973133003, 123.99614761082152], 'axes': [40.44842161598079, 51.23684053068914], 'angle': -74.02955837539696}, 'location': [151.02074973133003, 123.99614761082152], 'diameter': 51.23684053068914, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8735737583401626, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1889341055412967, 'phi': -1.7535846441153469, 'norm_pos': [0.47193984291040636, 0.4833493849549103], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.8218849,"{'circle_3d': {'center': [-0.7818524101014104, 0.4246718273307293, 28.782152255072248], 'normal': [-0.14831795883951224, 0.5803754505304148, -0.8007284930032768], 'radius': 2.1973086077470954}, 'confidence': 0.8624722583085451, 'timestamp': 184811.546829, 'diameter_3d': 4.394617215494191, 'ellipse': {'center': [151.002733008912, 124.09419273978693], 'axes': [40.889485750683335, 51.852298280070464], 'angle': -74.03977248896987}, 'location': [151.002733008912, 124.09419273978693], 'diameter': 51.852298280070464, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8736258574567168, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1899859855155035, 'phi': -1.753949289432355, 'norm_pos': [0.47188354065285, 0.48294086358422106], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.8297548,"{'circle_3d': {'center': [-0.7949315255794975, 0.4079991677565218, 28.772518580678906], 'normal': [-0.14940788512935282, 0.5789860622325642, -0.801531299202722], 'radius': 2.186928484082623}, 'confidence': 0.9846608253385941, 'timestamp': 184811.555229, 'diameter_3d': 4.373856968165246, 'ellipse': {'center': [150.84526914043636, 123.9081634960442], 'axes': [40.76300733664202, 51.624581716488315], 'angle': -73.86030325472225}, 'location': [150.84526914043636, 123.9081634960442], 'diameter': 51.624581716488315, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8735360357007727, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1882808870308987, 'phi': -1.7550843790784445, 'norm_pos': [0.4713914660638636, 0.4837159854331492], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.84201,"{'circle_3d': {'center': [-0.7868745694551929, 0.40092791568790265, 28.765917060414], 'normal': [-0.1487364721189941, 0.578396791226846, -0.802081425891464], 'radius': 2.198107745675241}, 'confidence': 0.8801535819045916, 'timestamp': 184811.563629, 'diameter_3d': 4.396215491350482, 'ellipse': {'center': [150.93976559033825, 123.81633218597668], 'axes': [41.02100693570204, 51.900624839452774], 'angle': -73.91707576064806}, 'location': [150.93976559033825, 123.81633218597668], 'diameter': 51.900624839452774, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8735355803194067, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.187558339663779, 'phi': -1.7541516818600884, 'norm_pos': [0.47168676746980703, 0.48409861589176384], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.849718,"{'circle_3d': {'center': [-0.7957365433020442, 0.39008651885891954, 28.75975462062836], 'normal': [-0.14947496993956505, 0.5774933414910973, -0.8025949625402673], 'radius': 2.192194094398163}, 'confidence': 0.9983655024574695, 'timestamp': 184811.572029, 'diameter_3d': 4.384388188796326, 'ellipse': {'center': [150.83333478094906, 123.69457189385086], 'axes': [40.953420243199616, 51.77211901438796], 'angle': -73.79622429289535}, 'location': [150.83333478094906, 123.69457189385086], 'diameter': 51.77211901438796, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.873423946121088, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1864512733906807, 'phi': -1.7549264115981094, 'norm_pos': [0.4713541711904658, 0.48460595044228805], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861317.857711,"{'circle_3d': {'center': [-0.805165401249595, 0.3921873403645657, 28.763027657936284], 'normal': [-0.15026070810186096, 0.5776684099499012, -0.8023222094312735], 'radius': 2.1884612125743184}, 'confidence': 0.9940849065367041, 'timestamp': 184811.580429, 'diameter_3d': 4.376922425148637, 'ellipse': {'center': [150.72333913803445, 123.72220773945138], 'axes': [40.85857705693363, 51.678260328102475], 'angle': -73.71040425320845}, 'location': [150.72333913803445, 123.72220773945138], 'diameter': 51.678260328102475, 'sphere': {'center': [0.9979630959727364, -6.539833579034249, 38.39089417111157], 'radius': 12.0}, 'projected_sphere': {'center': [168.81649026989786, 62.22393658744874], 'axes': [212.0276464444828, 212.0276464444828], 'angle': 90.0}, 'model_confidence': 0.8734040199023574, 'model_id': 18, 'model_birth_timestamp': 184747.051629, 'theta': 2.1866657304310584, 'phi': -1.7559339131711036, 'norm_pos': [0.4710104348063576, 0.48449080108561926], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
