eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1603861245.833971,"{'circle_3d': {'center': [0.26217046969335833, 0.09699712385746295, 1.016539120018109], 'normal': [-0.05390398001017462, 0.6148391776547536, -0.7868082018890556], 'radius': 0.08908349592712232}, 'confidence': 0.15154646884462197, 'timestamp': 184739.558829, 'diameter_3d': 0.17816699185424464, 'ellipse': {'center': [247.83946109649307, 151.19387322520456], 'axes': [43.04417156535044, 61.18550202022217], 'angle': 81.42247276279016}, 'location': [247.83946109649307, 151.19387322520456], 'diameter': 61.18550202022217, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2329783566713424, 'phi': -1.639199124874768, 'norm_pos': [0.7744983159265408, 0.37002552822831436], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861248.941877,"{'circle_3d': {'center': [-0.01175231861349435, 0.004167537604122806, 0.9673233722900356], 'normal': [-0.07673087903574569, 0.6071033788003087, -0.7909095141997285], 'radius': 0.07415250018579125}, 'confidence': 0.4974866308236209, 'timestamp': 184742.666829, 'diameter_3d': 0.1483050003715825, 'ellipse': {'center': [155.99152340761782, 120.50534830239965], 'axes': [41.02948462765463, 52.059556196122685], 'angle': -81.95588498237814}, 'location': [155.99152340761782, 120.50534830239965], 'diameter': 52.059556196122685, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.08009636489475502, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2232065413088393, 'phi': -1.6675096613175415, 'norm_pos': [0.4874735106488057, 0.4978943820733348], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861248.9501922,"{'circle_3d': {'center': [-0.011890720484371897, 0.0038941673862593618, 0.9671269670582046], 'normal': [-0.07674241252498547, 0.60708059794882, -0.790925881302381], 'radius': 0.07372486816445964}, 'confidence': 0.39744545451414637, 'timestamp': 184742.675229, 'diameter_3d': 0.14744973632891928, 'ellipse': {'center': [155.9408163113818, 120.42021623146599], 'axes': [40.809195709442065, 51.76931539776375], 'angle': -81.94070629067798}, 'location': [155.9408163113818, 120.42021623146599], 'diameter': 51.76931539776375, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.08009636489475502, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2231778728634737, 'phi': -1.6675221187049447, 'norm_pos': [0.48731505097306815, 0.49824909903555836], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861248.96195,"{'circle_3d': {'center': [-0.01203021254912584, 0.0036193250541325384, 0.9669295517107077], 'normal': [-0.07675403686371499, 0.6070576944211429, -0.7909423325813393], 'radius': 0.07416411054403807}, 'confidence': 0.5107327967783376, 'timestamp': 184742.683629, 'diameter_3d': 0.14832822108807614, 'ellipse': {'center': [155.892320811236, 120.31217868923], 'axes': [41.07096303813434, 52.08919330660016], 'angle': -81.92526928952803}, 'location': [155.892320811236, 120.31217868923], 'diameter': 52.08919330660016, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.08009636489475502, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2231490506698472, 'phi': -1.6675346791061558, 'norm_pos': [0.48716350253511254, 0.4986992554615417], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861248.9710348,"{'circle_3d': {'center': [-0.012170794897220283, 0.0033430105130269894, 0.9667311264225056], 'normal': [-0.0767657520593895, 0.607034668209384, -0.7909588680220225], 'radius': 0.07453102631243833}, 'confidence': 0.6570890315400046, 'timestamp': 184742.692029, 'diameter_3d': 0.14906205262487665, 'ellipse': {'center': [155.8432042026306, 120.20538399338582], 'axes': [41.292807839345905, 52.358350391909774], 'angle': -81.90969706718383}, 'location': [155.8432042026306, 120.20538399338582], 'diameter': 52.358350391909774, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.08009636489475502, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2231200747281594, 'phi': -1.6675473425210878, 'norm_pos': [0.4870100131332206, 0.4991442333608924], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861248.977708,"{'circle_3d': {'center': [-0.016897597552717913, 0.00280794360326464, 0.9667804278120382], 'normal': [-0.07715965228068099, 0.6069900793002372, -0.790954759572895], 'radius': 0.07500160727339027}, 'confidence': 0.8776969954277251, 'timestamp': 184742.700429, 'diameter_3d': 0.15000321454678053, 'ellipse': {'center': [154.18349251872743, 120.00508337417358], 'axes': [41.5469920019778, 52.69071693544999], 'angle': -81.51335395971005}, 'location': [154.18349251872743, 120.00508337417358], 'diameter': 52.69071693544999, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.08386005391443074, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2230639663391645, 'phi': -1.6680411770536439, 'norm_pos': [0.48182341412102325, 0.4999788192742768], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861248.986138,"{'circle_3d': {'center': [-0.017097855741256995, 0.0038737075883306105, 0.9676179450462712], 'normal': [-0.07717634046305924, 0.6070788929656593, -0.7908849664700421], 'radius': 0.07558443157752621}, 'confidence': 0.9717833710293304, 'timestamp': 184742.708829, 'diameter_3d': 0.15116886315505243, 'ellipse': {'center': [154.11984019712293, 120.36499315206291], 'axes': [41.79497616553388, 53.05507918631162], 'angle': -81.5138722440721}, 'location': [154.11984019712293, 120.36499315206291], 'diameter': 53.05507918631162, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.09167283335234089, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223175727261441, 'phi': -1.668070606254262, 'norm_pos': [0.48162450061600914, 0.49847919519973793], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861248.993842,"{'circle_3d': {'center': [-0.017773296138106742, 0.004157255766966905, 0.9679015385549601], 'normal': [-0.07723262716279672, 0.6071025219805457, -0.7908613336776514], 'radius': 0.07562555653805492}, 'confidence': 0.8649456438648679, 'timestamp': 184742.717229, 'diameter_3d': 0.15125111307610983, 'ellipse': {'center': [153.88451974416216, 120.46367226120691], 'axes': [41.791498840831196, 53.069012927790844], 'angle': -81.4633579706469}, 'location': [153.88451974416216, 120.46367226120691], 'diameter': 53.069012927790844, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.09771085044960603, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223205463037052, 'phi': -1.6681439942769873, 'norm_pos': [0.4808891242005068, 0.4980680322449712], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.002124,"{'circle_3d': {'center': [-0.01860946151709042, 0.0029409982728081374, 0.9670496917009643], 'normal': [-0.07730230761104535, 0.6070011671893658, -0.7909323209154845], 'radius': 0.07518507774896699}, 'confidence': 0.9815288353751027, 'timestamp': 184742.725629, 'diameter_3d': 0.15037015549793398, 'ellipse': {'center': [153.58411158218922, 120.04732750385207], 'axes': [41.62325683775607, 52.80677771957153], 'angle': -81.3754059819909}, 'location': [153.58411158218922, 120.04732750385207], 'diameter': 52.80677771957153, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223077918543697, 'phi': -1.6682225785688376, 'norm_pos': [0.47995034869434133, 0.499802802067283], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.010227,"{'circle_3d': {'center': [-0.018783425905769646, 0.0027431587380943867, 0.966914866852191], 'normal': [-0.0773168046434353, 0.606984680561473, -0.7909435563195489], 'radius': 0.07519407435702799}, 'confidence': 0.7320392499426799, 'timestamp': 184742.734029, 'diameter_3d': 0.15038814871405598, 'ellipse': {'center': [153.52212325884162, 119.97741973305952], 'axes': [41.64030975929484, 52.820696721170805], 'angle': -81.35790709095613}, 'location': [153.52212325884162, 119.97741973305952], 'diameter': 52.820696721170805, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2230571730072852, 'phi': -1.6682393586937507, 'norm_pos': [0.47975663518388006, 0.5000940844455853], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.01852,"{'circle_3d': {'center': [-0.01901338274017883, 0.0024692466193476648, 0.9667271491151617], 'normal': [-0.07733596771296938, 0.6069618545515774, -0.7909591994643013], 'radius': 0.07470077977944502}, 'confidence': 0.7434383959765042, 'timestamp': 184742.742429, 'diameter_3d': 0.14940155955889003, 'ellipse': {'center': [153.43860779180767, 119.89383973754207], 'axes': [41.382591945972486, 52.48388544938083], 'angle': -81.33464443420723}, 'location': [153.43860779180767, 119.89383973754207], 'diameter': 52.48388544938083, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.223028451010465, 'phi': -1.6682614419645414, 'norm_pos': [0.479495649349399, 0.500442334426908], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.026082,"{'circle_3d': {'center': [-0.019244826789719838, 0.002193915281066161, 0.966538505001898], 'normal': [-0.07735525471709781, 0.6069389102733873, -0.7909749198070734], 'radius': 0.07475339262357746}, 'confidence': 0.5131394021162474, 'timestamp': 184742.750829, 'diameter_3d': 0.1495067852471549, 'ellipse': {'center': [153.3561371396926, 119.79544014047718], 'axes': [41.42865016305242, 52.531488733286615], 'angle': -81.31107104097829}, 'location': [153.3561371396926, 119.79544014047718], 'diameter': 52.531488733286615, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2229995808314373, 'phi': -1.6682836700135246, 'norm_pos': [0.4792379285615394, 0.5008523327480117], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.0337422,"{'circle_3d': {'center': [-0.01947775819536579, 0.0019171646300115697, 0.9663489347421717], 'normal': [-0.0773746656675683, 0.6069158477191328, -0.7909907173287172], 'radius': 0.07429781298329576}, 'confidence': 0.5093564917449805, 'timestamp': 184742.759229, 'diameter_3d': 0.1485956259665915, 'ellipse': {'center': [153.27162130700685, 119.70974967301123], 'axes': [41.19180892569614, 52.221177298155254], 'angle': -81.28742242938473}, 'location': [153.27162130700685, 119.70974967301123], 'diameter': 52.221177298155254, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2229705624702016, 'phi': -1.6683060428407006, 'norm_pos': [0.4789738165843964, 0.5012093763624532], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.046196,"{'circle_3d': {'center': [-0.019712177099695305, 0.0016389945714934129, 0.9661584385664153], 'normal': [-0.07739420057626244, 0.6068926668809229, -0.7910065920100302], 'radius': 0.07447782991731582}, 'confidence': 0.4266991487378335, 'timestamp': 184742.767629, 'diameter_3d': 0.14895565983463163, 'ellipse': {'center': [153.18839748568556, 119.60696700640055], 'axes': [41.3089507923773, 52.35862390361266], 'angle': -81.26343701261074}, 'location': [153.18839748568556, 119.60696700640055], 'diameter': 52.35862390361266, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2229413959266564, 'phi': -1.6683285604461477, 'norm_pos': [0.47871374214276735, 0.501637637473331], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.054037,"{'circle_3d': {'center': [-0.019948083643630543, 0.0013594050132494928, 0.9659670167083725], 'normal': [-0.0774138594549237, 0.6068693677510693, -0.7910225438315338], 'radius': 0.07408377860726145}, 'confidence': 0.36078002796822756, 'timestamp': 184742.776029, 'diameter_3d': 0.1481675572145229, 'ellipse': {'center': [153.1029428661146, 119.51857668965432], 'axes': [41.10631570698661, 52.0916302755696], 'angle': -81.23939263843148}, 'location': [153.1029428661146, 119.51857668965432], 'diameter': 52.0916302755696, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.222912081201004, 'phi': -1.6683512228297095, 'norm_pos': [0.47844669645660814, 0.5020059304597737], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.062891,"{'circle_3d': {'center': [-0.02018547797132686, 0.0010783958596469745, 0.9657746694011315], 'normal': [-0.07743364231556506, 0.6068459503216023, -0.7910385727738037], 'radius': 0.0742115884083985}, 'confidence': 0.31929137126417845, 'timestamp': 184742.784429, 'diameter_3d': 0.148423176816797, 'ellipse': {'center': [153.018439348592, 119.41608315851367], 'axes': [41.194553487290655, 52.192418957850364], 'angle': -81.21503229866393}, 'location': [153.018439348592, 119.41608315851367], 'diameter': 52.192418957850364, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.222882618293143, 'phi': -1.668374029991464, 'norm_pos': [0.47818262296435005, 0.5024329868395263], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.07065,"{'circle_3d': {'center': [-0.02042436022774219, 0.0007959670145778475, 0.9655813968791129], 'normal': [-0.07745354917026634, 0.6068224145845132, -0.7910546788173054], 'radius': 0.0746509684909381}, 'confidence': 0.4050809189443145, 'timestamp': 184742.792829, 'diameter_3d': 0.1493019369818762, 'ellipse': {'center': [152.93427653470377, 119.304901671733], 'axes': [41.456737585360955, 52.51296887925795], 'angle': -81.19040007038087}, 'location': [152.93427653470377, 119.304901671733], 'diameter': 52.51296887925795, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2228530072029717, 'phi': -1.668396981931491, 'norm_pos': [0.4779196141709493, 0.5028962430344458], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.078611,"{'circle_3d': {'center': [-0.02066473055613971, 0.0005121183843863619, 0.9653871993800589], 'normal': [-0.07747358003096613, 0.6067987605319973, -0.7910708619422265], 'radius': 0.07492266434169617}, 'confidence': 0.3295157578878089, 'timestamp': 184742.801229, 'diameter_3d': 0.14984532868339234, 'ellipse': {'center': [152.84906390608714, 119.19750849714039], 'axes': [41.625649096767006, 52.715471389756516], 'angle': -81.16560997252577}, 'location': [152.84906390608714, 119.19750849714039], 'diameter': 52.715471389756516, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2228232479306946, 'phi': -1.6684200786496313, 'norm_pos': [0.47765332470652233, 0.5033437145952484], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.088164,"{'circle_3d': {'center': [-0.02090658910304999, 0.0002268498720194856, 0.9651920771410456], 'normal': [-0.07749373490987532, 0.6067749881559668, -0.791087122128811], 'radius': 0.07512947972952441}, 'confidence': 0.3419172344657739, 'timestamp': 184742.809629, 'diameter_3d': 0.15025895945904882, 'ellipse': {'center': [152.76309728410007, 119.09124990565967], 'axes': [41.758557447424465, 52.87235707917161], 'angle': -81.14063737026174}, 'location': [152.76309728410007, 119.09124990565967], 'diameter': 52.87235707917161, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.22279334047621, 'phi': -1.668443320145964, 'norm_pos': [0.47738467901281273, 0.503786458726418], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.094451,"{'circle_3d': {'center': [-0.021149936014971837, -5.9838619091756584e-05, 0.964996030401128], 'normal': [-0.07751401381920214, 0.6067510974483742, -0.7911034593571374], 'radius': 0.07470941022087556}, 'confidence': 0.3841842733908281, 'timestamp': 184742.818029, 'diameter_3d': 0.14941882044175112, 'ellipse': {'center': [152.67473682262693, 119.00094604532288], 'axes': [41.54149638595937, 52.58710638757581], 'angle': -81.11562691909694}, 'location': [152.67473682262693, 119.00094604532288], 'diameter': 52.58710638757581, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2227632848395165, 'phi': -1.6684667064204897, 'norm_pos': [0.47710855257070917, 0.5041627248111546], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.104924,"{'circle_3d': {'center': [-0.021394771440035987, -0.0003479471869543005, 0.9647990594000326], 'normal': [-0.07753441677129082, 0.6067270884010523, -0.7911198736072288], 'radius': 0.07480013599428666}, 'confidence': 0.3768724747063223, 'timestamp': 184742.826429, 'diameter_3d': 0.1496002719885733, 'ellipse': {'center': [152.58729753850034, 118.89666745507894], 'axes': [41.609754197270924, 52.66222694873624], 'angle': -81.09028799583022}, 'location': [152.58729753850034, 118.89666745507894], 'diameter': 52.66222694873624, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2227330810205106, 'phi': -1.6684902374732897, 'norm_pos': [0.47683530480781355, 0.504597218937171], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.111306,"{'circle_3d': {'center': [-0.021641095524615017, -0.0006374759270828534, 0.964601164380845], 'normal': [-0.07755494377833909, 0.6067029610060416, -0.7911363648588279], 'radius': 0.07426338127405906}, 'confidence': 0.35238472193148984, 'timestamp': 184742.834829, 'diameter_3d': 0.1485267625481181, 'ellipse': {'center': [152.49747562238474, 118.80829544446503], 'axes': [41.32738202380278, 52.29458431934627], 'angle': -81.06491458698088}, 'location': [152.49747562238474, 118.80829544446503], 'diameter': 52.29458431934627, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.222702729019401, 'phi': -1.668513913304201, 'norm_pos': [0.4765546113199523, 0.5049654356480624], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.118691,"{'circle_3d': {'center': [-0.021888908418412623, -0.0009284249384338139, 0.9644023455859418], 'normal': [-0.07757559485282221, 0.6066787152550956, -0.7911529330917363], 'radius': 0.07447289447364393}, 'confidence': 0.32426250212468033, 'timestamp': 184742.843229, 'diameter_3d': 0.14894578894728785, 'ellipse': {'center': [152.40924256765229, 118.69983582193501], 'axes': [41.46217721788085, 52.45363957684768], 'angle': -81.03914548245055}, 'location': [152.40924256765229, 118.69983582193501], 'diameter': 52.45363957684768, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.222672228836083, 'phi': -1.6685377339133052, 'norm_pos': [0.4762788830239134, 0.5054173507419375], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.130949,"{'circle_3d': {'center': [-0.022138210271938186, -0.0012207943204662897, 0.9642026032590181], 'normal': [-0.07759637000728267, 0.6066543511399263, -0.7911695782856466], 'radius': 0.07462156025028098}, 'confidence': 0.296556754558891, 'timestamp': 184742.851629, 'diameter_3d': 0.14924312050056196, 'ellipse': {'center': [152.32026539058128, 118.59240752157818], 'axes': [41.56312177565804, 52.56986089814919], 'angle': -81.0131898895239}, 'location': [152.32026539058128, 118.59240752157818], 'diameter': 52.56986089814919, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.222641580470451, 'phi': -1.6685616993006853, 'norm_pos': [0.47600082934556653, 0.5058649686600909], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.138782,"{'circle_3d': {'center': [-0.022389001233891204, -0.0015145841700734408, 0.9640019376471685], 'normal': [-0.0776172692541121, 0.606629868652459, -0.7911863004199674], 'radius': 0.07454467452596872}, 'confidence': 0.2630490339913171, 'timestamp': 184742.860029, 'diameter_3d': 0.14908934905193744, 'ellipse': {'center': [152.23006778128646, 118.49035327334485], 'axes': [41.53798028547385, 52.52690144860854], 'angle': -80.98709320949982}, 'location': [152.23006778128646, 118.49035327334485], 'diameter': 52.52690144860854, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2226107839227165, 'phi': -1.6685858094661752, 'norm_pos': [0.4757189618165202, 0.5062901946943965], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.146173,"{'circle_3d': {'center': [-0.022641281456347584, -0.0018097945876416333, 0.9638003489967559], 'normal': [-0.07763829260598346, 0.6066052677843283, -0.7912030994741684], 'radius': 0.07426308783982814}, 'confidence': 0.27750573418561253, 'timestamp': 184742.868429, 'diameter_3d': 0.14852617567965629, 'ellipse': {'center': [152.13871305208565, 118.39311938954393], 'axes': [41.3982691098858, 52.339388908475094], 'angle': -80.96085126836392}, 'location': [152.13871305208565, 118.39311938954393], 'diameter': 52.339388908475094, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.222579839192774, 'phi': -1.6686100644098576, 'norm_pos': [0.47543347828776766, 0.5066953358769003], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603861249.154143,"{'circle_3d': {'center': [-0.02289505109130996, -0.0021064256730323194, 0.9635978375561542], 'normal': [-0.07765944007556365, 0.6065805485272124, -0.791219975427552], 'radius': 0.07452100191606432}, 'confidence': 0.30342875143447645, 'timestamp': 184742.876829, 'diameter_3d': 0.14904200383212865, 'ellipse': {'center': [152.04833752193204, 118.2811872429046], 'axes': [41.560732043215694, 52.53301890978594], 'angle': -80.93425451979022}, 'location': [152.04833752193204, 118.2811872429046], 'diameter': 52.53301890978594, 'sphere': {'center': [0.9090182298154539, -7.281073007999582, 10.458237542686778], 'radius': 12.0}, 'projected_sphere': {'center': [189.47973459542175, -116.12738755447538], 'axes': [778.3272184032652, 778.3272184032652], 'angle': 90.0}, 'model_confidence': 0.10320592147058383, 'model_id': 10, 'model_birth_timestamp': 184685.630829, 'theta': 2.2225487462806233, 'phi': -1.6686344641317328, 'norm_pos': [0.47515105475603764, 0.5071617198212308], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
