imu_packets,1165
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1582518589.013889,0.02942,-0.01044,-0.99011,0.13690,0.0217
1582518589.0187469,0.02942,-0.01056,-0.99011,0.13684,0.0217
1582518589.0251698,0.02942,-0.01056,-0.99011,0.13678,0.0217
1582518589.030423,0.02942,-0.01062,-0.99011,0.13672,0.0217
1582518589.03631,0.02942,-0.01062,-0.99011,0.13666,0.0217
1582518589.0419478,0.02942,-0.01068,-0.99011,0.13666,0.0217
1582518589.047552,0.02942,-0.01074,-0.99011,0.13660,0.0217
1582518589.0527549,0.02942,-0.01074,-0.99011,0.13654,0.0217
1582518589.058505,0.02942,-0.01080,-0.99017,0.13647,0.0217
1582518589.063953,0.02942,-0.01086,-0.99017,0.13635,0.0217
1582518589.0694048,0.02936,-0.01086,-0.99017,0.13629,0.0217
1582518589.0755,0.02936,-0.01086,-0.99017,0.13617,0.0217
1582518589.081422,0.02936,-0.01093,-0.99017,0.13611,0.0217
1582518589.086821,0.02930,-0.01093,-0.99023,0.13605,0.0217
1582518589.092632,0.02930,-0.01093,-0.99023,0.13599,0.0217
1582518589.098193,0.02930,-0.01093,-0.99023,0.13593,0.0217
1582518589.103452,0.02924,-0.01093,-0.99023,0.13586,0.0217
1582518589.109623,0.02924,-0.01086,-0.99023,0.13574,0.0216
1582518589.114499,0.02917,-0.01086,-0.99030,0.13562,0.0216
1582518589.1203258,0.02917,-0.01086,-0.99030,0.13556,0.0216
1582518589.126626,0.02911,-0.01080,-0.99030,0.13550,0.0216
1582518589.132156,0.02911,-0.01080,-0.99030,0.13550,0.0216
1582518589.137336,0.02905,-0.01080,-0.99030,0.13544,0.0216
1582518589.142957,0.02905,-0.01080,-0.99030,0.13538,0.0216
1582518589.149034,0.02905,-0.01080,-0.99030,0.13531,0.0216
1582518589.153887,0.02899,-0.01080,-0.99030,0.13525,0.0216
1582518589.159123,0.02899,-0.01080,-0.99036,0.13519,0.0216
1582518589.165153,0.02893,-0.01086,-0.99036,0.13519,0.0216
1582518589.1714828,0.02893,-0.01086,-0.99036,0.13513,0.0216
1582518589.176477,0.02893,-0.01093,-0.99036,0.13513,0.0216
1582518589.182376,0.02893,-0.01099,-0.99036,0.13513,0.0216
1582518589.187977,0.02887,-0.01099,-0.99036,0.13513,0.0216
1582518589.1927948,0.02887,-0.01105,-0.99036,0.13513,0.0216
1582518589.1979918,0.02881,-0.01111,-0.99036,0.13513,0.0216
1582518589.203817,0.02881,-0.01117,-0.99036,0.13513,0.0216
1582518589.209545,0.02875,-0.01123,-0.99036,0.13513,0.0216
1582518589.2160199,0.02875,-0.01129,-0.99036,0.13507,0.0216
1582518589.220496,0.02869,-0.01129,-0.99036,0.13507,0.0216
1582518589.227275,0.02869,-0.01135,-0.99036,0.13507,0.0216
1582518589.233154,0.02863,-0.01141,-0.99036,0.13507,0.0216
