eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1582518621.8947608,"{'circle_3d': {'center': [-4.7332005737033e-07, 4.505104788776748e-06, 5.141599718783141e-05], 'normal': [-0.27591496930419535, 0.6543422610705036, -0.7040647236518854], 'radius': 2.033487440519468e-06}, 'confidence': 0.9999999999999742, 'timestamp': 8424.58653, 'diameter_3d': 4.066974881038936e-06, 'ellipse': {'center': [154.47650484649483, 173.9205741782617], 'axes': [31.60820034120197, 49.07481339453958], 'angle': -68.28194967202226}, 'location': [154.47650484649483, 173.9205741782617], 'diameter': 49.07481339453958, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9577505458018054, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088229591935, 'phi': -1.9442906567474567, 'norm_pos': [0.48273907764529633, 0.27533094092390964], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518621.9873989,"{'circle_3d': {'center': [-4.2437338043654904e-07, 4.5224108085051284e-06, 5.141289937604654e-05], 'normal': [-0.2759149652253056, 0.6543422625126719, -0.7040647239100365], 'radius': 2.008599205951087e-06}, 'confidence': 0.9999999999999776, 'timestamp': 8424.67893, 'diameter_3d': 4.017198411902174e-06, 'ellipse': {'center': [155.0624154697163, 174.14250282054266], 'axes': [31.223798622712824, 48.477735394923855], 'angle': -68.32722230608445}, 'location': [155.0624154697163, 174.14250282054266], 'diameter': 48.477735394923855, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9585427675495639, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088248663226, 'phi': -1.9442906516008254, 'norm_pos': [0.4845700483428635, 0.2744062382477389], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518621.994852,"{'circle_3d': {'center': [-4.2745118777887114e-07, 4.535370959679597e-06, 5.1426150413647065e-05], 'normal': [-0.27591496548178956, 0.6543422635926845, -0.7040647228057834], 'radius': 2.0240895093722805e-06}, 'confidence': 0.9999999999999593, 'timestamp': 8424.68733, 'diameter_3d': 4.048179018744561e-06, 'ellipse': {'center': [155.0292951471015, 174.27890732251217], 'axes': [31.448723172553454, 48.839324177409296], 'angle': -68.328109532837}, 'location': [155.0292951471015, 174.27890732251217], 'diameter': 48.839324177409296, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9585536127593941, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088262945357, 'phi': -1.9442906524494272, 'norm_pos': [0.4844665473346922, 0.2738378861561993], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.002934,"{'circle_3d': {'center': [-4.2415416867669364e-07, 4.536147258704659e-06, 5.1425579822961254e-05], 'normal': [-0.27591496520703795, 0.6543422636573761, -0.7040647228533325], 'radius': 2.0281479488025667e-06}, 'confidence': 0.9999999999999688, 'timestamp': 8424.69573, 'diameter_3d': 4.056295897605133e-06, 'ellipse': {'center': [155.06975686835125, 174.28726491552945], 'axes': [31.51253137420499, 48.93794419812854], 'angle': -68.33106286121716}, 'location': [155.06975686835125, 174.28726491552945], 'diameter': 48.93794419812854, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9584898246614459, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.284108826380084, 'phi': -1.9442906520882006, 'norm_pos': [0.48459299021359764, 0.27380306285196065], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.012933,"{'circle_3d': {'center': [-4.293171507185889e-07, 4.557525272730345e-06, 5.1447471395960065e-05], 'normal': [-0.27591496563728646, 0.6543422654388773, -0.7040647210290348], 'radius': 2.028924584625056e-06}, 'confidence': 0.9999999999999064, 'timestamp': 8424.70413, 'diameter_3d': 4.057849169250112e-06, 'ellipse': {'center': [155.00965024090783, 174.52184152763567], 'axes': [31.49773774709388, 48.9359063838164], 'angle': -68.33240791580756}, 'location': [155.00965024090783, 174.52184152763567], 'diameter': 48.9359063838164, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9583029221301498, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088287359486, 'phi': -1.944290653498174, 'norm_pos': [0.484405157002837, 0.272825660301518], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.019958,"{'circle_3d': {'center': [-4.283241383795655e-07, 4.53739952632759e-06, 5.14283778159097e-05], 'normal': [-0.27591496555453543, 0.6543422637617318, -0.7040647226201664], 'radius': 2.0066889234497206e-06}, 'confidence': 0.9999999999999875, 'timestamp': 8424.71253, 'diameter_3d': 4.013377846899441e-06, 'ellipse': {'center': [155.01584077948854, 174.3079003076277], 'axes': [31.175248283818714, 48.4170392600777], 'angle': -68.32789194334332}, 'location': [155.01584077948854, 174.3079003076277], 'diameter': 48.4170392600777, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9583255225086296, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088265180844, 'phi': -1.944290652628556, 'norm_pos': [0.4844245024359017, 0.2737170820515512], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.0266528,"{'circle_3d': {'center': [-4.185217501451177e-07, 4.543052148697768e-06, 5.142978979577606e-05], 'normal': [-0.27591496473766974, 0.6543422642327836, -0.7040647225025015], 'radius': 2.011880212822901e-06}, 'confidence': 0.9999999999999782, 'timestamp': 8424.72093, 'diameter_3d': 4.023760425645802e-06, 'ellipse': {'center': [155.13516532562454, 174.3725770903249], 'axes': [31.254149077342056, 48.54129928254708], 'angle': -68.33754158954548}, 'location': [155.13516532562454, 174.3725770903249], 'diameter': 48.54129928254708, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9583180823787507, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088271410053, 'phi': -1.9442906516795766, 'norm_pos': [0.4847973916425767, 0.2734475954569795], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.0357718,"{'circle_3d': {'center': [-4.152266646073599e-07, 4.539778254653015e-06, 5.142545580127944e-05], 'normal': [-0.2759149644630793, 0.6543422639599591, -0.7040647228636676], 'radius': 2.0222569740914928e-06}, 'confidence': 0.9999999999999705, 'timestamp': 8424.72933, 'diameter_3d': 4.0445139481829856e-06, 'ellipse': {'center': [155.1763968576503, 174.33353741576101], 'axes': [31.42087261618099, 48.79601622649211], 'angle': -68.33943659431269}, 'location': [155.1763968576503, 174.33353741576101], 'diameter': 48.79601622649211, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.958277506313332, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.284108826780221, 'phi': -1.944290651167226, 'norm_pos': [0.4849262401801572, 0.2736102607676625], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.047185,"{'circle_3d': {'center': [-4.249619118823489e-07, 4.54808037453347e-06, 5.143698674459074e-05], 'normal': [-0.2759149652743499, 0.6543422646518025, -0.7040647219027557], 'radius': 2.0184188245062107e-06}, 'confidence': 0.9999999999999639, 'timestamp': 8424.73773, 'diameter_3d': 4.0368376490124215e-06, 'ellipse': {'center': [155.0593100195662, 174.42310016728152], 'axes': [31.347162538395594, 48.69226777285392], 'angle': -68.33352211840662}, 'location': [155.0593100195662, 174.42310016728152], 'diameter': 48.69226777285392, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.958230220061751, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088276951176, 'phi': -1.9442906526297374, 'norm_pos': [0.4845603438111444, 0.27323708263632696], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.054983,"{'circle_3d': {'center': [-4.294648854319405e-07, 4.555864715705127e-06, 5.1445986002818245e-05], 'normal': [-0.27591496564959767, 0.6543422653004975, -0.7040647211528176], 'radius': 2.022607731294691e-06}, 'confidence': 0.9999999999999855, 'timestamp': 8424.74613, 'diameter_3d': 4.045215462589382e-06, 'ellipse': {'center': [155.0065883247192, 174.50587567787326], 'axes': [31.401344204531565, 48.784824236256], 'angle': -68.3318379172203}, 'location': [155.0065883247192, 174.50587567787326], 'diameter': 48.784824236256, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9582371532886991, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088285529545, 'phi': -1.944290653453606, 'norm_pos': [0.48439558851474745, 0.2728921846755281], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.062847,"{'circle_3d': {'center': [-4.3655029768885356e-07, 4.5559244972182e-06, 5.1448818254584694e-05], 'normal': [-0.2759149662400487, 0.6543422653054793, -0.7040647209167965], 'radius': 2.0198795590254847e-06}, 'confidence': 0.9999999999999737, 'timestamp': 8424.75453, 'diameter_3d': 4.039759118050969e-06, 'ellipse': {'center': [154.9209102859236, 174.50469215948618], 'axes': [31.355560520810005, 48.71614183556555], 'angle': -68.32596512866344}, 'location': [154.9209102859236, 174.50469215948618], 'diameter': 48.71614183556555, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9582094666826024, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088285595426, 'phi': -1.9442906542944718, 'norm_pos': [0.4841278446435113, 0.27289711600214095], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.070922,"{'circle_3d': {'center': [-4.4470680782282557e-07, 4.5546600686563465e-06, 5.1450839567479534e-05], 'normal': [-0.27591496691975786, 0.6543422652001103, -0.7040647207483538], 'radius': 2.014496477898339e-06}, 'confidence': 0.9999999999999607, 'timestamp': 8424.76293, 'diameter_3d': 4.028992955796678e-06, 'ellipse': {'center': [154.8217702507577, 174.48943574138505], 'axes': [31.269520328218775, 48.584125343252786], 'angle': -68.31885148997456}, 'location': [154.8217702507577, 174.48943574138505], 'diameter': 48.584125343252786, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9581223814715378, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.284108828420202, 'phi': -1.9442906552126282, 'norm_pos': [0.48381803203361784, 0.2729606844108956], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.078999,"{'circle_3d': {'center': [-4.4769589235826857e-07, 4.532921440869586e-06, 5.143180755240451e-05], 'normal': [-0.2759149671688483, 0.6543422633885579, -0.704064722334355], 'radius': 2.0077194716364693e-06}, 'confidence': 0.9999999999999742, 'timestamp': 8424.77133, 'diameter_3d': 4.015438943272939e-06, 'ellipse': {'center': [154.7826438478234, 174.24987410615182], 'axes': [31.187392560472762, 48.43826724862773], 'angle': -68.31060721107875}, 'location': [154.7826438478234, 174.24987410615182], 'diameter': 48.43826724862773, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9580704174223742, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.284108826024598, 'phi': -1.9442906547540604, 'norm_pos': [0.48369576202444814, 0.273958857891034], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.087163,"{'circle_3d': {'center': [-4.615554654030518e-07, 4.545189540294814e-06, 5.144864066508603e-05], 'normal': [-0.2759149683238127, 0.6543422644108996, -0.7040647209315958], 'radius': 2.020179060448194e-06}, 'confidence': 0.9999999999999911, 'timestamp': 8424.77973, 'diameter_3d': 4.040358120896388e-06, 'ellipse': {'center': [154.61937922371584, 174.37529492203674], 'axes': [31.3608096043705, 48.72295527351426], 'angle': -68.30236998144143}, 'location': [154.61937922371584, 174.37529492203674], 'diameter': 48.72295527351426, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9581953374834806, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088273765466, 'phi': -1.9442906568529341, 'norm_pos': [0.483185560074112, 0.27343627115818026], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518622.095562,"{'circle_3d': {'center': [-4.4931559495253737e-07, 4.533954436780618e-06, 5.1433402340705925e-05], 'normal': [-0.2759149673038235, 0.654342263474641, -0.7040647222014561], 'radius': 2.0080947434540926e-06}, 'confidence': 0.9999999999999796, 'timestamp': 8424.78813, 'diameter_3d': 4.016189486908185e-06, 'ellipse': {'center': [154.76332774079242, 174.26051740866208], 'axes': [31.19131094865652, 48.445799949703286], 'angle': -68.30953579576158}, 'location': [154.76332774079242, 174.26051740866208], 'diameter': 48.445799949703286, 'sphere': {'center': [3.3109791583302868, -7.852102627741255, 8.448828099819814], 'radius': 12.0}, 'projected_sphere': {'center': [402.96944545582096, -456.21051957530096], 'axes': [1761.1909988223506, 1761.1909988223506], 'angle': 90.0}, 'model_confidence': 0.9582456639581016, 'model_id': 1, 'model_birth_timestamp': 8421.33573, 'theta': 2.2841088261384344, 'phi': -1.9442906549843713, 'norm_pos': [0.48363539918997633, 0.2739145107972413], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
