eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1582518865.92717,"{'circle_3d': {'center': [-0.05665379187354258, 0.4659079172477041, 4.268477832621073], 'normal': [-0.26980564693524156, 0.6358824155765498, -0.7230895286493837], 'radius': 0.15236445785869382}, 'confidence': 0.999994346997173, 'timestamp': 8668.614721, 'diameter_3d': 0.30472891571738764, 'ellipse': {'center': [151.92019585652085, 187.35123347652646], 'axes': [28.781373315450526, 44.29252221262559], 'angle': -68.36322165331835}, 'location': [151.92019585652085, 187.35123347652646], 'diameter': 44.29252221262559, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9808827849380863, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2599476514327366, 'phi': -1.9279256288268487, 'norm_pos': [0.47475061205162766, 0.21936986051447305], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.9356449,"{'circle_3d': {'center': [-0.05564817829681035, 0.46567819959863765, 4.267900676674799], 'normal': [-0.2697218458038472, 0.6358632724391277, -0.7231376249782399], 'radius': 0.15250082582952876}, 'confidence': 0.9999966830596393, 'timestamp': 8668.623121, 'diameter_3d': 0.3050016516590575, 'ellipse': {'center': [152.06552818061215, 187.32631500128275], 'axes': [28.81709213429905, 44.33839990572041], 'angle': -68.37803134351161}, 'location': [152.06552818061215, 187.32631500128275], 'diameter': 44.33839990572041, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9809607790056352, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2599228479988205, 'phi': -1.9278021159593233, 'norm_pos': [0.475204775564413, 0.21947368749465523], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.9445162,"{'circle_3d': {'center': [-0.05536951214794961, 0.4660963655359165, 4.26816445417351], 'normal': [-0.2696986236247755, 0.6358981196005675, -0.723115643520014], 'radius': 0.15230225670156827}, 'confidence': 0.9999936698084693, 'timestamp': 8668.631521, 'diameter_3d': 0.30460451340313655, 'ellipse': {'center': [152.10610596073244, 187.38378676227643], 'axes': [28.774772852569757, 44.27799571651243], 'angle': -68.38468325986506}, 'location': [152.10610596073244, 187.38378676227643], 'diameter': 44.27799571651243, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9810305294566279, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2599679992450343, 'phi': -1.9277838773170826, 'norm_pos': [0.47533158112728885, 0.21923422182384822], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.9506612,"{'circle_3d': {'center': [-0.055532085641277984, 0.46536041544211404, 4.267577956791172], 'normal': [-0.26971217141588616, 0.635836790426084, -0.7231645183018756], 'radius': 0.15184470070309672}, 'confidence': 0.9999752962772351, 'timestamp': 8668.639921, 'diameter_3d': 0.30368940140619344, 'ellipse': {'center': [152.0805308194527, 187.28796252893207], 'axes': [28.698619242806977, 44.15086047992462], 'angle': -68.37818628532968}, 'location': [152.0805308194527, 187.28796252893207], 'diameter': 44.15086047992462, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9811873260982318, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2598885365455215, 'phi': -1.9277781949307533, 'norm_pos': [0.4752516588107897, 0.21963348946278305], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.959056,"{'circle_3d': {'center': [-0.05664945920094322, 0.4655642626321841, 4.268174019427297], 'normal': [-0.2698052858791916, 0.6358537776919232, -0.7231148464155317], 'radius': 0.15216892227741508}, 'confidence': 0.9999745039679329, 'timestamp': 8668.648321, 'diameter_3d': 0.30433784455483015, 'ellipse': {'center': [151.9198833065908, 187.30688538296698], 'axes': [28.749761776380943, 44.23876676273373], 'angle': -68.36146366415603}, 'location': [151.9198833065908, 187.30688538296698], 'diameter': 44.23876676273373, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9812128706006118, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.259910546006206, 'phi': -1.9279137230214005, 'norm_pos': [0.4747496353330963, 0.2195546442376376], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.966944,"{'circle_3d': {'center': [-0.0552082451705842, 0.4656206281627302, 4.267685977552343], 'normal': [-0.26968518470999503, 0.6358584748194687, -0.7231555165717779], 'radius': 0.15174509029531738}, 'confidence': 0.9999923722098433, 'timestamp': 8668.656721, 'diameter_3d': 0.30349018059063476, 'ellipse': {'center': [152.12759088399554, 187.32450601379662], 'axes': [28.67776876389815, 44.12086029501063], 'angle': -68.38472577639448}, 'location': [152.12759088399554, 187.32450601379662], 'diameter': 44.12086029501063, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9812700225614424, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2599166318849733, 'phi': -1.9277495093248183, 'norm_pos': [0.4753987215124861, 0.2194812249425141], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.974952,"{'circle_3d': {'center': [-0.05583951171650314, 0.4660381765696151, 4.268288591952324], 'normal': [-0.2697377902554883, 0.6358932705200424, -0.7231052987051128], 'radius': 0.1520127033651614}, 'confidence': 0.9999994688323535, 'timestamp': 8668.665121, 'diameter_3d': 0.3040254067303228, 'ellipse': {'center': [152.03747213506983, 187.37461104386495], 'axes': [28.717947936164144, 44.19236428055735], 'angle': -68.37687936559058}, 'location': [152.03747213506983, 187.37461104386495], 'diameter': 44.19236428055735, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9813621917024173, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.259961716221528, 'phi': -1.9278361104779267, 'norm_pos': [0.4751171004220932, 0.21927245398389605], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.982601,"{'circle_3d': {'center': [-0.05583354815010244, 0.46592744749964066, 4.268188994363806], 'normal': [-0.26973729329162155, 0.6358840430975445, -0.723113598504156], 'radius': 0.1528622495084618}, 'confidence': 0.9999970566467604, 'timestamp': 8668.673521, 'diameter_3d': 0.3057244990169236, 'ellipse': {'center': [152.03982443181974, 187.3564839551779], 'axes': [28.88040555270721, 44.44052026004704], 'angle': -68.37640390813215}, 'location': [152.03982443181974, 187.3564839551779], 'diameter': 44.44052026004704, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.981422620114003, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2599497602070766, 'phi': -1.9278317486114265, 'norm_pos': [0.4751244513494367, 0.2193479835200921], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518865.9909408,"{'circle_3d': {'center': [-0.05598995872456447, 0.46506410291926503, 4.267488212716293], 'normal': [-0.26975032750616007, 0.6358120977158466, -0.7231719969747821], 'radius': 0.1525941163765298}, 'confidence': 0.9999976664552663, 'timestamp': 8668.681921, 'diameter_3d': 0.3051882327530596, 'ellipse': {'center': [152.01529696959867, 187.24313394169076], 'axes': [28.842159134707593, 44.36969715484503], 'angle': -68.36932934038082}, 'location': [152.01529696959867, 187.24313394169076], 'diameter': 44.36969715484503, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9815221911385175, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2598565442783896, 'phi': -1.927821127397629, 'norm_pos': [0.47504780302999583, 0.21982027524295522], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518866.0028422,"{'circle_3d': {'center': [-0.05513872139244169, 0.46550145163339973, 4.267555262330193], 'normal': [-0.2696793910618165, 0.6358485434420245, -0.7231664095069571], 'radius': 0.15347072001519965}, 'confidence': 0.9999959409843813, 'timestamp': 8668.690321, 'diameter_3d': 0.3069414400303993, 'ellipse': {'center': [152.14085043618564, 187.3019130433235], 'axes': [29.006600415934226, 44.624279930742006], 'angle': -68.38523614636257}, 'location': [152.14085043618564, 187.3019130433235], 'diameter': 44.624279930742006, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9816240783928176, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.25990376423561, 'phi': -1.9277375444301414, 'norm_pos': [0.4754401576130801, 0.21957536231948538], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518866.011368,"{'circle_3d': {'center': [-0.056323812543851215, 0.46574849040688804, 4.268214520100621], 'normal': [-0.2697781486577673, 0.6358691300064818, -0.7231114713594214], 'radius': 0.15235130667268446}, 'confidence': 0.9999992766175065, 'timestamp': 8668.698721, 'diameter_3d': 0.3047026133453689, 'ellipse': {'center': [151.96763171107438, 187.33224822243554], 'axes': [28.78344882675536, 44.29149279274387], 'angle': -68.36763322915921}, 'location': [151.96763171107438, 187.33224822243554], 'diameter': 44.29149279274387, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9816496730003177, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.259930437494279, 'phi': -1.927882308985195, 'norm_pos': [0.47489884909710744, 0.21944896573985195], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518866.0189261,"{'circle_3d': {'center': [-0.05547670840004448, 0.46505215939442746, 4.267286282054844], 'normal': [-0.2697075566457834, 0.6358111024221101, -0.7231888245299027], 'radius': 0.15206926625524667}, 'confidence': 0.9999400859943033, 'timestamp': 8668.707121, 'diameter_3d': 0.30413853251049333, 'ellipse': {'center': [152.08849227031192, 187.24677923986457], 'axes': [28.74625312113879, 44.219205222331944], 'angle': -68.37744009478804}, 'location': [152.08849227031192, 187.24677923986457], 'diameter': 44.219205222331944, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9816892327311533, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2598552547777113, 'phi': -1.927761588484432, 'norm_pos': [0.4752765383447247, 0.2198050865005643], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518866.027742,"{'circle_3d': {'center': [-0.05622901245412004, 0.46509907278042917, 4.267608131787057], 'normal': [-0.2697702486502897, 0.6358150118709436, -0.7231620037188851], 'radius': 0.15261750379776876}, 'confidence': 0.9999867217166098, 'timestamp': 8668.715521, 'diameter_3d': 0.3052350075955375, 'ellipse': {'center': [151.9808213136435, 187.24624129345835], 'axes': [28.84452869019782, 44.375201720386386], 'angle': -68.36570425617323}, 'location': [151.9808213136435, 187.24624129345835], 'diameter': 44.375201720386386, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9817384907576221, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2598603198600857, 'phi': -1.9278498346615058, 'norm_pos': [0.47494006660513594, 0.21980732794392355], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518866.036824,"{'circle_3d': {'center': [-0.056276785929887385, 0.46525480741901415, 4.267762880496736], 'normal': [-0.2697742297732703, 0.6358279897574923, -0.7231491079930784], 'radius': 0.1521237961837035}, 'confidence': 0.9999863172002309, 'timestamp': 8668.723921, 'diameter_3d': 0.304247592367407, 'ellipse': {'center': [151.9731935406852, 187.26854307710482], 'axes': [28.748383315345077, 44.22996138877902], 'angle': -68.36575982175918}, 'location': [151.9731935406852, 187.26854307710482], 'diameter': 44.22996138877902, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.981770806700899, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2598771341629704, 'phi': -1.9278605070620127, 'norm_pos': [0.47491622981464127, 0.21971440384539653], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582518866.0431628,"{'circle_3d': {'center': [-0.05607450748710319, 0.465549998289724, 4.267946975108837], 'normal': [-0.2697573732363716, 0.6358525889967181, -0.7231337667754034], 'radius': 0.15386205208190687}, 'confidence': 0.9999927426221431, 'timestamp': 8668.732321, 'diameter_3d': 0.30772410416381374, 'ellipse': {'center': [152.00634528301046, 187.301166073301], 'axes': [29.073931924061633, 44.73381370138208], 'angle': -68.37058227475272}, 'location': [152.00634528301046, 187.301166073301], 'diameter': 44.73381370138208, 'sphere': {'center': [3.181013971349356, -7.164681069670894, 12.945552176413678], 'radius': 12.0}, 'projected_sphere': {'center': [312.34797522425725, -223.1373341717553], 'axes': [1149.4295335745367, 1149.4295335745367], 'angle': 90.0}, 'model_confidence': 0.9819324634565696, 'model_id': 9, 'model_birth_timestamp': 8521.160005, 'theta': 2.2599090058665965, 'phi': -1.92784699182258, 'norm_pos': [0.4750198290094077, 0.21957847469457914], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
