eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1582517962.141065,"{'circle_3d': {'center': [-5.9048774469676735, 8.510180737435716, 69.05193198853192], 'normal': [0.14277753776095628, -0.10348784804907026, -0.9843296399159639], 'radius': 3.202469465684184}, 'confidence': 0.10467168682286845, 'timestamp': 7764.844046, 'diameter_3d': 6.404938931368368, 'ellipse': {'center': [106.790608152807, 196.55174485523912], 'axes': [57.41132432340906, 58.1466989018341], 'angle': 32.35890217893498}, 'location': [106.790608152807, 196.55174485523912], 'diameter': 58.1466989018341, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4671228615542806, 'phi': -1.426750414170142, 'norm_pos': [0.33372065047752186, 0.18103439643650365], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.65456,"{'circle_3d': {'center': [-11.838146598245796, 10.177048970964686, 69.63840413961753], 'normal': [-0.3516615581788871, 0.03541783807834385, -0.9354569606588288], 'radius': 2.929131083435085}, 'confidence': 0.13027456102681756, 'timestamp': 7766.356046, 'diameter_3d': 5.85826216687017, 'ellipse': {'center': [54.941027549316374, 210.59130324156393], 'axes': [45.22549821257567, 52.37849063052438], 'angle': -14.71823306501255}, 'location': [54.941027549316374, 210.59130324156393], 'diameter': 52.37849063052438, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.6062215738829344, 'phi': -1.93037761581118, 'norm_pos': [0.17169071109161366, 0.12253623649348355], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.661622,"{'circle_3d': {'center': [-11.827917624332018, 9.913675404818004, 69.62768651279885], 'normal': [-0.3508091436860724, 0.013470040899453768, -0.9363500962270531], 'radius': 2.936585947211802}, 'confidence': 0.14259147156006233, 'timestamp': 7766.364446, 'diameter_3d': 5.873171894423604, 'ellipse': {'center': [55.01750858841089, 208.28180481399204], 'axes': [45.548430453474715, 52.54875068880998], 'angle': -11.902350954974066}, 'location': [55.01750858841089, 208.28180481399204], 'diameter': 52.54875068880998, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5842667750661437, 'phi': -1.9292653383652898, 'norm_pos': [0.17192971433878404, 0.13215914660836647], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.6694021,"{'circle_3d': {'center': [-11.964516619946291, 9.946680497217166, 69.68034110980199], 'normal': [-0.3621923933205951, 0.016220465266050546, -0.931962213143458], 'radius': 2.935371130656082}, 'confidence': 0.1302693305851264, 'timestamp': 7766.372846, 'diameter_3d': 5.870742261312164, 'ellipse': {'center': [53.88906434609902, 208.50733881295577], 'axes': [45.11174594607453, 52.48785198263516], 'angle': -11.950724015045285}, 'location': [53.88906434609902, 208.50733881295577], 'diameter': 52.48785198263516, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.587017503422019, 'phi': -1.9414663693784913, 'norm_pos': [0.16840332608155945, 0.1312194216126843], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.677645,"{'circle_3d': {'center': [-11.981876513655717, 9.839938350531845, 69.68575413741608], 'normal': [-0.3636390511297142, 0.007325286375607183, -0.9315111275089506], 'radius': 2.9213690096145015}, 'confidence': 0.039260190361723936, 'timestamp': 7766.381246, 'diameter_3d': 5.842738019229003, 'ellipse': {'center': [53.74062784932214, 207.55967841196843], 'axes': [44.9081218581039, 52.24569793510182], 'angle': -10.780642119037156}, 'location': [53.74062784932214, 207.55967841196843], 'diameter': 52.24569793510182, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5781216786843444, 'phi': -1.942978219610976, 'norm_pos': [0.16793946202913168, 0.13516800661679818], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.684695,"{'circle_3d': {'center': [-12.11866992125022, 9.501628465976719, 69.74259555702874], 'normal': [-0.3750385017625894, -0.020867204003986718, -0.9267743425412296], 'radius': 2.948796358294945}, 'confidence': 0.090982192374043, 'timestamp': 7766.389646, 'diameter_3d': 5.89759271658989, 'ellipse': {'center': [52.62521355437474, 204.51063720028753], 'axes': [45.07544642212577, 52.73520622976115], 'angle': -6.975746544382447}, 'location': [52.62521355437474, 204.51063720028753], 'diameter': 52.73520622976115, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5499276080908309, 'phi': -1.9553227472393326, 'norm_pos': [0.16445379235742105, 0.14787234499880197], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.697074,"{'circle_3d': {'center': [-11.549400221212444, 8.341695873753139, 69.61414674935536], 'normal': [-0.32759936009277446, -0.11752825335595166, -0.9374784098473437], 'radius': 2.926595682612847}, 'confidence': 0.03855941982572103, 'timestamp': 7766.398046, 'diameter_3d': 5.853191365225694, 'ellipse': {'center': [57.45289698245843, 194.4297773312844], 'axes': [46.397992060811184, 52.56644825645183], 'angle': 5.733742834330076}, 'location': [57.45289698245843, 194.4297773312844], 'diameter': 52.56644825645183, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4529958102072904, 'phi': -1.9069787362312238, 'norm_pos': [0.1795403030701826, 0.1898759277863149], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.7079942,"{'circle_3d': {'center': [-11.619828774752865, 8.431507454759656, 69.62808606706511], 'normal': [-0.33346840622114304, -0.11004395493874199, -0.936316800038198], 'radius': 2.909753374163612}, 'confidence': 0.019427137004312544, 'timestamp': 7766.406446, 'diameter_3d': 5.819506748327224, 'ellipse': {'center': [56.847644949291066, 195.20571900767789], 'axes': [45.96583345364917, 52.242687639995914], 'angle': 4.642055693007492}, 'location': [56.847644949291066, 195.20571900767789], 'diameter': 52.242687639995914, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4605290533949078, 'phi': -1.9129386682637468, 'norm_pos': [0.1776488904665346, 0.1866428374680088], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.714488,"{'circle_3d': {'center': [-11.75209785426156, 8.422693554743404, 69.67711845575462], 'normal': [-0.34449082951353416, -0.11077844660676292, -0.9322307676474049], 'radius': 2.92504713628837}, 'confidence': 0.051739717332026244, 'timestamp': 7766.414846, 'diameter_3d': 5.85009427257674, 'ellipse': {'center': [55.754479838125235, 195.07686220254936], 'axes': [45.840791793336656, 52.481264763380864], 'angle': 4.626466458588087}, 'location': [55.754479838125235, 195.07686220254936], 'diameter': 52.481264763380864, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4597900433971294, 'phi': -1.9247661698414689, 'norm_pos': [0.17423274949414136, 0.18717974082271094], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.7229362,"{'circle_3d': {'center': [-11.062751437465883, 7.819527375480764, 69.53249170618419], 'normal': [-0.2870452947805611, -0.1610422948786496, -0.9442829967782745], 'radius': 3.025415940436161}, 'confidence': 0.006148007038474361, 'timestamp': 7766.423246, 'diameter_3d': 6.050831880872322, 'ellipse': {'center': [61.65480854088382, 189.91717346607876], 'axes': [49.00386630274531, 54.472825687624315], 'angle': 12.736882268933645}, 'location': [61.65480854088382, 189.91717346607876], 'diameter': 54.472825687624315, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4090496852761032, 'phi': -1.865902569559751, 'norm_pos': [0.19267127669026193, 0.2086784438913385], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.729171,"{'circle_3d': {'center': [-11.846166980527412, 8.804808582014562, 69.67339508273656], 'normal': [-0.3523299233690219, -0.07893552766749973, -0.9325410487322435], 'radius': 2.95949483966928}, 'confidence': 0.07049129871656229, 'timestamp': 7766.431646, 'diameter_3d': 5.91898967933856, 'ellipse': {'center': [54.92779297978181, 198.451813908127], 'axes': [46.166008113387015, 53.05730722896711], 'angle': 0.36203793420449004}, 'location': [54.92779297978181, 198.451813908127], 'diameter': 53.05730722896711, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4917785962873717, 'phi': -1.9320344636681035, 'norm_pos': [0.17164935306181817, 0.17311744204947077], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.736604,"{'circle_3d': {'center': [-13.033500361007212, 9.920247693893039, 70.15658585878002], 'normal': [-0.45127437174233875, 0.01401773165570664, -0.8922751507286226], 'radius': 2.958086668131296}, 'confidence': 0.013427315288598684, 'timestamp': 7766.440046, 'diameter_3d': 5.916173336262592, 'ellipse': {'center': [45.22031404005408, 207.6869318140313], 'axes': [41.959430476038285, 52.5673092896119], 'angle': -9.591106377543472}, 'location': [45.22031404005408, 207.6869318140313], 'diameter': 52.5673092896119, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5848145175644381, 'phi': -2.0390388937880672, 'norm_pos': [0.141313481375169, 0.13463778410820282], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.74643,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.448446, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.7533782,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.456846, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.763886,"{'circle_3d': {'center': [-12.044912582157846, 8.65815884845425, 69.76399033416891], 'normal': [-0.36889205683822474, -0.09115633879752583, -0.9249914444462147], 'radius': 3.0061424018633796}, 'confidence': 0.012697681889682209, 'timestamp': 7766.465246, 'diameter_3d': 6.012284803726759, 'ellipse': {'center': [53.31979264317714, 197.06370629561496], 'axes': [46.28832476880147, 53.84253087779932], 'angle': 1.9202812625733006}, 'location': [53.31979264317714, 197.06370629561496], 'diameter': 53.84253087779932, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.479513269990738, 'phi': -1.9502728942626917, 'norm_pos': [0.16662435200992856, 0.178901223768271], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.7816262,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.482046, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.788615,"{'circle_3d': {'center': [-12.263549390631562, 8.799645043122391, 69.84055985918262], 'normal': [-0.3871117908777011, -0.0793658225751807, -0.9186106506950722], 'radius': 2.961841351145099}, 'confidence': 0.06490481810073474, 'timestamp': 7766.490446, 'diameter_3d': 5.923682702290198, 'ellipse': {'center': [51.498071204481576, 198.22090599982988], 'axes': [44.944185126045454, 52.9761713441853], 'angle': 0.42733278544346986}, 'location': [51.498071204481576, 198.22090599982988], 'diameter': 52.9761713441853, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4913469471478482, 'phi': -1.969622357382797, 'norm_pos': [0.16093147251400491, 0.1740795583340422], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.796421,"{'circle_3d': {'center': [-11.341191697714416, 7.602890360638606, 69.66029139974653], 'normal': [-0.31024864980127215, -0.1790953794488294, -0.9336330223147462], 'radius': 3.0072179253865112}, 'confidence': 0.006240203972680009, 'timestamp': 7766.498846, 'diameter_3d': 6.0144358507730225, 'ellipse': {'center': [59.37020229146103, 187.8777143188051], 'axes': [47.86081084661692, 54.06385401853285], 'angle': 14.467763104213494}, 'location': [59.37020229146103, 187.8777143188051], 'diameter': 54.06385401853285, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.3907294397232863, 'phi': -1.891618904655206, 'norm_pos': [0.1855318821608157, 0.21717619033831215], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.8046489,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.507246, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.81424,"{'circle_3d': {'center': [12.033528154499198, 13.615455190243367, 90.3973981844035], 'normal': [-0.09921046184538482, 0.544252702478568, -0.8330343811063269], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 7766.515646, 'diameter_3d': 2.0, 'ellipse': {'center': [242.54257202138075, 213.35211944575903], 'axes': [10.391297349549882, 13.839844715869528], 'angle': -88.4225082397368}, 'location': [242.54257202138075, 213.35211944575903], 'diameter': 13.839844715869528, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 2.146294400082094, 'phi': -1.6893332794048201, 'norm_pos': [0.7579455375668148, 0.11103283564267075], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.8206642,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.524046, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.830724,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.532446, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.8368561,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.540846, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.8461702,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7766.549246, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.8538291,"{'circle_3d': {'center': [-8.293621072391325, 11.660208798568647, 69.03584093642549], 'normal': [-0.056284431024348054, 0.1590144903786739, -0.9856705609248335], 'radius': 0.8655364912027322}, 'confidence': 0.8450710862633595, 'timestamp': 7766.557646, 'diameter_3d': 1.7310729824054645, 'ellipse': {'center': [85.5213707138033, 224.7036895992969], 'axes': [14.793914380673224, 15.554103836379682], 'angle': -64.98980302523522}, 'location': [85.5213707138033, 224.7036895992969], 'diameter': 15.554103836379682, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.7304886887196074, 'phi': -1.627837063133287, 'norm_pos': [0.2672542834806353, 0.06373462666959628], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.864866,"{'circle_3d': {'center': [-6.980371389471596, 9.908274979401584, 68.88186973949144], 'normal': [0.053153042552296054, 0.01302000544808542, -0.9985014940026707], 'radius': 2.791418893182923}, 'confidence': 0.1455427575476869, 'timestamp': 7766.566046, 'diameter_3d': 5.582837786365846, 'ellipse': {'center': [97.11590726749625, 209.17076329622932], 'axes': [50.0710916029765, 50.532867598241864], 'angle': 64.97679052862131}, 'location': [97.11590726749625, 209.17076329622932], 'diameter': 50.532867598241864, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5838167001307766, 'phi': -1.5176137117476969, 'norm_pos': [0.3034872102109258, 0.12845515293237786], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.87276,"{'circle_3d': {'center': [-7.013751725366593, 9.949679111802471, 68.8807507867267], 'normal': [0.05037134789437971, 0.016470349814825987, -0.9985947400663998], 'radius': 2.795515774779403}, 'confidence': 0.1516965277383377, 'timestamp': 7766.574446, 'diameter_3d': 5.591031549558806, 'ellipse': {'center': [96.81711625397229, 209.5413097784405], 'axes': [50.131922860151334, 50.58756355951679], 'angle': 67.25643162215869}, 'location': [96.81711625397229, 209.5413097784405], 'diameter': 50.58756355951679, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5872674213592566, 'phi': -1.5203968113124586, 'norm_pos': [0.3025534882936634, 0.1269112092564979], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.882016,"{'circle_3d': {'center': [-6.977805700429454, 9.851433707543135, 68.88140024201348], 'normal': [0.05336684997247457, 0.00828323279321467, -0.9985406187925], 'radius': 2.8181096369711494}, 'confidence': 0.18170359789225574, 'timestamp': 7766.582846, 'diameter_3d': 5.636219273942299, 'ellipse': {'center': [97.13731228778305, 208.6643918820126], 'axes': [50.57614853367823, 51.02823484866278], 'angle': 62.73798175393592}, 'location': [97.13731228778305, 208.6643918820126], 'diameter': 51.02823484866278, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5790796543124888, 'phi': -1.5174022791445083, 'norm_pos': [0.303554100899322, 0.13056503382494744], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517963.8894122,"{'circle_3d': {'center': [-6.9417241829014555, 9.871692645317019, 68.8835683141962], 'normal': [0.056373643099807774, 0.009971477607704966, -0.9983599461106073], 'radius': 2.7827980674956003}, 'confidence': 0.19037424647885, 'timestamp': 7766.591246, 'diameter_3d': 5.565596134991201, 'ellipse': {'center': [97.46237310595166, 208.84249816303642], 'axes': [49.923612815616764, 50.397135129156126], 'angle': 62.92978861629845}, 'location': [97.46237310595166, 208.84249816303642], 'diameter': 50.397135129156126, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5807679696546064, 'phi': -1.514389974489762, 'norm_pos': [0.30456991595609895, 0.12982292432068154], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
