eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1582517962.141065,"{'circle_3d': {'center': [-5.9048774469676735, 8.510180737435716, 69.05193198853192], 'normal': [0.14277753776095628, -0.10348784804907026, -0.9843296399159639], 'radius': 3.202469465684184}, 'confidence': 0.10467168682286845, 'timestamp': 7764.844046, 'diameter_3d': 6.404938931368368, 'ellipse': {'center': [106.790608152807, 196.55174485523912], 'axes': [57.41132432340906, 58.1466989018341], 'angle': 32.35890217893498}, 'location': [106.790608152807, 196.55174485523912], 'diameter': 58.1466989018341, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.4671228615542806, 'phi': -1.426750414170142, 'norm_pos': [0.33372065047752186, 0.18103439643650365], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.2331789,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7764.936446, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.24416,"{'circle_3d': {'center': [-3.5680241701023245, 6.5607462226763635, 70.0282202565265], 'normal': [0.3375153108330686, -0.2659407242790162, -0.902972284249749], 'radius': 3.129056150910064}, 'confidence': 0.005904004465997285, 'timestamp': 7764.944846, 'diameter_3d': 6.258112301820128, 'ellipse': {'center': [128.02118722259786, 178.40483661914385], 'axes': [52.30506343800158, 55.499738273073234], 'angle': -29.366111086378943}, 'location': [128.02118722259786, 178.40483661914385], 'diameter': 55.499738273073234, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.301616669836301, 'phi': -1.213093409871821, 'norm_pos': [0.4000662100706183, 0.25664651408690065], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.2503412,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7764.953246, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.264261,"{'circle_3d': {'center': [-3.2507337091455515, 6.480213734027697, 70.17649531216017], 'normal': [0.3639561825794664, -0.2726517649997385, -0.8906160296136094], 'radius': 3.179795422551187}, 'confidence': 0.011717124697298244, 'timestamp': 7764.961646, 'diameter_3d': 6.359590845102374, 'ellipse': {'center': [130.8552092663594, 177.58538117186873], 'axes': [52.33762354306793, 56.291245271552555], 'angle': -28.472590628049392}, 'location': [130.8552092663594, 177.58538117186873], 'diameter': 56.291245271552555, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.294648178064094, 'phi': -1.1828496489604274, 'norm_pos': [0.40892252895737313, 0.26006091178388024], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.269191,"{'circle_3d': {'center': [-8.458052975016395, 11.661559740270771, 69.04659630325195], 'normal': [-0.06998708957643719, 0.15912706885385094, -0.9847742803559614], 'radius': 0.8235485679795955}, 'confidence': 0.7941408545335613, 'timestamp': 7764.970046, 'diameter_3d': 1.647097135959191, 'ellipse': {'center': [84.05714508435175, 224.70094332808412], 'axes': [14.036438438701563, 14.794429800736552], 'angle': -62.067080653659325}, 'location': [84.05714508435175, 224.70094332808412], 'diameter': 14.794429800736552, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.7306027191233184, 'phi': -1.64174620422852, 'norm_pos': [0.2626785783885992, 0.06374606946631611], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.276607,"{'circle_3d': {'center': [-10.144972554854686, 9.462937309756196, 69.13648885300863], 'normal': [-0.21056372122962805, -0.024091467022363602, -0.9772832345429046], 'radius': 3.1456039067054644}, 'confidence': 0.20247615918413822, 'timestamp': 7764.978446, 'diameter_3d': 6.291207813410929, 'ellipse': {'center': [69.27791552574162, 204.899539962098], 'axes': [53.3234920730541, 56.69665459848228], 'angle': -9.380837293572041}, 'location': [69.27791552574162, 204.899539962098], 'diameter': 56.69665459848228, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5467025287206342, 'phi': -1.783010434917335, 'norm_pos': [0.21649348601794255, 0.1462519168245916], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.284369,"{'circle_3d': {'center': [-9.993124264285278, 9.496076621369717, 69.10402977656484], 'normal': [-0.1979096970155107, -0.02132985772123685, -0.9799881575798866], 'radius': 3.1289339260219475}, 'confidence': 0.12759488778694003, 'timestamp': 7764.986846, 'diameter_3d': 6.257867852043895, 'ellipse': {'center': [70.58114889981998, 205.23210662783677], 'axes': [53.33425586694333, 56.41061150220528], 'angle': -10.18056656829966}, 'location': [70.58114889981998, 205.23210662783677], 'diameter': 56.41061150220528, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5494648513603646, 'phi': -1.7700672488818843, 'norm_pos': [0.22056609031193744, 0.14486622238401348], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.294127,"{'circle_3d': {'center': [-10.132845235770656, 9.388831995773684, 69.13594314556138], 'normal': [-0.209553111305959, -0.030266909854239642, -0.9773287101635088], 'radius': 3.150765109393468}, 'confidence': 0.1096760544569217, 'timestamp': 7764.995246, 'diameter_3d': 6.301530218786936, 'ellipse': {'center': [69.38556424842912, 204.2434675597368], 'axes': [53.457447362902705, 56.803551007805154], 'angle': -8.173735629711947}, 'location': [69.38556424842912, 204.2434675597368], 'diameter': 56.803551007805154, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5405247938533715, 'phi': -1.7820124603599852, 'norm_pos': [0.216829888276341, 0.14898555183442996], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.3012748,"{'circle_3d': {'center': [-10.614450764616658, 9.400060353335904, 69.24930017568995], 'normal': [-0.24968690537645907, -0.02933121339072124, -0.9678822909861277], 'radius': 3.14537414912903}, 'confidence': 0.1402005737927506, 'timestamp': 7765.003646, 'diameter_3d': 6.29074829825806, 'ellipse': {'center': [65.26389852296447, 204.20752843495086], 'axes': [52.309154541776884, 56.62674774039874], 'angle': -7.75916313056747}, 'location': [65.26389852296447, 204.20752843495086], 'diameter': 56.62674774039874, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5414609060698239, 'phi': -1.8232642243937365, 'norm_pos': [0.20394968288426396, 0.14913529818770477], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.311363,"{'circle_3d': {'center': [-10.484399093308031, 8.92208121411885, 69.24080180790838], 'normal': [-0.2388492661007403, -0.06916280832547586, -0.9685904883012589], 'radius': 3.1735018066036798}, 'confidence': 0.07496121462305974, 'timestamp': 7765.012046, 'diameter_3d': 6.3470036132073595, 'ellipse': {'center': [66.4091366538187, 199.98825464265525], 'axes': [53.146844236109715, 57.22009194709512], 'angle': -0.8135821423755866}, 'location': [66.4091366538187, 199.98825464265525], 'diameter': 57.22009194709512, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5015782594571505, 'phi': -1.812567428250795, 'norm_pos': [0.20752855204318346, 0.16671560565560317], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.3184278,"{'circle_3d': {'center': [-10.985612597970995, 8.956835267371485, 69.37353331603748], 'normal': [-0.2806170581559872, -0.06626663722108954, -0.9575295292905005], 'radius': 3.1657801005946924}, 'confidence': 0.058488367274115716, 'timestamp': 7765.020446, 'diameter_3d': 6.331560201189385, 'ellipse': {'center': [62.15017868301946, 200.14416381852828], 'axes': [51.812791845059955, 56.97157609683595], 'angle': -1.4353360361438703}, 'location': [62.15017868301946, 200.14416381852828], 'diameter': 56.97157609683595, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5044810943997764, 'phi': -1.8558773727364946, 'norm_pos': [0.19421930838443582, 0.1660659840894655], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.324843,"{'circle_3d': {'center': [-10.982180489027488, 8.952048344564366, 69.37286030224313], 'normal': [-0.28033104907736156, -0.0666655474550161, -0.9575856137733632], 'radius': 3.1677211289740996}, 'confidence': 0.035068286551846184, 'timestamp': 7765.028846, 'diameter_3d': 6.335442257948199, 'ellipse': {'center': [62.180004237758226, 200.10275152072762], 'axes': [51.853518928372395, 57.007768889331004], 'angle': -1.372268543519112}, 'location': [62.180004237758226, 200.10275152072762], 'diameter': 57.007768889331004, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5040813000917381, 'phi': -1.855586487262909, 'norm_pos': [0.19431251324299445, 0.16623853533030153], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.334116,"{'circle_3d': {'center': [-11.473197379471678, 8.947330822090299, 69.5284782157943], 'normal': [-0.32124912328104394, -0.06705867432785499, -0.9446174543107655], 'radius': 3.163542397209387}, 'confidence': 0.047436492856606886, 'timestamp': 7765.037246, 'diameter_3d': 6.327084794418774, 'ellipse': {'center': [58.05787087811888, 199.88434002364542], 'axes': [50.45787949419334, 56.81172793341532], 'angle': -1.288927763177719}, 'location': [58.05787087811888, 199.88434002364542], 'diameter': 56.81172793341532, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.5036872915138735, 'phi': -1.898609976531887, 'norm_pos': [0.1814308464941215, 0.16714858323481074], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.34071,"{'circle_3d': {'center': [-13.133976348005046, 10.261914269382705, 70.21887374211853], 'normal': [-0.45964737065882466, 0.04248994627984551, -0.887084493783746], 'radius': 3.1643407155364773}, 'confidence': 0.056875978612180564, 'timestamp': 7765.045646, 'diameter_3d': 6.328681431072955, 'ellipse': {'center': [44.4964979807752, 210.59967756694297], 'axes': [44.230578898720424, 56.153193941291356], 'angle': -12.397967798414419}, 'location': [44.4964979807752, 210.59967756694297], 'diameter': 56.153193941291356, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.6132990686661821, 'phi': -2.0488623168433047, 'norm_pos': [0.13905155618992251, 0.122501343471071], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.354789,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7765.054046, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582517962.364269,"{'circle_3d': {'center': [-13.249667619729115, 11.848124120082831, 70.47672869760149], 'normal': [-0.4692883099691641, 0.1746741005048561, -0.8655965808268337], 'radius': 3.1445794562604785}, 'confidence': 0.03271448696759876, 'timestamp': 7765.062446, 'diameter_3d': 6.289158912520957, 'ellipse': {'center': [43.88305688635707, 224.09601266683862], 'axes': [41.306825212596635, 55.473422183876465], 'angle': -24.844688636894617}, 'location': [43.88305688635707, 224.09601266683862], 'diameter': 55.473422183876465, 'sphere': {'center': [-7.618207900099149, 9.75203491402456, 80.86388766752349], 'radius': 12.0}, 'projected_sphere': {'center': [101.5896386594527, 194.77085038941954], 'axes': [184.01291885915717, 184.01291885915717], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 53, 'model_birth_timestamp': 7729.505246, 'theta': 1.7463710972304798, 'phi': -2.067597270453826, 'norm_pos': [0.13713455276986583, 0.06626661388817245], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
