eye_packets,768
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084116.686754,"{'circle_3d': {'center': [-3.583957338919334, -1.7685768812014642, 52.260239410871606], 'normal': [-0.012883784971340463, 0.4285510350904443, -0.9034257127222586], 'radius': 2.4799634868846945}, 'confidence': 0.37775742505634685, 'timestamp': 32826.518934, 'diameter_3d': 4.959926973769389, 'ellipse': {'center': [117.4796413894978, 98.46866666983459], 'axes': [53.83757274079854, 59.015498221389834], 'angle': -78.8131372128574}, 'location': [117.4796413894978, 98.46866666983459], 'diameter': 59.015498221389834, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.0136847995420983, 'phi': -1.5850563943070646, 'norm_pos': [0.3671238793421806, 0.5897138888756892], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.693856,"{'circle_3d': {'center': [-3.586314297250756, -1.775161095477804, 52.25715241611524], 'normal': [-0.01308019816562559, 0.42800235056741587, -0.9036829622852888], 'radius': 2.487552286379789}, 'confidence': 0.3990080720509619, 'timestamp': 32826.527334, 'diameter_3d': 4.975104572759578, 'ellipse': {'center': [117.44944357593039, 98.38640643052898], 'axes': [54.021673762710066, 59.2000344036951], 'angle': -78.75598499198398}, 'location': [117.44944357593039, 98.38640643052898], 'diameter': 59.2000344036951, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.0130776109576285, 'phi': -1.585269638084702, 'norm_pos': [0.36702951117478244, 0.590056639872796], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.701956,"{'circle_3d': {'center': [-3.5796602613290878, -1.7817862693263278, 52.25392283460782], 'normal': [-0.012525695172153264, 0.4274502527467058, -0.9039520940775743], 'radius': 2.486958869394494}, 'confidence': 0.4158688649565803, 'timestamp': 32826.535734, 'diameter_3d': 4.973917738788988, 'ellipse': {'center': [117.52514445926158, 98.30722152708617], 'axes': [54.0328550490806, 59.189006845941485], 'angle': -78.82111042602831}, 'location': [117.52514445926158, 98.30722152708617], 'diameter': 59.189006845941485, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.012466821305196, 'phi': -1.584652031848979, 'norm_pos': [0.36726607643519243, 0.5903865769704744], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.7153401,"{'circle_3d': {'center': [-3.572962014327824, -1.7884524341492334, 52.25068240236598], 'normal': [-0.011967507922047921, 0.4268947390114633, -0.9042221300977267], 'radius': 2.49565879826791}, 'confidence': 0.41432030970280703, 'timestamp': 32826.544134, 'diameter_3d': 4.99131759653582, 'ellipse': {'center': [117.6013487868349, 98.22341188961384], 'axes': [54.24627674684456, 59.399270903416365], 'angle': -78.88677995479739}, 'location': [117.6013487868349, 98.22341188961384], 'diameter': 59.399270903416365, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.011852430584267, 'phi': -1.5840306956722625, 'norm_pos': [0.3675042149588591, 0.5907357837932756], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.722384,"{'circle_3d': {'center': [-3.5662194947891295, -1.795159621442238, 52.24743127086563], 'normal': [-0.0114056312938234, 0.4263358067370464, -0.9044930577227562], 'radius': 2.503506038063055}, 'confidence': 0.3348023581467103, 'timestamp': 32826.552534, 'diameter_3d': 5.00701207612611, 'ellipse': {'center': [117.6780674241021, 98.13947876751146], 'axes': [54.44139489014289, 59.58925953790767], 'angle': -78.95318905416296}, 'location': [117.6780674241021, 98.13947876751146], 'diameter': 59.58925953790767, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.011234438795906, 'phi': -1.5834056295556287, 'norm_pos': [0.36774396070031906, 0.591085505135369], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.7338219,"{'circle_3d': {'center': [-3.559432641183904, -1.8019078628278873, 52.244169592608934], 'normal': [-0.010840060160054604, 0.42577345328824234, -0.9047648642441479], 'radius': 2.504350741584218}, 'confidence': 0.2174963486148231, 'timestamp': 32826.560934, 'diameter_3d': 5.008701483168436, 'ellipse': {'center': [117.75532042602072, 98.05816925844506], 'axes': [54.484278538793674, 59.61251755613946], 'angle': -79.02046159017003}, 'location': [117.75532042602072, 98.05816925844506], 'diameter': 59.61251755613946, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.010612845939582, 'phi': -1.5827768334985413, 'norm_pos': [0.36798537633131473, 0.591424294756479], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.738282,"{'circle_3d': {'center': [-3.5526013919406942, -1.8086971900311521, 52.24089752113745], 'normal': [-0.010270789389787129, 0.4252076760213035, -0.9050375368667715], 'radius': 2.512026773210489}, 'confidence': 0.21122116084998002, 'timestamp': 32826.569334, 'diameter_3d': 5.024053546420978, 'ellipse': {'center': [117.83307220089048, 97.97331476048493], 'axes': [54.67607142645754, 59.79847318602419], 'angle': -79.08834574577799}, 'location': [117.83307220089048, 97.97331476048493], 'diameter': 59.79847318602419, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.0099876520152957, 'phi': -1.582144307501, 'norm_pos': [0.36822835062778275, 0.5917778551646462], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.74751,"{'circle_3d': {'center': [-3.654355383717903, -1.8155276348838267, 52.23932211140857], 'normal': [-0.018750288704554526, 0.42463847228358065, -0.9051688210108447], 'radius': 2.4880521846022567}, 'confidence': 0.2076839031760295, 'timestamp': 32826.577734, 'diameter_3d': 4.9761043692045135, 'ellipse': {'center': [116.63454801305055, 97.90285165183762], 'axes': [54.11932959977506, 59.24005708549884], 'angle': -77.67346512449168}, 'location': [116.63454801305055, 97.90285165183762], 'diameter': 59.24005708549884, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.009358857023047, 'phi': -1.5915080515630051, 'norm_pos': [0.36448296254078294, 0.5920714514506766], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.753582,"{'circle_3d': {'center': [-3.6399230194467203, -1.8223992293231692, 52.23581183295249], 'normal': [-0.01754759168195596, 0.4240658394136354, -0.9054613442155177], 'radius': 2.4984339795048456}, 'confidence': 0.2291158539620656, 'timestamp': 32826.586134, 'diameter_3d': 4.996867959009691, 'ellipse': {'center': [116.80157115310962, 97.8157220679013], 'axes': [54.37488756814043, 59.48998395326763], 'angle': -77.84102741092974}, 'location': [116.80157115310962, 97.8157220679013], 'diameter': 59.48998395326763, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.0087264609628352, 'phi': -1.5901736259850885, 'norm_pos': [0.36500490985346756, 0.5924344913837445], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.7615921,"{'circle_3d': {'center': [-3.634438243752301, -1.8293120053965222, 52.232472090714566], 'normal': [-0.01709052704075435, 0.42348977474085614, -0.9057396560686786], 'radius': 2.5026566717574474}, 'confidence': 0.2063645466987749, 'timestamp': 32826.594534, 'diameter_3d': 5.005313343514895, 'ellipse': {'center': [116.8634229194089, 97.73090514321856], 'axes': [54.491317478952375, 59.59395627561057], 'angle': -77.88741201226593}, 'location': [116.8634229194089, 97.73090514321856], 'diameter': 59.59395627561057, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.008090463834108, 'phi': -1.5896632263843102, 'norm_pos': [0.36519819662315284, 0.5927878952365893], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084116.7700422,"{'circle_3d': {'center': [-3.628916764993049, -1.8362659952359497, 52.229120625044494], 'normal': [-0.016630403810816707, 0.42291027558757044, -0.9060189448745177], 'radius': 2.489423449277603}, 'confidence': 0.21301805394329998, 'timestamp': 32826.602934, 'diameter_3d': 4.978846898555206, 'ellipse': {'center': [116.92564908209728, 97.65331431337515], 'axes': [54.227367639999976, 59.28208475879241], 'angle': -77.93465517134146}, 'location': [116.92564908209728, 97.65331431337515], 'diameter': 59.28208475879241, 'sphere': {'center': [-3.4293519192632487, -6.911189302286795, 63.10134796353871], 'radius': 12.0}, 'projected_sphere': {'center': [126.30502741127216, 52.09436080678117], 'axes': [235.81112734070243, 235.81112734070243], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 32089.056561, 'theta': 2.007450865637968, 'phi': -1.5891497360242663, 'norm_pos': [0.365392653381554, 0.593111190360937], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
