eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1596176776.533814,"{'circle_3d': {'center': [1.5587861098470155, 2.589824130109957, 76.2405313227876], 'normal': [-0.26528709283396834, -0.002179843125848142, -0.9641670014368092], 'radius': 2.8274759415923345}, 'confidence': 0.38650219104322286, 'timestamp': 52164.587229, 'diameter_3d': 5.654951883184669, 'ellipse': {'center': [172.89565758837014, 141.06468878643966], 'axes': [44.56684708550452, 46.01953833338272], 'angle': -7.645058880409935}, 'location': [172.89565758837014, 141.06468878643966], 'diameter': 46.01953833338272, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.5686164819427122, 'phi': -1.8392986524304369, 'norm_pos': [0.5402989299636567, 0.4122304633898347], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.537899,"{'circle_3d': {'center': [1.2374171247781023, 4.036700720518806, 76.4220395152209], 'normal': [-0.2920678415897113, 0.1183932060748893, -0.949041318734035], 'radius': 2.8590643997591556}, 'confidence': 0.45786339544140975, 'timestamp': 52164.595629, 'diameter_3d': 5.718128799518311, 'ellipse': {'center': [170.28093095683477, 152.6561561596415], 'axes': [43.898628098019934, 46.4601411930473], 'angle': -30.965648887593026}, 'location': [170.28093095683477, 152.6561561596415], 'diameter': 46.4601411930473, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.68946787746274, 'phi': -1.8693483219002949, 'norm_pos': [0.5321279092401087, 0.36393268266816037], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.5484102,"{'circle_3d': {'center': [1.2614253240226567, 4.067809809202311, 76.41860016556817], 'normal': [-0.2900671583193316, 0.12098563013184799, -0.949327931205096], 'radius': 2.858602901924661}, 'confidence': 0.35925953298632224, 'timestamp': 52164.604029, 'diameter_3d': 5.717205803849322, 'ellipse': {'center': [170.47455375133882, 152.9078916075281], 'axes': [43.900012701811136, 46.45560247730944], 'angle': -31.6112440781757}, 'location': [170.47455375133882, 152.9078916075281], 'diameter': 46.45560247730944, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.6920790731728967, 'phi': -1.8673370633120279, 'norm_pos': [0.5327329804729338, 0.36288378496863294], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.5569448,"{'circle_3d': {'center': [1.2568818404250477, 4.089643546052754, 76.42279359493654], 'normal': [-0.29044578195246584, 0.12280510820271828, -0.9489784787577321], 'radius': 2.8416229840471794}, 'confidence': 0.3331618837493854, 'timestamp': 52164.612429, 'diameter_3d': 5.683245968094359, 'ellipse': {'center': [170.43448430104195, 153.08295971730928], 'axes': [43.613819325820366, 46.17746236187848], 'angle': -31.86866569150782}, 'location': [170.43448430104195, 153.08295971730928], 'diameter': 46.17746236187848, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.6939122213773625, 'phi': -1.8678048164981973, 'norm_pos': [0.5326077634407561, 0.3621543345112114], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.566006,"{'circle_3d': {'center': [1.252698221625562, 4.121473933224177, 76.4282396923609], 'normal': [-0.2907944168524228, 0.12545764046700347, -0.9485246373057009], 'radius': 2.847687855049466}, 'confidence': 0.25474672477481436, 'timestamp': 52164.620829, 'diameter_3d': 5.695375710098932, 'ellipse': {'center': [170.40098010796555, 153.33637290956725], 'axes': [43.67299319552738, 46.273301527214514], 'angle': -32.262397511524405}, 'location': [170.40098010796555, 153.33637290956725], 'diameter': 46.273301527214514, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.6965854296171696, 'phi': -1.868274721294214, 'norm_pos': [0.5325030628373923, 0.3610984462101364], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.572286,"{'circle_3d': {'center': [1.3624653936114477, 4.153445263023525, 76.399427137537], 'normal': [-0.2816471525202656, 0.1281219179502825, -0.9509256835410259], 'radius': 2.817012881726074}, 'confidence': 0.2142545774945856, 'timestamp': 52164.629229, 'diameter_3d': 5.634025763452148, 'ellipse': {'center': [171.28396494395153, 153.60789937059067], 'axes': [43.32887365756881, 45.79380253803189], 'angle': -33.72859747565043}, 'location': [171.28396494395153, 153.60789937059067], 'diameter': 45.79380253803189, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.6992713846442324, 'phi': -1.8587467777000783, 'norm_pos': [0.5352623904498486, 0.35996708595587223], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.581064,"{'circle_3d': {'center': [1.2319737832358033, 4.066511567068761, 76.4274752332742], 'normal': [-0.2925214533849028, 0.12087744328738553, -0.9485883422295939], 'radius': 2.8330938105178483}, 'confidence': 0.27734654522639496, 'timestamp': 52164.637629, 'diameter_3d': 5.6661876210356965, 'ellipse': {'center': [170.23190882638238, 152.89546422115808], 'axes': [43.466648712425155, 46.03531132158524], 'angle': -31.327035462725018}, 'location': [170.23190882638238, 152.89546422115808], 'diameter': 46.03531132158524, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.6919700864585507, 'phi': -1.869919291103677, 'norm_pos': [0.531974715082445, 0.3629355657451747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.5877829,"{'circle_3d': {'center': [1.2374532015593411, 4.107115408391789, 76.43103390493634], 'normal': [-0.29206483519127446, 0.12426109673097113, -0.9482917862577476], 'radius': 2.839546132461504}, 'confidence': 0.31229021912865257, 'timestamp': 52164.646028, 'diameter_3d': 5.679092264923008, 'ellipse': {'center': [170.276523491561, 153.22024148921054], 'axes': [43.53856160239544, 46.13886464281734], 'angle': -31.929341824670114}, 'location': [170.276523491561, 153.22024148921054], 'diameter': 46.13886464281734, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.6953794483376756, 'phi': -1.8695676130083105, 'norm_pos': [0.5321141359111281, 0.3615823271282894], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.5969431,"{'circle_3d': {'center': [1.2331668859455354, 4.138001351077303, 76.43644525241677], 'normal': [-0.29242202815909185, 0.1268349252880974, -0.9478408406343789], 'radius': 2.8405794275581404}, 'confidence': 0.2839100100922864, 'timestamp': 52164.654428, 'diameter_3d': 5.681158855116281, 'ellipse': {'center': [170.24136929795327, 153.46638484352655], 'axes': [43.5209336039107, 46.15292995892879], 'angle': -32.30626938483684}, 'location': [170.24136929795327, 153.46638484352655], 'diameter': 46.15292995892879, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.6979738053847044, 'phi': -1.8700455761598638, 'norm_pos': [0.5320042790561039, 0.3605567298186394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.604532,"{'circle_3d': {'center': [1.2288896904191602, 4.169021281353047, 76.44196018616157], 'normal': [-0.2927784611196231, 0.12941991947774273, -0.9473812628223128], 'radius': 2.848892003824039}, 'confidence': 0.2619565746083423, 'timestamp': 52164.662828, 'diameter_3d': 5.697784007648078, 'ellipse': {'center': [170.20750393881463, 153.71301282085554], 'axes': [43.61417585131854, 46.28520582164453], 'angle': -32.68073635819102}, 'location': [170.20750393881463, 153.71301282085554], 'diameter': 46.28520582164453, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.7005802836818404, 'phi': -1.8705256912749346, 'norm_pos': [0.5318984498087957, 0.3595291132464352], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596176776.612344,"{'circle_3d': {'center': [1.654899551152274, 2.5248138018941866, 76.21484340477885], 'normal': [-0.2572776393918635, -0.007597370477162355, -0.9663076612708723], 'radius': 2.8866737139143894}, 'confidence': 0.43982814421045424, 'timestamp': 52164.671228, 'diameter_3d': 5.773347427828779, 'ellipse': {'center': [173.68485880731458, 140.5475859136448], 'axes': [45.63329734577957, 46.99710400483265], 'angle': -6.551893119118203}, 'location': [173.68485880731458, 140.5475859136448], 'diameter': 46.99710400483265, 'sphere': {'center': [4.7422312238546365, 2.615982247620135, 87.81053534002932], 'radius': 12.0}, 'projected_sphere': {'center': [193.4832642507483, 138.4705512526937], 'axes': [169.45574858848175, 169.45574858848175], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 76, 'model_birth_timestamp': 52139.234979, 'theta': 1.5631988832290835, 'phi': -1.831007958353524, 'norm_pos': [0.5427651837728581, 0.4143850586931467], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
