eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1581479108.198082,"{'circle_3d': {'center': [0.38316314339629187, 0.645238182148149, 5.091927364576469], 'normal': [-0.7493065335086899, -0.5957932943762233, -0.2890848823745677], 'radius': 0.5423066501929255}, 'confidence': 0.08727510936262745, 'timestamp': 346792.661555, 'diameter_3d': 1.084613300385851, 'ellipse': {'center': [208.68389296396631, 200.6143269774233], 'axes': [56.09199787551502, 132.96072435303213], 'angle': 37.00706624376733}, 'location': [208.68389296396631, 200.6143269774233], 'diameter': 132.96072435303213, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9325432957755914, 'phi': -2.7733844575522104, 'norm_pos': [0.6521371655123948, 0.1641069709274029], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.205824,"{'circle_3d': {'center': [0.3750355209292202, 0.6536929761726045, 5.095590860042455], 'normal': [-0.7499838353809456, -0.5950887282075186, -0.2887795910857355], 'radius': 0.5413923722522985}, 'confidence': 0.11667933726335239, 'timestamp': 346792.669955, 'diameter_3d': 1.082784744504597, 'ellipse': {'center': [207.64075878326142, 201.58422903290483], 'axes': [55.860441807841504, 132.65689293765618], 'angle': 36.885005603324025}, 'location': [207.64075878326142, 201.58422903290483], 'diameter': 132.65689293765618, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.933420277451965, 'phi': -2.774042222971657, 'norm_pos': [0.648877371197692, 0.16006571236289657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.214106,"{'circle_3d': {'center': [0.5597708604347105, 1.0455566066409565, 4.006518083319818], 'normal': [-0.7345892237554883, -0.5624334256684894, -0.37953565581262194], 'radius': 0.5418901647831504}, 'confidence': 0.04082657464109169, 'timestamp': 346792.678355, 'diameter_3d': 1.0837803295663009, 'ellipse': {'center': [251.21366965358885, 286.8309205474829], 'axes': [106.02954646785494, 170.84313913319792], 'angle': 30.785241698499426}, 'location': [251.21366965358885, 286.8309205474829], 'diameter': 170.84313913319792, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9734704286870453, 'phi': -2.6647030528563747, 'norm_pos': [0.7850427176674651, -0.195128835614512], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.222201,"{'circle_3d': {'center': [0.49866812350192546, 0.5320254919063485, 5.03018597211256], 'normal': [-0.7396811184998869, -0.6052276852297066, -0.2942299984132268], 'radius': 0.5413823493549713}, 'confidence': 0.0986879220563511, 'timestamp': 346792.686755, 'diameter_3d': 1.0827646987099426, 'ellipse': {'center': [223.70079353160662, 187.56910209143], 'axes': [58.20013411153169, 134.1965695309388], 'angle': 38.72991043001883}, 'location': [223.70079353160662, 187.56910209143], 'diameter': 134.1965695309388, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9207444725712688, 'phi': -2.7630019499961658, 'norm_pos': [0.6990649797862707, 0.21846207461904166], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.2298949,"{'circle_3d': {'center': [1.0104608337110879, 0.2866609254689161, 4.357897308058931], 'normal': [-0.6970317259824568, -0.625674732432826, -0.3502540537510292], 'radius': 0.5423736010980065}, 'confidence': 0.051428466868397804, 'timestamp': 346792.695155, 'diameter_3d': 1.084747202196013, 'ellipse': {'center': [308.11614264303387, 163.47881726505932], 'axes': [85.90837692018077, 156.49974496877726], 'angle': 46.42809228431597}, 'location': [308.11614264303387, 163.47881726505932], 'diameter': 156.49974496877726, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.8948001451934489, 'phi': -2.6759520720335037, 'norm_pos': [0.9628629457594808, 0.31883826139558613], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.238898,"{'circle_3d': {'center': [0.9910015040412432, 0.3995509639217838, 4.1995077415386], 'normal': [-0.6986533367882771, -0.6162672292284204, -0.36345318429439005], 'radius': 0.542040961710975}, 'confidence': 0.06822687700064894, 'timestamp': 346792.703555, 'diameter_3d': 1.08408192342195, 'ellipse': {'center': [311.11565135416697, 182.20115064919253], 'axes': [94.8624879347718, 161.99771704611157], 'angle': 45.4894668413366}, 'location': [311.11565135416697, 182.20115064919253], 'diameter': 161.99771704611157, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9068022672476761, 'phi': -2.66190049015338, 'norm_pos': [0.9722364104817718, 0.24082853896169776], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.245837,"{'circle_3d': {'center': [0.802213494062352, 0.6749891660411667, 4.109098684155553], 'normal': [-0.7143856709531846, -0.5933140457184717, -0.3709872724096439], 'radius': 0.5411706651670307}, 'confidence': 0.07804782621501291, 'timestamp': 346792.711955, 'diameter_3d': 1.0823413303340614, 'ellipse': {'center': [285.773100907104, 225.7950483960693], 'axes': [100.78559973383211, 164.5442685454336], 'angle': 39.62451417661352}, 'location': [285.773100907104, 225.7950483960693], 'diameter': 164.5442685454336, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9356267271244513, 'phi': -2.6626170372860383, 'norm_pos': [0.8930409403346999, 0.05918729834971126], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.254177,"{'circle_3d': {'center': [0.5227995641842504, 0.555449907059371, 4.92312033496022], 'normal': [-0.7376701651096931, -0.6032756506336213, -0.30315213484258835], 'radius': 0.5421204371133248}, 'confidence': 0.06164044266190759, 'timestamp': 346792.720355, 'diameter_3d': 1.0842408742266496, 'ellipse': {'center': [228.27248984235908, 192.12042920400475], 'axes': [62.05319496004186, 137.33546074505665], 'angle': 38.64981449433112}, 'location': [228.27248984235908, 192.12042920400475], 'diameter': 137.33546074505665, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9231943367640949, 'phi': -2.751674775516032, 'norm_pos': [0.7133515307573721, 0.19949821164998016], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.262352,"{'circle_3d': {'center': [0.724948850603969, 0.8530490881393158, 3.9792390974089216], 'normal': [-0.7208243912413833, -0.5784757188769594, -0.38180890463852996], 'radius': 0.5414357811861144}, 'confidence': 0.049523064619263396, 'timestamp': 346792.728755, 'diameter_3d': 1.0828715623722287, 'ellipse': {'center': [277.97821377095505, 257.6241837536691], 'axes': [108.9997136087794, 170.42466240602636], 'angle': 35.67028978346334}, 'location': [277.97821377095505, 257.6241837536691], 'diameter': 170.42466240602636, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9539375565632726, 'phi': -2.654481070278666, 'norm_pos': [0.8686819180342346, -0.0734340989736213], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.274873,"{'circle_3d': {'center': [0.6008235416887651, 0.3520973802837881, 5.15163294076995], 'normal': [-0.7311681669843171, -0.6202216945315867, -0.2841094176917776], 'radius': 0.542449590895947}, 'confidence': 0.05917459420008425, 'timestamp': 346792.737155, 'diameter_3d': 1.084899181791894, 'ellipse': {'center': [234.49651198133589, 164.03511530941682], 'axes': [54.301530065144924, 131.27834715236452], 'angle': 40.949357646351224}, 'location': [234.49651198133589, 164.03511530941682], 'diameter': 131.27834715236452, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9017710352946611, 'phi': -2.7709791012682894, 'norm_pos': [0.7328015999416746, 0.31652035287742986], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479108.282201,"{'circle_3d': {'center': [0.9539135851043223, 0.38779559087210824, 4.291884653142877], 'normal': [-0.7017439966996872, -0.6172468436492267, -0.35575510832736695], 'radius': 0.5410163565413033}, 'confidence': 0.042880407819828416, 'timestamp': 346792.745555, 'diameter_3d': 1.0820327130826066, 'ellipse': {'center': [302.2346652076775, 179.00268400514688], 'axes': [89.58821486783008, 158.04650115725627], 'angle': 44.89930002256316}, 'location': [302.2346652076775, 179.00268400514688], 'diameter': 158.04650115725627, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9055577647442994, 'phi': -2.672393725602473, 'norm_pos': [0.9444833287739922, 0.254155483311888], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
