eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581479066.909739,"{'circle_3d': {'center': [0.3559824089854935, 0.7123675749680496, 5.025421977073847], 'normal': [-0.7515715947095898, -0.5901991783078983, -0.29462699799978614], 'radius': 0.522135653285312}, 'confidence': 0.07907602354699246, 'timestamp': 346751.375555, 'diameter_3d': 1.044271306570624, 'ellipse': {'center': [205.8525576118718, 209.93713754862637], 'axes': [56.003665234986684, 129.81090982183807], 'angle': 36.16477810313118}, 'location': [205.8525576118718, 209.93713754862637], 'diameter': 129.81090982183807, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9394907737737642, 'phi': -2.7679891865006905, 'norm_pos': [0.6432892425370993, 0.12526192688072346], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.9176698,"{'circle_3d': {'center': [0.7555786456021814, 0.7138431923410158, 4.1372646139593305], 'normal': [-0.7182719083248656, -0.5900762101934843, -0.3686401115926625], 'radius': 0.5209216135358865}, 'confidence': 0.06210166399238522, 'timestamp': 346751.383955, 'diameter_3d': 1.041843227071773, 'ellipse': {'center': [277.44046662727624, 230.62827787442782], 'axes': [95.21567619797558, 157.2413822521124], 'angle': 38.511957925240566}, 'location': [277.44046662727624, 230.62827787442782], 'diameter': 157.2413822521124, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.939643093502966, 'phi': -2.667415584362306, 'norm_pos': [0.8670014582102382, 0.039048842189884025], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.925809,"{'circle_3d': {'center': [0.6027686725710808, 0.4278766530386422, 4.986061208649791], 'normal': [-0.731006072744124, -0.6139067551353489, -0.2979070620351241], 'radius': 0.5221011366052356}, 'confidence': 0.11087875977133847, 'timestamp': 346751.392355, 'diameter_3d': 1.0442022732104712, 'ellipse': {'center': [237.20408040461086, 174.9978205016342], 'axes': [57.56651003360423, 130.50741331560937], 'angle': 40.386093309100744}, 'location': [237.20408040461086, 174.9978205016342], 'diameter': 130.50741331560937, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9097960511090928, 'phi': -2.7546116147570157, 'norm_pos': [0.741262751264409, 0.27084241457652414], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.933804,"{'circle_3d': {'center': [0.3707386107907471, 0.6403117547662864, 5.134572746885178], 'normal': [-0.7503419112258185, -0.5962038299913784, -0.28553110051550856], 'radius': 0.5211132546823684}, 'confidence': 0.07152282499069697, 'timestamp': 346751.400755, 'diameter_3d': 1.0422265093647367, 'ellipse': {'center': [206.57558028041112, 199.15369834923752], 'axes': [52.524872729304995, 126.64523629087613], 'angle': 37.01228324920451}, 'location': [206.57558028041112, 199.15369834923752], 'diameter': 126.64523629087613, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9320320342063546, 'phi': -2.7779785339625693, 'norm_pos': [0.6455486883762848, 0.17019292354484372], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.9456892,"{'circle_3d': {'center': [0.3888844841412453, 0.6245713526008547, 5.119870071212966], 'normal': [-0.748829755113277, -0.5975155301718311, -0.2867563234881929], 'radius': 0.5214719615773378}, 'confidence': 0.13220710314864004, 'timestamp': 346751.409155, 'diameter_3d': 1.0429439231546755, 'ellipse': {'center': [208.93974763017022, 197.4732637030839], 'axes': [53.043121073259485, 127.06664668664602], 'angle': 37.249256123226694}, 'location': [208.93974763017022, 197.4732637030839], 'diameter': 127.06664668664602, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9303972019003791, 'phi': -2.775879755316545, 'norm_pos': [0.6529367113442819, 0.17719473457048385], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.953847,"{'circle_3d': {'center': [0.48941370075153756, 0.528893340059974, 5.060033656878236], 'normal': [-0.7404523203957526, -0.6054886978835712, -0.2917426913494204], 'radius': 0.5207049614824046}, 'confidence': 0.1135508850891586, 'timestamp': 346751.417555, 'diameter_3d': 1.0414099229648093, 'ellipse': {'center': [221.98611362867433, 186.60978819100043], 'axes': [54.96202635601269, 128.2535094582516], 'angle': 38.70464396682643}, 'location': [221.98611362867433, 186.60978819100043], 'diameter': 128.2535094582516, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9204165479337169, 'phi': -2.7662641336413385, 'norm_pos': [0.6937066050896072, 0.2224592158708315], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.961761,"{'circle_3d': {'center': [0.37894646564340384, 0.6316246452142211, 5.131165152265867], 'normal': [-0.7496579233214303, -0.5969277557873839, -0.2858150667337845], 'radius': 0.5225475280492019}, 'confidence': 0.07804733505015994, 'timestamp': 346751.425955, 'diameter_3d': 1.0450950560984038, 'ellipse': {'center': [207.6194304635929, 198.16078206461742], 'axes': [52.791321566393705, 127.06455892198741], 'angle': 37.13532387099821}, 'location': [207.6194304635929, 198.16078206461742], 'diameter': 127.06455892198741, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.931130018038784, 'phi': -2.777344523857563, 'norm_pos': [0.6488107201987278, 0.1743300747307608], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.969641,"{'circle_3d': {'center': [0.3858677488106803, 0.6238441619950805, 5.129277422663867], 'normal': [-0.7490811497241574, -0.597576129388979, -0.28597237753395116], 'radius': 0.5206481674903396}, 'confidence': 0.07148935257759667, 'timestamp': 346751.434355, 'diameter_3d': 1.0412963349806792, 'ellipse': {'center': [208.46862987911626, 197.2292891915351], 'axes': [52.66554428074032, 126.63045049787728], 'angle': 37.24436281856828}, 'location': [208.46862987911626, 197.2292891915351], 'diameter': 126.63045049787728, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9303216262079074, 'phi': -2.776904939957547, 'norm_pos': [0.6514644683722384, 0.17821129503527045], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.977938,"{'circle_3d': {'center': [0.3844069039327511, 0.6240240470884881, 5.1327301453349605], 'normal': [-0.7492028867973182, -0.5975611389645283, -0.28568465064469334], 'radius': 0.5220321960078347}, 'confidence': 0.06456914209861353, 'timestamp': 346751.442755, 'diameter_3d': 1.0440643920156694, 'ellipse': {'center': [208.26503920384744, 197.20631307823606], 'axes': [52.70046833348389, 126.88538479541978], 'angle': 37.236409054353985}, 'location': [208.26503920384744, 197.20631307823606], 'diameter': 126.88538479541978, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9303403217583368, 'phi': -2.777294331261115, 'norm_pos': [0.6508282475120233, 0.17830702884068306], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.985725,"{'circle_3d': {'center': [0.6873645996559219, 0.8180654218080239, 4.105218294625564], 'normal': [-0.7239564121537206, -0.581391024404567, -0.3713106382038098], 'radius': 0.5217331444817231}, 'confidence': 0.0759633857144381, 'timestamp': 346751.451155, 'diameter_3d': 1.0434662889634463, 'ellipse': {'center': [268.00675450521896, 247.48730110126985], 'axes': [97.05739378294629, 158.98347057163056], 'angle': 36.12869288103603}, 'location': [268.00675450521896, 247.48730110126985], 'diameter': 158.98347057163056, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9503590140303346, 'phi': -2.667685607103392, 'norm_pos': [0.8375211078288093, -0.031197087921957634], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479066.99392,"{'circle_3d': {'center': [0.9416619145607665, 0.32594284295722176, 4.425938610334003], 'normal': [-0.7027649692449834, -0.6224012393088004, -0.3445839452281064], 'radius': 0.521022073437668}, 'confidence': 0.04113967052063482, 'timestamp': 346751.459555, 'diameter_3d': 1.042044146875336, 'ellipse': {'center': [295.64834937860144, 168.08915106666413], 'axes': [79.42224375194165, 147.5546840789855], 'angle': 45.06265436068497}, 'location': [295.64834937860144, 168.08915106666413], 'diameter': 147.5546840789855, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.8989894531150213, 'phi': -2.685714141986615, 'norm_pos': [0.9239010918081295, 0.2996285372222328], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
