eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581479212.778656,"{'circle_3d': {'center': [0.310909075989386, 0.8525342073275377, 4.866265863761489], 'normal': [-0.7553277057925986, -0.5785186256112742, -0.3078900074424826], 'radius': 0.5989467193771725}, 'confidence': 0.07106829747790946, 'timestamp': 346897.241555, 'diameter_3d': 1.197893438754345, 'ellipse': {'center': [202.37762478115994, 231.8259060838244], 'axes': [70.38550529743226, 154.57226648134701], 'angle': 34.28197686876696}, 'location': [202.37762478115994, 231.8259060838244], 'diameter': 154.57226648134701, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9538849544356237, 'phi': -2.7545308417282532, 'norm_pos': [0.6324300774411248, 0.034058724650731675], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.785971,"{'circle_3d': {'center': [0.5822533221562161, 0.35145927143289946, 5.201228610835906], 'normal': [-0.732715685278696, -0.6202748702691606, -0.27997644518628123], 'radius': 0.6015874584778264}, 'confidence': 0.07202314607497026, 'timestamp': 346897.249955, 'diameter_3d': 1.2031749169556527, 'ellipse': {'center': [231.99526503450045, 163.8762184505738], 'axes': [58.63901445977461, 144.34871825069322], 'angle': 40.80825445324409}, 'location': [231.99526503450045, 163.8762184505738], 'diameter': 144.34871825069322, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9017032441660201, 'phi': -2.7766050160181006, 'norm_pos': [0.7249852032328139, 0.31718242312260925], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.7937632,"{'circle_3d': {'center': [0.2601778256478866, 0.868104837658711, 4.963115329557736], 'normal': [-0.7595553099877236, -0.5772210730836764, -0.29981921862612876], 'radius': 0.6006763094485613}, 'confidence': 0.04765546916554367, 'timestamp': 346897.258355, 'diameter_3d': 1.2013526188971226, 'ellipse': {'center': [195.03704973111655, 231.50313425892512], 'axes': [66.5770110743509, 152.08206356515487], 'angle': 34.0212973598996}, 'location': [195.03704973111655, 231.50313425892512], 'diameter': 152.08206356515487, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9554748415422493, 'phi': -2.765637675128925, 'norm_pos': [0.6094907804097393, 0.035403607254478664], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.8016691,"{'circle_3d': {'center': [0.4785114213456687, 0.5405675086856725, 5.063513355070407], 'normal': [-0.7413608436795751, -0.6045158504980964, -0.2914527165000728], 'radius': 0.5997291050850261}, 'confidence': 0.06083267204149699, 'timestamp': 346897.266755, 'diameter_3d': 1.1994582101700522, 'ellipse': {'center': [221.2567861524596, 188.60262434892073], 'axes': [63.36727520279311, 147.8634929461395], 'angle': 38.52766289155131}, 'location': [221.2567861524596, 188.60262434892073], 'diameter': 147.8634929461395, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9216383747881488, 'phi': -2.7670208986432527, 'norm_pos': [0.6914274567264362, 0.214155731879497], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.809778,"{'circle_3d': {'center': [1.0642245065759646, 0.09378301048612503, 4.607639357578519], 'normal': [-0.6925514199103837, -0.6417478920147253, -0.3294422162910635], 'radius': 0.5991980850628363}, 'confidence': 0.03525285409210671, 'timestamp': 346897.275155, 'diameter_3d': 1.1983961701256727, 'ellipse': {'center': [307.82196991216796, 135.0632193479828], 'axes': [81.28078855880925, 164.45194812880732], 'angle': 47.91072245643225}, 'location': [307.82196991216796, 135.0632193479828], 'diameter': 164.45194812880732, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.8740211094493868, 'phi': -2.6975786267693813, 'norm_pos': [0.9619436559755249, 0.43723658605007165], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.81878,"{'circle_3d': {'center': [1.0483623108779714, 0.31095476470982764, 4.240941675101935], 'normal': [-0.6938732695518831, -0.6236502458294167, -0.3600003564974455], 'radius': 0.5996529908917491}, 'confidence': 0.05348299847960735, 'timestamp': 346897.283555, 'diameter_3d': 1.1993059817834981, 'ellipse': {'center': [319.12971796610447, 169.0970682279119], 'axes': [102.17390075364492, 178.3123313664273], 'angle': 47.06959653327319}, 'location': [319.12971796610447, 169.0970682279119], 'diameter': 178.3123313664273, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.8973926686882522, 'phi': -2.662996943432065, 'norm_pos': [0.9972803686440764, 0.29542888238370035], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.8256068,"{'circle_3d': {'center': [0.49306385126618224, 0.4795219535239612, 5.154870388854366], 'normal': [-0.7401481411861988, -0.6096029800949055, -0.2838396303514095], 'radius': 0.5990170258363813}, 'confidence': 0.0714220039977304, 'timestamp': 346897.291955, 'diameter_3d': 1.1980340516727626, 'ellipse': {'center': [221.82954358854244, 179.86620238443697], 'axes': [60.012597515124185, 145.00582670573638], 'angle': 39.17210347040974}, 'location': [221.82954358854244, 179.86620238443697], 'diameter': 145.00582670573638, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9152366731207691, 'phi': -2.775399291316527, 'norm_pos': [0.6932173237141951, 0.25055749006484596], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.8342762,"{'circle_3d': {'center': [0.4675996468081465, 0.556882792508433, 5.057489321482024], 'normal': [-0.7422701582243685, -0.6031562435128662, -0.2919547192991047], 'radius': 0.5985985068454766}, 'confidence': 0.09850673025260416, 'timestamp': 346897.300355, 'diameter_3d': 1.197197013690953, 'ellipse': {'center': [219.97403297647986, 190.70403828550334], 'axes': [63.455058083252354, 147.7763037264605], 'angle': 38.30831288438086}, 'location': [219.97403297647986, 190.70403828550334], 'diameter': 147.7763037264605, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9233440489360158, 'phi': -2.7668522706564915, 'norm_pos': [0.6874188530514995, 0.20539984047706938], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.841631,"{'circle_3d': {'center': [0.7158397180001348, 0.3581156140484394, 4.857158483640323], 'normal': [-0.721583485625036, -0.619720175051199, -0.30864895578591306], 'radius': 0.5987882932844917}, 'confidence': 0.051898020232259236, 'timestamp': 346897.308755, 'diameter_3d': 1.1975765865689834, 'ellipse': {'center': [254.77629623684098, 168.17702308897117], 'axes': [71.33845668793013, 154.07299789860028], 'angle': 41.95411479172476}, 'location': [254.77629623684098, 168.17702308897117], 'diameter': 154.07299789860028, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9024102191694116, 'phi': -2.7374048565413083, 'norm_pos': [0.7961759257401281, 0.2992624037959535], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.849625,"{'circle_3d': {'center': [0.3568362987211664, 0.7531193857099581, 4.942809552480368], 'normal': [-0.751500437231617, -0.586803194079406, -0.30151136671590945], 'radius': 0.5990247928258693}, 'confidence': 0.05316194798364735, 'timestamp': 346897.317155, 'diameter_3d': 1.1980495856517386, 'ellipse': {'center': [207.45663054010026, 217.37866466472136], 'axes': [67.5824089414296, 151.7881012374019], 'angle': 35.67084987674976}, 'location': [207.45663054010026, 217.37866466472136], 'diameter': 151.7881012374019, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.9436911522639118, 'phi': -2.7600414578965244, 'norm_pos': [0.6483019704378133, 0.0942555638969943], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581479212.862114,"{'circle_3d': {'center': [0.31678376697323785, 0.8198272744886577, 4.913764214304724], 'normal': [-0.7548381482106109, -0.5812442033478475, -0.3039318115638798], 'radius': 0.6006529817045699}, 'confidence': 0.06912305688695278, 'timestamp': 346897.325555, 'diameter_3d': 1.2013059634091399, 'ellipse': {'center': [202.67472073453322, 226.52396711275853], 'axes': [68.74000968698688, 153.37224887315037], 'angle': 34.73005747024967}, 'location': [202.67472073453322, 226.52396711275853], 'diameter': 153.37224887315037, 'sphere': {'center': [9.37484154550057, 7.794757714662828, 8.56094595307128], 'radius': 12.0}, 'projected_sphere': {'center': [838.943867894076, 684.5111894856877], 'axes': [1738.1256792845104, 1738.1256792845104], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 346691.046755, 'theta': 0.950539455538131, 'phi': -2.7588081796535944, 'norm_pos': [0.6333585022954163, 0.0561501370301728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
