eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175529.100406,"{'circle_3d': {'center': [1.7622278170037475e-06, 8.893195759362982e-06, 7.513589355134798e-05], 'normal': [0.3437374207788822, -0.6084511508469128, -0.7152844067847063], 'radius': 2.696303283544798e-06}, 'confidence': 0.0880084527135846, 'timestamp': 50917.595769, 'diameter_3d': 5.392606567089596e-06, 'ellipse': {'center': [174.35412083566797, 193.77800624969151], 'axes': [34.565311713600025, 44.68135272618831], 'angle': -54.42187702835125}, 'location': [174.35412083566797, 193.77800624969151], 'diameter': 44.68135272618831, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888957042357, 'phi': -1.1228209212775893, 'norm_pos': [0.5448566276114624, 0.1925916406262853], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.10765,"{'circle_3d': {'center': [1.768823470804648e-06, 8.886795537677017e-06, 7.51445074609336e-05], 'normal': [0.34373742132852003, -0.6084511513802646, -0.7152844060668805], 'radius': 2.685532211567237e-06}, 'confidence': 0.12051268465181941, 'timestamp': 50917.604169, 'diameter_3d': 5.371064423134474e-06, 'ellipse': {'center': [174.40844292775225, 193.71351689991286], 'axes': [34.419124690478164, 44.497693208676516], 'angle': -54.422828565478405}, 'location': [174.40844292775225, 193.71351689991286], 'diameter': 44.497693208676516, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888950321621, 'phi': -1.122820920261546, 'norm_pos': [0.5450263841492258, 0.19286034625036308], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.1165,"{'circle_3d': {'center': [1.7754546055570586e-06, 8.880360215179905e-06, 7.515316828055063e-05], 'normal': [0.3437374218811146, -0.6084511519165415, -0.7152844053451455], 'radius': 2.702570099343541e-06}, 'confidence': 0.14372596705232293, 'timestamp': 50917.612569, 'diameter_3d': 5.405140198687082e-06, 'ellipse': {'center': [174.45917820671352, 193.65682190295047], 'axes': [34.6297362826439, 44.77506886230159], 'angle': -54.42359050332865}, 'location': [174.45917820671352, 193.65682190295047], 'diameter': 44.77506886230159, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888943564026, 'phi': -1.1228209192400112, 'norm_pos': [0.5451849318959797, 0.19309657540437308], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.1242619,"{'circle_3d': {'center': [1.782121220372801e-06, 8.873889791871648e-06, 7.516187600842272e-05], 'normal': [0.34373742243666583, -0.6084511524557434, -0.7152844046195015], 'radius': 2.70594158559023e-06}, 'confidence': 0.12761784855279898, 'timestamp': 50917.620969, 'diameter_3d': 5.41188317118046e-06, 'ellipse': {'center': [174.51208107430247, 193.59581755410338], 'axes': [34.66491361633939, 44.82581594617839], 'angle': -54.42445255969434}, 'location': [174.51208107430247, 193.59581755410338], 'diameter': 44.82581594617839, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888936769573, 'phi': -1.1228209182129847, 'norm_pos': [0.5453502533571952, 0.19335076019123598], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.133964,"{'circle_3d': {'center': [1.7888233161400535e-06, 8.8673842695286e-06, 7.517063064277352e-05], 'normal': [0.3437374229951738, -0.6084511529978703, -0.7152844038899486], 'radius': 2.6939811235557927e-06}, 'confidence': 0.0721158166989921, 'timestamp': 50917.629369, 'diameter_3d': 5.3879622471115854e-06, 'ellipse': {'center': [174.56738715312719, 193.53000702880865], 'axes': [34.50341862295687, 44.62240553011926], 'angle': -54.425426494025515}, 'location': [174.56738715312719, 193.53000702880865], 'diameter': 44.62240553011926, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888929938262, 'phi': -1.1228209171804666, 'norm_pos': [0.5455230848535224, 0.19362497071329732], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.140407,"{'circle_3d': {'center': [1.7955608919706378e-06, 8.860843646374406e-06, 7.517943218537937e-05], 'normal': [0.34373742355663844, -0.6084511535429222, -0.7152844031564868], 'radius': 2.732766503091661e-06}, 'confidence': 0.06320272957538756, 'timestamp': 50917.637769, 'diameter_3d': 5.465533006183322e-06, 'ellipse': {'center': [174.6158872914157, 193.4787653353088], 'axes': [34.99255697194915, 45.260005158309895], 'angle': -54.4260491341392}, 'location': [174.6158872914157, 193.4787653353088], 'diameter': 45.260005158309895, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888923070093, 'phi': -1.122820916142457, 'norm_pos': [0.5456746477856741, 0.19383847776954666], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.147393,"{'circle_3d': {'center': [1.8023339469763755e-06, 8.854267922409065e-06, 7.518828063801664e-05], 'normal': [0.34373742412105973, -0.6084511540908992, -0.7152844024191157], 'radius': 2.7166286478548246e-06}, 'confidence': 0.10333216261128568, 'timestamp': 50917.646169, 'diameter_3d': 5.433257295709649e-06, 'ellipse': {'center': [174.67233648530168, 193.41104845438173], 'axes': [34.777420656120434, 44.98730953884099], 'angle': -54.42706252903534}, 'location': [174.67233648530168, 193.41104845438173], 'diameter': 44.98730953884099, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888916165066, 'phi': -1.1228209150989557, 'norm_pos': [0.5458510515165678, 0.19412063144007619], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.1550221,"{'circle_3d': {'center': [1.809142482045445e-06, 8.84765709585622e-06, 7.51971759971326e-05], 'normal': [0.3437374246884376, -0.6084511546418013, -0.7152844016778357], 'radius': 2.7060734691045557e-06}, 'confidence': 0.08779083311289802, 'timestamp': 50917.654569, 'diameter_3d': 5.412146938209111e-06, 'ellipse': {'center': [174.72826545219135, 193.34467477121137], 'axes': [34.6338862251625, 44.80715037532347], 'angle': -54.42804070522175}, 'location': [174.72826545219135, 193.34467477121137], 'diameter': 44.80715037532347, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888909223178, 'phi': -1.1228209140499628, 'norm_pos': [0.546025829538098, 0.1943971884532859], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.166265,"{'circle_3d': {'center': [1.8159864980660245e-06, 8.841011170268587e-06, 7.520611826627999e-05], 'normal': [0.34373742525877227, -0.6084511551956285, -0.7152844009326466], 'radius': 2.745434427004432e-06}, 'confidence': 0.08654550018269597, 'timestamp': 50917.662969, 'diameter_3d': 5.490868854008864e-06, 'ellipse': {'center': [174.77748035570164, 193.29267975752745], 'axes': [35.129894080351534, 45.45396222196882], 'angle': -54.42867254505651}, 'location': [174.77748035570164, 193.29267975752745], 'diameter': 45.45396222196882, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888902244433, 'phi': -1.1228209129954783, 'norm_pos': [0.5461796261115677, 0.19461383434363566], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.1715012,"{'circle_3d': {'center': [1.822865992373579e-06, 8.834330142981628e-06, 7.521510744545878e-05], 'normal': [0.3437374258320635, -0.6084511557523808, -0.7152844001835484], 'radius': 2.7153980586106775e-06}, 'confidence': 0.07956215991269855, 'timestamp': 50917.671369, 'diameter_3d': 5.430796117221355e-06, 'ellipse': {'center': [174.83669338055032, 193.2198923399767], 'axes': [34.73671818923248, 44.951025589446736], 'angle': -54.42979768040681}, 'location': [174.83669338055032, 193.2198923399767], 'diameter': 44.951025589446736, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888895228829, 'phi': -1.1228209119355022, 'norm_pos': [0.5463646668142197, 0.19491711525009714], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.1835148,"{'circle_3d': {'center': [1.8297809676326438e-06, 8.827614013995344e-06, 7.522414353289264e-05], 'normal': [0.34373742640831145, -0.6084511563120583, -0.7152843994305411], 'radius': 2.7229023295908666e-06}, 'confidence': 0.07142046235938872, 'timestamp': 50917.679769, 'diameter_3d': 5.445804659181733e-06, 'ellipse': {'center': [174.89091491433294, 193.15785884473965], 'axes': [34.824424171610154, 45.0699678387366], 'angle': -54.43066309676117}, 'location': [174.89091491433294, 193.15785884473965], 'diameter': 45.0699678387366, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888888176364, 'phi': -1.1228209108700344, 'norm_pos': [0.5465341091072904, 0.19517558814691816], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.192235,"{'circle_3d': {'center': [1.8367314238432186e-06, 8.820862785086092e-06, 7.52332265268052e-05], 'normal': [0.3437374269875161, -0.6084511568746606, -0.7152843986736248], 'radius': 2.7021914447204032e-06}, 'confidence': 0.0799783892148611, 'timestamp': 50917.688169, 'diameter_3d': 5.4043828894408065e-06, 'ellipse': {'center': [174.94933761136588, 193.08723067763924], 'axes': [34.55082102071019, 44.721585689249665], 'angle': -54.43173040124656}, 'location': [174.94933761136588, 193.08723067763924], 'diameter': 44.721585689249665, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888881087043, 'phi': -1.1228209097990751, 'norm_pos': [0.5467166800355183, 0.19546987217650313], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.1998441,"{'circle_3d': {'center': [1.8437173583407684e-06, 8.814076458030229e-06, 7.524235642897281e-05], 'normal': [0.34373742756967735, -0.608451157440188, -0.7152843979127997], 'radius': 2.699907289410996e-06}, 'confidence': 0.06404779566921015, 'timestamp': 50917.696569, 'diameter_3d': 5.399814578821992e-06, 'ellipse': {'center': [175.00546237997617, 193.0216877333237], 'axes': [34.51315564658191, 44.678385803660056], 'angle': -54.43267334378929}, 'location': [175.00546237997617, 193.0216877333237], 'diameter': 44.678385803660056, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888873960866, 'phi': -1.1228209087226242, 'norm_pos': [0.5468920699374256, 0.19574296777781797], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.207792,"{'circle_3d': {'center': [1.8507387746780068e-06, 8.80725502927504e-06, 7.525153324117184e-05], 'normal': [0.3437374281547954, -0.6084511580086404, -0.7152843971480656], 'radius': 2.690789117817569e-06}, 'confidence': 0.08837953205339819, 'timestamp': 50917.704969, 'diameter_3d': 5.381578235635138e-06, 'ellipse': {'center': [175.06280033655025, 192.9538388187719], 'axes': [34.38801795301965, 44.52202033354986], 'angle': -54.433668142184274}, 'location': [175.06280033655025, 192.9538388187719], 'diameter': 44.52202033354986, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888866797829, 'phi': -1.1228209076406817, 'norm_pos': [0.5470712510517195, 0.1960256715884504], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.215594,"{'circle_3d': {'center': [1.8577956701903986e-06, 8.800398499708706e-06, 7.526075695984957e-05], 'normal': [0.34373742874287, -0.6084511585800177, -0.7152843963794222], 'radius': 2.696931151545344e-06}, 'confidence': 0.0481054063922089, 'timestamp': 50917.713369, 'diameter_3d': 5.393862303090688e-06, 'ellipse': {'center': [175.11829909313218, 192.89011032663478], 'axes': [34.45811593953564, 44.61829261992738], 'angle': -54.43456171987936}, 'location': [175.11829909313218, 192.89011032663478], 'diameter': 44.61829261992738, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888859597934, 'phi': -1.1228209065532475, 'norm_pos': [0.547244684666038, 0.19629120697235503], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.2233658,"{'circle_3d': {'center': [1.864888047542479e-06, 8.793506871107581e-06, 7.527002758678236e-05], 'normal': [0.34373742933390145, -0.6084511591543201, -0.71528439560687], 'radius': 2.687119628903014e-06}, 'confidence': 0.07243433234631086, 'timestamp': 50917.721769, 'diameter_3d': 5.374239257806028e-06, 'ellipse': {'center': [175.17626855518748, 192.82142752439876], 'axes': [34.32409821013575, 44.450440992050424], 'angle': -54.43557018271871}, 'location': [175.17626855518748, 192.82142752439876], 'diameter': 44.450440992050424, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888852361181, 'phi': -1.1228209054603218, 'norm_pos': [0.5474258392349609, 0.19657738531500513], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.231452,"{'circle_3d': {'center': [1.8720150523066081e-06, 8.786580965036705e-06, 7.527934401174718e-05], 'normal': [0.34373742992781847, -0.608451159731479, -0.7152843948305012], 'radius': 2.6885259634285373e-06}, 'confidence': 0.08849986868214595, 'timestamp': 50917.730168, 'diameter_3d': 5.3770519268570746e-06, 'ellipse': {'center': [175.23295302548877, 192.75569188705816], 'axes': [34.333538018201665, 44.468265431710975], 'angle': -54.43650549051008}, 'location': [175.23295302548877, 192.75569188705816], 'diameter': 44.468265431710975, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888845088434, 'phi': -1.1228209043620354, 'norm_pos': [0.5476029782046524, 0.19685128380392436], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.24073,"{'circle_3d': {'center': [1.879178383568103e-06, 8.779619136589645e-06, 7.528870845163738e-05], 'normal': [0.34373743052476274, -0.6084511603116314, -0.7152843940501312], 'radius': 2.695446285906769e-06}, 'confidence': 0.06420935364043738, 'timestamp': 50917.738568, 'diameter_3d': 5.390892571813538e-06, 'ellipse': {'center': [175.28915321980014, 192.6912304833556], 'axes': [34.413413567761275, 44.57730576178445], 'angle': -54.437407365711906}, 'location': [175.28915321980014, 192.6912304833556], 'diameter': 44.57730576178445, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888837777967, 'phi': -1.1228209032581271, 'norm_pos': [0.5477786038118755, 0.1971198729860183], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.247375,"{'circle_3d': {'center': [1.8863771948929298e-06, 8.772622206443259e-06, 7.529811980155898e-05], 'normal': [0.3437374311246637, -0.6084511608947089, -0.715284393265852], 'radius': 2.6956039071215835e-06}, 'confidence': 0.08027107147474945, 'timestamp': 50917.746968, 'diameter_3d': 5.391207814243167e-06, 'ellipse': {'center': [175.34655424364271, 192.62448775741166], 'axes': [34.40677883226193, 44.57439277547534], 'angle': -54.438360443143004}, 'location': [175.34655424364271, 192.62448775741166], 'diameter': 44.57439277547534, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888830430638, 'phi': -1.1228209021487272, 'norm_pos': [0.5479579820113835, 0.19739796767745144], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.2561111,"{'circle_3d': {'center': [1.8936114871692666e-06, 8.765590178150262e-06, 7.530757805618293e-05], 'normal': [0.3437374317275214, -0.6084511614807112, -0.7152843924776642], 'radius': 2.7223788428590897e-06}, 'confidence': 0.09539388492391668, 'timestamp': 50917.755368, 'diameter_3d': 5.444757685718179e-06, 'ellipse': {'center': [175.4005362177401, 192.5651948919195], 'axes': [34.74018943916874, 45.011825946768894], 'angle': -54.43913344142115}, 'location': [175.4005362177401, 192.5651948919195], 'diameter': 45.011825946768894, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888823046457, 'phi': -1.1228209010338357, 'norm_pos': [0.5481266756804378, 0.1976450212836688], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.267645,"{'circle_3d': {'center': [1.9008812586207569e-06, 8.758523049046119e-06, 7.531708322261466e-05], 'normal': [0.3437374323333357, -0.6084511620696387, -0.715284391685567], 'radius': 2.714803423419711e-06}, 'confidence': 0.07973104380660559, 'timestamp': 50917.763768, 'diameter_3d': 5.429606846839422e-06, 'ellipse': {'center': [175.45954999749605, 192.49555027463146], 'axes': [34.63460642566921, 44.880879305568165], 'angle': -54.440149386605306}, 'location': [175.45954999749605, 192.49555027463146], 'diameter': 44.880879305568165, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888815625414, 'phi': -1.1228208999134526, 'norm_pos': [0.5483110937421751, 0.19793520718903557], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.2754319,"{'circle_3d': {'center': [1.908186510135579e-06, 8.75142081824265e-06, 7.532663529552508e-05], 'normal': [0.3437374329421066, -0.6084511626614912, -0.7152843908895609], 'radius': 2.715465689395051e-06}, 'confidence': 0.08769834106120435, 'timestamp': 50917.772168, 'diameter_3d': 5.430931378790102e-06, 'ellipse': {'center': [175.51768673772676, 192.42800033016928], 'axes': [34.634232349156896, 44.88619376282708], 'angle': -54.4411124891808}, 'location': [175.51768673772676, 192.42800033016928], 'diameter': 44.88619376282708, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888808167513, 'phi': -1.1228208987875778, 'norm_pos': [0.5484927710553962, 0.19821666529096127], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.283961,"{'circle_3d': {'center': [1.9155272434900894e-06, 8.744283486628035e-06, 7.533623427669056e-05], 'normal': [0.3437374335538344, -0.6084511632562689, -0.7152843900896458], 'radius': 2.711402195784593e-06}, 'confidence': 0.08784559145770623, 'timestamp': 50917.780568, 'diameter_3d': 5.422804391569186e-06, 'ellipse': {'center': [175.5767463015294, 192.35875309896247], 'axes': [34.573479378302515, 44.81332259199497], 'angle': -54.44211279935258}, 'location': [175.5767463015294, 192.35875309896247], 'diameter': 44.81332259199497, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888800672753, 'phi': -1.1228208976562115, 'norm_pos': [0.5486773321922793, 0.19850519542098977], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.2914681,"{'circle_3d': {'center': [1.92290345779611e-06, 8.737111055090452e-06, 7.534588016788746e-05], 'normal': [0.34373743416851893, -0.6084511638539715, -0.7152843892858215], 'radius': 2.6966428672285065e-06}, 'confidence': 0.08834268276080538, 'timestamp': 50917.788968, 'diameter_3d': 5.393285734457013e-06, 'ellipse': {'center': [175.6375473334524, 192.28608291230427], 'axes': [34.37619533298106, 44.56357420225172], 'angle': -54.4431912005933}, 'location': [175.6375473334524, 192.28608291230427], 'diameter': 44.56357420225172, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888793141137, 'phi': -1.1228208965193531, 'norm_pos': [0.5488673354170388, 0.19880798786539888], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.300098,"{'circle_3d': {'center': [1.9303151512772843e-06, 8.7299035236299e-06, 7.535557296911577e-05], 'normal': [0.34373743478616015, -0.6084511644545992, -0.7152843884780882], 'radius': 2.7054063828714936e-06}, 'confidence': 0.09607871638706798, 'timestamp': 50917.797368, 'diameter_3d': 5.410812765742987e-06, 'ellipse': {'center': [175.6953698496279, 192.2199358065456], 'axes': [34.479129689943775, 44.70279041552663], 'angle': -54.44411178588949}, 'location': [175.6953698496279, 192.2199358065456], 'diameter': 44.70279041552663, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.916688878557266, 'phi': -1.1228208953770034, 'norm_pos': [0.5490480307800871, 0.19908360080606002], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.308248,"{'circle_3d': {'center': [1.93776232482179e-06, 8.722660889581846e-06, 7.536531267682278e-05], 'normal': [0.34373743540675794, -0.608451165058152, -0.7152843876664459], 'radius': 2.704931586421211e-06}, 'confidence': 0.11213185591651244, 'timestamp': 50917.805768, 'diameter_3d': 5.409863172842422e-06, 'ellipse': {'center': [175.75473330888153, 192.1507880572046], 'axes': [34.46411280331289, 44.689216228057475], 'angle': -54.445100459574846}, 'location': [175.75473330888153, 192.1507880572046], 'diameter': 44.689216228057475, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888777967325, 'phi': -1.122820894229162, 'norm_pos': [0.5492335415902547, 0.19937171642831408], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175529.317625,"{'circle_3d': {'center': [1.945244979317806e-06, 8.715383154722645e-06, 7.537509929278485e-05], 'normal': [0.3437374360303124, -0.6084511656646299, -0.7152843868508945], 'radius': 2.694160358697533e-06}, 'confidence': 0.08847226259343859, 'timestamp': 50917.814168, 'diameter_3d': 5.388320717395066e-06, 'ellipse': {'center': [175.8157804252064, 192.07833795413165], 'axes': [34.317742170237196, 44.50542016342359], 'angle': -54.44616427856384}, 'location': [175.8157804252064, 192.07833795413165], 'diameter': 44.50542016342359, 'sphere': {'center': [-4.12484728711877, 7.301422703358713, 8.583488017310026], 'radius': 12.0}, 'projected_sphere': {'center': [-137.9447647455446, 647.3942326188601], 'axes': [1733.5609917544025, 1733.5609917544025], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 50892.221891, 'theta': 0.9166888770325131, 'phi': -1.122820893075829, 'norm_pos': [0.54942431382877, 0.19967359185778477], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
