eye_packets,763
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175604.226867,"{'circle_3d': {'center': [-1.0208569509728704e-06, 1.428351440058151e-05, 9.879942170165634e-05], 'normal': [-0.3699455581586538, 0.3045312155846416, -0.877724912904506], 'radius': 3.994142388742069e-06}, 'confidence': 0.9999999999889144, 'timestamp': 50992.726073, 'diameter_3d': 7.988284777484138e-06, 'ellipse': {'center': [153.9205168643948, 209.39661510771], 'axes': [41.4510033782091, 50.338971783681465], 'angle': -46.92243282897354}, 'location': [153.9205168643948, 209.39661510771], 'diameter': 50.338971783681465, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425564275107, 'phi': -1.9696837234786293, 'norm_pos': [0.4810016152012338, 0.12751410371787497], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.32,"{'circle_3d': {'center': [-1.3497811446328e-06, 1.4141867339390046e-05, 9.8888912267725e-05], 'normal': [-0.36994558556900325, 0.3045312037807198, -0.8777249054469589], 'radius': 4.042194418550071e-06}, 'confidence': 0.9999999999894089, 'timestamp': 50992.818473, 'diameter_3d': 8.084388837100141e-06, 'ellipse': {'center': [151.87058821353145, 208.42174248179157], 'axes': [41.884911777657756, 50.88560753978019], 'angle': -46.66693842092107}, 'location': [151.87058821353145, 208.42174248179157], 'diameter': 50.88560753978019, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425440349726, 'phi': -1.969683753037533, 'norm_pos': [0.47459558816728575, 0.13157607299253515], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.327148,"{'circle_3d': {'center': [-1.3627151309592023e-06, 1.4102972500040778e-05, 9.88808689488252e-05], 'normal': [-0.36994558664683547, 0.3045312005394832, -0.8777249061172355], 'radius': 4.068971387499674e-06}, 'confidence': 0.999999999989179, 'timestamp': 50992.826873, 'diameter_3d': 8.137942774999348e-06, 'ellipse': {'center': [151.7932562760384, 208.1817142880172], 'axes': [42.17054015112584, 51.22566711378143], 'angle': -46.64474307130926}, 'location': [151.7932562760384, 208.1817142880172], 'diameter': 51.22566711378143, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.880242540632108, 'phi': -1.9696837538069638, 'norm_pos': [0.47435392586262, 0.13257619046659508], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.335453,"{'circle_3d': {'center': [-1.4194776554177224e-06, 1.4093319561148121e-05, 9.890144421476066e-05], 'normal': [-0.36994559137704586, 0.30453119973507164, -0.87772490440263], 'radius': 4.065554979184095e-06}, 'confidence': 0.9999999999897274, 'timestamp': 50992.835273, 'diameter_3d': 8.13110995836819e-06, 'ellipse': {'center': [151.43835230995367, 208.10329027902685], 'axes': [42.11909474127117, 51.17013401929845], 'angle': -46.606184812010106}, 'location': [151.43835230995367, 208.10329027902685], 'diameter': 51.17013401929845, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425397875835, 'phi': -1.9696837590823317, 'norm_pos': [0.47324485096860525, 0.13290295717072143], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.343477,"{'circle_3d': {'center': [-1.4164082271506118e-06, 1.40694246431039e-05, 9.889186003952943e-05], 'normal': [-0.36994559112126013, 0.3045311977438285, -0.8777249052013112], 'radius': 4.074376966059374e-06}, 'confidence': 0.9999999999894291, 'timestamp': 50992.843673, 'diameter_3d': 8.148753932118747e-06, 'ellipse': {'center': [151.4582705049475, 207.9608726122109], 'axes': [42.21915562478313, 51.285688542101425], 'angle': -46.599275495147296}, 'location': [151.4582705049475, 207.9608726122109], 'diameter': 51.285688542101425, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425376970446, 'phi': -1.969683758509202, 'norm_pos': [0.47330709532796095, 0.1334963641157879], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.350793,"{'circle_3d': {'center': [-1.43483855286064e-06, 1.4087437634202615e-05, 9.890587779892712e-05], 'normal': [-0.3699455926571206, 0.30453119924491107, -0.8777249040331646], 'radius': 4.085232617166645e-06}, 'confidence': 0.9999999999891782, 'timestamp': 50992.852073, 'diameter_3d': 8.17046523433329e-06, 'ellipse': {'center': [151.3456621325522, 208.0600781936401], 'axes': [42.31979585327581, 51.415012884296054], 'angle': -46.594638435278725}, 'location': [151.3456621325522, 208.0600781936401], 'diameter': 51.415012884296054, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425392729805, 'phi': -1.9696837604713873, 'norm_pos': [0.47295519416422566, 0.1330830075264996], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.359574,"{'circle_3d': {'center': [-1.4407361916823902e-06, 1.4082661198955293e-05, 9.890670633971865e-05], 'normal': [-0.36994559314859055, 0.3045311988468748, -0.8777249039641195], 'radius': 4.060275557644975e-06}, 'confidence': 0.9999999999899339, 'timestamp': 50992.860473, 'diameter_3d': 8.12055111528995e-06, 'ellipse': {'center': [151.30460406038273, 208.0324143245433], 'axes': [42.06059000833944, 51.10007770469201], 'angle': -46.58913956966313}, 'location': [151.30460406038273, 208.0324143245433], 'diameter': 51.10007770469201, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425388550956, 'phi': -1.9696837609750113, 'norm_pos': [0.472826887688696, 0.13319827364773618], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.371217,"{'circle_3d': {'center': [-1.4753443213777473e-06, 1.4095781885714587e-05, 9.892584534831883e-05], 'normal': [-0.3699455960326013, 0.30453119994026534, -0.8777249023692022], 'radius': 4.093323390602489e-06}, 'confidence': 0.9999999999902953, 'timestamp': 50992.868873, 'diameter_3d': 8.186646781204978e-06, 'ellipse': {'center': [151.09472685156805, 208.09367939833007], 'axes': [42.38733332456794, 51.505529154320826], 'angle': -46.572856936369895}, 'location': [151.09472685156805, 208.09367939833007], 'diameter': 51.505529154320826, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425400030094, 'phi': -1.9696837644154783, 'norm_pos': [0.4721710214111502, 0.132943002506958], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.3795252,"{'circle_3d': {'center': [-1.4916055581792875e-06, 1.413160667018687e-05, 9.894512876762462e-05], 'normal': [-0.3699455973877044, 0.30453120292566405, -0.8777249007622506], 'radius': 4.119640877490878e-06}, 'confidence': 0.9999999999890532, 'timestamp': 50992.877273, 'diameter_3d': 8.239281754981756e-06, 'ellipse': {'center': [150.99886281077772, 208.29791005919242], 'axes': [42.64309436582179, 51.827122750069975], 'angle': -46.576227698706155}, 'location': [150.99886281077772, 208.29791005919242], 'diameter': 51.827122750069975, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425431372785, 'phi': -1.9696837663817184, 'norm_pos': [0.4718714462836804, 0.13209204142003161], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.388227,"{'circle_3d': {'center': [-1.4993019714637512e-06, 1.4168681983672826e-05, 9.896123614439034e-05], 'normal': [-0.3699455980290721, 0.3045312060152735, -0.8777248994199692], 'radius': 4.078469141722505e-06}, 'confidence': 0.9999999999894394, 'timestamp': 50992.885673, 'diameter_3d': 8.15693828344501e-06, 'ellipse': {'center': [150.9451647307571, 208.5209590589858], 'axes': [42.202276132317685, 51.30128656124555], 'angle': -46.58501777231024}, 'location': [150.9451647307571, 208.5209590589858], 'diameter': 51.30128656124555, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.880242546380955, 'phi': -1.9696837675495364, 'norm_pos': [0.47170363978361596, 0.13116267058755915], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.3951502,"{'circle_3d': {'center': [-1.4768927858455072e-06, 1.4221523714663675e-05, 9.897012477999567e-05], 'normal': [-0.36994559616164, 0.3045312104187511, -0.8777248986792496], 'radius': 4.087844786210597e-06}, 'confidence': 0.9999999999899276, 'timestamp': 50992.894073, 'diameter_3d': 8.175689572421193e-06, 'ellipse': {'center': [151.08794360364982, 208.84304859515862], 'axes': [42.29017402733443, 51.416581307199486], 'angle': -46.61824236180315}, 'location': [151.08794360364982, 208.84304859515862], 'diameter': 51.416581307199486, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.880242551004017, 'phi': -1.9696837660449351, 'norm_pos': [0.4721498237614057, 0.1298206308535057], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.403308,"{'circle_3d': {'center': [-1.4819336158211627e-06, 1.4240134450282937e-05, 9.897870649133722e-05], 'normal': [-0.36994559658170917, 0.3045312119696457, -0.877724897964107], 'radius': 4.11451929103203e-06}, 'confidence': 0.9999999999894468, 'timestamp': 50992.902473, 'diameter_3d': 8.22903858206406e-06, 'ellipse': {'center': [151.0615511738101, 208.94874068886327], 'axes': [42.55870380512254, 51.748053257713664], 'angle': -46.62209797657167}, 'location': [151.0615511738101, 208.94874068886327], 'diameter': 51.748053257713664, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425526322488, 'phi': -1.9696837667429363, 'norm_pos': [0.4720673474181566, 0.1293802471297364], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.411374,"{'circle_3d': {'center': [-1.4847917855220771e-06, 1.427186686964177e-05, 9.899092088616612e-05], 'normal': [-0.36994559681989, 0.304531214614014, -0.8777248969462407], 'radius': 4.128440078659555e-06}, 'confidence': 0.9999999999890861, 'timestamp': 50992.910873, 'diameter_3d': 8.25688015731911e-06, 'ellipse': {'center': [151.04703793843404, 209.13491576066593], 'axes': [42.691685763781486, 51.91750173910103], 'angle': -46.63204243477038}, 'location': [151.04703793843404, 209.13491576066593], 'diameter': 51.91750173910103, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425554084816, 'phi': -1.9696837673884093, 'norm_pos': [0.4720219935576064, 0.12860451766389192], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.41913,"{'circle_3d': {'center': [-1.4827815064677452e-06, 1.4336311247475919e-05, 9.901243290144635e-05], 'normal': [-0.36994559665236676, 0.3045312199843788, -0.8777248951535728], 'radius': 4.129737308219276e-06}, 'confidence': 0.9999999999887731, 'timestamp': 50992.919273, 'diameter_3d': 8.259474616438553e-06, 'ellipse': {'center': [151.0617194816677, 209.51913978131313], 'axes': [42.6851821337253, 51.92419604552247], 'angle': -46.65684853373333}, 'location': [151.0617194816677, 209.51913978131313], 'diameter': 51.92419604552247, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.880242561046646, 'phi': -1.96968376795732, 'norm_pos': [0.47206787338021156, 0.12700358424452862], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.4270852,"{'circle_3d': {'center': [-1.4673305273049664e-06, 1.434822284807069e-05, 9.901005337731306e-05], 'normal': [-0.36994559536478516, 0.3045312209770122, -0.8777248953518664], 'radius': 4.148742539545896e-06}, 'confidence': 0.9999999999885616, 'timestamp': 50992.927673, 'diameter_3d': 8.297485079091792e-06, 'ellipse': {'center': [151.16150528911035, 209.5935755613412], 'axes': [42.8832228073953, 52.16525612234445], 'angle': -46.67073350867748}, 'location': [151.16150528911035, 209.5935755613412], 'diameter': 52.16525612234445, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425620887782, 'phi': -1.9696837666307991, 'norm_pos': [0.47237970402846985, 0.12669343516107834], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175604.436533,"{'circle_3d': {'center': [-1.4891758501889285e-06, 1.4380348169140689e-05, 9.90304068455572e-05], 'normal': [-0.36994559718522874, 0.3045312236541223, -0.8777248936557441], 'radius': 4.147364223150163e-06}, 'confidence': 0.999999999989343, 'timestamp': 50992.936073, 'diameter_3d': 8.294728446300325e-06, 'ellipse': {'center': [151.02619599961918, 209.77658403356276], 'axes': [42.85120108561581, 52.13736241148128], 'angle': -46.66906912075922}, 'location': [151.02619599961918, 209.77658403356276], 'diameter': 52.13736241148128, 'sphere': {'center': [4.439345677046894, -3.6543603035012984, 10.532797754275775], 'radius': 12.0}, 'projected_sphere': {'center': [421.3165451365231, -95.10936040246722], 'axes': [1412.7300596804382, 1412.7300596804382], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50982.805675, 'theta': 1.8802425648993855, 'phi': -1.9696837690835909, 'norm_pos': [0.4719568624988099, 0.12593089986015515], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
