eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175566.143009,"{'circle_3d': {'center': [0.977204275257681, 5.351181202786907, 81.17955566539577], 'normal': [-0.30468667691447165, -0.16178591934502243, -0.9386113920108269], 'radius': 3.8681061261882865}, 'confidence': 0.198536988621512, 'timestamp': 50954.639734, 'diameter_3d': 7.736212252376573, 'ellipse': {'center': [167.86798045602254, 161.09392377758695], 'axes': [56.22190686824199, 59.194926635170425], 'angle': 17.667292286247093}, 'location': [167.86798045602254, 161.09392377758695], 'diameter': 59.194926635170425, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.408296179897274, 'phi': -1.884679330914078, 'norm_pos': [0.5245874389250704, 0.32877531759338774], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.1512032,"{'circle_3d': {'center': [0.9822534760489798, 5.240074599268107, 81.19763140750368], 'normal': [-0.3042659101818634, -0.17104480297158905, -0.9371050801685009], 'radius': 3.9225677711365528}, 'confidence': 0.17960589513378214, 'timestamp': 50954.648134, 'diameter_3d': 7.8451355422731055, 'ellipse': {'center': [167.91499454862966, 160.25495777360027], 'axes': [56.94251629099507, 60.00713291304698], 'angle': 19.556513163968454}, 'location': [167.91499454862966, 160.25495777360027], 'diameter': 60.00713291304698, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.3989063247932287, 'phi': -1.8847451725290951, 'norm_pos': [0.5247343579644677, 0.33227100927666553], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.1591501,"{'circle_3d': {'center': [1.093331763627516, 5.255553644662481, 81.15936478130457], 'normal': [-0.2950093862169855, -0.169754882522058, -0.9402939656850934], 'radius': 3.8876785577160646}, 'confidence': 0.12054749040723395, 'timestamp': 50954.656534, 'diameter_3d': 7.775357115432129, 'ellipse': {'center': [168.74923925088936, 160.38652004312812], 'axes': [56.6669784178117, 59.49930354330815], 'angle': 19.83513144762028}, 'location': [168.74923925088936, 160.38652004312812], 'diameter': 59.49930354330815, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4002153904260348, 'phi': -1.87481198362927, 'norm_pos': [0.5273413726590293, 0.3317228331536328], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.1674612,"{'circle_3d': {'center': [0.9718012957833517, 5.261303501421098, 81.19717520166677], 'normal': [-0.30513692520399915, -0.16927572779217315, -0.9371430973215772], 'radius': 3.8603945917961044}, 'confidence': 0.07189554945149088, 'timestamp': 50954.664934, 'diameter_3d': 7.720789183592209, 'ellipse': {'center': [167.82331939457444, 160.40735092326852], 'axes': [56.03454733807516, 59.057827925533395], 'angle': 19.154267643546028}, 'location': [167.82331939457444, 160.40735092326852], 'diameter': 59.057827925533395, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4007015815352308, 'phi': -1.8855738320211124, 'norm_pos': [0.5244478731080451, 0.3316360378197145], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.175066,"{'circle_3d': {'center': [1.0927055229304594, 5.2671036480090665, 81.15748217843144], 'normal': [-0.2950615729417401, -0.16879238224317578, -0.9404508492578545], 'radius': 3.911841469800276}, 'confidence': 0.10890247106154319, 'timestamp': 50954.673334, 'diameter_3d': 7.823682939600552, 'ellipse': {'center': [168.74974874716477, 160.47739499572552], 'axes': [57.02681841391704, 59.87145429637444], 'angle': 19.631970529788717}, 'location': [168.74974874716477, 160.47739499572552], 'diameter': 59.87145429637444, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4011919838756488, 'phi': -1.8748148546302483, 'norm_pos': [0.52734296483489, 0.33134418751781036], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.18334,"{'circle_3d': {'center': [1.1968061302774538, 5.2729540955985215, 81.12430153782414], 'normal': [-0.2863865223294906, -0.1683048449440545, -0.9432159026417959], 'radius': 3.8992991577389753}, 'confidence': 0.14175743178135408, 'timestamp': 50954.681734, 'diameter_3d': 7.798598315477951, 'ellipse': {'center': [169.5360576736077, 160.53676440849046], 'axes': [57.047280133630814, 59.70127877183542], 'angle': 20.055272007461348}, 'location': [169.5360576736077, 160.53676440849046], 'diameter': 59.70127877183542, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4016865974472887, 'phi': -1.8655780002928197, 'norm_pos': [0.5298001802300241, 0.33109681496462307], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.1927118,"{'circle_3d': {'center': [1.3027222286572915, 5.278854855396743, 81.09163380293958], 'normal': [-0.2775601807978376, -0.16781311496086954, -0.9459382138821762], 'radius': 3.905103569252904}, 'confidence': 0.1249798742613682, 'timestamp': 50954.690134, 'diameter_3d': 7.810207138505808, 'ellipse': {'center': [170.34021567418267, 160.59853612796337], 'axes': [57.33227308959935, 59.811509939152906], 'angle': 20.51313799059337}, 'location': [170.34021567418267, 160.59853612796337], 'diameter': 59.811509939152906, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4021854222501502, 'phi': -1.8562084557977452, 'norm_pos': [0.5323131739818209, 0.3308394328001526], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.1992419,"{'circle_3d': {'center': [1.410465046884978, 5.284805938649789, 81.0595221314361], 'normal': [-0.2685816126121968, -0.16731719135644882, -0.9486141865074659], 'radius': 3.9112437382021943}, 'confidence': 0.15704764390962342, 'timestamp': 50954.698534, 'diameter_3d': 7.822487476404389, 'ellipse': {'center': [171.15859845069537, 160.66048609795655], 'axes': [57.61882553582886, 59.92636237861772], 'angle': 21.010012615259896}, 'location': [171.15859845069537, 160.66048609795655], 'diameter': 59.92636237861772, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4026884582846717, 'phi': -1.846705579444391, 'norm_pos': [0.534870620158423, 0.33058130792518103], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.207201,"{'circle_3d': {'center': [1.406053997667084, 5.290807356620215, 81.05971493826635], 'normal': [-0.2689492000470216, -0.16681707319224684, -0.9485981192716122], 'radius': 3.871261827925971}, 'confidence': 0.11490190179768738, 'timestamp': 50954.706934, 'diameter_3d': 7.742523655851942, 'ellipse': {'center': [171.11777734785974, 160.70077621248524], 'axes': [57.0262100825775, 59.31409891038386], 'angle': 20.869758108634905}, 'location': [171.11777734785974, 160.70077621248524], 'diameter': 59.31409891038386, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4031957055499806, 'phi': -1.8470687295328032, 'norm_pos': [0.5347430542120617, 0.33041343244797816], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.215673,"{'circle_3d': {'center': [1.4110751977049487, 5.296859120616447, 81.05723005931212], 'normal': [-0.2685307667105327, -0.16631275952589408, -0.9488051925177978], 'radius': 3.881853232998271}, 'confidence': 0.15276467823771125, 'timestamp': 50954.715334, 'diameter_3d': 7.763706465996542, 'ellipse': {'center': [171.15804074878685, 160.7489407269884], 'axes': [57.19532301535599, 59.47855317202239], 'angle': 20.782035373175276}, 'location': [171.15804074878685, 160.7489407269884], 'diameter': 59.47855317202239, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4037071640465122, 'phi': -1.8466031965376875, 'norm_pos': [0.5348688773399589, 0.33021274697088165], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175566.227386,"{'circle_3d': {'center': [1.4161147660633704, 5.302961241970572, 81.05473716491943], 'normal': [-0.2681108026806643, -0.16580424941305033, -0.9490129337171885], 'radius': 3.8817971925615926}, 'confidence': 0.15274712992111927, 'timestamp': 50954.723734, 'diameter_3d': 7.763594385123185, 'ellipse': {'center': [171.19644428121893, 160.7962073041558], 'axes': [57.2075459225738, 59.47984359883], 'angle': 20.693174619066102}, 'location': [171.19644428121893, 160.7962073041558], 'diameter': 59.47984359883, 'sphere': {'center': [4.633444398231342, 7.2926122349271765, 92.4428923695257], 'radius': 12.0}, 'projected_sphere': {'center': [191.07578585295806, 168.9104080341969], 'axes': [160.96424093395495, 160.96424093395495], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 50929.926957, 'theta': 1.4042228337742657, 'phi': -1.8461360662154398, 'norm_pos': [0.5349888883788092, 0.33001580289935073], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
