eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1596175490.149057,"{'circle_3d': {'center': [2.0603584212704393, 7.887731243405931, 99.32930951102455], 'normal': [-0.25039799846911265, -0.05766547356853085, -0.9664240971337477], 'radius': 4.605410713071305}, 'confidence': 0.028010210312929662, 'timestamp': 50878.639196, 'diameter_3d': 9.21082142614261, 'ellipse': {'center': [173.18487912925374, 169.31541944722943], 'axes': [55.94856079190967, 57.68546462031564], 'angle': -5.869846621219962}, 'location': [173.18487912925374, 169.31541944722943], 'diameter': 57.68546462031564, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.513098846075778, 'phi': -1.8243187786989277, 'norm_pos': [0.5412027472789179, 0.29451908563654405], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.154725,"{'circle_3d': {'center': [2.0222818672218805, 7.742573557939424, 99.34882382577891], 'normal': [-0.25357104463982577, -0.0697619473574064, -0.9647979042375506], 'radius': 4.564265827173765}, 'confidence': 0.056559275989538374, 'timestamp': 50878.647596, 'diameter_3d': 9.12853165434753, 'ellipse': {'center': [172.94236058071377, 168.41373993668907], 'axes': [55.4030271372223, 57.14818555645964], 'angle': -2.7441258644063673}, 'location': [172.94236058071377, 168.41373993668907], 'diameter': 57.14818555645964, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.5009776697347839, 'phi': -1.827806777415519, 'norm_pos': [0.5404448768147305, 0.29827608359712887], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.1630359,"{'circle_3d': {'center': [2.2617875686200883, 7.755252527489558, 99.28760556987028], 'normal': [-0.23361223618997518, -0.06870536656156186, -0.9698994255632698], 'radius': 4.570573476999468}, 'confidence': 0.039410549020126036, 'timestamp': 50878.655996, 'diameter_3d': 9.141146953998936, 'ellipse': {'center': [174.4232023985851, 168.52120856471078], 'axes': [55.80577714007758, 57.264280341713636], 'angle': -3.75314541194732}, 'location': [174.4232023985851, 168.52120856471078], 'diameter': 57.264280341713636, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.5020367919747217, 'phi': -1.8071565134526129, 'norm_pos': [0.5450725074955785, 0.29782829764703844], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.170789,"{'circle_3d': {'center': [2.255256853007707, 7.638406632180623, 99.29804870404388], 'normal': [-0.2341564624910069, -0.0784425245039731, -0.9690291643821363], 'radius': 4.530455452276996}, 'confidence': 0.051130173944792724, 'timestamp': 50878.664395, 'diameter_3d': 9.060910904553992, 'ellipse': {'center': [174.37610670283155, 167.79707257320615], 'axes': [55.308048027637405, 56.74598268172368], 'angle': -1.0906288896225933}, 'location': [174.37610670283155, 167.79707257320615], 'diameter': 56.74598268172368, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.4922731329096648, 'phi': -1.8078916590058034, 'norm_pos': [0.5449253334463486, 0.30084553094497435], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.178376,"{'circle_3d': {'center': [0.10893551253527356, 9.088503464006761, 100.00956631471588], 'normal': [-0.41301657419704324, 0.04239887814820507, -0.9097360301594699], 'radius': 4.61921342856329}, 'confidence': 0.08736129843289385, 'timestamp': 50878.672795, 'diameter_3d': 9.23842685712658, 'ellipse': {'center': [161.17273381540235, 176.313023099656], 'axes': [51.729616275629446, 57.5021935242185], 'angle': -16.24643138015095}, 'location': [161.17273381540235, 176.313023099656], 'diameter': 57.5021935242185, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.6132079183926071, 'phi': -1.996968406350001, 'norm_pos': [0.5036647931731324, 0.2653624037514334], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.186435,"{'circle_3d': {'center': [1.383287830159217, 8.15013867221454, 99.5132716582144], 'normal': [-0.30682054772838113, -0.03579818783448004, -0.9510939182012592], 'radius': 4.588238231997826}, 'confidence': 0.30124928840048615, 'timestamp': 50878.681195, 'diameter_3d': 9.176476463995652, 'ellipse': {'center': [169.00477687306278, 170.83319731885462], 'axes': [54.61053083927914, 57.375481051425105], 'angle': -8.297138521081628}, 'location': [169.00477687306278, 170.83319731885462], 'diameter': 57.375481051425105, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.534990488590329, 'phi': -1.8828537406829053, 'norm_pos': [0.5281399277283212, 0.2881950111714391], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.1984692,"{'circle_3d': {'center': [1.2863415130931735, 8.1090971208093, 99.54662533553461], 'normal': [-0.31489940748388484, -0.039218317118250016, -0.9483144450912423], 'radius': 4.6144765656575455}, 'confidence': 0.2717371462913112, 'timestamp': 50878.689595, 'diameter_3d': 9.228953131315091, 'ellipse': {'center': [168.41129949770888, 170.56587011626308], 'axes': [54.75249054777485, 57.68176704386269], 'angle': -7.318487457492577}, 'location': [168.41129949770888, 170.56587011626308], 'diameter': 57.68176704386269, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.5315679492506045, 'phi': -1.8914024504855718, 'norm_pos': [0.5262853109303403, 0.2893088745155705], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.206699,"{'circle_3d': {'center': [1.2845612327604363, 8.007059901205212, 99.5518951517756], 'normal': [-0.3150477641782794, -0.04772141875192406, -0.9478752937378264], 'radius': 4.604060831612448}, 'confidence': 0.18723353506213244, 'timestamp': 50878.697995, 'diameter_3d': 9.208121663224896, 'ellipse': {'center': [168.39795886227756, 169.9380581386022], 'axes': [54.642589689741804, 57.54319941848502], 'angle': -5.659204376385463}, 'location': [168.39795886227756, 169.9380581386022], 'diameter': 57.54319941848502, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.5230567765222542, 'phi': -1.891681961029332, 'norm_pos': [0.5262436214446173, 0.29192475775582416], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.214854,"{'circle_3d': {'center': [1.2830658788654632, 7.903545444686065, 99.55807646941452], 'normal': [-0.31517237700286066, -0.056347623461852965, -0.9473601839345837], 'radius': 4.618534204535127}, 'confidence': 0.12443179296914893, 'timestamp': 50878.706395, 'diameter_3d': 9.237068409070254, 'ellipse': {'center': [168.3905622696854, 169.3015963472739], 'axes': [54.82327607482317, 57.714872832724886], 'angle': -3.961673193714269}, 'location': [168.3905622696854, 169.3015963472739], 'diameter': 57.714872832724886, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.514418842851941, 'phi': -1.8919631291899695, 'norm_pos': [0.5262205070927669, 0.29457668188635877], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.224472,"{'circle_3d': {'center': [1.2818687133739686, 7.798555844478604, 99.56520648184572], 'normal': [-0.3152721407938186, -0.06509675681247475, -0.9467660162319834], 'radius': 4.578374052806235}, 'confidence': 0.06847151162417194, 'timestamp': 50878.714795, 'diameter_3d': 9.15674810561247, 'ellipse': {'center': [168.37544357633652, 168.65365125469557], 'axes': [54.34997146450097, 57.20282089499353], 'angle': -2.2261741001817907}, 'location': [168.37544357633652, 168.65365125469557], 'diameter': 57.20282089499353, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.5056535065527137, 'phi': -1.892245954967484, 'norm_pos': [0.5261732611760517, 0.29727645310543516], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596175490.23054,"{'circle_3d': {'center': [0.8459576385105443, 7.214246499747668, 99.77588129198567], 'normal': [-0.35159806369910385, -0.11378920220671936, -0.929209782053654], 'radius': 4.614032244268742}, 'confidence': 0.05146390745488962, 'timestamp': 50878.723195, 'diameter_3d': 9.228064488537484, 'ellipse': {'center': [165.69155455070458, 164.98212508636473], 'axes': [53.80745001969633, 57.49398658601266], 'angle': 7.111040562806817}, 'location': [165.69155455070458, 164.98212508636473], 'diameter': 57.49398658601266, 'sphere': {'center': [5.0651344028997904, 8.5797169262283, 110.92639867662952], 'radius': 12.0}, 'projected_sphere': {'center': [188.31051370334896, 167.95454064788157], 'axes': [134.14300092242144, 134.14300092242144], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 29, 'model_birth_timestamp': 50866.854087, 'theta': 1.456760125936679, 'phi': -1.9325304383618753, 'norm_pos': [0.5177861079709518, 0.31257447880681366], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
