quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
0.20856,-0.34717,0.07452,0.91125,0.33905,1580878053.7996101
0.20886,-0.34760,0.07428,0.91107,0.33905,1580878053.8528142
0.20917,-0.34802,0.07410,0.91083,0.33905,1580878053.924911
0.20941,-0.34839,0.07391,0.91064,0.33905,1580878053.93835
0.20966,-0.34863,0.07373,0.91052,0.33905,1580878053.9406269
0.20996,-0.34900,0.07355,0.91034,0.33905,1580878053.9429061
0.21021,-0.34930,0.07336,0.91016,0.33905,1580878053.944708
0.21045,-0.34949,0.07324,0.91003,0.33905,1580878053.946326
0.21069,-0.34973,0.07306,0.90991,0.33905,1580878053.9478662
0.21094,-0.34991,0.07294,0.90979,0.33905,1580878053.951533
0.21112,-0.35004,0.07281,0.90973,0.33905,1580878054.1545038
0.21136,-0.35010,0.07263,0.90967,0.33905,1580878054.2396412
0.21155,-0.35016,0.07257,0.90961,0.33905,1580878054.291919
0.21173,-0.35022,0.07245,0.90955,0.33905,1580878054.331546
0.21185,-0.35022,0.07233,0.90955,0.33905,1580878054.3528461
0.21204,-0.35016,0.07227,0.90948,0.33905,1580878054.3781178
0.21216,-0.35010,0.07214,0.90948,0.33905,1580878054.390673
0.21234,-0.35004,0.07208,0.90948,0.33905,1580878054.3932512
0.21240,-0.34991,0.07202,0.90955,0.33905,1580878054.394808
0.21252,-0.34979,0.07190,0.90961,0.33905,1580878054.396214
0.21259,-0.34961,0.07184,0.90961,0.33911,1580878054.397501
0.21265,-0.34943,0.07178,0.90967,0.33911,1580878054.398933
0.21271,-0.34918,0.07166,0.90979,0.33911,1580878054.446168
0.21277,-0.34900,0.07159,0.90985,0.33911,1580878054.632771
0.21283,-0.34882,0.07147,0.90991,0.33911,1580878054.656577
0.21289,-0.34863,0.07135,0.90997,0.33911,1580878054.6738381
0.21295,-0.34845,0.07117,0.91003,0.33911,1580878054.6766562
0.21301,-0.34827,0.07098,0.91010,0.33911,1580878054.678884
0.21307,-0.34814,0.07086,0.91016,0.33911,1580878054.68085
0.21320,-0.34796,0.07068,0.91022,0.33911,1580878054.683968
0.21326,-0.34784,0.07050,0.91028,0.33911,1580878054.76622
0.21338,-0.34772,0.07031,0.91028,0.33911,1580878054.887441
0.21350,-0.34766,0.07019,0.91028,0.33911,1580878054.926687
0.21362,-0.34760,0.07007,0.91028,0.33911,1580878054.940286
0.21375,-0.34753,0.07001,0.91028,0.33911,1580878054.942862
0.21387,-0.34760,0.06995,0.91028,0.33911,1580878054.944541
0.21399,-0.34760,0.06989,0.91022,0.33911,1580878054.946728
0.21417,-0.34778,0.06982,0.91016,0.33911,1580878054.9482439
0.21429,-0.34790,0.06982,0.91003,0.33911,1580878054.95314
0.21436,-0.34814,0.06982,0.90991,0.33911,1580878055.1524758
0.21448,-0.34839,0.06982,0.90979,0.33911,1580878055.228257
0.21454,-0.34875,0.06982,0.90967,0.33911,1580878055.2531478
0.21466,-0.34912,0.06976,0.90948,0.33911,1580878055.258274
0.21472,-0.34949,0.06976,0.90930,0.33911,1580878055.261066
0.21478,-0.34998,0.06976,0.90912,0.33911,1580878055.262822
0.21490,-0.35046,0.06976,0.90894,0.33911,1580878055.2649632
0.21503,-0.35101,0.06970,0.90869,0.33911,1580878055.269106
0.21509,-0.35150,0.06970,0.90845,0.33911,1580878055.367904
0.21515,-0.35205,0.06964,0.90826,0.33911,1580878055.496244
0.21527,-0.35260,0.06964,0.90802,0.33911,1580878055.5230029
0.21533,-0.35309,0.06958,0.90784,0.33911,1580878055.526313
0.21545,-0.35358,0.06958,0.90759,0.33911,1580878055.528128
0.21558,-0.35406,0.06952,0.90741,0.33911,1580878055.5300841
0.21570,-0.35461,0.06946,0.90717,0.33911,1580878055.531438
0.21576,-0.35504,0.06946,0.90692,0.33911,1580878055.533011
0.21588,-0.35547,0.06940,0.90674,0.33911,1580878055.535135
0.21600,-0.35590,0.06940,0.90656,0.33911,1580878055.759667
0.21613,-0.35620,0.06934,0.90643,0.33911,1580878055.8231401
0.21625,-0.35657,0.06934,0.90625,0.33911,1580878055.8269792
0.21637,-0.35687,0.06927,0.90613,0.33911,1580878055.830056
0.21643,-0.35706,0.06927,0.90601,0.33911,1580878055.832756
0.21655,-0.35724,0.06921,0.90588,0.33911,1580878055.8601542
0.21667,-0.35742,0.06915,0.90582,0.33911,1580878055.9828742
0.21680,-0.35754,0.06909,0.90576,0.33911,1580878056.014029
0.21686,-0.35760,0.06909,0.90570,0.33911,1580878056.049328
0.21692,-0.35760,0.06903,0.90570,0.33911,1580878056.062557
0.21698,-0.35760,0.06897,0.90570,0.33911,1580878056.064943
0.21698,-0.35754,0.06891,0.90570,0.33911,1580878056.0695438
0.21698,-0.35742,0.06891,0.90576,0.33917,1580878056.199849
0.21698,-0.35730,0.06885,0.90582,0.33917,1580878056.209781
0.21692,-0.35712,0.06885,0.90588,0.33917,1580878056.240026
0.21686,-0.35693,0.06879,0.90601,0.33917,1580878056.243309
0.21674,-0.35669,0.06879,0.90613,0.33917,1580878056.245156
0.21667,-0.35645,0.06879,0.90625,0.33917,1580878056.24644
0.21655,-0.35614,0.06879,0.90637,0.33917,1580878056.248734
0.21643,-0.35590,0.06873,0.90649,0.33917,1580878056.390624
0.21625,-0.35559,0.06873,0.90668,0.33917,1580878056.478584
0.21606,-0.35529,0.06873,0.90686,0.33917,1580878056.505347
0.21588,-0.35498,0.06873,0.90698,0.33917,1580878056.539188
0.21570,-0.35474,0.06873,0.90717,0.33917,1580878056.577267
0.21545,-0.35443,0.06873,0.90729,0.33917,1580878056.580388
0.21521,-0.35419,0.06879,0.90747,0.33917,1580878056.581734
0.21497,-0.35394,0.06879,0.90759,0.33917,1580878056.585833
0.21472,-0.35376,0.06879,0.90778,0.33917,1580878056.7518668
0.21448,-0.35358,0.06879,0.90790,0.33917,1580878056.776656
0.21417,-0.35339,0.06879,0.90802,0.33917,1580878056.795064
0.21393,-0.35327,0.06879,0.90814,0.33917,1580878056.797618
0.21368,-0.35321,0.06885,0.90820,0.33917,1580878056.840414
0.21344,-0.35309,0.06885,0.90833,0.33917,1580878056.95455
0.21326,-0.35303,0.06885,0.90839,0.33917,1580878057.071039
0.21301,-0.35303,0.06885,0.90845,0.33917,1580878057.072293
