quatI,quatJ,quatK,quatReal,quatRadianAccuracy,IMUtimestamp
-0.02423,-0.02252,0.99084,0.13080,0.31824,1580878699.2793112
-0.02435,-0.02234,0.99084,0.13086,0.31824,1580878699.2805178
-0.02448,-0.02216,0.99084,0.13086,0.31824,1580878699.307081
-0.02466,-0.02197,0.99084,0.13092,0.31824,1580878699.369249
-0.02478,-0.02167,0.99084,0.13092,0.31824,1580878699.389696
-0.02496,-0.02142,0.99084,0.13092,0.31824,1580878699.432277
-0.02509,-0.02106,0.99084,0.13092,0.31824,1580878699.523961
-0.02521,-0.02075,0.99084,0.13092,0.31824,1580878699.53534
-0.02539,-0.02045,0.99084,0.13092,0.31824,1580878699.5731142
-0.02551,-0.02026,0.99084,0.13092,0.31824,1580878699.5980108
-0.02570,-0.02008,0.99084,0.13092,0.31824,1580878699.6142411
-0.02588,-0.01996,0.99084,0.13098,0.31824,1580878699.6330528
-0.02600,-0.01984,0.99084,0.13098,0.31824,1580878699.686473
-0.02612,-0.01978,0.99084,0.13104,0.31824,1580878699.709292
-0.02625,-0.01971,0.99084,0.13110,0.31824,1580878699.752149
-0.02631,-0.01959,0.99084,0.13110,0.31824,1580878699.778738
-0.02637,-0.01953,0.99084,0.13116,0.31824,1580878699.7914932
-0.02637,-0.01947,0.99084,0.13116,0.31824,1580878699.83475
-0.02631,-0.01941,0.99078,0.13123,0.31824,1580878699.8932722
-0.02625,-0.01935,0.99078,0.13129,0.31824,1580878699.942709
-0.02618,-0.01923,0.99078,0.13135,0.31824,1580878699.9752588
-0.02606,-0.01910,0.99078,0.13141,0.31824,1580878699.987859
-0.02594,-0.01892,0.99078,0.13153,0.31824,1580878700.020705
-0.02582,-0.01868,0.99078,0.13159,0.31824,1580878700.0855029
-0.02570,-0.01831,0.99078,0.13171,0.31824,1580878700.086747
-0.02551,-0.01794,0.99078,0.13184,0.31824,1580878700.089806
-0.02533,-0.01746,0.99078,0.13202,0.31824,1580878700.0913768
-0.02521,-0.01691,0.99078,0.13214,0.31824,1580878700.094163
-0.02509,-0.01642,0.99072,0.13239,0.31824,1580878700.290041
-0.02496,-0.01593,0.99072,0.13257,0.31824,1580878700.337496
-0.02490,-0.01538,0.99072,0.13275,0.31824,1580878700.341818
-0.02490,-0.01495,0.99066,0.13300,0.31824,1580878700.387263
-0.02490,-0.01465,0.99066,0.13324,0.31824,1580878700.391073
-0.02496,-0.01434,0.99066,0.13348,0.31824,1580878700.4221709
-0.02502,-0.01410,0.99060,0.13367,0.31824,1580878700.5311449
-0.02515,-0.01404,0.99060,0.13391,0.31824,1580878700.534558
-0.02533,-0.01398,0.99054,0.13416,0.31824,1580878700.5372832
-0.02545,-0.01404,0.99048,0.13434,0.31830,1580878700.539202
-0.02570,-0.01410,0.99048,0.13458,0.31830,1580878700.541148
-0.02588,-0.01422,0.99042,0.13470,0.31830,1580878700.728949
