eye_packets,709
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403856.3106089,"{'circle_3d': {'center': [6.655387805319387, 7.87674100580329, 49.723164411697], 'normal': [0.21564753141014587, 0.2907172451763246, -0.9321907667177352], 'radius': 1.8259589321285372}, 'confidence': 0.30813125888627846, 'timestamp': 277174.86688, 'diameter_3d': 3.6519178642570744, 'ellipse': {'center': [242.83283943220945, 218.006109747969], 'axes': [39.04195756895558, 45.541863698788866], 'angle': 52.55223239845838}, 'location': [242.83283943220945, 218.006109747969], 'diameter': 45.541863698788866, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8657727013605663, 'phi': -1.3434612170160685, 'norm_pos': [0.7588526232256545, 0.09164120938346254], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.318481,"{'circle_3d': {'center': [6.665223718082528, 7.872356313975612, 49.724077584907526], 'normal': [0.2164671908070743, 0.29035185419068477, -0.9321146689501915], 'radius': 1.8201119747045873}, 'confidence': 0.3091499990593571, 'timestamp': 277174.87528, 'diameter_3d': 3.6402239494091746, 'ellipse': {'center': [242.95436026678368, 217.9512901680809], 'axes': [38.90973443617336, 45.39509349229623], 'angle': 52.43354067058874}, 'location': [242.95436026678368, 217.9512901680809], 'diameter': 45.39509349229623, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8653908385287237, 'phi': -1.3426087725569984, 'norm_pos': [0.759232375833699, 0.09186962429966294], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.3267488,"{'circle_3d': {'center': [6.563141513196653, 7.867938085196535, 49.69948824599059], 'normal': [0.2079603403999181, 0.28998366845909507, -0.9341637805266032], 'radius': 1.8085296308598724}, 'confidence': 0.2952487401028703, 'timestamp': 277174.88368, 'diameter_3d': 3.617059261719745, 'ellipse': {'center': [241.72933072867204, 217.9464661001281], 'axes': [38.845758296071196, 45.1290522981565], 'angle': 53.33105131609231}, 'location': [241.72933072867204, 217.9464661001281], 'diameter': 45.1290522981565, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8650060997121327, 'phi': -1.3517516182467622, 'norm_pos': [0.7554041585271001, 0.09188972458279954], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.334246,"{'circle_3d': {'center': [6.580910925506954, 7.863486308622788, 49.702077355084825], 'normal': [0.20944112475910975, 0.28961268707794935, -0.9339480214354163], 'radius': 1.8293181863299328}, 'confidence': 0.2994541296294035, 'timestamp': 277174.89208, 'diameter_3d': 3.6586363726598656, 'ellipse': {'center': [241.94233117693068, 217.88146751631803], 'axes': [39.27238954998573, 45.645364876024864], 'angle': 53.1372396588473}, 'location': [241.94233117693068, 217.88146751631803], 'diameter': 45.645364876024864, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8646184849161254, 'phi': -1.3501925150139025, 'norm_pos': [0.7560697849279083, 0.09216055201534157], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.343511,"{'circle_3d': {'center': [6.589453717789812, 7.85900150923297, 49.702606557720536], 'normal': [0.2101530241160147, 0.28923895379546466, -0.9339039212157741], 'radius': 1.8139179204026457}, 'confidence': 0.35486666629911584, 'timestamp': 277174.900479, 'diameter_3d': 3.6278358408052913, 'ellipse': {'center': [242.05002739570756, 217.82830860159248], 'axes': [38.937317634040745, 45.26046493576108], 'angle': 53.02810677672891}, 'location': [242.05002739570756, 217.82830860159248], 'diameter': 45.26046493576108, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8642280407965677, 'phi': -1.3494567701635745, 'norm_pos': [0.7564063356115861, 0.09238204749336465], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.350423,"{'circle_3d': {'center': [6.590284320227886, 7.96919185313871, 49.737516588611854], 'normal': [0.21022224098585418, 0.2984214824542764, -0.9309947519748311], 'radius': 1.8183329615175878}, 'confidence': 0.2795965485018657, 'timestamp': 277174.908879, 'diameter_3d': 3.6366659230351757, 'ellipse': {'center': [242.00321439752028, 219.12690945645494], 'axes': [38.778587051673156, 45.339575208699465], 'angle': 53.767648114431935}, 'location': [242.00321439752028, 219.12690945645494], 'diameter': 45.339575208699465, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8738346743787975, 'phi': -1.3487168577097464, 'norm_pos': [0.7562600449922509, 0.08697121059810442], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.358604,"{'circle_3d': {'center': [6.711069368492618, 7.956667986835992, 49.76146152943922], 'normal': [0.22028766167458183, 0.29737782692904985, -0.9289993402392174], 'radius': 1.8079874109130847}, 'confidence': 0.33517694819736377, 'timestamp': 277174.917279, 'diameter_3d': 3.6159748218261694, 'ellipse': {'center': [243.46376893410672, 218.92741215976497], 'axes': [38.37876793081791, 45.05905585967292], 'angle': 52.602018492485904}, 'location': [243.46376893410672, 218.92741215976497], 'diameter': 45.05905585967292, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8727413801569077, 'phi': -1.337972865009313, 'norm_pos': [0.7608242779190835, 0.08780244933431258], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.366177,"{'circle_3d': {'center': [6.711859613884171, 7.953595005916312, 49.7606657170302], 'normal': [0.22035351545721119, 0.29712174518574314, -0.9290656579399686], 'radius': 1.81697591415965}, 'confidence': 0.18948513159625607, 'timestamp': 277174.925679, 'diameter_3d': 3.6339518283193, 'ellipse': {'center': [243.47335368190934, 218.88878418079958], 'axes': [38.57533897804023, 45.283810669465616], 'angle': 52.57423028497478}, 'location': [243.47335368190934, 218.88878418079958], 'diameter': 45.283810669465616, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8724731754951407, 'phi': -1.3379217823238256, 'norm_pos': [0.7608542302559667, 0.0879633992466684], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.3789902,"{'circle_3d': {'center': [6.704894529995746, 8.178949090251983, 49.833601910352165], 'normal': [0.21977309179984253, 0.31590125221371573, -0.922987641829805], 'radius': 1.8249557279325284}, 'confidence': 0.2507176066293792, 'timestamp': 277174.934079, 'diameter_3d': 3.6499114558650567, 'ellipse': {'center': [243.26617851912516, 221.53534284266055], 'axes': [38.22063004332451, 45.41775659631567], 'angle': 54.11036254938803}, 'location': [243.26617851912516, 221.53534284266055], 'diameter': 45.41775659631567, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8922027251568574, 'phi': -1.337038658846781, 'norm_pos': [0.7602068078722661, 0.07693607148891435], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.3861618,"{'circle_3d': {'center': [6.716192065520559, 8.15997054730679, 49.82981905459869], 'normal': [0.2207145530935769, 0.31431970696828293, -0.9233028798092614], 'radius': 1.821372474781964}, 'confidence': 0.22068620629588726, 'timestamp': 277174.942479, 'diameter_3d': 3.642744949563928, 'ellipse': {'center': [243.41283966740912, 221.30877203067882], 'axes': [38.171782761391256, 45.331787517558766], 'angle': 53.89158613114086}, 'location': [243.41283966740912, 221.30877203067882], 'diameter': 45.331787517558766, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.8905362827531735, 'phi': -1.3361508245900247, 'norm_pos': [0.7606651239606534, 0.0778801165388382], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403856.3947468,"{'circle_3d': {'center': [6.14731802838074, 8.499832134156232, 49.82934601392736], 'normal': [0.1733083833319253, 0.34264150587240316, -0.923342299865205], 'radius': 1.8345429211009299}, 'confidence': 0.18118437172635463, 'timestamp': 277174.950879, 'diameter_3d': 3.6690858422018597, 'ellipse': {'center': [236.36858403856738, 225.51409225091777], 'axes': [38.505448173812816, 45.66981141829835], 'angle': 61.04431010887193}, 'location': [236.36858403856738, 225.51409225091777], 'diameter': 45.66981141829835, 'sphere': {'center': [4.067617428397636, 4.388134063687394, 60.909453612309825], 'radius': 12.0}, 'projected_sphere': {'center': [201.40445622215947, 164.6670091116421], 'axes': [244.29705271552044, 244.29705271552044], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.9205234970429361, 'phi': -1.3852582795474533, 'norm_pos': [0.7386518251205231, 0.0603579489545093], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
