eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1581404155.6132941,"{'circle_3d': {'center': [12.375716164444086, 23.131291862558577, 148.88589648564871], 'normal': [-0.4247577581222589, -0.580635253240003, -0.6945815644039728], 'radius': 0.8788235314962295}, 'confidence': 0.33367009486153404, 'timestamp': 277474.17389, 'diameter_3d': 1.757647062992459, 'ellipse': {'center': [211.54303700343777, 216.33522728229713], 'axes': [5.999776933441546, 7.322875270148467], 'angle': 51.27802266433852}, 'location': [211.54303700343777, 216.33522728229713], 'diameter': 7.322875270148467, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.9512876006376911, 'phi': -2.119650969278859, 'norm_pos': [0.6610719906357431, 0.09860321965709529], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.625553,"{'circle_3d': {'center': [12.428248494866558, 23.144268779855075, 148.84320828068348], 'normal': [-0.4203800639203867, -0.5795538434652955, -0.6981389148177428], 'radius': 0.7805977068907447}, 'confidence': 0.6962750218678407, 'timestamp': 277474.18229, 'diameter_3d': 1.5611954137814894, 'ellipse': {'center': [211.7750706298257, 216.41471782623523], 'axes': [5.352056513984141, 6.50604127012917], 'angle': 51.566773797663316}, 'location': [211.7750706298257, 216.41471782623523], 'diameter': 6.50604127012917, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.9526152184705051, 'phi': -2.1127907069446064, 'norm_pos': [0.6617970957182053, 0.09827200905735323], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.632743,"{'circle_3d': {'center': [12.941323387688293, 23.059762134430137, 148.62343586676846], 'normal': [-0.37762382285190854, -0.5865960639173732, -0.7164532826439944], 'radius': 0.7744234269961213}, 'confidence': 0.42749491511684967, 'timestamp': 277474.19069, 'diameter_3d': 1.5488468539922426, 'ellipse': {'center': [213.99150789646856, 216.20483357176988], 'axes': [5.4292056473991614, 6.461858345023563], 'angle': 55.998191066726264}, 'location': [213.99150789646856, 216.20483357176988], 'diameter': 6.461858345023563, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.9439469302068582, 'phi': -2.055867728441057, 'norm_pos': [0.6687234621764643, 0.09914652678429214], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.641037,"{'circle_3d': {'center': [12.980606476603349, 23.5747181693084, 148.2067213250352], 'normal': [-0.3743502321089872, -0.5436830610108513, -0.7511794944550991], 'radius': 0.7475529874749377}, 'confidence': 0.48915185185934784, 'timestamp': 277474.19909, 'diameter_3d': 1.4951059749498754, 'ellipse': {'center': [214.30740636772856, 218.62873927913256], 'axes': [5.442725364602162, 6.256413073781567], 'angle': 53.00310235105184}, 'location': [214.30740636772856, 218.62873927913256], 'diameter': 6.256413073781567, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.995977120619122, 'phi': -2.033122991257531, 'norm_pos': [0.6697106448991518, 0.089046919670281], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.6482098,"{'circle_3d': {'center': [13.299607746110162, 23.959316129977438, 147.79274097678464], 'normal': [-0.34776679298341945, -0.5116332309550982, -0.7856778568093126], 'radius': 0.8288609366942302}, 'confidence': 0.529631129340815, 'timestamp': 277474.20749, 'diameter_3d': 1.6577218733884604, 'ellipse': {'center': [215.7987049023585, 220.51991223360727], 'axes': [6.256560807537962, 6.9562402701373225], 'angle': 53.00261342678025}, 'location': [215.7987049023585, 220.51991223360727], 'diameter': 6.9562402701373225, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0337117447045785, 'phi': -1.987506826729339, 'norm_pos': [0.6743709528198704, 0.08116703235996969], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.657249,"{'circle_3d': {'center': [11.893818276536148, 23.950032174461334, 148.55680572997895], 'normal': [-0.46491591544792044, -0.5124068939147732, -0.7220057940431202], 'radius': 0.7839295556582164}, 'confidence': 0.2108473111488452, 'timestamp': 277474.21589, 'diameter_3d': 1.5678591113164329, 'ellipse': {'center': [209.64516124761755, 219.96288427707148], 'axes': [5.497835529828475, 6.5562793736921385], 'angle': 42.255735783570856}, 'location': [209.64516124761755, 219.96288427707148], 'diameter': 6.5562793736921385, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0328110614784274, 'phi': -2.1428874046840862, 'norm_pos': [0.6551411288988048, 0.08348798217886888], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.6649642,"{'circle_3d': {'center': [12.589471630628909, 23.974956758126417, 148.12966245503267], 'normal': [-0.406944802606857, -0.5103298452760162, -0.7576010669553096], 'radius': 0.7343223428689997}, 'confidence': 0.33103911994904667, 'timestamp': 277474.22429, 'diameter_3d': 1.4686446857379993, 'ellipse': {'center': [212.69876293232838, 220.35465673906754], 'axes': [5.371651568146242, 6.153651539853776], 'angle': 46.682498548096554}, 'location': [212.69876293232838, 220.35465673906754], 'diameter': 6.153651539853776, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.035228029653113, 'phi': -2.0637197705996955, 'norm_pos': [0.6646836341635262, 0.08185559692055189], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.6729972,"{'circle_3d': {'center': [12.719485940989465, 23.896973186237226, 148.11363438279608], 'normal': [-0.3961102767434773, -0.5168284762667822, -0.7589367396416924], 'radius': 0.8221726035591269}, 'confidence': 0.4431091978906637, 'timestamp': 277474.23269, 'diameter_3d': 1.6443452071182538, 'ellipse': {'center': [213.24989154017456, 220.040937533366], 'axes': [6.027165397020839, 6.888855955751759], 'angle': 48.343989622439196}, 'location': [213.24989154017456, 220.040937533366], 'diameter': 6.888855955751759, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.027654202758419, 'phi': -2.0518319931811053, 'norm_pos': [0.6664059110630455, 0.08316276027764169], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.680871,"{'circle_3d': {'center': [12.031350428834601, 23.724554706028172, 148.63262410549092], 'normal': [-0.4534549027563825, -0.53119668295087, -0.715687596083789], 'radius': 0.8493860133028186}, 'confidence': 0.48794950172292934, 'timestamp': 277474.24109, 'diameter_3d': 1.6987720266056372, 'ellipse': {'center': [210.19444971441618, 218.9729035138758], 'axes': [5.924039813762894, 7.096394443501382], 'angle': 44.85761537794162}, 'location': [210.19444971441618, 218.9729035138758], 'diameter': 7.096394443501382, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0107839514541925, 'phi': -2.135551278753984, 'norm_pos': [0.6568576553575506, 0.08761290202551753], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.6883578,"{'circle_3d': {'center': [12.84612059121402, 23.762215472352246, 148.14122811282718], 'normal': [-0.38555738922476424, -0.528058285757197, -0.7566372621391005], 'radius': 0.8377612029823267}, 'confidence': 0.3869394687006577, 'timestamp': 277474.24949, 'diameter_3d': 1.6755224059646534, 'ellipse': {'center': [213.77004549625576, 219.45879911483075], 'axes': [6.130978815047708, 7.016271162243465], 'angle': 50.45775276552187}, 'location': [213.77004549625576, 219.45879911483075], 'diameter': 7.016271162243465, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.014483891069683, 'phi': -2.042068220853122, 'norm_pos': [0.6680313921757992, 0.08558833702153856], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404155.6988401,"{'circle_3d': {'center': [13.872016174832423, 23.783149967293397, 147.67386512753563], 'normal': [-0.3000660905898977, -0.5263137445121016, -0.7955841775800632], 'radius': 0.7749617905348785}, 'confidence': 0.2561527121208867, 'timestamp': 277474.25789, 'diameter_3d': 1.549923581069757, 'ellipse': {'center': [218.24550541063226, 219.86030923464762], 'axes': [5.9121161546610255, 6.507318626613644], 'angle': 60.6435475003591}, 'location': [218.24550541063226, 219.86030923464762], 'diameter': 6.507318626613644, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0165368973597184, 'phi': -1.9314632694361167, 'norm_pos': [0.6820172044082258, 0.08391537818896821], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
