eye_packets,783
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403641.079453,"{'circle_3d': {'center': [7.799448763904149, 9.938381959222212, 56.74947912472696], 'normal': [0.01988706146825899, -0.4007399329402693, -0.9159759881859274], 'radius': 0.8100737271831168}, 'confidence': 0.5255044368483583, 'timestamp': 276959.638329, 'diameter_3d': 1.6201474543662335, 'ellipse': {'center': [245.21111273642487, 228.6288502622491], 'axes': [17.023220328688318, 18.10042771769718], 'angle': -50.89991826579551}, 'location': [245.21111273642487, 228.6288502622491], 'diameter': 18.10042771769718, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.158472005332292, 'phi': -1.549088402343992, 'norm_pos': [0.7662847273013277, 0.04737979057396202], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.0853918,"{'circle_3d': {'center': [7.8246965682774965, 9.836559463600956, 56.79517026174489], 'normal': [0.021991045166037962, -0.4092251409087072, -0.9121683934344328], 'radius': 0.8227648298581124}, 'confidence': 0.5186813526409814, 'timestamp': 276959.646729, 'diameter_3d': 1.6455296597162248, 'ellipse': {'center': [245.41808401680737, 227.43238149654914], 'axes': [17.22288848697059, 18.362050630312968], 'angle': -51.97170403967724}, 'location': [245.41808401680737, 227.43238149654914], 'diameter': 18.362050630312968, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.1491916490873808, 'phi': -1.54669245929292, 'norm_pos': [0.766931512552523, 0.052365077097711876], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.091724,"{'circle_3d': {'center': [7.204453448192705, 9.203931420512822, 57.1042501762352], 'normal': [-0.02969588150769464, -0.46194414449938503, -0.8864117338935741], 'radius': 0.8200605680956371}, 'confidence': 0.2182198549384177, 'timestamp': 276959.655129, 'diameter_3d': 1.6401211361912742, 'ellipse': {'center': [238.22799047387304, 219.9869459841389], 'axes': [16.92834375254977, 18.070324488728993], 'angle': -66.19225212551085}, 'location': [238.22799047387304, 219.9869459841389], 'diameter': 18.070324488728993, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0906103314277589, 'phi': -1.6042850299551854, 'norm_pos': [0.7444624702308532, 0.08338772506608783], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.101275,"{'circle_3d': {'center': [7.380446122825445, 9.254657802366893, 57.073539908671115], 'normal': [-0.01502982528829966, -0.45771694601154594, -0.8889709228572479], 'radius': 0.8077110851155579}, 'confidence': 0.42428090173152744, 'timestamp': 276959.663529, 'diameter_3d': 1.6154221702311158, 'ellipse': {'center': [240.18012406703915, 220.58974303401942], 'axes': [16.666075516624193, 17.83478257661392], 'angle': -63.48216231145794}, 'location': [240.18012406703915, 220.58974303401942], 'diameter': 17.83478257661392, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0953706623680546, 'phi': -1.5877017092697894, 'norm_pos': [0.7505628877094973, 0.08087607069158576], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.109372,"{'circle_3d': {'center': [7.389562483863794, 9.359459526729513, 57.02007770336421], 'normal': [-0.014270128535103899, -0.4489834689813275, -0.8934261066328233], 'radius': 0.8217834450091415}, 'confidence': 0.37966977519345246, 'timestamp': 276959.671929, 'diameter_3d': 1.643566890018283, 'ellipse': {'center': [240.3544047225709, 221.82472654255236], 'axes': [17.030705940913, 18.172257832039882], 'angle': -62.15279449550137}, 'location': [240.3544047225709, 221.82472654255236], 'diameter': 18.172257832039882, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.1051689579309123, 'phi': -1.5867673344696929, 'norm_pos': [0.7511075147580341, 0.07573030607269848], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.117451,"{'circle_3d': {'center': [6.873189707248663, 9.349861926119308, 57.04561862250571], 'normal': [-0.057301193253031464, -0.44978326903217786, -0.891297696704365], 'radius': 0.8026589157991532}, 'confidence': 0.29592165818200655, 'timestamp': 276959.680329, 'diameter_3d': 1.6053178315983063, 'ellipse': {'center': [234.71053529726277, 221.672270406118], 'axes': [16.746237538507202, 17.668572155814687], 'angle': -68.94002032127823}, 'location': [234.71053529726277, 221.672270406118], 'diameter': 17.668572155814687, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.1042736650035354, 'phi': -1.6349975961868053, 'norm_pos': [0.7334704228039461, 0.07636553997450835], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.1251578,"{'circle_3d': {'center': [5.786726402131539, 9.030101405070322, 57.340867286893776], 'normal': [-0.14783980201279176, -0.47642997911959334, -0.8666936413386925], 'radius': 0.8223645299741789}, 'confidence': 0.2926475014492274, 'timestamp': 276959.688729, 'diameter_3d': 1.6447290599483577, 'ellipse': {'center': [222.5887115355789, 217.69592373137732], 'axes': [16.956253629319438, 17.844176076664933], 'angle': 87.28832022824655}, 'location': [222.5887115355789, 217.69592373137732], 'diameter': 17.844176076664933, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.074206578550722, 'phi': -1.739749242488159, 'norm_pos': [0.6955897235486841, 0.09293365111926122], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.1317492,"{'circle_3d': {'center': [5.971895853423328, 9.157288995874373, 57.242258557042454], 'normal': [-0.13240901440514272, -0.46583101321925596, -0.8749110354929696], 'radius': 0.803445201333693}, 'confidence': 0.4656587833640122, 'timestamp': 276959.697129, 'diameter_3d': 1.606890402667386, 'ellipse': {'center': [224.6996923458555, 219.2384186209737], 'axes': [16.68801059380626, 17.485780921207553], 'angle': -87.8983755711184}, 'location': [224.6996923458555, 219.2384186209737], 'diameter': 17.485780921207553, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0862228154632083, 'phi': -1.720996505281552, 'norm_pos': [0.7021865385807985, 0.08650658907927622], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.14155,"{'circle_3d': {'center': [5.7524591631171536, 9.144976461356853, 57.284408730622175], 'normal': [-0.1506954052639906, -0.4668570577623825, -0.8713985210279928], 'radius': 0.8250144208865696}, 'confidence': 0.5452057822309665, 'timestamp': 276959.705529, 'diameter_3d': 1.6500288417731392, 'ellipse': {'center': [222.2799506705205, 219.0350721148239], 'axes': [17.109862120809538, 17.915567722512325], 'angle': 86.97361877966964}, 'location': [222.2799506705205, 219.0350721148239], 'diameter': 17.915567722512325, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0850629232382794, 'phi': -1.7420377682544115, 'norm_pos': [0.6946248458453765, 0.08735386618823382], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.151103,"{'circle_3d': {'center': [5.765037948495493, 9.141443305473512, 57.28413449284887], 'normal': [-0.14964717314912898, -0.46715148741932766, -0.8714213741757681], 'radius': 0.8345810562240998}, 'confidence': 0.4132027250189712, 'timestamp': 276959.713929, 'diameter_3d': 1.6691621124481997, 'ellipse': {'center': [222.41674528295755, 218.99867444641717], 'axes': [17.306460046500604, 18.124821603436075], 'angle': 87.25494884482526}, 'location': [222.41674528295755, 218.99867444641717], 'diameter': 18.124821603436075, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0847299540836854, 'phi': -1.7408651581899701, 'norm_pos': [0.6950523290092423, 0.08750552313992843], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403641.160602,"{'circle_3d': {'center': [5.655840310379223, 9.137909045457127, 57.305373709845384], 'normal': [-0.15874697632548485, -0.4674460090873598, -0.8696514394260588], 'radius': 0.801588720293302}, 'confidence': 0.5242493677064876, 'timestamp': 276959.722329, 'diameter_3d': 1.603177440586604, 'ellipse': {'center': [221.21150188754336, 218.9191688890719], 'axes': [16.606559937601325, 17.39058895915284], 'angle': 84.65270461873457}, 'location': [221.21150188754336, 218.9191688890719], 'diameter': 17.39058895915284, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0843968222594897, 'phi': -1.7513493508273779, 'norm_pos': [0.691285943398573, 0.08783679629553376], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
