eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403624.542294,"{'circle_3d': {'center': [9.41054450503339, 12.233857567233516, 96.79753159753159], 'normal': [0.01669950511823984, -0.1292926923499086, -0.9914658472351521], 'radius': 0.9842610431300723}, 'confidence': 0.5536629793490138, 'timestamp': 276943.111165, 'diameter_3d': 1.9685220862601447, 'ellipse': {'center': [220.27473027077576, 198.36770548071968], 'axes': [12.547534449448936, 12.748385222077882], 'angle': -26.428480062397778}, 'location': [220.27473027077576, 198.36770548071968], 'diameter': 12.748385222077882, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4411406750327305, 'phi': -1.5539546713361219, 'norm_pos': [0.6883585320961743, 0.17346789383033467], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.550512,"{'circle_3d': {'center': [9.520338262505886, 11.97589381823587, 96.83638743410367], 'normal': [0.025848984907614593, -0.1507896714330458, -0.9882278608541454], 'radius': 0.9791747358618587}, 'confidence': 0.5066043332893579, 'timestamp': 276943.119565, 'diameter_3d': 1.9583494717237173, 'ellipse': {'center': [220.95298672690535, 196.68591203059003], 'axes': [12.449936177484227, 12.682346374702165], 'angle': -28.76588778266073}, 'location': [220.95298672690535, 196.68591203059003], 'diameter': 12.682346374702165, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.419429297516572, 'phi': -1.544645382060636, 'norm_pos': [0.6904780835215792, 0.18047536653920815], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.558364,"{'circle_3d': {'center': [9.504303844660747, 12.090717319412676, 96.81902701519329], 'normal': [0.024512783420519647, -0.14122104633497856, -0.9896745624300105], 'radius': 0.9797663110777813}, 'confidence': 0.45546085354623994, 'timestamp': 276943.127965, 'diameter_3d': 1.9595326221555627, 'ellipse': {'center': [220.86129796700345, 197.43436274475772], 'axes': [12.468940134450893, 12.690048939449728], 'angle': -27.313437954819932}, 'location': [220.86129796700345, 197.43436274475772], 'diameter': 12.690048939449728, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4291016128252425, 'phi': -1.5460328606070886, 'norm_pos': [0.6901915561468858, 0.17735682189684288], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.566182,"{'circle_3d': {'center': [9.258950137713704, 10.765638323004083, 97.08138679488195], 'normal': [0.004066641174932756, -0.2516442960356948, -0.967811247455956], 'radius': 0.9607650845076225}, 'confidence': 0.2079702225540929, 'timestamp': 276943.136365, 'diameter_3d': 1.921530169015245, 'ellipse': {'center': [219.1314327703377, 188.76882491540567], 'axes': [12.091226704925983, 12.396702327059096], 'angle': -49.82931922844284}, 'location': [219.1314327703377, 188.76882491540567], 'diameter': 12.396702327059096, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.316417476711858, 'phi': -1.5665944565929908, 'norm_pos': [0.6847857274073054, 0.21346322951914298], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.57481,"{'circle_3d': {'center': [9.625776919403135, 12.008732550112347, 96.83464898933711], 'normal': [0.03463553964905203, -0.1480531104433394, -0.9883727312513592], 'radius': 0.9890016635680307}, 'confidence': 0.3261829455273207, 'timestamp': 276943.144765, 'diameter_3d': 1.9780033271360613, 'ellipse': {'center': [221.62857776316775, 196.89756335913756], 'axes': [12.563743414650101, 12.808107662449514], 'angle': -27.19394115978609}, 'location': [221.62857776316775, 196.89756335913756], 'diameter': 12.808107662449514, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4221969299662278, 'phi': -1.5357676666765414, 'norm_pos': [0.6925893055098993, 0.17959348600359348], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.5825238,"{'circle_3d': {'center': [9.589972724024765, 11.768424492456095, 96.87193833697674], 'normal': [0.0316518567008545, -0.16807878191469366, -0.9852652856147229], 'radius': 0.9649936769780342}, 'confidence': 0.43748396128275296, 'timestamp': 276943.153165, 'diameter_3d': 1.9299873539560684, 'ellipse': {'center': [221.37602473798688, 195.33070437324844], 'axes': [12.241244214330582, 12.496231037136276], 'angle': -31.077150756641522}, 'location': [221.37602473798688, 195.33070437324844], 'diameter': 12.496231037136276, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4019159274465922, 'phi': -1.5386821588112989, 'norm_pos': [0.691800077306209, 0.1861220651114649], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.595042,"{'circle_3d': {'center': [9.585385520539976, 11.871153315590197, 96.85472592641496], 'normal': [0.031269589743788774, -0.1595180466535186, -0.9866996531615388], 'radius': 0.9775704710045263}, 'confidence': 0.736345922809102, 'timestamp': 276943.161565, 'diameter_3d': 1.9551409420090526, 'ellipse': {'center': [221.35752508139367, 196.00143056767126], 'axes': [12.411545890375, 12.660256164072901], 'angle': -29.617873427583056}, 'location': [221.35752508139367, 196.00143056767126], 'diameter': 12.660256164072901, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4105938979234205, 'phi': -1.5391158375326275, 'norm_pos': [0.6917422658793553, 0.1833273726347031], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.602378,"{'circle_3d': {'center': [9.580071037566995, 11.83737655407063, 96.86006871106719], 'normal': [0.030826716162707005, -0.16233277678014907, -0.9862544211071858], 'radius': 1.0124066813068653}, 'confidence': 0.31876297867394926, 'timestamp': 276943.169965, 'diameter_3d': 2.0248133626137306, 'ellipse': {'center': [221.32002971256168, 195.78195895462417], 'axes': [12.851226777384795, 13.111165953765711], 'angle': -30.163563006115012}, 'location': [221.32002971256168, 195.78195895462417], 'diameter': 13.111165953765711, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4077419967143168, 'phi': -1.5395501467373829, 'norm_pos': [0.6916250928517552, 0.184241837689066], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.610688,"{'circle_3d': {'center': [8.864696534213639, 11.813319316102154, 96.86331386412427], 'normal': [-0.028787825783405982, -0.16433754661085534, -0.9859839916857621], 'radius': 0.9704524339369642}, 'confidence': 0.4081719803091089, 'timestamp': 276943.178365, 'diameter_3d': 1.9409048678739285, 'ellipse': {'center': [216.74282752173, 195.62466025525606], 'axes': [12.387745040624441, 12.56689566999122], 'angle': -36.64045135658195}, 'location': [216.74282752173, 195.62466025525606], 'diameter': 12.56689566999122, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.405709937249387, 'phi': -1.5999850864255654, 'norm_pos': [0.6773213360054062, 0.1848972489364331], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.617672,"{'circle_3d': {'center': [8.908476397235018, 11.907609670061024, 96.84678815236964], 'normal': [-0.025139503864957714, -0.15648001711428294, -0.9873611343319816], 'radius': 0.9749242648888938}, 'confidence': 0.38079353571072433, 'timestamp': 276943.186765, 'diameter_3d': 1.9498485297777877, 'ellipse': {'center': [217.03256212361964, 196.2408031323621], 'axes': [12.448672998391556, 12.628365112626584], 'angle': -35.15671215065838}, 'location': [217.03256212361964, 196.2408031323621], 'diameter': 12.628365112626584, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4136705740605588, 'phi': -1.5962521328215193, 'norm_pos': [0.6782267566363114, 0.18232998694849134], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403624.626682,"{'circle_3d': {'center': [8.064660846152996, 11.993688482717964, 96.8850526972773], 'normal': [-0.09545746645512626, -0.1493067827262047, -0.9841724222563434], 'radius': 0.9353638185940957}, 'confidence': 0.47607697175540425, 'timestamp': 276943.195165, 'diameter_3d': 1.8707276371881914, 'ellipse': {'center': [211.61405410277325, 196.76035808485398], 'axes': [11.971327306471268, 12.098469490455127], 'angle': -34.2507538629993}, 'location': [211.61405410277325, 196.76035808485398], 'diameter': 12.098469490455127, 'sphere': {'center': [9.210150443614511, 13.78536987543242, 108.69512176435342], 'radius': 12.0}, 'projected_sphere': {'center': [212.53495448876427, 198.63213347603119], 'axes': [136.8966680239729, 136.8966680239729], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.4209291668750554, 'phi': -1.6674865019765475, 'norm_pos': [0.6612939190711664, 0.18016517464644177], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
