eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403660.367651,"{'circle_3d': {'center': [7.304115040641566, 9.486137858381003, 56.95904405260947], 'normal': [-0.021390748803622902, -0.43842694134370325, -0.898512244195718], 'radius': 0.8429824998230583}, 'confidence': 0.35120591474669605, 'timestamp': 276978.933092, 'diameter_3d': 1.6859649996461166, 'ellipse': {'center': [239.51136116911368, 223.31460128965017], 'axes': [17.58497612057726, 18.66040898488306], 'angle': -61.56733401077885}, 'location': [239.51136116911368, 223.31460128965017], 'diameter': 18.66040898488306, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.116948643206802, 'phi': -1.5945986835581827, 'norm_pos': [0.7484730036534802, 0.06952249462645765], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.37453,"{'circle_3d': {'center': [7.101103866858645, 9.801422218790588, 56.817484973302285], 'normal': [-0.03830834661886636, -0.4121532446429046, -0.9103088341379836], 'radius': 0.8315891660712751}, 'confidence': 0.3354127273083761, 'timestamp': 276978.941492, 'diameter_3d': 1.6631783321425502, 'ellipse': {'center': [237.49567166738223, 227.00818878046204], 'axes': [17.60240900404178, 18.45491529196064], 'angle': -59.491260579269166}, 'location': [237.49567166738223, 227.00818878046204], 'diameter': 18.45491529196064, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.1459802159359904, 'phi': -1.6128543130192203, 'norm_pos': [0.7421739739605695, 0.05413254674807488], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.387786,"{'circle_3d': {'center': [7.026722698940434, 9.777105711525206, 56.831914562938486], 'normal': [-0.044506777278717255, -0.4141796202483532, -0.9091063683349669], 'radius': 0.8632520620952597}, 'confidence': 0.44234599255878787, 'timestamp': 276978.949892, 'diameter_3d': 1.7265041241905195, 'ellipse': {'center': [236.66592771157292, 226.72013280666368], 'axes': [18.275796392440732, 19.13816496922789], 'angle': -60.7413460624942}, 'location': [236.66592771157292, 226.72013280666368], 'diameter': 19.13816496922789, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.143755031759226, 'phi': -1.6197138931590853, 'norm_pos': [0.7395810240986653, 0.055332779972234625], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.395972,"{'circle_3d': {'center': [5.896622015629156, 9.240160707811167, 57.210172850534754], 'normal': [-0.1386818342213237, -0.458925037224523, -0.8775848443686112], 'radius': 0.8267881467511575}, 'confidence': 0.2709847133727813, 'timestamp': 276978.958292, 'diameter_3d': 1.653576293502315, 'ellipse': {'center': [223.92189746209664, 220.1947398504956], 'axes': [17.24014693225704, 17.995054074182224], 'angle': -89.05716269455574}, 'location': [223.92189746209664, 220.1947398504956], 'diameter': 17.995054074182224, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0940114033622352, 'phi': -1.7275269513956089, 'norm_pos': [0.699755929569052, 0.08252191728960168], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.40319,"{'circle_3d': {'center': [6.85323007694353, 8.8571364901359, 57.31019052545648], 'normal': [-0.058964495778459275, -0.4908437220307953, -0.8692500381251343], 'radius': 0.8385947166200122}, 'confidence': 0.28737619009592924, 'timestamp': 276978.966692, 'diameter_3d': 1.6771894332400243, 'ellipse': {'center': [234.15112272185706, 215.8809969081844], 'axes': [17.09181906433067, 18.341696311919154], 'angle': -74.55732716207395}, 'location': [234.15112272185706, 215.8809969081844], 'diameter': 18.341696311919154, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.057738431055887, 'phi': -1.6385263261753293, 'norm_pos': [0.7317222585058033, 0.10049584621589835], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.411614,"{'circle_3d': {'center': [6.754181195047719, 9.956324441692512, 56.76866688765769], 'normal': [-0.0672185692697768, -0.3992447260677443, -0.9143770079417002], 'radius': 0.8353374664440942}, 'confidence': 0.2450980586071081, 'timestamp': 276978.975092, 'diameter_3d': 1.6706749328881885, 'ellipse': {'center': [233.77677901117383, 228.79104225377975], 'axes': [17.84724528058223, 18.5134218621373], 'angle': -61.0671135340631}, 'location': [233.77677901117383, 228.79104225377975], 'diameter': 18.5134218621373, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.1601034041037166, 'phi': -1.6441772990191061, 'norm_pos': [0.7305524344099182, 0.04670399060925101], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.419013,"{'circle_3d': {'center': [6.764092679024518, 9.979554379683103, 56.757829788020565], 'normal': [-0.06639261227171024, -0.3973088979018618, -0.9152800995781272], 'radius': 0.8471521327833135}, 'confidence': 0.6383941829845875, 'timestamp': 276978.983492, 'diameter_3d': 1.694304265566627, 'ellipse': {'center': [233.89932782985653, 229.06686072402303], 'axes': [18.11072024226942, 18.783372596596283], 'angle': -60.4974504848468}, 'location': [233.89932782985653, 229.06686072402303], 'diameter': 18.783372596596283, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.1622138390949073, 'phi': -1.6432075275951472, 'norm_pos': [0.7309353994683017, 0.04555474698323736], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.427904,"{'circle_3d': {'center': [5.9541444503821275, 9.21768317728927, 57.21301866289012], 'normal': [-0.13388829799190946, -0.46079816476801444, -0.8773476933389973], 'radius': 0.8208902882362107}, 'confidence': 0.32760877556447887, 'timestamp': 276978.991892, 'diameter_3d': 1.6417805764724214, 'ellipse': {'center': [224.54129627963414, 219.9455540944869], 'axes': [17.10089147305049, 17.873018190432077], 'angle': -87.86443810007164}, 'location': [224.54129627963414, 219.9455540944869], 'diameter': 17.873018190432077, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0919020024659754, 'phi': -1.7222337005615946, 'norm_pos': [0.7016915508738567, 0.08356019127297121], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.435643,"{'circle_3d': {'center': [6.018662156560971, 9.275010381544966, 57.173491615003044], 'normal': [-0.1285118224770058, -0.4560208977467064, -0.8806416139962536], 'radius': 0.842197641306246}, 'confidence': 0.513420393001713, 'timestamp': 276979.000292, 'diameter_3d': 1.684395282612492, 'ellipse': {'center': [225.28589974369157, 220.63887071506315], 'axes': [17.59522955698937, 18.359493723252324], 'angle': -85.89702918874215}, 'location': [225.28589974369157, 220.63887071506315], 'diameter': 18.359493723252324, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0972773333557069, 'phi': -1.7157032458123591, 'norm_pos': [0.7040184366990362, 0.08067137202057018], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.4428082,"{'circle_3d': {'center': [6.018069466578332, 9.270555503906511, 57.17588619346033], 'normal': [-0.1285612133088924, -0.456392137549911, -0.8804420657914799], 'radius': 0.8649464625858352}, 'confidence': 0.32757358472599407, 'timestamp': 276979.008692, 'diameter_3d': 1.7298929251716704, 'ellipse': {'center': [225.27775278484162, 220.58961115844238], 'axes': [18.066693184148797, 18.854474071093662], 'angle': -85.94962299606391}, 'location': [225.27775278484162, 220.58961115844238], 'diameter': 18.854474071093662, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0968601508818259, 'phi': -1.7157905574164758, 'norm_pos': [0.7039929774526301, 0.08087662017315678], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403660.451669,"{'circle_3d': {'center': [5.911918391150943, 9.266070505551188, 57.19426132394998], 'normal': [-0.13740713626117482, -0.45676588741285457, -0.8789108049173421], 'radius': 0.8523791020120026}, 'confidence': 0.5252554582493644, 'timestamp': 276979.017092, 'diameter_3d': 1.7047582040240052, 'ellipse': {'center': [224.10653391894795, 220.5068677855548], 'axes': [17.797027949909214, 18.559553841050757], 'angle': -88.50025548396385}, 'location': [224.10653391894795, 220.5068677855548], 'diameter': 18.559553841050757, 'sphere': {'center': [7.560804026285041, 14.747261154505443, 67.74119098295809], 'radius': 12.0}, 'projected_sphere': {'center': [229.20011928157606, 254.97403548888872], 'axes': [219.65955697093395, 219.65955697093395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.096440057518937, 'phi': -1.7258789468315403, 'norm_pos': [0.7003329184967123, 0.0812213842268551], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
