eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403695.685354,"{'circle_3d': {'center': [3.6994231330613667, 5.570451431663082, 35.78217158414031], 'normal': [-0.17803081578577226, -0.5626173980222293, -0.8073206872571449], 'radius': 0.8273895735895198}, 'confidence': 0.4521984294343836, 'timestamp': 277014.246624, 'diameter_3d': 1.6547791471790396, 'ellipse': {'center': [224.15973493121055, 216.68814413847758], 'axes': [26.120753134124, 28.753150592203788], 'angle': 81.67254004545691}, 'location': [224.15973493121055, 216.68814413847758], 'diameter': 28.753150592203788, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9732479119889653, 'phi': -1.7878431123110854, 'norm_pos': [0.700499171660033, 0.09713273275634338], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.693154,"{'circle_3d': {'center': [4.399649183058212, 5.471319693029923, 35.72283635016836], 'normal': [-0.11967864495270181, -0.5708783762416594, -0.8122652900881409], 'radius': 0.8127293605619518}, 'confidence': 0.2943362233135409, 'timestamp': 277014.255024, 'diameter_3d': 1.6254587211239035, 'ellipse': {'center': [236.40427950377753, 215.12493705229454], 'axes': [25.60649788602141, 28.429130871901407], 'angle': -86.9645997899714}, 'location': [236.40427950377753, 215.12493705229454], 'diameter': 28.429130871901407, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9632210283362879, 'phi': -1.7170831676828333, 'norm_pos': [0.7387633734493048, 0.10364609561543936], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.700607,"{'circle_3d': {'center': [2.8595826136912894, 5.776685418214109, 35.86258213068038], 'normal': [-0.2480175257332787, -0.5454312324763104, -0.8006198083788055], 'radius': 0.8264751238611646}, 'confidence': 0.15165784469364837, 'timestamp': 277014.263424, 'diameter_3d': 1.6529502477223292, 'ellipse': {'center': [209.51190181874495, 220.03143944462101], 'axes': [25.958769565759845, 28.580306698451693], 'angle': 66.60092991065625}, 'location': [209.51190181874495, 220.03143944462101], 'diameter': 28.580306698451693, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9938927964294244, 'phi': -1.8712030067303196, 'norm_pos': [0.654724693183578, 0.08320233564741242], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.709059,"{'circle_3d': {'center': [3.593397228566541, 5.554548104144628, 35.81729231814287], 'normal': [-0.1868663078270077, -0.5639426753154339, -0.804393959423598], 'radius': 0.823806788285208}, 'confidence': 0.36187056136351015, 'timestamp': 277014.271824, 'diameter_3d': 1.647613576570416, 'ellipse': {'center': [222.26290041467783, 216.31641097087777], 'axes': [25.91879097305432, 28.585254995006665], 'angle': 79.83945974343013}, 'location': [222.26290041467783, 216.31641097087777], 'diameter': 28.585254995006665, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9716439762846532, 'phi': -1.799054652080468, 'norm_pos': [0.6945715637958683, 0.09868162095467592], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.718087,"{'circle_3d': {'center': [3.644582621843039, 5.570718291058994, 35.79424181410487], 'normal': [-0.18260085838729956, -0.5625951597392367, -0.8063148347600979], 'radius': 0.8321671157664197}, 'confidence': 0.4384190426960478, 'timestamp': 277014.280224, 'diameter_3d': 1.6643342315328393, 'ellipse': {'center': [223.189912223171, 216.6619405601743], 'axes': [26.246019555710337, 28.901080362385702], 'angle': 80.72014902833804}, 'location': [223.189912223171, 216.6619405601743], 'diameter': 28.901080362385702, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9732748112406129, 'phi': -1.7935032871562606, 'norm_pos': [0.6974684756974094, 0.0972419143326071], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.724852,"{'circle_3d': {'center': [4.2492243658253885, 5.3734393701687475, 35.815888690809075], 'normal': [-0.1322140463887704, -0.5790350698134238, -0.8045109283680809], 'radius': 0.8335543959008673}, 'confidence': 0.3003827946681364, 'timestamp': 277014.288624, 'diameter_3d': 1.6671087918017347, 'ellipse': {'center': [233.60705793316436, 213.19252681128557], 'axes': [26.01681939094773, 29.04494245191468], 'angle': -89.71660533369615}, 'location': [233.60705793316436, 213.19252681128557], 'diameter': 29.04494245191468, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9532516581614658, 'phi': -1.733681241783134, 'norm_pos': [0.7300220560411386, 0.11169780495297676], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.73176,"{'circle_3d': {'center': [3.7328988444985454, 5.386876589192459, 35.90530139812044], 'normal': [-0.17524117316600735, -0.5779153015614479, -0.7970598694254669], 'radius': 0.8356181940887992}, 'confidence': 0.24331449597419802, 'timestamp': 277014.297024, 'diameter_3d': 1.6712363881775985, 'ellipse': {'center': [224.51802120018687, 213.19176489765374], 'axes': [25.957418178830125, 28.9472825846907], 'angle': 82.14200935343216}, 'location': [224.51802120018687, 213.19176489765374], 'diameter': 28.9472825846907, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9546244281727319, 'phi': -1.787212600686454, 'norm_pos': [0.701618816250584, 0.11170097959310943], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.7403991,"{'circle_3d': {'center': [2.8483276102024817, 5.7812038873321985, 35.862998133337506], 'normal': [-0.24895544269067935, -0.5450546933831363, -0.8005851414907118], 'radius': 0.824570785689312}, 'confidence': 0.2221720591669252, 'timestamp': 277014.305424, 'diameter_3d': 1.649141571378624, 'ellipse': {'center': [209.31661323002763, 220.1075552975649], 'axes': [25.897933251124016, 28.513900353198697], 'angle': 66.39007442965355}, 'location': [209.31661323002763, 220.1075552975649], 'diameter': 28.513900353198697, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 0.9943419780516706, 'phi': -1.8722838409133316, 'norm_pos': [0.6541144163438364, 0.08288518626014629], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.751661,"{'circle_3d': {'center': [3.883427460147607, 5.851055280778903, 35.55452928883687], 'normal': [-0.16269712186191893, -0.5392337439292444, -0.8262908785324317], 'radius': 0.8253927456285419}, 'confidence': 0.30874043776393395, 'timestamp': 277014.313824, 'diameter_3d': 1.6507854912570838, 'ellipse': {'center': [227.77572829937435, 222.19707314156165], 'axes': [26.755445761866724, 28.897674133837988], 'angle': 85.52310637627522}, 'location': [227.77572829937435, 222.19707314156165], 'diameter': 28.897674133837988, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0012693568281086, 'phi': -1.7652098700058956, 'norm_pos': [0.7117991509355448, 0.07417886191015977], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.76042,"{'circle_3d': {'center': [2.9298113595439514, 5.846422780288247, 35.79407123294833], 'normal': [-0.24216513024555686, -0.5396197856367989, -0.8063290498564761], 'radius': 0.8283668166033222}, 'confidence': 0.30111568851231846, 'timestamp': 277014.322224, 'diameter_3d': 1.6567336332066445, 'ellipse': {'center': [210.8225157492115, 221.4311549612983], 'axes': [26.240384061454336, 28.701339576304264], 'angle': 67.30448999086376}, 'location': [210.8225157492115, 221.4311549612983], 'diameter': 28.701339576304264, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0008108926883768, 'phi': -1.862556217711984, 'norm_pos': [0.658820361716286, 0.07737018766125714], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403695.767922,"{'circle_3d': {'center': [3.078683957477836, 5.951552239245908, 35.681377098999675], 'normal': [-0.2297590804177331, -0.5308589973903272, -0.8157202276855309], 'radius': 0.8267247807045912}, 'confidence': 0.3798361883553549, 'timestamp': 277014.330624, 'diameter_3d': 1.6534495614091824, 'ellipse': {'center': [213.56724805776787, 223.57697077439212], 'axes': [26.549131899429526, 28.73843685118271], 'angle': 69.3027724226678}, 'location': [213.56724805776787, 223.57697077439212], 'diameter': 28.73843685118271, 'sphere': {'center': [5.835792922490634, 12.321860207929834, 45.47001983122605], 'radius': 12.0}, 'projected_sphere': {'center': [239.5731258832537, 288.0129755226127], 'axes': [327.2485927041826, 327.2485927041826], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 74, 'model_birth_timestamp': 276893.055518, 'theta': 1.0111824689768285, 'phi': -1.8453474551034565, 'norm_pos': [0.6673976501805245, 0.06842928844003282], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
