eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581404033.777496,"{'circle_3d': {'center': [17.668578039181394, 19.17251257161559, 152.2635164140426], 'normal': [0.016314064772516627, -0.9105335274852521, -0.413113237037815], 'radius': 0.8550978953599954}, 'confidence': 0.5245355744283016, 'timestamp': 277352.323966, 'diameter_3d': 1.7101957907199907, 'ellipse': {'center': [231.94622263873478, 198.07772315627565], 'axes': [3.6332750691345947, 7.019104810281105], 'angle': -84.59272575841429}, 'location': [231.94622263873478, 198.07772315627565], 'diameter': 7.019104810281105, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.4262236190695118, 'phi': -1.5313262962377934, 'norm_pos': [0.7248319457460461, 0.17467615351551813], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.8704069,"{'circle_3d': {'center': [17.06144660752667, 19.614638432318742, 151.39758343293613], 'normal': [-0.034280221198710485, -0.8736897057599897, -0.4852743187966886], 'radius': 0.881476809341273}, 'confidence': 0.2702848808056553, 'timestamp': 277352.416366, 'diameter_3d': 1.762953618682546, 'ellipse': {'center': [229.87181525041075, 200.33642179011457], 'axes': [4.3190737341864045, 7.269225991664447], 'angle': -87.27488148559519}, 'location': [229.87181525041075, 200.33642179011457], 'diameter': 7.269225991664447, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5080604580229278, 'phi': -1.641320088250009, 'norm_pos': [0.7183494226575335, 0.16526490920785597], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.880267,"{'circle_3d': {'center': [16.366009012722344, 19.706446289601843, 151.32413129590287], 'normal': [-0.09223335409907085, -0.8660390509863973, -0.4913953302161263], 'radius': 0.92388765789915}, 'confidence': 0.41009876909882237, 'timestamp': 277352.424766, 'diameter_3d': 1.8477753157983, 'ellipse': {'center': [227.05718986888033, 200.75268897366163], 'axes': [4.625120962053944, 7.610908579231612], 'angle': 88.44745463901063}, 'location': [227.05718986888033, 200.75268897366163], 'diameter': 7.610908579231612, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5235714805491721, 'phi': -1.7563344316128648, 'norm_pos': [0.709553718340251, 0.16353046260974324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.890799,"{'circle_3d': {'center': [16.382861915560085, 19.86928462132514, 151.04295658677793], 'normal': [-0.09082894552925921, -0.8524691900094566, -0.5148265559765385], 'radius': 0.9795325684279117}, 'confidence': 0.38152161485987046, 'timestamp': 277352.433165, 'diameter_3d': 1.9590651368558234, 'ellipse': {'center': [227.25154726441534, 201.57325626233836], 'axes': [5.09366914985152, 8.085094520760487], 'angle': 88.76033101530548}, 'location': [227.25154726441534, 201.57325626233836], 'diameter': 8.085094520760487, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5501058515896494, 'phi': -1.745425576909842, 'norm_pos': [0.710161085201298, 0.1601114322402568], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.900245,"{'circle_3d': {'center': [15.724439237959922, 20.16364346139673, 150.72213817564432], 'normal': [-0.14569750199593937, -0.827939286670157, -0.5415614235710061], 'radius': 0.8797993504242108}, 'confidence': 0.36513170892763225, 'timestamp': 277352.441565, 'diameter_3d': 1.7595987008484215, 'ellipse': {'center': [224.68617319296482, 202.95521709170606], 'axes': [4.812504445690633, 7.267209827352279], 'angle': 84.55849475952103}, 'location': [224.68617319296482, 202.95521709170606], 'diameter': 7.267209827352279, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5953731512062133, 'phi': -1.8336059707727574, 'norm_pos': [0.702144291228015, 0.15435326211789147], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.9067252,"{'circle_3d': {'center': [16.64180878521872, 20.543305569083117, 150.00978875956037], 'normal': [-0.06925003972437278, -0.7963007776962914, -0.6009238749113355], 'radius': 0.8433117500572654}, 'confidence': 0.36909498381503036, 'timestamp': 277352.449965, 'diameter_3d': 1.6866235001145309, 'ellipse': {'center': [228.78385862696018, 204.9178795722894], 'axes': [4.97147387801294, 7.014962109847432], 'angle': -88.48187997867363}, 'location': [228.78385862696018, 204.9178795722894], 'diameter': 7.014962109847432, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.6496413826540618, 'phi': -1.6855295122555674, 'norm_pos': [0.7149495582092505, 0.14617550178212757], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.913743,"{'circle_3d': {'center': [16.372922732398795, 20.873621221821047, 149.62586333309395], 'normal': [-0.09165721079269998, -0.7687744733014639, -0.6329176604502037], 'radius': 0.8450076135234843}, 'confidence': 0.30968341397119836, 'timestamp': 277352.458365, 'diameter_3d': 1.6900152270469686, 'ellipse': {'center': [227.84641093071698, 206.50464532725914], 'axes': [5.223737277474403, 7.042986887899979], 'angle': -89.99682755272843}, 'location': [227.84641093071698, 206.50464532725914], 'diameter': 7.042986887899979, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.6938737114160554, 'phi': -1.7146134718943629, 'norm_pos': [0.7120200341584906, 0.13956397780308694], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.9227169,"{'circle_3d': {'center': [15.220276672785609, 20.470866570323842, 150.42184721997168], 'normal': [-0.18771104909379888, -0.8023373609262312, -0.5665856698770593], 'radius': 0.9084195260113955}, 'confidence': 0.34801813584355495, 'timestamp': 277352.466765, 'diameter_3d': 1.816839052022791, 'ellipse': {'center': [222.73800752622373, 204.38799340883688], 'axes': [5.187520100350192, 7.510885696346997], 'angle': 81.0575158131726}, 'location': [222.73800752622373, 204.38799340883688], 'diameter': 7.510885696346997, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.6395953272456361, 'phi': -1.890717701233179, 'norm_pos': [0.6960562735194491, 0.14838336079651304], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.931488,"{'circle_3d': {'center': [15.8985636740471, 21.260995399471902, 149.25765168347058], 'normal': [-0.1311871323220079, -0.7364932918305596, -0.663601964585484], 'radius': 0.9003898939391414}, 'confidence': 0.3802271252985633, 'timestamp': 277352.475165, 'diameter_3d': 1.8007797878782827, 'ellipse': {'center': [226.0442080315374, 208.32868097013426], 'axes': [5.826896755479275, 7.51421454387448], 'angle': 86.62189166113505}, 'location': [226.0442080315374, 208.32868097013426], 'diameter': 7.51421454387448, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.7429247317477199, 'phi': -1.7659692561453197, 'norm_pos': [0.7063881500985544, 0.13196382929110728], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.939851,"{'circle_3d': {'center': [15.080762723834662, 21.696989634914516, 148.99373935495012], 'normal': [-0.19933721150637773, -0.7001604388770082, -0.6855946586288557], 'radius': 0.8826531470537612}, 'confidence': 0.3344982665162935, 'timestamp': 277352.483565, 'diameter_3d': 1.7653062941075224, 'ellipse': {'center': [222.75894476364925, 210.29869357270655], 'axes': [5.918852709112342, 7.364253733227661], 'angle': 79.58402303441468}, 'location': [222.75894476364925, 210.29869357270655], 'diameter': 7.364253733227661, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.7951741460764814, 'phi': -1.8537461872015806, 'norm_pos': [0.6961217023864039, 0.12375544344705602], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.946283,"{'circle_3d': {'center': [15.12291457096918, 21.751644407279745, 148.92623420304213], 'normal': [-0.19582455757850117, -0.6956058745132387, -0.6912200879545216], 'radius': 0.9019980272475199}, 'confidence': 0.7458967168769184, 'timestamp': 277352.491965, 'diameter_3d': 1.8039960544950397, 'ellipse': {'center': [222.9630178115895, 210.5677000086078], 'axes': [6.088077677374773, 7.52967703307623], 'angle': 79.93793368319096}, 'location': [222.9630178115895, 210.5677000086078], 'diameter': 7.52967703307623, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.8015334311052016, 'phi': -1.8468650431187787, 'norm_pos': [0.6967594306612173, 0.12263458329746746], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.95455,"{'circle_3d': {'center': [14.114913673923416, 21.843806743156414, 149.18484847187884], 'normal': [-0.27982463233231486, -0.6879256798568502, -0.6696688988847962], 'radius': 0.9052161395235606}, 'confidence': 0.46931340879220457, 'timestamp': 277352.500365, 'diameter_3d': 1.8104322790471212, 'ellipse': {'center': [218.66589290814832, 210.79342970385977], 'axes': [5.99102731445241, 7.530059829993659], 'angle': 70.86606006063013}, 'location': [218.66589290814832, 210.79342970385977], 'diameter': 7.530059829993659, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.8121692115684838, 'phi': -1.966599734625078, 'norm_pos': [0.6833309153379635, 0.12169404290058428], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.962429,"{'circle_3d': {'center': [14.232349862523652, 21.93814891205658, 149.04155246577898], 'normal': [-0.27003828328229507, -0.6800638324485024, -0.6816102327264507], 'radius': 0.8485890161079817}, 'confidence': 0.6465985961577538, 'timestamp': 277352.508765, 'diameter_3d': 1.6971780322159633, 'ellipse': {'center': [219.21007466259238, 211.27170757305745], 'axes': [5.695957191934419, 7.066590143818236], 'angle': 71.67194684954934}, 'location': [219.21007466259238, 211.27170757305745], 'diameter': 7.066590143818236, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.8229466299810004, 'phi': -1.948002658256513, 'norm_pos': [0.6850314833206012, 0.1197012184455939], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.9738991,"{'circle_3d': {'center': [13.708118155554018, 22.214032613812282, 148.9955647972438], 'normal': [-0.31372425886309824, -0.6570735239688614, -0.6854425384377174], 'radius': 0.8302607073003321}, 'confidence': 0.6083978287111316, 'timestamp': 277352.517165, 'diameter_3d': 1.6605214146006642, 'ellipse': {'center': [217.04726867102914, 212.44717389981665], 'axes': [5.611144394130623, 6.911712812351392], 'angle': 66.34520468912751}, 'location': [217.04726867102914, 212.44717389981665], 'diameter': 6.911712812351392, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.8538663277563961, 'phi': -2.000031727873035, 'norm_pos': [0.678272714596966, 0.11480344208409732], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.982513,"{'circle_3d': {'center': [14.425461626296261, 21.855757426538215, 149.0499495317684], 'normal': [-0.2539456363012446, -0.6869297895750338, -0.6809104772273339], 'radius': 0.8528461274385227}, 'confidence': 0.44571098073443927, 'timestamp': 277352.525565, 'diameter_3d': 1.7056922548770455, 'ellipse': {'center': [220.00985885539077, 210.92403441484834], 'axes': [5.713358438324567, 7.103820613841882], 'angle': 73.53906216227361}, 'location': [220.00985885539077, 210.92403441484834], 'diameter': 7.103820613841882, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.8135404842002941, 'phi': -1.9277686217840708, 'norm_pos': [0.6875308089230961, 0.1211498566047986], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.990344,"{'circle_3d': {'center': [13.596913060283802, 21.98699625860214, 149.27265504474965], 'normal': [-0.32299135013561625, -0.6759932202363733, -0.6623516844788951], 'radius': 0.8927576909000783}, 'confidence': 0.4775608672838226, 'timestamp': 277352.533964, 'diameter_3d': 1.7855153818001566, 'ellipse': {'center': [216.48029483471382, 211.33416704202196], 'axes': [5.867245899072159, 7.41810762956498], 'angle': 66.15686970312173}, 'location': [216.48029483471382, 211.33416704202196], 'diameter': 7.41810762956498, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.8284846348780831, 'phi': -2.02450978625695, 'norm_pos': [0.6765009213584807, 0.11944097065824189], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404033.997198,"{'circle_3d': {'center': [13.9769057353482, 22.1740314913649, 148.91576349105443], 'normal': [-0.29132529388024947, -0.6604069508394761, -0.6920926472868296], 'radius': 0.8623909893949858}, 'confidence': 0.4377922260767197, 'timestamp': 277352.542364, 'diameter_3d': 1.7247819787899716, 'ellipse': {'center': [218.19704439169232, 212.3310918023591], 'axes': [5.869471234926137, 7.1848110314439255], 'angle': 68.81801534767357}, 'location': [218.19704439169232, 212.3310918023591], 'diameter': 7.1848110314439255, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.8494357499061638, 'phi': -1.9692179612206537, 'norm_pos': [0.6818657637240385, 0.1152871174901704], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
