eye_packets,775
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403805.306409,"{'circle_3d': {'center': [0.28395370960182864, -0.34269810947968615, 12.552399569236215], 'normal': [-0.019906793523847038, 0.15002620927522026, -0.9884815911801832], 'radius': 2.381647859594178}, 'confidence': 0.046132073384377206, 'timestamp': 277123.863888, 'diameter_3d': 4.763295719188356, 'ellipse': {'center': [174.47644774897063, 99.746422929776], 'axes': [233.7561310400537, 235.44026433294877], 'angle': 85.85651100332412}, 'location': [174.47644774897063, 99.746422929776], 'diameter': 235.44026433294877, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7213911088252964, 'phi': -1.5909323648951637, 'norm_pos': [0.5452388992155333, 0.5843899044592666], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.574382,"{'circle_3d': {'center': [-0.1229253900054631, -0.0717772453857437, 12.611934078620585], 'normal': [-0.05381338515778801, 0.17260294794971542, -0.9835203820648188], 'radius': 2.4443732385974295}, 'confidence': 0.06669598707397699, 'timestamp': 277125.132284, 'diameter_3d': 4.888746477194859, 'ellipse': {'center': [155.18374233633457, 112.50862741906856], 'axes': [236.75469160490312, 240.49291773399275], 'angle': -69.03542536477472}, 'location': [155.18374233633457, 112.50862741906856], 'diameter': 240.49291773399275, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7442679970199175, 'phi': -1.6254568923721344, 'norm_pos': [0.48494919480104554, 0.5312140524205476], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.581803,"{'circle_3d': {'center': [-0.12293933036329008, -0.07175262484575651, 12.611939162185857], 'normal': [-0.05381454685427359, 0.17260499966138104, -0.9835199584343796], 'radius': 2.4456507723871974}, 'confidence': 0.0759936949236021, 'timestamp': 277125.140684, 'diameter_3d': 4.891301544774395, 'ellipse': {'center': [155.1843678176127, 112.50564978531837], 'axes': [236.87844697687194, 240.61867249253834], 'angle': -69.03510341440172}, 'location': [155.1843678176127, 112.50564978531837], 'diameter': 240.61867249253834, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7442700799943134, 'phi': -1.6254580935056209, 'norm_pos': [0.4849511494300397, 0.5312264592278402], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.58994,"{'circle_3d': {'center': [-0.12295031432498926, -0.07172654253245137, 12.611944340595352], 'normal': [-0.05381546218441519, 0.17260717318748983, -0.9835195269002551], 'radius': 2.444016222924335}, 'confidence': 0.08271525934289019, 'timestamp': 277125.149084, 'diameter_3d': 4.88803244584867, 'ellipse': {'center': [155.1822059685083, 112.51219737143785], 'axes': [236.71945064969057, 240.4575617574627], 'angle': -69.03530100159126}, 'location': [155.1822059685083, 112.51219737143785], 'diameter': 240.4575617574627, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.744272286640116, 'phi': -1.6254590453315136, 'norm_pos': [0.4849443936515884, 0.531199177619009], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.5973701,"{'circle_3d': {'center': [-0.47297875580646154, 0.16426867488697106, 12.680261690598297], 'normal': [-0.08298449897453788, 0.19227344130577503, -0.9778264144000097], 'radius': 2.445906179445692}, 'confidence': 0.06469570194070368, 'timestamp': 277125.157484, 'diameter_3d': 4.891812358891384, 'ellipse': {'center': [138.71087872624892, 123.70087280914076], 'axes': [232.84451514261065, 239.46273558218826], 'angle': -60.368620315360246}, 'location': [138.71087872624892, 123.70087280914076], 'diameter': 239.46273558218826, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7642746169573416, 'phi': -1.6554597478498165, 'norm_pos': [0.4334714960195279, 0.48457969662858014], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.6062348,"{'circle_3d': {'center': [-0.2152230961181878, 0.03002718470091459, 12.635674178182725], 'normal': [-0.06150486066718173, 0.18108665045693695, -0.9815420404346406], 'radius': 2.442710249132113}, 'confidence': 0.06967130530735327, 'timestamp': 277125.165884, 'diameter_3d': 4.885420498264226, 'ellipse': {'center': [150.82582145607327, 117.35128324592228], 'axes': [235.23114807735203, 239.90602438876073], 'angle': -66.94404046356917}, 'location': [150.82582145607327, 117.35128324592228], 'diameter': 239.90602438876073, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7528875837961277, 'phi': -1.6333759703357749, 'norm_pos': [0.471330692050229, 0.5110363198086572], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.613657,"{'circle_3d': {'center': [-0.11952428421647898, -0.07670667959488586, 12.610884461800136], 'normal': [-0.05352995967537267, 0.17219216176562027, -0.9836078501331897], 'radius': 2.4429957790410723}, 'confidence': 0.06805719071047571, 'timestamp': 277125.174284, 'diameter_3d': 4.885991558082145, 'ellipse': {'center': [155.34312137042406, 112.27860733200417], 'axes': [236.68027670458358, 240.37616477458909], 'angle': -69.09977843552524}, 'location': [155.34312137042406, 112.27860733200417], 'diameter': 240.37616477458909, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7438509668284112, 'phi': -1.6251647478606641, 'norm_pos': [0.4854472542825752, 0.5321724694499826], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.621354,"{'circle_3d': {'center': [-0.24580575658584392, 0.0512088060876712, 12.64155859135402], 'normal': [-0.06405341570615308, 0.18285178557250004, -0.9810516726703661], 'radius': 2.4438152740690997}, 'confidence': 0.06702434799826625, 'timestamp': 277125.182684, 'diameter_3d': 4.887630548138199, 'ellipse': {'center': [149.38566856276975, 118.35279486195861], 'axes': [234.99158157430676, 239.91246716255046], 'angle': -66.1161165063603}, 'location': [149.38566856276975, 118.35279486195861], 'diameter': 239.91246716255046, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.754682689855534, 'phi': -1.635994351235325, 'norm_pos': [0.46683021425865545, 0.5068633547418391], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.630213,"{'circle_3d': {'center': [-0.2377505263102654, 0.043067873961685876, 12.639521072838688], 'normal': [-0.06338214651652153, 0.18217337456200125, -0.981221465879977], 'radius': 2.440758720348782}, 'confidence': 0.08587094739407941, 'timestamp': 277125.191084, 'diameter_3d': 4.881517440697564, 'ellipse': {'center': [149.7613917235116, 117.97709704434563], 'axes': [234.815212603028, 239.64803578154596], 'angle': -66.27937223254224}, 'location': [149.7613917235116, 117.97709704434563], 'diameter': 239.64803578154596, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.753992689247502, 'phi': -1.6353018579665306, 'norm_pos': [0.4680043491359737, 0.5084287623152266], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.637561,"{'circle_3d': {'center': [-0.23932084311666968, 0.044694776549413895, 12.639924782111775], 'normal': [-0.06351300625038857, 0.18230894977764525, -0.9811878234405532], 'radius': 2.444216852772458}, 'confidence': 0.07905512691251475, 'timestamp': 277125.199483, 'diameter_3d': 4.888433705544916, 'ellipse': {'center': [149.6914891048218, 118.0425129719932], 'axes': [235.12537338109672, 239.98088852914455], 'angle': -66.24771318553253}, 'location': [149.6914891048218, 118.0425129719932], 'diameter': 239.98088852914455, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.754130573491729, 'phi': -1.6354368769050482, 'norm_pos': [0.46778590345256815, 0.5081561959500283], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.649035,"{'circle_3d': {'center': [-0.24089571108127594, 0.046330823472835014, 12.640330935070677], 'normal': [-0.0636442452474391, 0.18244528702126372, -0.9811539773606448], 'radius': 2.44320861822219}, 'confidence': 0.06836846734923616, 'timestamp': 277125.207883, 'diameter_3d': 4.88641723644438, 'ellipse': {'center': [149.61615051750206, 118.12353149816579], 'axes': [235.00452430865948, 239.8745537445126], 'angle': -66.21674696254023}, 'location': [149.61615051750206, 118.12353149816579], 'diameter': 239.8745537445126, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7542692362973127, 'phi': -1.6355723010776502, 'norm_pos': [0.46755047036719394, 0.5078186187576426], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.658921,"{'circle_3d': {'center': [-0.24247494196381425, 0.04797582081334495, 12.640739489283101], 'normal': [-0.06377584782098396, 0.18258237013297288, -0.9811199311762762], 'radius': 2.4488777924282212}, 'confidence': 0.07757704781434586, 'timestamp': 277125.216283, 'diameter_3d': 4.8977555848564425, 'ellipse': {'center': [149.54846762076863, 118.18222687071308], 'axes': [235.52756228023668, 240.42467637363148], 'angle': -66.18503964286796}, 'location': [149.54846762076863, 118.18222687071308], 'diameter': 240.42467637363148, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7544086612908298, 'phi': -1.635708114429906, 'norm_pos': [0.467338961314902, 0.5075740547053622], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.6666,"{'circle_3d': {'center': [-0.1274657897893664, -0.06845769164091742, 12.612766441669166], 'normal': [-0.05419175180644662, 0.17287957742845098, -0.9834510184774373], 'radius': 2.4469313862013684}, 'confidence': 0.07596372516868836, 'timestamp': 277125.224683, 'diameter_3d': 4.893862772402737, 'ellipse': {'center': [154.97166689596517, 112.65834075752788], 'axes': [236.9550549705863, 240.73031805721084], 'angle': -68.88353859235518}, 'location': [154.97166689596517, 112.65834075752788], 'diameter': 240.73031805721084, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7445488484732385, 'phi': -1.6258443169627526, 'norm_pos': [0.48428645904989115, 0.5305902468436339], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.675033,"{'circle_3d': {'center': [-0.020084870651088216, -0.17686021750178593, 12.58880414546736], 'normal': [-0.04524334187825678, 0.16384603360671196, -0.9854478764942546], 'radius': 2.445675320814567}, 'confidence': 0.05977948190538913, 'timestamp': 277125.233083, 'diameter_3d': 4.891350641629134, 'ellipse': {'center': [160.05417568499485, 107.49773797799139], 'axes': [238.18674360698287, 241.03515359898068], 'angle': -72.3984875073933}, 'location': [160.05417568499485, 107.49773797799139], 'diameter': 241.03515359898068, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.735384449358793, 'phi': -1.6166755601904443, 'norm_pos': [0.5001692990156089, 0.5520927584250359], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.6816828,"{'circle_3d': {'center': [-0.1453368441048294, -0.05027221427258022, 12.616976297251393], 'normal': [-0.0556810063327352, 0.1743950338758124, -0.9831001971789183], 'radius': 2.448379232940012}, 'confidence': 0.07463608163027508, 'timestamp': 277125.241483, 'diameter_3d': 4.896758465880024, 'ellipse': {'center': [154.1287539434238, 113.51857659830702], 'axes': [236.8544120035807, 240.797937521766], 'angle': -68.40838447040716}, 'location': [154.1287539434238, 113.51857659830702], 'diameter': 240.797937521766, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7460876804496372, 'phi': -1.627374060615125, 'norm_pos': [0.48165235607319934, 0.5270059308403874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.689771,"{'circle_3d': {'center': [-0.13570921673861613, -0.059950887704967926, 12.614722191790417], 'normal': [-0.05487870405221743, 0.17358847775644679, -0.9832880393006663], 'radius': 2.4476506960692785}, 'confidence': 0.08529362934846878, 'timestamp': 277125.249883, 'diameter_3d': 4.895301392138557, 'ellipse': {'center': [154.5828412470829, 113.06065871575824], 'axes': [236.9130074290618, 240.766309704194], 'angle': -68.66371330529725}, 'location': [154.5828412470829, 113.06065871575824], 'diameter': 240.766309704194, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.745268631440448, 'phi': -1.6265499079314716, 'norm_pos': [0.4830713788971341, 0.528913922017674], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.697949,"{'circle_3d': {'center': [-0.13574048307323294, -0.059853896101071946, 12.614741060044274], 'normal': [-0.05488130958010216, 0.17359656039010474, -0.9832864669461782], 'radius': 2.447425629707525}, 'confidence': 0.10396149315841186, 'timestamp': 277125.258283, 'diameter_3d': 4.89485125941505, 'ellipse': {'center': [154.58113540479366, 113.06600310722115], 'axes': [236.8901118229769, 240.7437949715079], 'angle': -68.66425097646662}, 'location': [154.58113540479366, 113.06600310722115], 'diameter': 240.7437949715079, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7452768386799826, 'phi': -1.6265526384882414, 'norm_pos': [0.48306604813998016, 0.5288916537199119], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.706202,"{'circle_3d': {'center': [-0.13576879061460445, -0.0597554454030389, 12.614760021669742], 'normal': [-0.05488366854188314, 0.1736047646149409, -0.9832848868107228], 'radius': 2.45015336770712}, 'confidence': 0.09053227385761542, 'timestamp': 277125.266683, 'diameter_3d': 4.90030673541424, 'ellipse': {'center': [154.58259753407685, 113.06176596260904], 'axes': [237.15373156012734, 241.01209843626899], 'angle': -68.66460040714033}, 'location': [154.58259753407685, 113.06176596260904], 'diameter': 241.01209843626899, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.745285169397348, 'phi': -1.6265551195144996, 'norm_pos': [0.48307061729399015, 0.528909308489129], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.7153862,"{'circle_3d': {'center': [-0.13579413937258222, -0.059655535618664324, 12.614779076681671], 'normal': [-0.054885780938381284, 0.17361309043030543, -0.983283298893062], 'radius': 2.451097466795934}, 'confidence': 0.0904976058550914, 'timestamp': 277125.275083, 'diameter_3d': 4.902194933591868, 'ellipse': {'center': [154.58237132257332, 113.06342481925537], 'axes': [237.244275032622, 241.10472922100698], 'angle': -68.66533732988714}, 'location': [154.58237132257332, 113.06342481925537], 'diameter': 241.10472922100698, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7452936235924288, 'phi': -1.6265573510102118, 'norm_pos': [0.48306991038304165, 0.5289023965864359], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.722471,"{'circle_3d': {'center': [-0.13581652935784871, -0.05955416675380398, 12.61479822509807], 'normal': [-0.054887646770486825, 0.17362153783571047, -0.9832817031916954], 'radius': 2.450996912301283}, 'confidence': 0.07319981922003498, 'timestamp': 277125.283483, 'diameter_3d': 4.901993824602566, 'ellipse': {'center': [154.5812129110866, 113.06856982282707], 'axes': [237.23344857884607, 241.09446968369858], 'angle': -68.66637194314309}, 'location': [154.5812129110866, 113.06856982282707], 'diameter': 241.09446968369858, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7453022012652823, 'phi': -1.626559332975396, 'norm_pos': [0.4830662903471456, 0.5288809590715539], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.733717,"{'circle_3d': {'center': [-0.13583596058111302, -0.05945133881508635, 12.614817466939584], 'normal': [-0.05488926603909219, 0.1736301068306036, -0.9832800997049026], 'radius': 2.4505011726972814}, 'confidence': 0.08918902836321897, 'timestamp': 277125.291883, 'diameter_3d': 4.901002345394563, 'ellipse': {'center': [154.5797888180694, 113.07507675571175], 'axes': [237.1842728144845, 241.0452860902892], 'angle': -68.667625121702}, 'location': [154.5797888180694, 113.07507675571175], 'diameter': 241.0452860902892, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7453109024159086, 'phi': -1.6265610654100522, 'norm_pos': [0.4830618400564669, 0.5288538468512011], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.742365,"{'circle_3d': {'center': [-0.13585243305331918, -0.05934705180923405, 12.614836802229622], 'normal': [-0.054890638745109355, 0.1736387974144246, -0.9832784884307326], 'radius': 2.4514156513380274}, 'confidence': 0.10246282238696708, 'timestamp': 277125.300283, 'diameter_3d': 4.902831302676055, 'ellipse': {'center': [154.57995223961922, 113.07703894746659], 'axes': [237.27192972689636, 241.13499173287462], 'angle': -68.66887734461716}, 'location': [154.57995223961922, 113.07703894746659], 'diameter': 241.13499173287462, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7453197270443075, 'phi': -1.6265625483141806, 'norm_pos': [0.48306235074881004, 0.5288456710522225], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.749825,"{'circle_3d': {'center': [-0.13586594678563924, -0.05924130574306652, 12.61485623099436], 'normal': [-0.05489176488946936, 0.17364760958660522, -0.9832768693670045], 'radius': 2.4503482156698637}, 'confidence': 0.09318895480946511, 'timestamp': 277125.308683, 'diameter_3d': 4.900696431339727, 'ellipse': {'center': [154.57822112831434, 113.0855548086898], 'axes': [237.16727425229215, 241.02949729480443], 'angle': -68.67054084104925}, 'location': [154.57822112831434, 113.0855548086898], 'diameter': 241.02949729480443, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.745328675150479, 'phi': -1.626563781687781, 'norm_pos': [0.4830569410259823, 0.5288101882971258], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.757796,"{'circle_3d': {'center': [-0.01877887958241342, -0.17741307742418488, 12.588652349977671], 'normal': [-0.04513450928920055, 0.16379996194651206, -0.9854605261183953], 'radius': 2.451834835300768}, 'confidence': 0.07552836934487003, 'timestamp': 277125.317083, 'diameter_3d': 4.903669670601536, 'ellipse': {'center': [160.1213366615, 107.45216928810846], 'axes': [238.79656199479464, 241.64553337945827], 'angle': -72.46486778747497}, 'location': [160.1213366615, 107.45216928810846], 'diameter': 241.64553337945827, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7353377467344233, 'phi': -1.6165647655308533, 'norm_pos': [0.5003791770671875, 0.5522826279662147], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.766353,"{'circle_3d': {'center': [-0.14399729579977383, -0.0508179766032395, 12.616803703226728], 'normal': [-0.0555693773073139, 0.17434955368159077, -0.983114580014307], 'radius': 2.4519408212684293}, 'confidence': 0.05855568688876571, 'timestamp': 277125.325483, 'diameter_3d': 4.9038816425368585, 'ellipse': {'center': [154.19575697407578, 113.48088305922522], 'axes': [237.2100531757868, 241.15158928019304], 'angle': -68.45948593976475}, 'location': [154.19575697407578, 113.48088305922522], 'diameter': 241.15158928019304, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7460414926489412, 'phi': -1.6272600506961388, 'norm_pos': [0.4818617405439868, 0.5271629872532282], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.773788,"{'circle_3d': {'center': [-0.13433242581809057, -0.06048951486338705, 12.614550356414382], 'normal': [-0.05476397147550696, 0.17354359215991183, -0.9833023589153358], 'radius': 2.455051828073697}, 'confidence': 0.08104774462277413, 'timestamp': 277125.333883, 'diameter_3d': 4.910103656147394, 'ellipse': {'center': [154.65550727681534, 113.0107755338556], 'axes': [237.64135536107457, 241.49815997597085], 'angle': -68.71731215470446}, 'location': [154.65550727681534, 113.0107755338556], 'diameter': 241.49815997597085, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7452230540813933, 'phi': -1.626432778371115, 'norm_pos': [0.48329846024004797, 0.529121768608935], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403806.781296,"{'circle_3d': {'center': [-0.13432672753507802, -0.06038539541654142, 12.61456841562953], 'normal': [-0.05476349661858925, 0.1735522687804823, -0.9833008539807402], 'radius': 2.4505531831310035}, 'confidence': 0.08385923280178965, 'timestamp': 277125.342283, 'diameter_3d': 4.901106366262007, 'ellipse': {'center': [154.65116863112513, 113.03044403009065], 'axes': [237.2038169480163, 241.0547390903551], 'angle': -68.72027127090146}, 'location': [154.65116863112513, 113.03044403009065], 'diameter': 241.0547390903551, 'sphere': {'center': [0.5228352318879931, -2.1430126207823292, 24.414178663398413], 'radius': 12.0}, 'projected_sphere': {'center': [173.2774421060714, 65.57802483533985], 'axes': [609.4819000529395, 609.4819000529395], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7452318643947329, 'phi': -1.626432381918678, 'norm_pos': [0.48328490197226603, 0.529039816541289], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
