eye_packets,773
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403775.448875,"{'circle_3d': {'center': [-0.6923652735302, -0.5138896053885926, 14.077626605470728], 'normal': [-0.11554743459952492, 0.12964354497918487, -0.9848052302880497], 'radius': 3.1840417242947043}, 'confidence': 0.04114189849708508, 'timestamp': 277094.010394, 'diameter_3d': 6.368083448589409, 'ellipse': {'center': [133.07476122163467, 93.27688671086005], 'axes': [275.89930169628025, 281.1436353585004], 'angle': -31.157696322645712}, 'location': [133.07476122163467, 93.27688671086005], 'diameter': 281.1436353585004, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.7008058091735336, 'phi': -1.687592566808649, 'norm_pos': [0.4158586288176084, 0.6113463053714164], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.725866,"{'circle_3d': {'center': [-0.9092682733962606, -0.5580394990705888, 14.099356807608245], 'normal': [-0.13362268458836332, 0.1259643871723519, -0.9829943801099233], 'radius': 3.3243328364441673}, 'confidence': 0.082386166453829, 'timestamp': 277095.287189, 'diameter_3d': 6.648665672888335, 'ellipse': {'center': [124.47681057835288, 91.13910001589987], 'axes': [286.271577173568, 293.25230481783933], 'angle': -26.380245632507055}, 'location': [124.47681057835288, 91.13910001589987], 'diameter': 293.25230481783933, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.697096228545487, 'phi': -1.705902549584941, 'norm_pos': [0.38899003305735275, 0.6202537499337506], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.738038,"{'circle_3d': {'center': [-0.9096330431772922, -0.5571276535199696, 14.09952328152684], 'normal': [-0.13365308207011597, 0.12604037430157017, -0.9829805072833739], 'radius': 3.3254168879407056}, 'confidence': 0.10652038944221438, 'timestamp': 277095.295589, 'diameter_3d': 6.650833775881411, 'ellipse': {'center': [124.46493727923142, 91.17427585041568], 'axes': [286.355713595601, 293.34432871926185], 'angle': -26.40601549765671}, 'location': [124.46493727923142, 91.17427585041568], 'diameter': 293.34432871926185, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.697172826162397, 'phi': -1.7059347958236857, 'norm_pos': [0.3889529289975982, 0.6201071839566012], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.745458,"{'circle_3d': {'center': [-0.9100003720939437, -0.5562058029655663, 14.09969147127119], 'normal': [-0.13368369281317025, 0.12611719518110376, -0.9829664914713447], 'radius': 3.327736127251156}, 'confidence': 0.09547434917409885, 'timestamp': 277095.303989, 'diameter_3d': 6.655472254502312, 'ellipse': {'center': [124.45628829089988, 91.20663962925437], 'axes': [286.5464908667612, 293.54549265930706], 'angle': -26.431597259949974}, 'location': [124.45628829089988, 91.20663962925437], 'diameter': 293.54549265930706, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6972502649858217, 'phi': -1.7059672751304642, 'norm_pos': [0.3889259009090621, 0.6199723348781068], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.7558851,"{'circle_3d': {'center': [-0.9103702595876882, -0.5552739477020874, 14.09986137938573], 'normal': [-0.13371451677098228, 0.12619484978639367, -0.9829523324617996], 'radius': 3.326696022442298}, 'confidence': 0.08782208934473072, 'timestamp': 277095.312389, 'diameter_3d': 6.653392044884596, 'ellipse': {'center': [124.4384952238597, 91.24818491631552], 'axes': [286.4468577471045, 293.4496747195433], 'angle': -26.458742862417115}, 'location': [124.4384952238597, 91.24818491631552], 'diameter': 293.4496747195433, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6973285450163058, 'phi': -1.7059999875055039, 'norm_pos': [0.3888702975745616, 0.619799229515352], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.761767,"{'circle_3d': {'center': [-0.9107427050864615, -0.5543320880472207, 14.100033008437968], 'normal': [-0.13374555389588003, 0.1262733380909659, -0.9829380300407796], 'radius': 3.3279575041726663}, 'confidence': 0.08669339975821166, 'timestamp': 277095.320789, 'diameter_3d': 6.655915008345333, 'ellipse': {'center': [124.42679669338636, 91.28413468002904], 'axes': [286.54602045974957, 293.557257985283], 'angle': -26.485292393810198}, 'location': [124.42679669338636, 91.28413468002904], 'diameter': 293.557257985283, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6974076662527648, 'phi': -1.7060329329483515, 'norm_pos': [0.3888337396668324, 0.6196494388332123], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.770134,"{'circle_3d': {'center': [-0.9111177080200296, -0.5533802243029073, 14.10020636102553], 'normal': [-0.13377680414034407, 0.12635266006965867, -0.9829235839918163], 'radius': 3.329032849637868}, 'confidence': 0.08337622263901157, 'timestamp': 277095.329189, 'diameter_3d': 6.658065699275736, 'ellipse': {'center': [124.41449648658573, 91.32098226458584], 'axes': [286.62899474819966, 293.6483467443711], 'angle': -26.51219399357853}, 'location': [124.41449648658573, 91.32098226458584], 'diameter': 293.6483467443711, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.697487628695738, 'phi': -1.706066111459233, 'norm_pos': [0.3887953015205804, 0.6194959072308923], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.780515,"{'circle_3d': {'center': [-0.9114952678097382, -0.5524183567811038, 14.10038143977146], 'normal': [-0.13380826745615312, 0.12643281569647563, -0.9829089940963222], 'radius': 3.3331821188676916}, 'confidence': 0.08546557529816398, 'timestamp': 277095.337589, 'diameter_3d': 6.666364237735383, 'ellipse': {'center': [124.41038772158117, 91.35018875499979], 'axes': [286.97748043383825, 294.0110952091833], 'angle': -26.538205550617697}, 'location': [124.41038772158117, 91.35018875499979], 'diameter': 294.0110952091833, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6975684323452258, 'phi': -1.7060995230381484, 'norm_pos': [0.3887824616299412, 0.6193742135208342], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.7859042,"{'circle_3d': {'center': [-1.0297404260113137, -0.5514464857973786, 14.117208504543834], 'normal': [-0.14366203063961774, 0.1265138049451194, -0.9815067386986245], 'radius': 3.33855066235852}, 'confidence': 0.06581450221820648, 'timestamp': 277095.345989, 'diameter_3d': 6.67710132471704, 'ellipse': {'center': [119.58227985732233, 91.41730439477934], 'axes': [286.1520542420004, 294.1965061864991], 'angle': -25.171131028151557}, 'location': [119.58227985732233, 91.41730439477934], 'diameter': 294.1965061864991, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6976500772012277, 'phi': -1.7161331676850975, 'norm_pos': [0.37369462455413227, 0.6190945650217528], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.794271,"{'circle_3d': {'center': [-0.9040570774697084, -0.550464611670912, 14.099622686358014], 'normal': [-0.13318841826115066, 0.12659562778899164, -0.9829722235474428], 'radius': 3.329863730220373}, 'confidence': 0.052639925932460675, 'timestamp': 277095.354389, 'diameter_3d': 6.659727460440746, 'ellipse': {'center': [124.7068851489256, 91.43755389066263], 'axes': [286.7558055482108, 293.7284244692364], 'angle': -26.69857047312994}, 'location': [124.7068851489256, 91.43755389066263], 'diameter': 293.7284244692364, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.697732563263744, 'phi': -1.7054717591272952, 'norm_pos': [0.3897090160903925, 0.6190101921222391], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.8021069,"{'circle_3d': {'center': [-0.9142061752725769, -0.549472734724517, 14.101130091189848], 'normal': [-0.13403417641138968, 0.12667828420119123, -0.9828466064781233], 'radius': 3.335271526506402}, 'confidence': 0.09089682552475081, 'timestamp': 277095.362789, 'diameter_3d': 6.670543053012804, 'ellipse': {'center': [124.30544266677724, 91.46792069508454], 'axes': [287.1108728345111, 294.1799177771552], 'angle': -26.602290228429087}, 'location': [124.30544266677724, 91.46792069508454], 'diameter': 294.1799177771552, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6978158905327747, 'phi': -1.7063336691225695, 'norm_pos': [0.3884545083336789, 0.6188836637704811], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.810383,"{'circle_3d': {'center': [-0.9146011700272075, -0.5484708552776647, 14.101313139984201], 'normal': [-0.13406709264094221, 0.12676177415509557, -0.9828313524119271], 'radius': 3.334788289645339}, 'confidence': 0.09200766069240154, 'timestamp': 277095.371189, 'diameter_3d': 6.669576579290678, 'ellipse': {'center': [124.28813444421552, 91.51092076279176], 'axes': [287.05858351235594, 294.13302284344053], 'angle': -26.631065045381966}, 'location': [124.28813444421552, 91.51092076279176], 'diameter': 294.13302284344053, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6979000590089057, 'phi': -1.7063686266399714, 'norm_pos': [0.3884004201381735, 0.618704496821701], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.823981,"{'circle_3d': {'center': [-0.9149987172010107, -0.5474589736743347, 14.101497929135705], 'normal': [-0.13410022157209248, 0.12684609762203972, -0.9828159533159684], 'radius': 3.338028841458693}, 'confidence': 0.10724050100187828, 'timestamp': 277095.379589, 'diameter_3d': 6.676057682917386, 'ellipse': {'center': [124.28080078847641, 91.54454028905435], 'axes': [287.32790169952705, 294.4152102605818], 'angle': -26.658703496207952}, 'location': [124.28080078847641, 91.54454028905435], 'diameter': 294.4152102605818, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6979850686909708, 'phi': -1.7064038171407163, 'norm_pos': [0.3883775024639888, 0.6185644154622736], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.831646,"{'circle_3d': {'center': [-0.9153988161791607, -0.5464370902413753, 14.101684461432692], 'normal': [-0.134133563153605, 0.12693125457478635, -0.9828004089578863], 'radius': 3.33951422249716}, 'confidence': 0.08750646895130212, 'timestamp': 277095.387989, 'diameter_3d': 6.67902844499432, 'ellipse': {'center': [124.26862012935517, 91.58318323920625], 'axes': [287.4454752349865, 294.5422249973179], 'angle': -26.68728390023359}, 'location': [124.26862012935517, 91.58318323920625], 'diameter': 294.5422249973179, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6980709195795503, 'phi': -1.706439240625046, 'norm_pos': [0.3883394379042349, 0.6184034031699739], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.838024,"{'circle_3d': {'center': [-0.9158014663381583, -0.5454052053162135, 14.101872739688787], 'normal': [-0.13416711733352146, 0.1270172449852165, -0.9827847191032116], 'radius': 3.3401133232380484}, 'confidence': 0.07765003876351652, 'timestamp': 277095.396389, 'diameter_3d': 6.680226646476097, 'ellipse': {'center': [124.2539381426829, 91.62457289933803], 'axes': [287.4863775567091, 294.5908657038441], 'angle': -26.716475441747537}, 'location': [124.2539381426829, 91.62457289933803], 'diameter': 294.5908657038441, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.698157611674644, 'phi': -1.70647489709296, 'norm_pos': [0.38829355669588406, 0.6182309462527582], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.8459442,"{'circle_3d': {'center': [-0.9162066670485548, -0.5443633192399533, 14.102062766744195], 'normal': [-0.13420088405938785, 0.12710406882490485, -0.982768883515261], 'radius': 3.3418133557483873}, 'confidence': 0.08089185841252192, 'timestamp': 277095.404789, 'diameter_3d': 6.683626711496775, 'ellipse': {'center': [124.24214053809473, 91.66346925449102], 'axes': [287.622279211972, 294.73676628070757], 'angle': -26.745524116251012}, 'location': [124.24214053809473, 91.66346925449102], 'diameter': 294.73676628070757, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6982451449762521, 'phi': -1.7065107865444584, 'norm_pos': [0.38825668918154604, 0.6180688781062874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.854362,"{'circle_3d': {'center': [-0.9166144176749397, -0.5433114323573944, 14.102254545465675], 'normal': [-0.13423486327825326, 0.1271917260651181, -0.9827529019551378], 'radius': 3.342801999122616}, 'confidence': 0.08196284345656785, 'timestamp': 277095.413189, 'diameter_3d': 6.685603998245232, 'ellipse': {'center': [124.22831432111576, 91.70465337335384], 'axes': [287.6966198993728, 294.8197508424819], 'angle': -26.77511595724623}, 'location': [124.22831432111576, 91.70465337335384], 'diameter': 294.8197508424819, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6983335194843745, 'phi': -1.7065469089795413, 'norm_pos': [0.38821348225348673, 0.6178972776110256], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.86192,"{'circle_3d': {'center': [-0.9170247175759315, -0.5422495450170377, 14.102448078746539], 'normal': [-0.1342690549366692, 0.12728021667681447, -0.9827367741817321], 'radius': 3.341532860699436}, 'confidence': 0.07871640235659984, 'timestamp': 277095.421589, 'diameter_3d': 6.683065721398872, 'ellipse': {'center': [124.20826011193378, 91.75221938887282], 'axes': [287.5758301450339, 294.7031535623315], 'angle': -26.80583444161407}, 'location': [124.20826011193378, 91.75221938887282], 'diameter': 294.7031535623315, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.698422735199011, 'phi': -1.7065832643982086, 'norm_pos': [0.3881508128497931, 0.6176990858796966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.868746,"{'circle_3d': {'center': [-0.9174375661070321, -0.541177657563634, 14.102643369508026], 'normal': [-0.1343034589809276, 0.1273695406312648, -0.9827204999516083], 'radius': 3.3431577050985153}, 'confidence': 0.095071853356239, 'timestamp': 277095.429989, 'diameter_3d': 6.686315410197031, 'ellipse': {'center': [124.19595764283677, 91.79254791248204], 'axes': [287.7049158334434, 294.84228173076986], 'angle': -26.835730204658386}, 'location': [124.19595764283677, 91.79254791248204], 'diameter': 294.84228173076986, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.698512792120789, 'phi': -1.7066198528007146, 'norm_pos': [0.3881123676338649, 0.6175310503646582], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.878487,"{'circle_3d': {'center': [-0.9178529626091655, -0.5400957703679743, 14.102840420693852], 'normal': [-0.1343380753561054, 0.12745969789756975, -0.9827040790194562], 'radius': 3.343493645389965}, 'confidence': 0.06774736998355663, 'timestamp': 277095.438389, 'diameter_3d': 6.68698729077993, 'ellipse': {'center': [124.18005598653373, 91.83669844040294], 'axes': [287.72256463516374, 294.86745753572643], 'angle': -26.86638422181891}, 'location': [124.18005598653373, 91.83669844040294], 'diameter': 294.86745753572643, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6986036902484603, 'phi': -1.7066566741865525, 'norm_pos': [0.3880626749579179, 0.6173470898316544], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.886184,"{'circle_3d': {'center': [-0.9182709064258167, -0.5390038837823456, 14.103039235278331], 'normal': [-0.134372904007493, 0.12755068844637216, -0.9826875111374163], 'radius': 3.3444839508743325}, 'confidence': 0.07209872980469459, 'timestamp': 277095.446789, 'diameter_3d': 6.688967901748665, 'ellipse': {'center': [124.16583070618108, 91.87952832941586], 'axes': [287.79662703996644, 294.95042203428545], 'angle': -26.897061513041837}, 'location': [124.16583070618108, 91.87952832941586], 'diameter': 294.95042203428545, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6986954295826457, 'phi': -1.706693728555975, 'norm_pos': [0.3880182209568159, 0.6171686319607672], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.89459,"{'circle_3d': {'center': [-0.9186913968916047, -0.5379019981701672, 14.103239816260979], 'normal': [-0.134407944879642, 0.127642512247387, -0.9826707960555289], 'radius': 3.344501302394789}, 'confidence': 0.07756249760508596, 'timestamp': 277095.455189, 'diameter_3d': 6.689002604789578, 'ellipse': {'center': [124.14886080330398, 91.92535063421741], 'axes': [287.78655068835855, 294.947360100215], 'angle': -26.92837530649073}, 'location': [124.14886080330398, 91.92535063421741], 'diameter': 294.947360100215, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6987880101233457, 'phi': -1.7067310159089817, 'norm_pos': [0.3879651900103249, 0.6169777056907608], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.905171,"{'circle_3d': {'center': [-0.9191144333351245, -0.5367901138986255, 14.103442166667852], 'normal': [-0.13444319791660198, 0.1277351692700155, -0.9826539335216228], 'radius': 3.3480928436644883}, 'confidence': 0.0742073633971738, 'timestamp': 277095.463589, 'diameter_3d': 6.696185687328977, 'ellipse': {'center': [124.14150997579992, 91.96209477016336], 'axes': [288.0850532435344, 295.26012006796844], 'angle': -26.95861086711618}, 'location': [124.14150997579992, 91.96209477016336], 'diameter': 295.26012006796844, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6988814318705598, 'phi': -1.706768536245573, 'norm_pos': [0.38794221867437473, 0.6168246051243194], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.9143791,"{'circle_3d': {'center': [-0.91954001507893, -0.5356682313386736, 14.10364628955154], 'normal': [-0.1344786630619191, 0.12782865948334482, -0.9826369232813156], 'radius': 3.3495975766291397}, 'confidence': 0.0730851955826936, 'timestamp': 277095.471989, 'diameter_3d': 6.699195153258279, 'ellipse': {'center': [124.12838769306569, 92.00478452911943], 'axes': [288.20321306332863, 295.38841629225413], 'angle': -26.989901631927385}, 'location': [124.12838769306569, 92.00478452911943], 'diameter': 295.38841629225413, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6989756948242882, 'phi': -1.7068062895657485, 'norm_pos': [0.3879012115408303, 0.616646731128669], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.92165,"{'circle_3d': {'center': [-0.9199681414395288, -0.534536350865046, 14.103852187991167], 'normal': [-0.13451434025863565, 0.12792298285614712, -0.9826197650780132], 'radius': 3.3456582404738553}, 'confidence': 0.0720814349217138, 'timestamp': 277095.480389, 'diameter_3d': 6.691316480947711, 'ellipse': {'center': [124.10034544917889, 92.06237033528049], 'axes': [287.8511213352665, 295.035571351292], 'angle': -27.02350823321305}, 'location': [124.10034544917889, 92.06237033528049], 'diameter': 295.035571351292, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.699070798984531, 'phi': -1.7068442758695086, 'norm_pos': [0.387813579528684, 0.6164067902696646], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.92913,"{'circle_3d': {'center': [-0.9203987603083162, -0.5333946093822313, 14.104059840264195], 'normal': [-0.13455022516436796, 0.12801812797971504, -0.9826024607219277], 'radius': 3.3480037519870898}, 'confidence': 0.10150083962032076, 'timestamp': 277095.488788, 'diameter_3d': 6.6960075039741795, 'ellipse': {'center': [124.08930806944538, 92.10364777309192], 'axes': [288.04167890403613, 295.23808523569693], 'angle': -27.055012550297423}, 'location': [124.08930806944538, 92.10364777309192], 'diameter': 295.23808523569693, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6991667328797353, 'phi': -1.7068824905933024, 'norm_pos': [0.3877790877170168, 0.6162348009454504], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403776.9383051,"{'circle_3d': {'center': [-0.9208319735250571, -0.5322427354107102, 14.104269298946893], 'normal': [-0.13458632626576303, 0.12811411747734178, -0.9825850058317028], 'radius': 3.3520233294974635}, 'confidence': 0.07739893251700479, 'timestamp': 277095.497188, 'diameter_3d': 6.704046658994927, 'ellipse': {'center': [124.08273748195366, 92.14086780089517], 'axes': [288.3766775226663, 295.5884882640274], 'angle': -27.086157866093824}, 'location': [124.08273748195366, 92.14086780089517], 'diameter': 295.5884882640274, 'sphere': {'center': [0.6942039416640992, -2.0696121451388114, 25.895289368927326], 'radius': 12.0}, 'projected_sphere': {'center': [176.62103240862803, 70.44814863023808], 'axes': [574.6218853941458, 574.6218853941458], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 1.6992635193528682, 'phi': -1.7069209428364966, 'norm_pos': [0.3877585546311052, 0.6160797174962702], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
