eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1581404108.599734,"{'circle_3d': {'center': [19.381815152971114, 24.046540604027136, 147.03635455932104], 'normal': [0.15908382425499346, -0.5043645247842904, -0.8487100582646133], 'radius': 0.701367782329813}, 'confidence': 0.2248584280016086, 'timestamp': 277427.160112, 'diameter_3d': 1.402735564659626, 'ellipse': {'center': [241.72483497014468, 221.40239126677264], 'axes': [5.27476465455596, 6.0371951801687755], 'angle': -50.95136806234239}, 'location': [241.72483497014468, 221.40239126677264], 'diameter': 6.0371951801687755, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0421504571992128, 'phi': -1.3855045060208369, 'norm_pos': [0.7553901092817021, 0.07749003638844731], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.607866,"{'circle_3d': {'center': [20.352352257379508, 24.45991511444975, 147.0272540403233], 'normal': [0.23996191628902624, -0.46991664891573914, -0.8494684348477584], 'radius': 0.7496817392805151}, 'confidence': 0.42389176233223275, 'timestamp': 277427.168512, 'diameter_3d': 1.4993634785610301, 'ellipse': {'center': [245.82127656672702, 223.1523257384323], 'axes': [5.5275035600433124, 6.468785942616971], 'angle': -42.11617869653532}, 'location': [245.82127656672702, 223.1523257384323], 'diameter': 6.468785942616971, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.081599977420567, 'phi': -1.2954849641258293, 'norm_pos': [0.768191489271022, 0.07019864275653209], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.615722,"{'circle_3d': {'center': [20.384918359936876, 24.424651988250098, 147.05611451398255], 'normal': [0.2426757581688066, -0.4728552427657095, -0.8470633953761529], 'radius': 0.6739568751579413}, 'confidence': 0.6492590276430258, 'timestamp': 277427.176912, 'diameter_3d': 1.3479137503158827, 'ellipse': {'center': [245.9422320292805, 222.9820567105927], 'axes': [4.954575914816149, 5.81412588704368], 'angle': -42.22603356846312}, 'location': [245.9422320292805, 222.9820567105927], 'diameter': 5.81412588704368, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0782679598417249, 'phi': -1.2917790274855714, 'norm_pos': [0.7685694750915015, 0.0709080970391971], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.622922,"{'circle_3d': {'center': [20.36536582915915, 24.31895004844157, 147.11023122345145], 'normal': [0.24104638060399594, -0.48166373774975313, -0.8425536695870776], 'radius': 0.7451221073081307}, 'confidence': 0.42792229281369454, 'timestamp': 277427.185312, 'diameter_3d': 1.4902442146162613, 'ellipse': {'center': [245.82778676874892, 222.50008268870812], 'axes': [5.45739166666259, 6.424516304265539], 'angle': -43.14170490926416}, 'location': [245.82778676874892, 222.50008268870812], 'diameter': 6.424516304265539, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0682441304637227, 'phi': -1.292149122973145, 'norm_pos': [0.7682118336523404, 0.0729163221303828], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.6318111,"{'circle_3d': {'center': [20.673116906166307, 24.326002026694983, 147.19932308716378], 'normal': [0.266692303687926, -0.48107607289530274, -0.8351293476110514], 'radius': 0.7595793608733602}, 'confidence': 0.5808501407125648, 'timestamp': 277427.193712, 'diameter_3d': 1.5191587217467204, 'ellipse': {'center': [247.07169451453998, 222.46799234241706], 'axes': [5.485342325722258, 6.547364249400534], 'angle': -41.56454686971928}, 'location': [247.07169451453998, 222.46799234241706], 'diameter': 6.547364249400534, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0689145846672674, 'phi': -1.2616899111503692, 'norm_pos': [0.7720990453579375, 0.07305003190659554], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.639942,"{'circle_3d': {'center': [20.719966953859977, 24.115127571615403, 147.33906084437865], 'normal': [0.2705964743290651, -0.4986489441519341, -0.8234845345098114], 'radius': 0.724857452039373}, 'confidence': 0.7236717454933744, 'timestamp': 277427.202112, 'diameter_3d': 1.449714904078746, 'ellipse': {'center': [247.18656710142687, 221.48295621233575], 'axes': [5.170537134869165, 6.240567684147177], 'angle': -42.90939992284643}, 'location': [247.18656710142687, 221.48295621233575], 'diameter': 6.240567684147177, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.048756914797103, 'phi': -1.2533124002320988, 'norm_pos': [0.772458022191959, 0.07715434911526775], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.648505,"{'circle_3d': {'center': [19.93724757920572, 24.23231888398771, 147.0469087287559], 'normal': [0.20536985977454394, -0.4888830014542424, -0.8478305441450406], 'radius': 0.7054246157176861}, 'confidence': 0.3930806935588334, 'timestamp': 277427.210512, 'diameter_3d': 1.4108492314353722, 'ellipse': {'center': [244.06030610450625, 222.17830982990517], 'axes': [5.2409517780904356, 6.080436543589792], 'angle': -46.12373222753345}, 'location': [244.06030610450625, 222.17830982990517], 'diameter': 6.080436543589792, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0599874825891098, 'phi': -1.333144016135737, 'norm_pos': [0.762688456576582, 0.0742570423753951], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.6597,"{'circle_3d': {'center': [20.00231452262394, 24.220592244590094, 147.06967208458602], 'normal': [0.21079210505939538, -0.4898602214040431, -0.8459335978258641], 'radius': 0.7561186889723595}, 'confidence': 0.5771118710272555, 'timestamp': 277427.218912, 'diameter_3d': 1.512237377944719, 'ellipse': {'center': [244.32124908648035, 222.1140431061065], 'axes': [5.599996638655561, 6.516897527834104], 'angle': -45.84669844760885}, 'location': [244.32124908648035, 222.1140431061065], 'diameter': 6.516897527834104, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.058866914231226, 'phi': -1.3265869380204733, 'norm_pos': [0.7635039033952511, 0.07452482039122299], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.668086,"{'circle_3d': {'center': [20.622804435806422, 24.322396708561755, 147.18546953815806], 'normal': [0.2624995978246024, -0.4813765160730719, -0.8362838100281947], 'radius': 0.7583487169323605}, 'confidence': 0.47552949248431764, 'timestamp': 277427.227312, 'diameter_3d': 1.516697433864721, 'ellipse': {'center': [246.86801102383572, 222.46243453560723], 'axes': [5.48896673091327, 6.537026227248062], 'angle': -41.833544521859395}, 'location': [246.86801102383572, 222.46243453560723], 'diameter': 6.537026227248062, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0685718463448295, 'phi': -1.2666472880041522, 'norm_pos': [0.7714625344494866, 0.07307318943496988], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.675912,"{'circle_3d': {'center': [20.47806579907197, 24.311973075202573, 147.14716008257383], 'normal': [0.2504380447633978, -0.48224515218633657, -0.8394762646602127], 'radius': 0.7544908593131449}, 'confidence': 0.4766077087222941, 'timestamp': 277427.235712, 'diameter_3d': 1.5089817186262897, 'ellipse': {'center': [246.2809386660478, 222.44513950912972], 'axes': [5.49597981048779, 6.504406132640119], 'angle': -42.624310013366305}, 'location': [246.2809386660478, 222.44513950912972], 'diameter': 6.504406132640119, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.067580564008038, 'phi': -1.2808755280926172, 'norm_pos': [0.7696279333313993, 0.07314525204529287], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581404108.6838741,"{'circle_3d': {'center': [20.755641198032524, 24.10117920033734, 147.3593246228754], 'normal': [0.2735693280101109, -0.49981130842510635, -0.8217958863017504], 'radius': 0.7140739423516858}, 'confidence': 0.5657244510557023, 'timestamp': 277427.244112, 'diameter_3d': 1.4281478847033715, 'ellipse': {'center': [247.32473060870709, 221.41011609739058], 'axes': [5.080873585078816, 6.146982418201885], 'angle': -42.84065268767238}, 'location': [247.32473060870709, 221.41011609739058], 'diameter': 6.146982418201885, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 1.0474154197589796, 'phi': -1.2494429681992123, 'norm_pos': [0.7728897831522097, 0.07745784959420587], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
