eye_packets,778
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403934.0766542,"{'circle_3d': {'center': [15.576914528083314, 19.324970770758945, 152.2885623094595], 'normal': [-0.15799122781898997, -0.8978286775566388, -0.4110260790864068], 'radius': 1.0721513090293233}, 'confidence': 0.3234922591685068, 'timestamp': 277252.631225, 'diameter_3d': 2.1443026180586466, 'ellipse': {'center': [223.42162938047164, 198.69075886065167], 'axes': [4.707045789508685, 8.761761757471254], 'angle': 83.13209182711996}, 'location': [223.42162938047164, 198.69075886065167], 'diameter': 8.761761757471254, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.45598283024034547, 'phi': -1.9377672625405205, 'norm_pos': [0.6981925918139739, 0.1721218380806181], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.087828,"{'circle_3d': {'center': [15.879825609362705, 19.31543677165959, 152.20300693546412], 'normal': [-0.1327486377123742, -0.8986231774815855, -0.41815569358602295], 'radius': 0.9014957063488391}, 'confidence': 0.4382151231893603, 'timestamp': 277252.639625, 'diameter_3d': 1.8029914126976783, 'ellipse': {'center': [224.68965927661833, 198.6920161643117], 'axes': [3.993815193552396, 7.375382315216889], 'angle': 84.98089981941574}, 'location': [224.68965927661833, 198.6920161643117], 'diameter': 7.375382315216889, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.4541752310699791, 'phi': -1.8781955346167847, 'norm_pos': [0.7021551852394323, 0.17211659931536794], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.095447,"{'circle_3d': {'center': [15.717176351076422, 19.58152369838641, 151.71612863722908], 'normal': [-0.1463027425695644, -0.876449266921017, -0.45872888510560955], 'radius': 1.0453280345897025}, 'confidence': 0.36877810595036725, 'timestamp': 277252.648025, 'diameter_3d': 2.090656069179405, 'ellipse': {'center': [224.23387148818415, 200.03628416073266], 'axes': [4.995757944149702, 8.577297829688156], 'angle': 84.16499725315805}, 'location': [224.23387148818415, 200.03628416073266], 'diameter': 8.577297829688156, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5023587702000002, 'phi': -1.8795290317537579, 'norm_pos': [0.7007308484005754, 0.16651548266361393], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.1113029,"{'circle_3d': {'center': [15.442271032633924, 19.608816202577287, 151.75875627520873], 'normal': [-0.1692115191064392, -0.8741748915717771, -0.45517658194063876], 'radius': 0.9464753950964558}, 'confidence': 0.45882616082957073, 'timestamp': 277252.656425, 'diameter_3d': 1.8929507901929117, 'ellipse': {'center': [223.09214322400175, 200.12254156272698], 'axes': [4.5115701090865725, 7.759978200248633], 'angle': 82.42869308514818}, 'location': [223.09214322400175, 200.12254156272698], 'diameter': 7.759978200248633, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5070622307760451, 'phi': -1.926713917733385, 'norm_pos': [0.6971629475750054, 0.16615607682197087], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.113987,"{'circle_3d': {'center': [15.131933112324539, 19.71623848917592, 151.67828296151654], 'normal': [-0.19507301246555456, -0.8652230343552241, -0.4618826914149871], 'radius': 1.0197307343333184}, 'confidence': 0.3296544956991123, 'timestamp': 277252.664825, 'diameter_3d': 2.039461468666637, 'ellipse': {'center': [221.8579992124831, 200.60614196874937], 'axes': [4.936383249339432, 8.360469608788673], 'angle': 80.46712872120285}, 'location': [221.8579992124831, 200.60614196874937], 'diameter': 8.360469608788673, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5252012911413042, 'phi': -1.970414487607891, 'norm_pos': [0.6933062475390097, 0.16414107513021092], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.121004,"{'circle_3d': {'center': [15.768128097947816, 19.88605888650728, 151.15526447742008], 'normal': [-0.14205676366361492, -0.8510713345776115, -0.505467565089693], 'radius': 1.0345567925607637}, 'confidence': 0.4078398084435543, 'timestamp': 277252.673225, 'diameter_3d': 2.0691135851215274, 'ellipse': {'center': [224.68114536580993, 201.58283614891343], 'axes': [5.344396553726476, 8.52159831556749], 'angle': 84.69019147879854}, 'location': [224.68114536580993, 201.58283614891343], 'diameter': 8.52159831556749, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5527739520998239, 'phi': -1.8447694527772347, 'norm_pos': [0.702128579268156, 0.16007151604619407], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.127831,"{'circle_3d': {'center': [15.00942964870078, 19.805882672551093, 151.56532502741348], 'normal': [-0.20528163443420136, -0.8577526857406271, -0.47129585259024287], 'radius': 1.0075072267362852}, 'confidence': 0.4264753981098927, 'timestamp': 277252.681624, 'diameter_3d': 2.0150144534725705, 'ellipse': {'center': [221.40301547879506, 201.0327031893356], 'axes': [4.963261819328858, 8.264661601725905], 'angle': 79.67489266331958}, 'location': [221.40301547879506, 201.0327031893356], 'diameter': 8.264661601725905, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5399144049053535, 'phi': -1.9815844379333667, 'norm_pos': [0.6918844233712346, 0.1623637367111017], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.135903,"{'circle_3d': {'center': [15.061326112794534, 19.746616780018538, 151.65179341076163], 'normal': [-0.200956929093055, -0.8626915101183393, -0.4640901539778969], 'radius': 0.9707653565074004}, 'confidence': 0.7409397371129793, 'timestamp': 277252.690024, 'diameter_3d': 1.9415307130148007, 'ellipse': {'center': [221.57976469670186, 200.7431177026748], 'axes': [4.721046390277066, 7.959434091534872], 'angle': 80.01369583536739}, 'location': [221.57976469670186, 200.7431177026748], 'diameter': 7.959434091534872, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5302285464761617, 'phi': -1.9794341775330997, 'norm_pos': [0.6924367646771933, 0.16357034290552164], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.143828,"{'circle_3d': {'center': [15.463284806895242, 19.57026862960158, 151.82556070351214], 'normal': [-0.16746037125132937, -0.8773871893197529, -0.4496095462486877], 'radius': 1.0435127327009506}, 'confidence': 0.3711598893575632, 'timestamp': 277252.698424, 'diameter_3d': 2.087025465401901, 'ellipse': {'center': [223.15097872653126, 199.93237800557108], 'axes': [4.924328798903047, 8.552143292599053], 'angle': 82.54704865889144}, 'location': [223.15097872653126, 199.93237800557108], 'diameter': 8.552143292599053, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5004073620314166, 'phi': -1.9273359458086912, 'norm_pos': [0.6973468085204102, 0.1669484249767872], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.152242,"{'circle_3d': {'center': [15.500310697571635, 19.57852005201531, 151.79588294275013], 'normal': [-0.16437488036162995, -0.8766995707852753, -0.45208269297885545], 'radius': 0.9601876505974777}, 'confidence': 0.6042304519133362, 'timestamp': 277252.706824, 'diameter_3d': 1.9203753011949554, 'ellipse': {'center': [223.31382796975655, 199.9795170998371], 'axes': [4.548734367503549, 7.871303004172906], 'angle': 82.7852077678161}, 'location': [223.31382796975655, 199.9795170998371], 'diameter': 7.871303004172906, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5018386758669303, 'phi': -1.9195305501143336, 'norm_pos': [0.6978557124054892, 0.16675201208401214], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403934.15997,"{'circle_3d': {'center': [15.349299236945246, 19.57243593489755, 151.8651357445882], 'normal': [-0.17695916874716247, -0.8772065805450892, -0.446311626159016], 'radius': 0.992489308216282}, 'confidence': 0.24430510848682277, 'timestamp': 277252.715224, 'diameter_3d': 1.984978616432564, 'ellipse': {'center': [222.66881867267762, 199.91893448378931], 'axes': [4.663010092806844, 8.130180874598903], 'angle': 81.82660382031328}, 'location': [222.66881867267762, 199.91893448378931], 'diameter': 8.130180874598903, 'sphere': {'center': [17.472809261911195, 30.098914901438615, 157.2208752584964], 'radius': 12.0}, 'projected_sphere': {'center': [228.90396535812127, 238.69497106036155], 'axes': [94.64392037975166, 94.64392037975166], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 81, 'model_birth_timestamp': 277032.625788, 'theta': 0.5007836710273051, 'phi': -1.9482752601210238, 'norm_pos': [0.6958400583521176, 0.16700443965087786], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
