eye_packets,771
norm_X,norm_Y,phi,theta,confidence,timestamp
1581403733.729934,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.29015, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.820717,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.38255, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.8285608,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.39095, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.8360882,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.39935, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.844385,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.40775, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.8526442,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.41615, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.859885,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.42455, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.868417,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.43295, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.8763928,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.44135, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.888454,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.44975, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.896628,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.45815, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.904831,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.46655, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.911937,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.47495, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.920774,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.48335, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.928982,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.49175, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.9379919,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.50015, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.945339,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.50855, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.956043,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.51695, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.96262,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.52535, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.972281,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.53375, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.979807,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.54215, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.994993,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.55055, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581403733.997665,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 277052.55895, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [2.6506401200824117, 2.079891003833773, 51.54732051548142], 'radius': 12.0}, 'projected_sphere': {'center': [191.88132492662788, 145.01647824719907], 'axes': [288.6667988015212, 288.6667988015212], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 80, 'model_birth_timestamp': 276938.15516, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
