eye_packets,596
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851381.639083,"{'circle_3d': {'center': [-3.496960507672836, -0.31490932514180603, 9.989887147045744], 'normal': [0.28614350948878414, 0.37833675130651007, -0.8803312981987395], 'radius': 0.7721303784459499}, 'confidence': 0.09713214776722448, 'timestamp': 176571.230587, 'diameter_3d': 1.5442607568918998, 'ellipse': {'center': [40.60481610930391, 108.61847469666773], 'axes': [49.13831752975725, 55.62774830571751], 'angle': -85.47507581299246}, 'location': [40.60481610930391, 108.61847469666773], 'diameter': 55.62774830571751, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.958795152989821, 'phi': -1.2565276080809662, 'norm_pos': [0.12689005034157472, 0.5474230220972178], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.6565928,"{'circle_3d': {'center': [-2.228820440122398, 0.06693092948834867, 10.671171958844832], 'normal': [0.39182184845132073, 0.4101567725256897, -0.8235575638821491], 'radius': 0.7713204568070045}, 'confidence': 0.08839918793859644, 'timestamp': 176571.247387, 'diameter_3d': 1.542640913614009, 'ellipse': {'center': [88.46896165192014, 121.5313042343854], 'axes': [43.549585306806875, 49.96187102991779], 'angle': 66.20869627543816}, 'location': [88.46896165192014, 121.5313042343854], 'diameter': 49.96187102991779, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.993422279204234, 'phi': -1.126722039635536, 'norm_pos': [0.27646550516225044, 0.4936195656900608], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.677066,"{'circle_3d': {'center': [-2.1419803860984983, -0.1431947383588934, 10.610639402836913], 'normal': [0.39905851961997896, 0.3926463002050862, -0.8286019435494755], 'radius': 0.7626623319818102}, 'confidence': 0.17683152195713475, 'timestamp': 176571.264187, 'diameter_3d': 1.5253246639636204, 'ellipse': {'center': [90.84129009439958, 114.84442024532464], 'axes': [44.016708000581644, 49.50657605116275], 'angle': 63.97342062896295}, 'location': [90.84129009439958, 114.84442024532464], 'diameter': 49.50657605116275, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9743035424621866, 'phi': -1.1219730276947495, 'norm_pos': [0.2838790315449987, 0.5214815823111474], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.6905909,"{'circle_3d': {'center': [-3.3778430921861924, -0.5418228810197414, 9.934340005732192], 'normal': [0.2960699607793378, 0.3594272883166822, -0.8849602266415356], 'radius': 0.7632307254560017}, 'confidence': 0.09110071900059082, 'timestamp': 176571.280987, 'diameter_3d': 1.5264614509120034, 'ellipse': {'center': [44.00561063492907, 100.84058543215333], 'axes': [49.60249241780615, 55.14547348562865], 'angle': -84.40901562156698}, 'location': [44.00561063492907, 100.84058543215333], 'diameter': 55.14547348562865, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9384504226099708, 'phi': -1.2479445495116215, 'norm_pos': [0.13751753323415333, 0.5798308940326944], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.6994371,"{'circle_3d': {'center': [-3.512727735158995, -0.2774304798404579, 10.000953348532953], 'normal': [0.28482957386493757, 0.3814599884149558, -0.8794091147414722], 'radius': 0.7666374134924441}, 'confidence': 0.14706259605560457, 'timestamp': 176571.289387, 'diameter_3d': 1.5332748269848882, 'ellipse': {'center': [40.21361348508246, 109.90945164505504], 'axes': [48.60332508503765, 55.18595765527766], 'angle': -85.67047550077935}, 'location': [40.21361348508246, 109.90945164505504], 'diameter': 55.18595765527766, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9621715249071028, 'phi': -1.257571021856269, 'norm_pos': [0.1256675421408827, 0.5420439514789372], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.7073972,"{'circle_3d': {'center': [-2.3391230340752482, 0.15221319657933918, 10.662154386396562], 'normal': [0.3826299656219165, 0.41726362811660556, -0.8243090282528381], 'radius': 0.7651571559864057}, 'confidence': 0.09588019267994932, 'timestamp': 176571.297787, 'diameter_3d': 1.5303143119728113, 'ellipse': {'center': [84.91749411020028, 124.24813519321849], 'axes': [43.07562068573765, 49.76039623982449], 'angle': 68.5375488619209}, 'location': [84.91749411020028, 124.24813519321849], 'diameter': 49.76039623982449, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 2.001228537399918, 'phi': -1.1362108859544275, 'norm_pos': [0.26536716909437585, 0.4822994366949229], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.7153332,"{'circle_3d': {'center': [-2.9091404134275383, 0.01867187679926552, 10.352146950703673], 'normal': [0.335128517342559, 0.4061351848015995, -0.8501429812272456], 'radius': 0.7701661350314286}, 'confidence': 0.12283403476780298, 'timestamp': 176571.306187, 'diameter_3d': 1.5403322700628572, 'ellipse': {'center': [64.00669882544719, 119.96352748429207], 'axes': [45.96090708192755, 52.40600202221922], 'angle': 80.84559401038963}, 'location': [64.00669882544719, 119.96352748429207], 'diameter': 52.40600202221922, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9890170656455615, 'phi': -1.195297734737241, 'norm_pos': [0.20002093382952246, 0.5001519688154497], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.723218,"{'circle_3d': {'center': [-3.0705717709049303, 0.03888812497162508, 10.299600719242076], 'normal': [0.32167590421944303, 0.4078198721492961, -0.8545218338490455], 'radius': 0.7668534685868909}, 'confidence': 0.15457108772548298, 'timestamp': 176571.314587, 'diameter_3d': 1.5337069371737817, 'ellipse': {'center': [58.21764635975231, 120.62629805982219], 'axes': [46.00973718178128, 52.723024047121], 'angle': 83.77976308745106}, 'location': [58.21764635975231, 120.62629805982219], 'diameter': 52.723024047121, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9908614025509894, 'phi': -1.2107640911266504, 'norm_pos': [0.18193014487422596, 0.4973904247507409], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.741887,"{'circle_3d': {'center': [-3.2589337726908436, 0.06118710240757075, 10.241256215421409], 'normal': [0.30597907073728353, 0.4096781202689582, -0.859383875834101], 'radius': 0.7655628152159977}, 'confidence': 0.1598617034190859, 'timestamp': 176571.331387, 'diameter_3d': 1.5311256304319953, 'ellipse': {'center': [51.415577689201726, 121.36108707812767], 'axes': [46.17037420605257, 53.26106477778073], 'angle': 86.91641732210938}, 'location': [51.415577689201726, 121.36108707812767], 'diameter': 53.26106477778073, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9928975117538363, 'phi': -1.2287466598045458, 'norm_pos': [0.1606736802787554, 0.49432880384113476], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.760336,"{'circle_3d': {'center': [-3.3530889515357494, 0.0835812740751054, 10.218886720570215], 'normal': [0.29813280583354135, 0.41154430124125274, -0.8612480004050337], 'radius': 0.7632584844772735}, 'confidence': 0.23016869613164626, 'timestamp': 176571.348187, 'diameter_3d': 1.526516968954547, 'ellipse': {'center': [48.06422864585747, 122.10644713136116], 'axes': [46.05993235589728, 53.37720985224635], 'angle': 88.27548936800237}, 'location': [48.06422864585747, 122.10644713136116], 'diameter': 53.37720985224635, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.994944188607076, 'phi': -1.2375432144226532, 'norm_pos': [0.15020071451830458, 0.49122313695266184], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851381.7736971,"{'circle_3d': {'center': [-3.4600021709753417, 0.10607022652816411, 10.19323281502316], 'normal': [0.289223370880242, 0.413418380612341, -0.8633858258672883], 'radius': 0.7635487264949993}, 'confidence': 0.17830843984275263, 'timestamp': 176571.364987, 'diameter_3d': 1.5270974529899985, 'ellipse': {'center': [44.23328650629966, 122.85410896451448], 'axes': [46.11180162990869, 53.71266767071602], 'angle': 89.7581317457805}, 'location': [44.23328650629966, 122.85410896451448], 'diameter': 53.71266767071602, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9970014331178003, 'phi': -1.2475578540445453, 'norm_pos': [0.13822902033218645, 0.48810787931452304], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
