eye_packets,595
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851407.492197,"{'circle_3d': {'center': [23.365574190022784, -24.425205676451043, 110.24600081959571], 'normal': [0.12004372667276132, -0.353547952126259, -0.9276817068552359], 'radius': 15.667844470973684}, 'confidence': 0.039634137776764194, 'timestamp': 176597.077387, 'diameter_3d': 31.335688941947367, 'ellipse': {'center': [231.32044608406858, 46.89853074095838], 'axes': [79.36454087563315, 96.88622761558628], 'angle': -64.27165580193908}, 'location': [231.32044608406858, 46.89853074095838], 'diameter': 96.88622761558628, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.2094350168475947, 'phi': -1.4421095794747851, 'norm_pos': [0.7228763940127143, 0.8045894552460068], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.201776,"{'circle_3d': {'center': [-5.014571648511778, -3.505213891573203, 20.329994207070055], 'normal': [-0.02755685095824769, -0.43367245100681057, -0.9006491132527752], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 176599.790587, 'diameter_3d': 2.0, 'ellipse': {'center': [76.32440948483799, 61.81671142576987], 'axes': [26.940570831546495, 33.870502472236495], 'angle': 73.2239379882794}, 'location': [76.32440948483799, 61.81671142576987], 'diameter': 33.870502472236495, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1222318751539366, 'phi': -1.6013834402614755, 'norm_pos': [0.23851377964011872, 0.7424303690592922], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.209537,"{'circle_3d': {'center': [16.10337289128271, -15.627443718126404, 111.92522634244445], 'normal': [-0.4851397148889118, 0.37959887773412787, -0.7877462466178409], 'radius': 14.922175465357823}, 'confidence': 0.032977221829808764, 'timestamp': 176599.798987, 'diameter_3d': 29.844350930715645, 'ellipse': {'center': [211.44853642375108, 70.5080706910936], 'axes': [82.86266422621486, 90.79034484083417], 'angle': -33.904653236355244}, 'location': [211.44853642375108, 70.5080706910936], 'diameter': 90.79034484083417, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.960159009848388, 'phi': -2.12279448894135, 'norm_pos': [0.6607766763242221, 0.7062163721204433], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.223897,"{'circle_3d': {'center': [13.872633883863793, -17.15553168218206, 113.01186326558894], 'normal': [-0.6710346321738212, 0.25225821406282317, -0.6971931696891324], 'radius': 15.409807087911815}, 'confidence': 0.018733511826087356, 'timestamp': 176599.815787, 'diameter_3d': 30.81961417582363, 'ellipse': {'center': [205.01397597272535, 66.89747664358413], 'axes': [75.80417038114534, 93.64080109560412], 'angle': -10.827226571115052}, 'location': [205.01397597272535, 66.89747664358413], 'diameter': 93.64080109560412, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.8258095601691389, 'phi': -2.3370782647875026, 'norm_pos': [0.6406686749147668, 0.7212605139850661], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.2320719,"{'circle_3d': {'center': [12.01502432070103, -17.74538517560049, 115.06539760652942], 'normal': [-0.8258354291040512, 0.20310375627795382, -0.5260653079440928], 'radius': 16.03002143027736}, 'confidence': 0.04800432075191366, 'timestamp': 176599.824187, 'diameter_3d': 32.06004286055472, 'ellipse': {'center': [198.81978915374822, 66.2361774486954], 'axes': [61.096632250852004, 96.09030257932581], 'angle': -7.221317900797942}, 'location': [198.81978915374822, 66.2361774486954], 'diameter': 96.09030257932581, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.7753230357012104, 'phi': -2.5744036142117266, 'norm_pos': [0.6213118411054632, 0.7240159272971025], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.240879,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.832587, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.247655,"{'circle_3d': {'center': [21.46963447226352, -22.248774430604144, 109.56616854328492], 'normal': [-0.03795124980717721, -0.1721786816390173, -0.9843343965478009], 'radius': 3.5044228929913785}, 'confidence': 0.7279905058657469, 'timestamp': 176599.840987, 'diameter_3d': 7.008845785982757, 'ellipse': {'center': [226.47466498054, 51.18518689764804], 'axes': [20.583448387737548, 21.881968155535233], 'angle': -81.12286755619603}, 'location': [226.47466498054, 51.18518689764804], 'diameter': 21.881968155535233, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.3977553712722228, 'phi': -1.609332480531684, 'norm_pos': [0.7077333280641875, 0.7867283879264665], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.2597919,"{'circle_3d': {'center': [20.37949629221881, -24.874068990104885, 110.44192655302285], 'normal': [-0.1287960981442365, -0.3909532282640791, -0.9113545624029734], 'radius': 15.236370696779126}, 'confidence': 0.021960100987671472, 'timestamp': 176599.849387, 'diameter_3d': 30.472741393558252, 'ellipse': {'center': [223.5474301849375, 45.67274895221212], 'axes': [78.21510914824734, 95.30296612590892], 'angle': 87.07791012405332}, 'location': [223.5474301849375, 45.67274895221212], 'diameter': 95.30296612590892, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1691293060817527, 'phi': -1.7111903927475165, 'norm_pos': [0.6985857193279297, 0.8096968793657828], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.276693,"{'circle_3d': {'center': [22.192025326218253, -25.72213503071672, 110.73663016083799], 'normal': [0.02224798802238373, -0.4616253983150652, -0.8867959284183782], 'radius': 15.804884852614217}, 'confidence': 0.03304464657753154, 'timestamp': 176599.857787, 'diameter_3d': 31.609769705228434, 'ellipse': {'center': [228.1297851286855, 43.71469651883764], 'axes': [74.67127130094944, 97.93308271346847], 'angle': -77.94386941427891}, 'location': [228.1297851286855, 43.71469651883764], 'diameter': 97.93308271346847, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.0909696877511754, 'phi': -1.5457135299929692, 'norm_pos': [0.7129055785271422, 0.8178554311715098], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.282592,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.866187, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.293864,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.874587, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.295309,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.882987, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.307939,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.891387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.327761,"{'circle_3d': {'center': [5.6619966948457705, -0.7931162669576245, 26.594730591088535], 'normal': [0.48047844473464374, 0.014504706223506296, -0.8768865819721201], 'radius': 1.0}, 'confidence': 0.0, 'timestamp': 176599.916587, 'diameter_3d': 2.0, 'ellipse': {'center': [232.02919006347759, 109.8759460450062], 'axes': [19.766830443010413, 25.51994132824407], 'angle': -0.20480346678383327}, 'location': [232.02919006347759, 109.8759460450062], 'diameter': 25.51994132824407, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.5853015416656289, 'phi': -1.069538511536082, 'norm_pos': [0.7250912189483675, 0.5421835581458074], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.3407,"{'circle_3d': {'center': [21.479222263398274, -19.979050584724607, 109.3881940866275], 'normal': [-0.03715226721261457, 0.01696497218427744, -0.9991656012692537], 'radius': 14.625141633057096}, 'confidence': 0.020957925591528186, 'timestamp': 176599.924987, 'diameter_3d': 29.25028326611419, 'ellipse': {'center': [226.8244956099757, 57.94929524358662], 'axes': [90.66611690387393, 91.58923655934963], 'angle': 55.487867296198004}, 'location': [226.8244956099757, 57.94929524358662], 'diameter': 91.58923655934963, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.5877621128668247, 'phi': -1.6079624973951887, 'norm_pos': [0.7088265487811741, 0.7585446031517225], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.344367,"{'circle_3d': {'center': [22.661170660908603, -22.687973216326988, 109.66573568969082], 'normal': [0.061343432579912864, -0.2087785804492543, -0.9760371343473095], 'radius': 15.008823908324846}, 'confidence': 0.01426701220412485, 'timestamp': 176599.933387, 'diameter_3d': 30.017647816649692, 'ellipse': {'center': [229.7658363452669, 51.06618191536663], 'axes': [85.24955468422561, 93.15016499827321], 'angle': -63.58786191876961}, 'location': [229.7658363452669, 51.06618191536663], 'diameter': 93.15016499827321, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.360470476485905, 'phi': -1.50802939787818, 'norm_pos': [0.7180182385789591, 0.7872242420193057], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.358906,"{'circle_3d': {'center': [21.983676726018732, -25.23040169495586, 110.49164988483764], 'normal': [0.004885604672423641, -0.4206476203349935, -0.9072109514184074], 'radius': 15.517236666946287}, 'confidence': 0.011000333591636685, 'timestamp': 176599.941787, 'diameter_3d': 31.034473333892574, 'ellipse': {'center': [227.68742168668018, 44.843490516881914], 'axes': [76.71274014052285, 96.3481631981064], 'angle': -78.78905779399783}, 'location': [227.68742168668018, 44.843490516881914], 'diameter': 96.3481631981064, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1366372765186858, 'phi': -1.5654110771617278, 'norm_pos': [0.7115231927708756, 0.8131521228463253], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.363889,"{'circle_3d': {'center': [20.14273437008204, -27.544330255777, 112.07072590720276], 'normal': [-0.14852625832230087, -0.6134750004034221, -0.7756212828879816], 'radius': 16.492558890735793}, 'confidence': 0.015098530523058021, 'timestamp': 176599.950187, 'diameter_3d': 32.98511778147159, 'ellipse': {'center': [222.34277666580334, 39.44149743257998], 'axes': [64.42399375784099, 102.09592198859063], 'angle': 85.3928929900412}, 'location': [222.34277666580334, 39.44149743257998], 'diameter': 102.09592198859063, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9103428900927657, 'phi': -1.7599991221582199, 'norm_pos': [0.6948211770806354, 0.8356604273642501], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.375633,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.958587, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.3804622,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.966987, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.391499,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.975387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.395099,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.983787, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.400641,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176599.992187, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.4113731,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.000587, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.416685,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.008987, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.4311712,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.017387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.446707,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.025787, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.4503229,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.034187, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.458207,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.042587, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.4597929,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.050987, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851410.467107,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176600.059387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [21.92504946994965, -20.182630250935937, 121.37818130185853], 'radius': 12.0}, 'projected_sphere': {'center': [221.26457632238967, 63.60421885981382], 'axes': [67.06255480757777, 67.06255480757777], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
