eye_packets,618
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851369.987998,"{'circle_3d': {'center': [-3.327129191300451, -0.4388600572071315, 9.993912475434074], 'normal': [0.3002961191864829, 0.36800752363439965, -0.8799958541663787], 'radius': 0.7559291012183725}, 'confidence': 0.19207537940655012, 'timestamp': 176559.579787, 'diameter_3d': 1.511858202436745, 'ellipse': {'center': [46.42771581285929, 104.45792604753407], 'axes': [48.525603281668296, 54.14472770262518], 'angle': -86.62746278099897}, 'location': [46.42771581285929, 104.45792604753407], 'diameter': 54.14472770262518, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.947661580422186, 'phi': -1.2419402839328557, 'norm_pos': [0.1450866119151853, 0.5647586414686081], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.00767,"{'circle_3d': {'center': [-3.6558463032796022, -0.5288793935651954, 9.850566165588287], 'normal': [0.2729030265215536, 0.3605059122712277, -0.8919413799868611], 'radius': 0.7462923895686449}, 'confidence': 0.22080807062860655, 'timestamp': 176559.596587, 'diameter_3d': 1.4925847791372897, 'ellipse': {'center': [33.50365112772241, 101.14211109184973], 'axes': [48.766910763367136, 54.934279942376364], 'angle': -80.6670480478629}, 'location': [33.50365112772241, 101.14211109184973], 'diameter': 54.934279942376364, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9396065472461685, 'phi': -1.2738758925080471, 'norm_pos': [0.10469890977413251, 0.5785745371172928], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.025346,"{'circle_3d': {'center': [-3.84457190676415, -0.40876986958532324, 9.843708670825777], 'normal': [0.2571758928978413, 0.3705150392695504, -0.8925128378837369], 'radius': 0.7532754774205886}, 'confidence': 0.24931807517121898, 'timestamp': 176559.613387, 'diameter_3d': 1.5065509548411773, 'ellipse': {'center': [26.9213438525872, 105.24152332109054], 'axes': [48.79685216696333, 55.77781914489586], 'angle': -79.76672530027432}, 'location': [26.9213438525872, 105.24152332109054], 'diameter': 55.77781914489586, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.950359791581946, 'phi': -1.2902479721232776, 'norm_pos': [0.084129199539335, 0.5614936528287895], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.042027,"{'circle_3d': {'center': [-3.821333305736532, -0.41441390579029935, 9.848089376368078], 'normal': [0.25911244298347613, 0.37004470291913566, -0.8921477790885451], 'radius': 0.7558799327546408}, 'confidence': 0.2061509730193668, 'timestamp': 176559.630187, 'diameter_3d': 1.5117598655092817, 'ellipse': {'center': [27.774139049507795, 105.05016491485587], 'axes': [48.97490697041967, 55.90674384111805], 'angle': -79.98009414320228}, 'location': [27.774139049507795, 105.05016491485587], 'diameter': 55.90674384111805, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.949853465703493, 'phi': -1.2881361436242682, 'norm_pos': [0.08679418452971185, 0.5622909795214339], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.057843,"{'circle_3d': {'center': [-3.8164005084626016, -0.41099286562978765, 9.850943082693934], 'normal': [0.25952350942297037, 0.37032978959917834, -0.8919099702280571], 'radius': 0.7635099956170237}, 'confidence': 0.24622023838232246, 'timestamp': 176559.646987, 'diameter_3d': 1.5270199912340474, 'ellipse': {'center': [27.9691483270729, 105.15849215497741], 'axes': [49.44806688407969, 56.444717610955436], 'angle': -80.07551871665527}, 'location': [27.9691483270729, 105.15849215497741], 'diameter': 56.444717610955436, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9501603546477497, 'phi': -1.2876397700026996, 'norm_pos': [0.08740358852210281, 0.5618396160209275], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.063572,"{'circle_3d': {'center': [-3.707084687811573, -0.40925742673889864, 9.884081524517319], 'normal': [0.26863316114388935, 0.37047440950675237, -0.8891484334094416], 'radius': 0.7563949734186469}, 'confidence': 0.23148546402897024, 'timestamp': 176559.655387, 'diameter_3d': 1.5127899468372938, 'ellipse': {'center': [32.16336063102506, 105.28435031830693], 'axes': [48.87460300547351, 55.525159222535294], 'angle': -81.45927917395642}, 'location': [32.16336063102506, 105.28435031830693], 'diameter': 55.525159222535294, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9503160488487437, 'phi': -1.2773919671090017, 'norm_pos': [0.1005105019719533, 0.5613152070070544], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.075022,"{'circle_3d': {'center': [-3.819355141775376, -0.407505379514598, 9.85153238901172], 'normal': [0.2592772899802391, 0.3706204134421107, -0.8918608613682415], 'radius': 0.7561344064022304}, 'confidence': 0.23653126363822344, 'timestamp': 176559.663787, 'diameter_3d': 1.5122688128044608, 'ellipse': {'center': [27.88784615953375, 105.29244702912565], 'axes': [48.9542298341609, 55.898578517524136], 'angle': -80.08177578662725}, 'location': [27.88784615953375, 105.29244702912565], 'diameter': 55.898578517524136, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9504732428680833, 'phi': -1.2878795394754747, 'norm_pos': [0.08714951924854297, 0.5612814707119764], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.081878,"{'circle_3d': {'center': [-3.8079452908258515, -0.4057367271392103, 9.855591379871402], 'normal': [0.26022811089269954, 0.37076780114005975, -0.8915226121299348], 'radius': 0.7583335471062498}, 'confidence': 0.21783696393770663, 'timestamp': 176559.672187, 'diameter_3d': 1.5166670942124996, 'ellipse': {'center': [28.3300863364652, 105.35571372778637], 'axes': [49.07766259989335, 56.01633065975228], 'angle': -80.239007042448}, 'location': [28.3300863364652, 105.35571372778637], 'diameter': 56.01633065975228, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.950631936706305, 'phi': -1.2867947773455912, 'norm_pos': [0.08853151980145375, 0.5610178594675568], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.0905862,"{'circle_3d': {'center': [-3.472398162651876, -0.5156121066463104, 9.913824553935932], 'normal': [0.2881903715738641, 0.36161151951446807, -0.8866698476245573], 'radius': 0.7585586323487654}, 'confidence': 0.24373285099528824, 'timestamp': 176559.680587, 'diameter_3d': 1.5171172646975308, 'ellipse': {'center': [40.548181721705575, 101.70072343569042], 'axes': [49.291314872881586, 55.10599115013925], 'angle': -83.34201464743826}, 'location': [40.548181721705575, 101.70072343569042], 'diameter': 55.10599115013925, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9407921303639666, 'phi': -1.256541301767111, 'norm_pos': [0.12671306788032993, 0.5762469856846233], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.09543,"{'circle_3d': {'center': [-3.7081195321590874, -0.5055090176812982, 9.844173312961871], 'normal': [0.2685469241149298, 0.36245344359488574, -0.8924741177057288], 'radius': 0.758357460978066}, 'confidence': 0.22318185511842364, 'timestamp': 176559.688987, 'diameter_3d': 1.516714921956132, 'ellipse': {'center': [31.605760948217494, 101.91062636409242], 'axes': [49.49294282758175, 55.94961934672055], 'angle': -80.29334040868014}, 'location': [31.605760948217494, 101.91062636409242], 'diameter': 55.94961934672055, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9416953220610988, 'phi': -1.2785125466715, 'norm_pos': [0.09876800296317967, 0.5753723901496148], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851370.1076758,"{'circle_3d': {'center': [-3.4733549585186134, -0.5046903734090602, 9.917974250720967], 'normal': [0.2881106385849694, 0.3625216639509056, -0.8863240395591377], 'radius': 0.7549340406605283}, 'confidence': 0.269601227611186, 'timestamp': 176559.697387, 'diameter_3d': 1.5098680813210565, 'ellipse': {'center': [40.571913420442584, 102.08750388050348], 'axes': [49.00146909520598, 54.815997318023214], 'angle': -83.47505293032964}, 'location': [40.571913420442584, 102.08750388050348], 'diameter': 54.815997318023214, 'sphere': {'center': [-6.930682621538246, -4.8549503408199275, 20.55386272543062], 'radius': 12.0}, 'projected_sphere': {'center': [45.635288622950725, 39.88740145850956], 'axes': [396.0292546825629, 396.0292546825629], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 176535.026587, 'theta': 1.9417685207623978, 'phi': -1.256507970581334, 'norm_pos': [0.12678722943888307, 0.5746354004979022], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
