eye_packets,547
norm_X,norm_Y,phi,theta,confidence,timestamp
1603851426.473189,"{'circle_3d': {'center': [16.308754971828808, -20.5352070644742, 77.67481848819801], 'normal': [0.08112248526746771, -0.7023514032568989, -0.7071927945950061], 'radius': 16.274584026280476}, 'confidence': 0.06255136611018912, 'timestamp': 176616.061387, 'diameter_3d': 32.54916805256095, 'ellipse': {'center': [231.9358973113733, 35.883393879293095], 'axes': [72.52151114886094, 145.26706769413335], 'angle': -78.53308552825234}, 'location': [231.9358973113733, 35.883393879293095], 'diameter': 145.26706769413335, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.7921008704905171, 'phi': -1.4565849662589867, 'norm_pos': [0.7247996790980415, 0.8504858588362788], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.9908512,"{'circle_3d': {'center': [15.085656622276499, -16.954088691357107, 75.18646473635079], 'normal': [-0.020802377195224722, -0.4039248721638078, -0.914555607248941], 'radius': 2.7419169624148125}, 'confidence': 0.7607282058351302, 'timestamp': 176616.573787, 'diameter_3d': 5.483833924829625, 'ellipse': {'center': [228.07431660553817, 43.67065888388004], 'axes': [20.253771587642355, 25.01434460828336], 'angle': -81.06009712949279}, 'location': [228.07431660553817, 43.67065888388004], 'diameter': 25.01434460828336, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.1549930716090375, 'phi': -1.5935382908681233, 'norm_pos': [0.7127322393923068, 0.8180389213171665], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851426.9943402,"{'circle_3d': {'center': [16.577752449518016, -19.414874455197033, 76.72444282161297], 'normal': [0.10353894174156839, -0.6089903524838017, -0.7863907668104266], 'radius': 15.30088324228796}, 'confidence': 0.04264072557233691, 'timestamp': 176616.582187, 'diameter_3d': 30.60176648457592, 'ellipse': {'center': [233.2967604707726, 39.41255197542564], 'axes': [83.0376017670985, 137.53144150647933], 'angle': -74.53004085320009}, 'location': [233.2967604707726, 39.41255197542564], 'diameter': 137.53144150647933, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9160092736160551, 'phi': -1.439885841676962, 'norm_pos': [0.7290523764711644, 0.8357810334357265], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.009888,"{'circle_3d': {'center': [16.967059970085547, -20.48881700769021, 77.73010060816905], 'normal': [0.13598123512219593, -0.6984855651915661, -0.7025859512640859], 'radius': 15.79706200410262}, 'confidence': 0.07102767545890472, 'timestamp': 176616.598987, 'diameter_3d': 31.59412400820524, 'ellipse': {'center': [234.24777338652711, 35.71173514824285], 'axes': [68.20201293993739, 140.58780454672055], 'angle': -74.68301237949733}, 'location': [234.24777338652711, 35.71173514824285], 'diameter': 140.58780454672055, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.7975172652245084, 'phi': -1.379616178517261, 'norm_pos': [0.7320242918328972, 0.8512011035489881], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.015743,"{'circle_3d': {'center': [15.068895371698229, -17.109792108568357, 75.25695806083945], 'normal': [-0.02219914807674731, -0.4169001569314118, -0.9086811635415531], 'radius': 2.7134166791641063}, 'confidence': 0.9026949415428718, 'timestamp': 176616.607387, 'diameter_3d': 5.426833358328213, 'ellipse': {'center': [227.9359300901616, 43.04015090873982], 'axes': [19.795455102640968, 24.736385152164843], 'angle': -81.44432442170557}, 'location': [227.9359300901616, 43.04015090873982], 'diameter': 24.736385152164843, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.140764032157169, 'phi': -1.5952215423562286, 'norm_pos': [0.712299781531755, 0.8206660378802507], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.0239518,"{'circle_3d': {'center': [16.52933072118439, -19.784385182796864, 77.01608626956283], 'normal': [0.09950379771376625, -0.639782913117121, -0.7620871461479378], 'radius': 15.037776542074328}, 'confidence': 0.06495657205687069, 'timestamp': 176616.615787, 'diameter_3d': 30.075553084148655, 'ellipse': {'center': [232.9777985225153, 37.86520758142912], 'axes': [76.8537600623499, 134.77921750173462], 'angle': -75.67239549165599}, 'location': [232.9777985225153, 37.86520758142912], 'diameter': 134.77921750173462, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.8765805552300817, 'phi': -1.4409633149578052, 'norm_pos': [0.7280556203828603, 0.8422283017440453], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.032737,"{'circle_3d': {'center': [17.742600370715103, -21.068984047633457, 78.55274847940703], 'normal': [0.20060960184132554, -0.74683281852017, -0.6340319619942545], 'radius': 15.481710282757671}, 'confidence': 0.08020226658070495, 'timestamp': 176616.624187, 'diameter_3d': 30.963420565515342, 'ellipse': {'center': [236.7127000181958, 33.25460616646977], 'axes': [52.74251446962018, 136.3430955420702], 'angle': -71.92912959776702}, 'location': [236.7127000181958, 33.25460616646977], 'diameter': 136.3430955420702, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.7275096653041617, 'phi': -1.2643596807104314, 'norm_pos': [0.7397271875568618, 0.8614391409730426], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.0403929,"{'circle_3d': {'center': [17.308271478161995, -21.936145136054062, 79.56605517119803], 'normal': [0.16441552746189994, -0.8190962425552206, -0.5495897376783379], 'radius': 16.09804345711218}, 'confidence': 0.08157722706350244, 'timestamp': 176616.632587, 'diameter_3d': 32.19608691422436, 'ellipse': {'center': [234.65791065536587, 30.17710083420272], 'axes': [40.29063758761321, 140.6185813243567], 'angle': -76.23638217078}, 'location': [234.65791065536587, 30.17710083420272], 'diameter': 140.6185813243567, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.6109625187944524, 'phi': -1.280109915786636, 'norm_pos': [0.7333059707980183, 0.8742620798574887], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.057256,"{'circle_3d': {'center': [14.98965764577823, -17.331730178411092, 75.36378818086462], 'normal': [-0.028802291903413813, -0.435394996084973, -0.8997786535394562], 'radius': 2.628788486542231}, 'confidence': 0.9290855200512365, 'timestamp': 176616.640987, 'diameter_3d': 5.257576973084462, 'ellipse': {'center': [227.48510632507106, 42.14469272307191], 'axes': [18.838191926756622, 23.942865076772982], 'angle': -82.45907765072769}, 'location': [227.48510632507106, 42.14469272307191], 'diameter': 23.942865076772982, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 1.120319328787873, 'phi': -1.6027958193906107, 'norm_pos': [0.7108909572658471, 0.824397113653867], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.074497,"{'circle_3d': {'center': [15.985533533694271, -19.235021283812102, 76.52949922988623], 'normal': [0.05418736542292297, -0.5940025882017241, -0.8026360661209885], 'radius': 15.261933187229797}, 'confidence': 0.08108288542092433, 'timestamp': 176616.657787, 'diameter_3d': 30.523866374459594, 'ellipse': {'center': [231.26647605845338, 40.053947156940254], 'axes': [87.18735454804364, 137.66346259911225], 'angle': -77.98326758366315}, 'location': [231.26647605845338, 40.053947156940254], 'diameter': 137.66346259911225, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 10, 'model_birth_timestamp': 176589.130987, 'theta': 0.9347710942111589, 'phi': -1.5033868663964023, 'norm_pos': [0.7227077376826668, 0.8331085535127489], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.3072908,"{'circle_3d': {'center': [15.618127231286744, -21.305975391606722, 78.4605689096416], 'normal': [0.023570173555629, -0.766582097184609, -0.6417135928080409], 'radius': 15.74309513523676}, 'confidence': 0.09233420540442482, 'timestamp': 176616.674587, 'diameter_3d': 31.48619027047352, 'ellipse': {'center': [228.93896278205762, 32.546197418873035], 'axes': [59.00019797594146, 139.58129319842632], 'angle': -83.85906356960464}, 'location': [228.93896278205762, 32.546197418873035], 'diameter': 139.58129319842632, 'sphere': {'center': [15.335285148619196, -12.106990225391415, 86.16113202333808], 'radius': 12.0}, 'projected_sphere': {'center': [220.36565785825906, 72.34216888982525], 'axes': [94.4733517869191, 94.4733517869191], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.697294842147739, 'phi': -1.5340827790221214, 'norm_pos': [0.7154342586939301, 0.864390844088029], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.326189,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.909787, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.344098,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.926587, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.346414,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.934987, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.3649988,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.943387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.37776,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.960187, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.382634,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.968587, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.398923,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.976987, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.4013782,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.985387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.413058,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176616.993787, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.415689,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176617.002187, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.4216802,"{'circle_3d': {'center': [13.311064609125633, -15.770332446163161, 67.11431240846265], 'normal': [-0.03970738271575068, -0.4887095868614095, -0.8715424622286716], 'radius': 2.644923666180618}, 'confidence': 0.9499891876321078, 'timestamp': 176617.010587, 'diameter_3d': 5.289847332361236, 'ellipse': {'center': [227.31114654968673, 40.49892169325865], 'axes': [20.183459285897218, 27.086120152044558], 'angle': -84.2134638892076}, 'location': [227.31114654968673, 40.49892169325865], 'diameter': 27.086120152044558, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 1.0601862618198805, 'phi': -1.616324737641194, 'norm_pos': [0.710347332967771, 0.8312544929447556], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.4412742,"{'circle_3d': {'center': [11.20366300102675, -17.108526285961055, 68.32920274031011], 'normal': [-0.21532418339065754, -0.6002257401779003, -0.7703016012413828], 'radius': 14.721411116293458}, 'confidence': 0.07661835540315494, 'timestamp': 176617.027387, 'diameter_3d': 29.442822232586916, 'ellipse': {'center': [219.34267396829426, 40.864162351887316], 'axes': [95.68089797958524, 150.52454895365494], 'angle': 79.84087547851975}, 'location': [219.34267396829426, 40.864162351887316], 'diameter': 150.52454895365494, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.9270130129105987, 'phi': -1.8433712853081852, 'norm_pos': [0.6854458561509196, 0.8297326568671362], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.460843,"{'circle_3d': {'center': [11.481854933083586, -18.212242911294634, 69.2249449326991], 'normal': [-0.1921415223859213, -0.6922021256223653, -0.6956564185423], 'radius': 15.161158774493467}, 'confidence': 0.08208910668118483, 'timestamp': 176617.052587, 'diameter_3d': 30.322317548986934, 'ellipse': {'center': [219.91229740555374, 36.538000167419156], 'axes': [81.48407362670578, 153.39171927332538], 'angle': 81.66119243948862}, 'location': [219.91229740555374, 36.538000167419156], 'diameter': 153.39171927332538, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.8062604334716111, 'phi': -1.8402794543970082, 'norm_pos': [0.6872259293923555, 0.8477583326357535], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.475026,"{'circle_3d': {'center': [12.374710548485078, -20.02333640264317, 71.27681647984426], 'normal': [-0.11773688776913031, -0.8431265832347433, -0.5246671229468706], 'radius': 15.738847779839798}, 'confidence': 0.09385629281402408, 'timestamp': 176617.060987, 'diameter_3d': 31.477695559679596, 'ellipse': {'center': [222.0997762415088, 28.81407748946536], 'axes': [47.003575773047494, 155.28947929491025], 'angle': 85.54737714895015}, 'location': [222.0997762415088, 28.81407748946536], 'diameter': 155.28947929491025, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.5677247677180931, 'phi': -1.7915424839973584, 'norm_pos': [0.694061800754715, 0.8799413437938943], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.479885,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176617.069387, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.4958248,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 176617.077787, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.501888,"{'circle_3d': {'center': [13.17913036438486, -15.52790885545351, 66.98878164157622], 'normal': [-0.050701903110815155, -0.4685076209689386, -0.8820033594692068], 'radius': 2.7759373931686886}, 'confidence': 0.9227697471997561, 'timestamp': 176617.086187, 'diameter_3d': 5.551874786337377, 'ellipse': {'center': [226.77736503961762, 41.593058093657945], 'axes': [21.73839084056731, 28.489644482046423], 'angle': -85.01959622539586}, 'location': [226.77736503961762, 41.593058093657945], 'diameter': 28.489644482046423, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 1.0831955514029836, 'phi': -1.6282180640221644, 'norm_pos': [0.708679265748805, 0.8266955912764252], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.508768,"{'circle_3d': {'center': [10.736306425822754, -16.692847301589772, 68.15867736955936], 'normal': [-0.25427056465765746, -0.5655858248136272, -0.784512048803946], 'radius': 14.860216118057611}, 'confidence': 0.0745353120388374, 'timestamp': 176617.094587, 'diameter_3d': 29.720432236115222, 'ellipse': {'center': [217.69542728432225, 42.674902068500955], 'axes': [101.18778692882816, 152.45086536689837], 'angle': 76.41937581834453}, 'location': [217.69542728432225, 42.674902068500955], 'diameter': 152.45086536689837, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.969652888018379, 'phi': -1.8842257683246566, 'norm_pos': [0.680298210263507, 0.8221879080479126], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603851427.515744,"{'circle_3d': {'center': [10.741536405116275, -17.833499622537538, 69.09498990249598], 'normal': [-0.2538347330498641, -0.6606401848926078, -0.7064860043925606], 'radius': 15.31241059535114}, 'confidence': 0.07984509931980951, 'timestamp': 176617.102987, 'diameter_3d': 30.62482119070228, 'ellipse': {'center': [217.11879520733262, 38.22427374718504], 'axes': [86.83718463666709, 155.44945167134682], 'angle': 77.0110993597804}, 'location': [217.11879520733262, 38.22427374718504], 'diameter': 155.44945167134682, 'sphere': {'center': [13.787553201714642, -9.905817403826248, 77.5728219552067], 'radius': 12.0}, 'projected_sphere': {'center': [220.28192177452104, 76.68979831926367], 'axes': [104.93276808597066, 104.93276808597066], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 11, 'model_birth_timestamp': 176593.129387, 'theta': 0.8491251047194986, 'phi': -1.91572494978318, 'norm_pos': [0.6784962350229145, 0.8407321927200624], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
