eye_packets,162
norm_X,norm_Y,phi,theta,confidence,timestamp
1603772616.857158,"{'circle_3d': {'center': [-5.075736902242796, -3.0048751561738416, 26.863947682420907], 'normal': [0.30319464545750957, 0.2268554966285321, -0.9255320581240377], 'radius': 1.3555736439161785}, 'confidence': 0.5925627489778686, 'timestamp': 97806.689486, 'diameter_3d': 2.711147287832357, 'ellipse': {'center': [95.65176648530179, 81.86748244611076], 'axes': [34.16902989356873, 34.58872780931572], 'angle': -76.76994696763232}, 'location': [95.65176648530179, 81.86748244611076], 'diameter': 34.58872780931572, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.7996441089218185, 'phi': -1.254224039409725, 'norm_pos': [0.2989117702665681, 0.6588854898078719], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772616.867852,"{'circle_3d': {'center': [-5.048560822326438, -3.0159908672093954, 26.870166282601325], 'normal': [0.3054593187838727, 0.22592918737556925, -0.9250138414423361], 'radius': 1.3575004148700234}, 'confidence': 0.6012350556442531, 'timestamp': 97806.709629, 'diameter_3d': 2.7150008297400468, 'ellipse': {'center': [96.00728549047659, 81.73619327128533], 'axes': [34.21714765022866, 34.60776796564064], 'angle': -76.5098926741917}, 'location': [96.00728549047659, 81.73619327128533], 'diameter': 34.60776796564064, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.7986931080256452, 'phi': -1.2518491679846577, 'norm_pos': [0.30002276715773935, 0.6594325280363111], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772616.8853152,"{'circle_3d': {'center': [-5.030267971058431, -3.027192186119551, 26.873492339533854], 'normal': [0.3069837230562066, 0.22499574413305623, -0.9247366700312919], 'radius': 1.3571999904192997}, 'confidence': 0.5922555522129453, 'timestamp': 97806.729773, 'diameter_3d': 2.7143999808385995, 'ellipse': {'center': [96.24508510573223, 81.60037104504045], 'axes': [34.21182904694791, 34.581736125827135], 'angle': -76.0056398512762}, 'location': [96.24508510573223, 81.60037104504045], 'diameter': 34.581736125827135, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.7977349951112318, 'phi': -1.2502743543330141, 'norm_pos': [0.30076589095541323, 0.6599984539789981], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772616.900835,"{'circle_3d': {'center': [-5.011860306736255, -3.038478045441191, 26.876878694212046], 'normal': [0.30851769508305465, 0.22405525585625297, -0.9244544738081094], 'radius': 1.3597551843493905}, 'confidence': 0.6282396969773892, 'timestamp': 97806.749916, 'diameter_3d': 2.719510368698781, 'ellipse': {'center': [96.4832747376746, 81.4627912922021], 'axes': [34.27832776315116, 34.628278411783576], 'angle': -75.41953823400975}, 'location': [96.4832747376746, 81.4627912922021], 'diameter': 34.628278411783576, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.7967698653042996, 'phi': -1.2486892981044748, 'norm_pos': [0.30151023355523315, 0.6605717029491579], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772616.920835,"{'circle_3d': {'center': [-5.1502235499419715, -2.46856234537339, 26.984858152291977], 'normal': [0.2969874248159116, 0.27154823086190305, -0.9154561856347817], 'radius': 1.3728986566785644}, 'confidence': 0.23083539996763458, 'timestamp': 97806.770059, 'diameter_3d': 2.7457973133571287, 'ellipse': {'center': [95.00260935260447, 88.74211286934803], 'axes': [34.043926742785075, 34.90078344714116], 'angle': 83.83219338358043}, 'location': [95.00260935260447, 88.74211286934803], 'diameter': 34.90078344714116, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.8457976712173398, 'phi': -1.257093921377959, 'norm_pos': [0.29688315422688893, 0.6302411963777166], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772616.94016,"{'circle_3d': {'center': [-5.08661657331273, -2.97318492317319, 26.868202506875715], 'normal': [0.30228800620168167, 0.22949634937858632, -0.9251774894194701], 'radius': 1.3602759984848753}, 'confidence': 0.5445693968130574, 'timestamp': 97806.790202, 'diameter_3d': 2.7205519969697507, 'ellipse': {'center': [95.52348212024513, 82.27025941921067], 'axes': [34.26634343658238, 34.70592231734652], 'angle': -78.62717118836457}, 'location': [95.52348212024513, 82.27025941921067], 'diameter': 34.70592231734652, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.8023565161347206, 'phi': -1.2549958448103402, 'norm_pos': [0.29851088162576606, 0.6572072524199555], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772616.958464,"{'circle_3d': {'center': [-5.545188484961278, -2.594051414933337, 26.828432986637882], 'normal': [0.26407368023096944, 0.2610908083985742, -0.9284916161059565], 'radius': 1.3960653811829595}, 'confidence': 0.37701438190821535, 'timestamp': 97806.810345, 'diameter_3d': 2.792130762365919, 'ellipse': {'center': [89.64653459653252, 86.97115200711403], 'axes': [34.93433501846986, 35.98224593997773], 'angle': -82.40413517763133}, 'location': [89.64653459653252, 86.97115200711403], 'diameter': 35.98224593997773, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.8349483607338, 'phi': -1.293701557104073, 'norm_pos': [0.28014542061416414, 0.6376201999703582], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772616.9788852,"{'circle_3d': {'center': [-5.722457555826454, -2.7347956027308284, 26.741080068522205], 'normal': [0.24930125765887137, 0.24936212608211647, -0.9357710259489292], 'radius': 1.364139683774246}, 'confidence': 0.40164831069483903, 'timestamp': 97806.830489, 'diameter_3d': 2.728279367548492, 'ellipse': {'center': [87.19118257716308, 85.09665853173485], 'axes': [34.322292752492906, 35.41422158869509], 'angle': -76.41543780068939}, 'location': [87.19118257716308, 85.09665853173485], 'diameter': 35.41422158869509, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.8228178445605057, 'phi': -1.3104310837299047, 'norm_pos': [0.2724724455536346, 0.6454305894511048], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772617.010133,"{'circle_3d': {'center': [-6.30363625009003, -2.2632750944379767, 26.736836550046224], 'normal': [0.2008696998035734, 0.28865550177318744, -0.9361246524885943], 'radius': 1.3827145791139968}, 'confidence': 0.3612535132838748, 'timestamp': 97806.850632, 'diameter_3d': 2.7654291582279935, 'ellipse': {'center': [79.83963595916332, 91.03506703777965], 'axes': [34.33230467544021, 36.146110093313844], 'angle': -76.06309478989397}, 'location': [79.83963595916332, 91.03506703777965], 'diameter': 36.146110093313844, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.8636185927734512, 'phi': -1.359425656145512, 'norm_pos': [0.24949886237238536, 0.6206872206759181], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772617.022024,"{'circle_3d': {'center': [-6.289029610146683, -2.171190548543941, 26.768797581959497], 'normal': [0.20208691979885232, 0.2963292139310238, -0.9334612331624884], 'radius': 1.3744426176573719}, 'confidence': 0.6012252894143836, 'timestamp': 97806.870775, 'diameter_3d': 2.7488852353147437, 'ellipse': {'center': [80.12149868532683, 92.23401586679992], 'axes': [34.00495100113113, 35.86808694732183], 'angle': -77.29325042882013}, 'location': [80.12149868532683, 92.23401586679992], 'diameter': 35.86808694732183, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.8716432674961094, 'phi': -1.3575944941560754, 'norm_pos': [0.25037968339164635, 0.6156916005550004], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772617.040138,"{'circle_3d': {'center': [-6.0679952686209955, -2.507406189927165, 26.71726250936264], 'normal': [0.2205064482593263, 0.26831124381575516, -0.9377558225455599], 'radius': 1.360165688196681}, 'confidence': 0.5217123643076571, 'timestamp': 97806.890918, 'diameter_3d': 2.720331376393362, 'ellipse': {'center': [82.76357960462087, 87.93839276901211], 'axes': [34.041896136745414, 35.50469019176958], 'angle': -75.92396876648847}, 'location': [82.76357960462087, 87.93839276901211], 'diameter': 35.50469019176958, 'sphere': {'center': [-8.71407264773291, -5.727141115716226, 37.97033237990936], 'radius': 12.0}, 'projected_sphere': {'center': [82.16297009846161, 68.84324789393273], 'axes': [214.37607800101722, 214.37607800101722], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 4, 'model_birth_timestamp': 97757.506106, 'theta': 1.8424358931602387, 'phi': -1.339849126534484, 'norm_pos': [0.25863618626444024, 0.6335900301291162], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
