eye_packets,162
norm_X,norm_Y,phi,theta,confidence,timestamp
1603772582.630979,"{'circle_3d': {'center': [-5.294980799423013, -4.735330974894145, 21.99208083242614], 'normal': [0.24146431968887025, 0.2622076109295144, -0.9343137326871673], 'radius': 1.2988743849963258}, 'confidence': 0.3488285709683026, 'timestamp': 97772.466189, 'diameter_3d': 2.5977487699926516, 'ellipse': {'center': [78.03711290903853, 46.64896931573945], 'axes': [40.04720743159147, 42.0663637758828], 'angle': -49.18457307097327}, 'location': [78.03711290903853, 46.64896931573945], 'diameter': 42.0663637758828, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8361054736383713, 'phi': -1.3178897644557142, 'norm_pos': [0.2438659778407454, 0.8056292945177523], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.649141,"{'circle_3d': {'center': [-5.293606403675437, -4.752086593513778, 21.987747144649], 'normal': [0.24157885266783496, 0.2608113093778784, -0.9346748733352626], 'radius': 1.3053186314522993}, 'confidence': 0.3161444274280384, 'timestamp': 97772.486333, 'diameter_3d': 2.6106372629045986, 'ellipse': {'center': [78.03904491420788, 46.37428224728471], 'axes': [40.25637817174391, 42.29272912471189], 'angle': -48.996685957008616}, 'location': [78.03904491420788, 46.37428224728471], 'diameter': 42.29272912471189, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8346588300623514, 'phi': -1.3178685032986905, 'norm_pos': [0.24387201535689962, 0.806773823969647], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.662644,"{'circle_3d': {'center': [-5.412199909298344, -4.653170525239387, 21.985759941493896], 'normal': [0.2316960605325926, 0.26905431506741084, -0.9348404735981876], 'radius': 1.3014557076799584}, 'confidence': 0.3325730207793244, 'timestamp': 97772.506476, 'diameter_3d': 2.602911415359917, 'ellipse': {'center': [76.21415024682803, 47.886983916342146], 'axes': [40.10539351716166, 42.19306490824575], 'angle': -50.63492292202912}, 'location': [76.21415024682803, 47.886983916342146], 'diameter': 42.19306490824575, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8432073311999848, 'phi': -1.3278463976998065, 'norm_pos': [0.23816921952133757, 0.8004709003485744], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.690828,"{'circle_3d': {'center': [-5.412772013627027, -4.560228236811654, 22.012785240042906], 'normal': [0.23164838517186911, 0.276799505769722, -0.9325883653857704], 'radius': 1.2957187745565528}, 'confidence': 0.37369240672801074, 'timestamp': 97772.526619, 'diameter_3d': 2.5914375491131056, 'ellipse': {'center': [76.31063299140189, 49.402699385927036], 'axes': [39.8569181958183, 41.90274789779911], 'angle': -51.744356484744685}, 'location': [76.31063299140189, 49.402699385927036], 'diameter': 41.90274789779911, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8512582009811938, 'phi': -1.3273307422468321, 'norm_pos': [0.2384707280981309, 0.794155419225304], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.711016,"{'circle_3d': {'center': [-5.41480088272095, -4.579058698690327, 22.006709930540723], 'normal': [0.23147931274737543, 0.2752303006131659, -0.9330946411776186], 'radius': 1.3069526710984525}, 'confidence': 0.4088727161179356, 'timestamp': 97772.546762, 'diameter_3d': 2.613905342196905, 'ellipse': {'center': [76.25139850415613, 49.08874021724709], 'axes': [40.21827555718627, 42.29035670299688], 'angle': -51.51726208023543}, 'location': [76.25139850415613, 49.08874021724709], 'diameter': 42.29035670299688, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8496255735085763, 'phi': -1.3276283699460918, 'norm_pos': [0.2382856203254879, 0.7954635824281371], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.728558,"{'circle_3d': {'center': [-5.417514740719086, -4.588517239365559, 22.00325160385164], 'normal': [0.2312531579141975, 0.2744420888902299, -0.9333828350683756], 'radius': 1.3160797021895219}, 'confidence': 0.3599719595351672, 'timestamp': 97772.566905, 'diameter_3d': 2.6321594043790437, 'ellipse': {'center': [76.1925078383767, 48.927843192043], 'axes': [40.507515410448974, 42.60003481528166], 'angle': -51.410317185254115}, 'location': [76.1925078383767, 48.927843192043], 'diameter': 42.60003481528166, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8488057928782917, 'phi': -1.3279287975721306, 'norm_pos': [0.23810158699492717, 0.7961339866998208], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.749002,"{'circle_3d': {'center': [-5.308365695845174, -4.597951176146426, 22.028083632833358], 'normal': [0.2403489116536902, 0.2736559274918244, -0.9313134993198994], 'radius': 1.2812282110359998}, 'confidence': 0.3861742410642728, 'timestamp': 97772.587049, 'diameter_3d': 2.5624564220719996, 'ellipse': {'center': [77.97408192127, 48.88155386337962], 'axes': [39.41258667433516, 41.35371345758674], 'angle': -50.869932829648235}, 'location': [77.97408192127, 48.88155386337962], 'diameter': 41.35371345758674, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.847988335699526, 'phi': -1.3182320402480916, 'norm_pos': [0.24366900600396874, 0.7963268589025849], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.7759528,"{'circle_3d': {'center': [-5.428575222510415, -4.6073595470212085, 21.994995438360412], 'normal': [0.23033145109825345, 0.27287189658559247, -0.9340708488593115], 'radius': 1.3073583378883793}, 'confidence': 0.4391992217593013, 'timestamp': 97772.607192, 'diameter_3d': 2.6147166757767586, 'ellipse': {'center': [75.99548887184822, 48.61674243464674], 'axes': [40.256536050532205, 42.351743093456136], 'angle': -51.221827858804886}, 'location': [75.99548887184822, 48.61674243464674], 'diameter': 42.351743093456136, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.847173283133073, 'phi': -1.329030731006369, 'norm_pos': [0.2374859027245257, 0.7974302398556385], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.794566,"{'circle_3d': {'center': [-5.310314223137189, -4.616742795729426, 22.02207664456422], 'normal': [0.24018653437935564, 0.272089959193241, -0.9318140816756609], 'radius': 1.2861618284839738}, 'confidence': 0.39235642056387754, 'timestamp': 97772.627335, 'diameter_3d': 2.5723236569679475, 'ellipse': {'center': [77.91962335611542, 48.57176769641639], 'axes': [39.578744216267886, 41.53717180332594], 'angle': -50.64281039322898}, 'location': [77.91962335611542, 48.57176769641639], 'diameter': 41.53717180332594, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8463605945398565, 'phi': -1.3185254243049584, 'norm_pos': [0.24349882298786069, 0.7976176345982651], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.800338,"{'circle_3d': {'center': [-5.318610332819819, -4.62610089722832, 22.017213703136182], 'normal': [0.23949519190580307, 0.2713101174016665, -0.932219326794664], 'radius': 1.2874141607407095}, 'confidence': 0.39966609574220796, 'timestamp': 97772.647478, 'diameter_3d': 2.574828321481419, 'ellipse': {'center': [77.77383627636826, 48.41195655986989], 'axes': [39.6265296574138, 41.59833733367572], 'angle': -50.565992613666786}, 'location': [77.77383627636826, 48.41195655986989], 'diameter': 41.59833733367572, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8455502699198765, 'phi': -1.3193260656731742, 'norm_pos': [0.2430432383636508, 0.7982835143338755], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
1603772582.819893,"{'circle_3d': {'center': [-5.326059037292809, -4.520072764735726, 22.046701972651007], 'normal': [0.23887446653305391, 0.28014579510938264, -0.9297619710017617], 'radius': 1.2776075412879802}, 'confidence': 0.45118936930343656, 'timestamp': 97772.667621, 'diameter_3d': 2.5552150825759603, 'ellipse': {'center': [77.7741622239646, 50.135278189910196], 'axes': [39.24656620035472, 41.1678922316236], 'angle': -51.97009602656816}, 'location': [77.7741622239646, 50.135278189910196], 'diameter': 41.1678922316236, 'sphere': {'center': [-8.192552635689456, -7.881822306048318, 33.20384562467215], 'radius': 12.0}, 'projected_sphere': {'center': [76.3164042830714, 39.490388319426486], 'axes': [245.15024639048482, 245.15024639048482], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 1, 'model_birth_timestamp': 97734.361569, 'theta': 1.8547423092731323, 'phi': -1.3193153803617301, 'norm_pos': [0.24304425694988935, 0.7911030075420409], 'topic': 'pupil.1.3d', 'id': 1, 'method': '3d c++'}"
