Processing_4/T2_EU_PW_B3_C3_P2180256_S4_0814104941.csv
UDPSynch,1565749559202,pupilPackets,775,imuPackets,1161,logDataStart,2180765,logDataEnd,2187269,logDataDur,6503
2180766,2180762,1,248291.697202,46,90,{"topic":"pupil.1","circle_3d":{"center":[-11.81929175369732,3.087136056135626,64.37879900096036],"normal":[-0.24516621467657795,0.9073957418267212,-0.34135977340028256],"radius":2.7451421406053154},"confidence":0.008714202749364483,"timestamp":248291.697202,"diameter_3d":5.490284281210631,"ellipse":{"center":[46.08567275783308,149.42875898683218],"axes":[13.221856330449643,53.590026078499896],"angle":-72.54539939421596},"norm_pos":[0.14401772736822838,0.3773801708881993],"diameter":53.590026078499896,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.7078418092772827,"phi":-2.1936360505470778,"method":"3d c++","id":1}
2180778,2180773,1,248291.705602,24,101,{"topic":"pupil.1","circle_3d":{"center":[-13.958188290650455,1.9519288256663065,63.67376539265268],"normal":[-0.4234075927560058,0.812795139287611,-0.40011257409258855],"radius":2.7612174421035163},"confidence":0.10138305005449043,"timestamp":248291.705602,"diameter_3d":5.5224348842070325,"ellipse":{"center":[24.070069878149923,138.65648941128674],"axes":[14.987880045615341,54.60669747710656],"angle":-59.66745965793962},"norm_pos":[0.07521896836921851,0.4222646274529719],"diameter":54.60669747710656,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.519730619849562,"phi":-2.384474074983604,"method":"3d c++","id":1}
2180785,2180785,1,248291.714002,15,114,{"topic":"pupil.1","circle_3d":{"center":[-14.415953092444642,0.5756304079000989,61.906624360073955],"normal":[-0.46155465957218816,0.6981036044737605,-0.5473743268074825],"radius":2.7747470812964843},"confidence":0.09138823331244764,"timestamp":248291.714002,"diameter_3d":5.549494162592969,"ellipse":{"center":[15.734723480998412,125.29648094431089],"axes":[23.76007995455933,56.46468050845382],"angle":-51.868321615498274},"norm_pos":[0.049171010878120036,0.47793132939870464],"diameter":56.46468050845382,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.343541782424962,"phi":-2.2713385813847977,"method":"3d c++","id":1}
2180794,2180791,1,248291.722402,20,115,{"topic":"pupil.1","circle_3d":{"center":[-13.798704801557307,0.5050968752032512,61.34922541746608],"normal":[-0.4101173019982436,0.6922258100823566,-0.5938242386914723],"radius":2.7477192755962547},"confidence":0.05172246076573913,"timestamp":248291.722402,"diameter_3d":5.4954385511925095,"ellipse":{"center":[20.671180660324495,124.59928168014132],"axes":[27.16425720191307,56.41521772549536],"angle":-53.8468928332602},"norm_pos":[0.06459743956351405,0.48083632633274453],"diameter":56.41521772549536,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.335365038064183,"phi":-2.1752110740286246,"method":"3d c++","id":1}
2180803,2180801,1,248291.730802,23,115,{"topic":"pupil.1","circle_3d":{"center":[-13.468437808507709,0.48038284527686326,61.10422928763189],"normal":[-0.3825950525774437,0.6901663075884908,-0.6142405828443215],"radius":2.7685413768208913},"confidence":0.05039777828075787,"timestamp":248291.730802,"diameter_3d":5.537082753641783,"ellipse":{"center":[23.465759394350755,124.34023489066885],"axes":[29.06625320346298,57.06626114372814],"angle":-55.07612802077762},"norm_pos":[0.07333049810734611,0.4819156879555464],"diameter":57.06626114372814,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.3325151718263126,"phi":-2.1278660334475914,"method":"3d c++","id":1}
2180809,2180808,1,248291.739202,24,117,{"topic":"pupil.1","circle_3d":{"center":[-13.346886664256695,0.2772855853730407,60.809989410040984],"normal":[-0.37246579055652596,0.6732415359298392,-0.6387605726435637],"radius":2.7867013606726685},"confidence":0.028050645223054723,"timestamp":248291.739202,"diameter_3d":5.573402721345337,"ellipse":{"center":[24.060012150203676,122.27001349268308],"axes":[31.047690814799644,57.718915674543545],"angle":-54.6551331428912},"norm_pos":[0.07518753796938649,0.49054161044715383],"diameter":57.718915674543545,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.3093802881482772,"phi":-2.0987019223790044,"method":"3d c++","id":1}
2180818,2180813,1,248291.747602,14,117,{"topic":"pupil.1","circle_3d":{"center":[-14.456421624135775,0.25236417463661187,61.54642054848566],"normal":[-0.4649270372131158,0.6711647517018031,-0.5773913111065069],"radius":2.7906605337515815},"confidence":0.01481977787465514,"timestamp":248291.747602,"diameter_3d":5.581321067503163,"ellipse":{"center":[14.513174384438514,122.0510825447793],"axes":[25.810740874778386,57.121952546808004],"angle":-50.192236164600615},"norm_pos":[0.04535366995137036,0.4914538227300862],"diameter":57.121952546808004,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.3065752100220402,"phi":-2.248712106919391,"method":"3d c++","id":1}
2180825,2180824,1,248291.756002,160,120,{"topic":"pupil.1","circle_3d":{"center":[0.0,-0.0,0.0],"normal":[0.0,-0.0,0.0],"radius":0.0},"confidence":0.0,"timestamp":248291.756002,"diameter_3d":0.0,"ellipse":{"center":[160.0,120.0],"axes":[0.0,0.0],"angle":90.0},"norm_pos":[0.5,0.5],"diameter":0.0,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":0.0,"phi":0.0,"method":"3d c++","id":1}
2180835,2180830,1,248291.764402,160,120,{"topic":"pupil.1","circle_3d":{"center":[0.0,-0.0,0.0],"normal":[0.0,-0.0,0.0],"radius":0.0},"confidence":0.0,"timestamp":248291.764402,"diameter_3d":0.0,"ellipse":{"center":[160.0,120.0],"axes":[0.0,0.0],"angle":90.0},"norm_pos":[0.5,0.5],"diameter":0.0,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":0.0,"phi":0.0,"method":"3d c++","id":1}
2180841,2180836,1,248291.772802,12,118,{"topic":"pupil.1","circle_3d":{"center":[-14.631251855698011,0.16184151977696182,61.58487679900577],"normal":[-0.4794962231766356,0.6636211971301659,-0.5741866235631649],"radius":2.844477287355902},"confidence":0.021896871995768667,"timestamp":248291.772802,"diameter_3d":5.688954574711804,"ellipse":{"center":[12.854977160574776,121.1269460584574],"axes":[25.903009445445026,58.189522617719845],"angle":-49.14635658513387},"norm_pos":[0.040171803626796176,0.4953043914230941],"diameter":58.189522617719845,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":2.29644548457812,"phi":-2.266569111292862,"method":"3d c++","id":1}
2180848,2180847,1,248291.781202,160,120,{"topic":"pupil.1","circle_3d":{"center":[0.0,-0.0,0.0],"normal":[0.0,-0.0,0.0],"radius":0.0},"confidence":0.0,"timestamp":248291.781202,"diameter_3d":0.0,"ellipse":{"center":[160.0,120.0],"axes":[0.0,0.0],"angle":90.0},"norm_pos":[0.5,0.5],"diameter":0.0,"sphere":{"center":[-8.877297177578384,-7.801612845785027,68.47511628176375],"radius":12.0},"projected_sphere":{"center":[79.62154211683463,49.36120116272218],"axes":[217.3052169604396,217.3052169604396],"angle":90.0},"model_confidence":0.8729806684345753,"model_id":82,"model_birth_timestamp":248281.180416,"theta":0.0,"phi":0.0,"method":"3d c++","id":1}
