eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1582012928.999885,"{'circle_3d': {'center': [-0.6629679320602793, 4.557624270006299, 41.4814970521141], 'normal': [0.14632643950458377, -0.7959349328919559, -0.5874318306869224], 'radius': 1.3758945660032877}, 'confidence': 1.0, 'timestamp': 5852.739502, 'diameter_3d': 2.7517891320065755, 'ellipse': {'center': [150.02518189027728, 188.4884527768033], 'axes': [27.87348282724957, 41.144658374386616], 'angle': -79.34207407706899}, 'location': [150.02518189027728, 188.4884527768033], 'diameter': 41.144658374386616, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6502459433661694, 'phi': -1.326669437049909, 'norm_pos': [0.4688286934071165, 0.21463144676331958], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.007518,"{'circle_3d': {'center': [-0.663644780869582, 4.558234123051708, 41.48050226706814], 'normal': [0.14627003543714187, -0.7958841118048384, -0.5875147294407524], 'radius': 1.3719424953493353}, 'confidence': 1.0, 'timestamp': 5852.747902, 'diameter_3d': 2.7438849906986706, 'ellipse': {'center': [150.01521013984515, 188.49713016726486], 'axes': [27.797774968515867, 41.027369478418336], 'angle': -79.34642293773328}, 'location': [150.01521013984515, 188.49713016726486], 'diameter': 41.027369478418336, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6503298875003357, 'phi': -1.3267929305362798, 'norm_pos': [0.4687975316870161, 0.21459529096972974], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.014988,"{'circle_3d': {'center': [-0.6643244560404846, 4.558842316770166, 41.47950928416097], 'normal': [0.14621339583956663, -0.795833428994967, -0.5875974780163501], 'radius': 1.3668053909814724}, 'confidence': 0.9658708400141974, 'timestamp': 5852.756302, 'diameter_3d': 2.7336107819629447, 'ellipse': {'center': [150.0053077643176, 188.5051548053553], 'axes': [27.69798586404374, 40.87461002439978], 'angle': -79.35079834657664}, 'location': [150.0053077643176, 188.5051548053553], 'diameter': 40.87461002439978, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6504135940097204, 'phi': -1.3269167143440452, 'norm_pos': [0.4687665867634925, 0.21456185497768632], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.0349782,"{'circle_3d': {'center': [-0.6656922851474212, 4.5600537239313805, 41.477528726462], 'normal': [0.14609941008065527, -0.795732478398199, -0.5877625244912643], 'radius': 1.3731394638405554}, 'confidence': 1.0, 'timestamp': 5852.773102, 'diameter_3d': 2.746278927681111, 'ellipse': {'center': [149.9837937615121, 188.5299806511639], 'axes': [27.8354365115988, 41.066117363096026], 'angle': -79.35961963344559}, 'location': [149.9837937615121, 188.5299806511639], 'diameter': 41.066117363096026, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.650580294154153, 'phi': -1.3271651529237742, 'norm_pos': [0.4686993555047253, 0.21445841395348375], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.039131,"{'circle_3d': {'center': [-0.6663804389155992, 4.560656936230842, 41.47654115252981], 'normal': [0.1460420639333071, -0.7956822107065773, -0.5878448223189464], 'radius': 1.3723057078419358}, 'confidence': 1.0, 'timestamp': 5852.781502, 'diameter_3d': 2.7446114156838717, 'ellipse': {'center': [149.973354911275, 188.5402170024405], 'axes': [27.822950504637145, 41.04213627158868], 'angle': -79.36407118876392}, 'location': [149.973354911275, 188.5402170024405], 'diameter': 41.04213627158868, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.650663287789192, 'phi': -1.327289807695724, 'norm_pos': [0.4686667340977344, 0.2144157624898313], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.051291,"{'circle_3d': {'center': [-0.6670714187098927, 4.56125848691695, 41.47555538245533], 'normal': [0.14598448228378266, -0.7956320814827351, -0.5879269698251531], 'radius': 1.3725630681743506}, 'confidence': 1.0, 'timestamp': 5852.789902, 'diameter_3d': 2.745126136348701, 'ellipse': {'center': [149.96276965483628, 188.55100942675665], 'axes': [27.83260844667476, 41.050808931346], 'angle': -79.36854830734501}, 'location': [149.96276965483628, 188.55100942675665], 'diameter': 41.050808931346, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6507460437994576, 'phi': -1.327414752789082, 'norm_pos': [0.46863365517136335, 0.21437079405518067], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.059121,"{'circle_3d': {'center': [-0.6677652244383536, 4.561858375422185, 41.47457141667847], 'normal': [0.14592666513974423, -0.7955820907739654, -0.5880089669732248], 'radius': 1.3715690328194028}, 'confidence': 1.0, 'timestamp': 5852.798302, 'diameter_3d': 2.7431380656388056, 'ellipse': {'center': [149.95226160232323, 188.56110541515807], 'axes': [27.816844176241773, 41.022025598269316], 'angle': -79.37305206150388}, 'location': [149.95226160232323, 188.56110541515807], 'diameter': 41.022025598269316, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6508285621849327, 'phi': -1.3275399882038215, 'norm_pos': [0.4686008175072601, 0.2143287274368414], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.067231,"{'circle_3d': {'center': [-0.6684618560060904, 4.562456601180903, 41.47358925564282], 'normal': [0.1458686125090995, -0.7955322386274055, -0.5880908137261956], 'radius': 1.3670781327289838}, 'confidence': 0.965259353970875, 'timestamp': 5852.806702, 'diameter_3d': 2.7341562654579676, 'ellipse': {'center': [149.94204411440145, 188.5693089118385], 'axes': [27.730033427457276, 40.8885751424327], 'angle': -79.37758345593906}, 'location': [149.94204411440145, 188.5693089118385], 'diameter': 40.8885751424327, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6509108429456254, 'phi': -1.3276655139399554, 'norm_pos': [0.46856888785750456, 0.2142945462006729], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.075161,"{'circle_3d': {'center': [-0.6691613133149723, 4.563053163629091, 41.47260889979604], 'normal': [0.145810324400026, -0.7954825250900566, -0.5881725100467605], 'radius': 1.3665043652918947}, 'confidence': 1.0, 'timestamp': 5852.815102, 'diameter_3d': 2.7330087305837893, 'ellipse': {'center': [149.93141125198045, 188.5795755753279], 'axes': [27.722767944817154, 40.87236254823829], 'angle': -79.38213917259154}, 'location': [149.93141125198045, 188.5795755753279], 'diameter': 40.87236254823829, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6509928860815366, 'phi': -1.327791329997484, 'norm_pos': [0.4685356601624389, 0.2142517684361337], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.082906,"{'circle_3d': {'center': [-0.6698635962637813, 4.563648062204477, 41.47163034958968], 'normal': [0.1457518008209586, -0.7954329502087745, -0.5882540558972907], 'radius': 1.3700249122612984}, 'confidence': 1.0, 'timestamp': 5852.823502, 'diameter_3d': 2.740049824522597, 'ellipse': {'center': [149.92034670214562, 188.59199808915247], 'axes': [27.798685339549394, 40.9786991971794], 'angle': -79.38671916869335}, 'location': [149.92034670214562, 188.59199808915247], 'diameter': 40.9786991971794, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6510746915926747, 'phi': -1.327917436376421, 'norm_pos': [0.46850108344420505, 0.21420000796186467], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012929.1004958,"{'circle_3d': {'center': [-0.6712766386597679, 4.564832865495616, 41.46967866792523], 'normal': [0.1456340472879597, -0.7953342166011795, -0.588416696035995], 'radius': 1.3707017640449568}, 'confidence': 0.9715953965079153, 'timestamp': 5852.840302, 'diameter_3d': 2.7414035280899136, 'ellipse': {'center': [149.89869637553178, 188.61336757048335], 'axes': [27.82120518774849, 41.000877476857504], 'angle': -79.39596032451556}, 'location': [149.89869637553178, 188.61336757048335], 'diameter': 41.000877476857504, 'sphere': {'center': [-2.4188852061152843, 14.10884346470977, 48.53067902035717], 'radius': 12.0}, 'projected_sphere': {'center': [129.0977159589629, 300.2464569772607], 'axes': [306.610175261679, 306.610175261679], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 5844.994707, 'theta': 0.6512375897405869, 'phi': -1.328170520098452, 'norm_pos': [0.46843342617353684, 0.21411096845631938], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
