eye_packets,776
norm_X,norm_Y,phi,theta,confidence,timestamp
1582012739.463356,"{'circle_3d': {'center': [0.3924937897144525, 2.1340131909446516, 16.015487421193292], 'normal': [-0.1979032616821137, 0.5951641458332827, -0.778854247295423], 'radius': 0.46488818214219224}, 'confidence': 0.9990379086491452, 'timestamp': 5663.187457, 'diameter_3d': 0.9297763642843845, 'ellipse': {'center': [175.280014013347, 202.398197301073], 'axes': [25.320589347837952, 36.059682586550316], 'angle': -74.86502172438972}, 'location': [175.280014013347, 202.398197301073], 'diameter': 36.059682586550316, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8846567740342315, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2082662220997844, 'phi': -1.8196257303886054, 'norm_pos': [0.5477500437917093, 0.15667417791219584], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.4712021,"{'circle_3d': {'center': [0.3882002783286924, 2.1315590767367567, 16.01470440396454], 'normal': [-0.19826105429759372, 0.594959636315958, -0.7789194987311523], 'radius': 0.4713476557042872}, 'confidence': 0.944022931583677, 'timestamp': 5663.195856, 'diameter_3d': 0.9426953114085744, 'ellipse': {'center': [175.11703940985302, 202.30121779698956], 'axes': [25.67913031199394, 36.56227335786088], 'angle': -74.81862668092862}, 'location': [175.11703940985302, 202.30121779698956], 'diameter': 36.56227335786088, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8845780403654468, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2080117557078003, 'phi': -1.8200371784286298, 'norm_pos': [0.5472407481557907, 0.15707825917921014], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.4795468,"{'circle_3d': {'center': [0.39271658332242465, 2.136675121325732, 16.01746552466429], 'normal': [-0.197884695548116, 0.5953859733650394, -0.7786894053395064], 'radius': 0.46629152624829573}, 'confidence': 0.999142473451028, 'timestamp': 5663.204256, 'diameter_3d': 0.9325830524965915, 'ellipse': {'center': [175.28723862206795, 202.48979578691365], 'axes': [25.38373365122774, 36.16417422593063], 'angle': -74.87226575773326}, 'location': [175.28723862206795, 202.48979578691365], 'diameter': 36.16417422593063, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8846092028952701, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.208542291123164, 'phi': -1.8196538609803556, 'norm_pos': [0.5477726206939624, 0.15629251755452644], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.4872708,"{'circle_3d': {'center': [0.39277730490948093, 2.137022729603898, 16.017715885101836], 'normal': [-0.19787963541586132, 0.5954149407215532, -0.7786685419697107], 'radius': 0.4666105607093547}, 'confidence': 0.9991369505310338, 'timestamp': 5663.212656, 'diameter_3d': 0.9332211214187094, 'ellipse': {'center': [175.28946341907755, 202.5016698838599], 'axes': [25.39941453469451, 36.188371960022714], 'angle': -74.87351983796823}, 'location': [175.28946341907755, 202.5016698838599], 'diameter': 36.188371960022714, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8844947479349052, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2085783457756945, 'phi': -1.8196541526468173, 'norm_pos': [0.5477795731846173, 0.1562430421505837], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.4951859,"{'circle_3d': {'center': [0.39157051567573253, 2.136831779312594, 16.01787663081995], 'normal': [-0.19798020118534038, 0.5953990281972779, -0.7786551464932017], 'radius': 0.46989041491629086}, 'confidence': 0.9994536051064268, 'timestamp': 5663.221056, 'diameter_3d': 0.9397808298325817, 'ellipse': {'center': [175.24383912988262, 202.4904091539455], 'axes': [25.57730984924151, 36.44236054626002], 'angle': -74.8614546305076}, 'location': [175.24383912988262, 202.4904091539455], 'diameter': 36.44236054626002, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8844378567159805, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2085585398956646, 'phi': -1.8197795736878122, 'norm_pos': [0.5476369972808832, 0.15628996185856037], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.506041,"{'circle_3d': {'center': [0.3927647830261214, 2.137157366600329, 16.017822020038203], 'normal': [-0.1978806789061413, 0.5954261604712557, -0.7786596973916802], 'radius': 0.4662531461955678}, 'confidence': 0.9994009148156993, 'timestamp': 5663.229456, 'diameter_3d': 0.9325062923911356, 'ellipse': {'center': [175.28874433535333, 202.50666818500883], 'axes': [25.379237132900524, 36.16040501646202], 'angle': -74.87365074426707}, 'location': [175.28874433535333, 202.50666818500883], 'diameter': 36.16040501646202, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8842954550992266, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.208592310863416, 'phi': -1.819658122897316, 'norm_pos': [0.5477773260479791, 0.15622221589579655], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.511424,"{'circle_3d': {'center': [0.3947148652179888, 2.1341448595789316, 16.01502394755122], 'normal': [-0.197718172056819, 0.5951751182194727, -0.7788928700989288], 'radius': 0.4681042188448091}, 'confidence': 0.9993207307428955, 'timestamp': 5663.237856, 'diameter_3d': 0.9362084376896181, 'ellipse': {'center': [175.36758928572937, 202.4026705911753], 'axes': [25.49839474886502, 36.31046043579785], 'angle': -74.8869098571148}, 'location': [175.36758928572937, 202.4026705911753], 'diameter': 36.31046043579785, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8842484247653659, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2082798761377678, 'phi': -1.819390661106762, 'norm_pos': [0.5480237165179043, 0.15665553920343622], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.5196302,"{'circle_3d': {'center': [0.3952192059834805, 2.137821685573809, 16.01770661656416], 'normal': [-0.19767614365969471, 0.5954815203857124, -0.7786693143478507], 'radius': 0.4668981539801498}, 'confidence': 0.9993334872987483, 'timestamp': 5663.246256, 'diameter_3d': 0.9337963079602996, 'ellipse': {'center': [175.38404587449983, 202.53235864332993], 'axes': [25.414483157629252, 36.210922265932766], 'angle': -74.89878009433014}, 'location': [175.38404587449983, 202.53235864332993], 'diameter': 36.210922265932766, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.884200097703014, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2086612188003203, 'phi': -1.8194084208608068, 'norm_pos': [0.5480751433578119, 0.1561151723194586], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.533704,"{'circle_3d': {'center': [0.3929218791407929, 2.1329369412080883, 16.014556343868506], 'normal': [-0.197867587563252, 0.5950744583552358, -0.7789318370724884], 'radius': 0.46753167396830675}, 'confidence': 0.9994070357048711, 'timestamp': 5663.254656, 'diameter_3d': 0.9350633479366135, 'ellipse': {'center': [175.2984550162295, 202.35884885735783], 'axes': [25.470819556937734, 36.2669207123929], 'angle': -74.86716172326051}, 'location': [175.2984550162295, 202.35884885735783], 'diameter': 36.2669207123929, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8841454576622998, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2081546201734086, 'phi': -1.8195589326124388, 'norm_pos': [0.5478076719257172, 0.15683812976100908], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.5393999,"{'circle_3d': {'center': [0.39338907324331807, 2.134259062669985, 16.015447863710044], 'normal': [-0.1978286547213749, 0.5951846351437271, -0.7788575437523602], 'radius': 0.4673627390037359}, 'confidence': 0.9993455047821219, 'timestamp': 5663.263056, 'diameter_3d': 0.9347254780074719, 'ellipse': {'center': [175.3156058365766, 202.40561796946946], 'axes': [25.455482918869475, 36.25185787073312], 'angle': -74.87422156653247}, 'location': [175.3156058365766, 202.40561796946946], 'diameter': 36.25185787073312, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8841740081476201, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.208291719110659, 'phi': -1.8195347373718567, 'norm_pos': [0.5478612682393018, 0.15664325846054394], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012739.5475042,"{'circle_3d': {'center': [0.39574633930335334, 2.1346931372612428, 16.01518114240321], 'normal': [-0.19763221588303861, 0.5952208080263319, -0.7788797705279297], 'radius': 0.4633630301544789}, 'confidence': 0.9985149269272039, 'timestamp': 5663.271456, 'diameter_3d': 0.9267260603089578, 'ellipse': {'center': [175.40559791915274, 202.4274754863074], 'axes': [25.238638630497572, 35.94231020499552], 'angle': -74.89794294104112}, 'location': [175.40559791915274, 202.4274754863074], 'diameter': 35.94231020499552, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.8838346846817391, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2083367340206497, 'phi': -1.8192909914421775, 'norm_pos': [0.5481424934973523, 0.15655218547371919], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
