eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1582012706.7796009,"{'circle_3d': {'center': [0.36097216292979173, 2.0599259135739185, 15.967353618446273], 'normal': [-0.20053006391416875, 0.5889902060523883, -0.7828653975243411], 'radius': 0.5257876343422269}, 'confidence': 0.9990765649615927, 'timestamp': 5630.503438, 'diameter_3d': 1.0515752686844537, 'ellipse': {'center': [174.12773941114924, 199.70880406766108], 'axes': [29.01558485136207, 40.90371740829005], 'angle': -74.41128615325351}, 'location': [174.12773941114924, 199.70880406766108], 'diameter': 40.90371740829005, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9155710418225604, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2006050695493546, 'phi': -1.8215537090188012, 'norm_pos': [0.5441491856598414, 0.16787998305141216], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.7877278,"{'circle_3d': {'center': [0.3589157730446315, 2.0606469006509442, 15.968423109881684], 'normal': [-0.20070142973793212, 0.589050288308807, -0.7827762732380569], 'radius': 0.5277373224034658}, 'confidence': 0.9992065909568557, 'timestamp': 5630.511838, 'diameter_3d': 1.0554746448069317, 'ellipse': {'center': [174.04781824316515, 199.72944781034687], 'axes': [29.11568667536282, 41.05253661505813], 'angle': -74.39252505476624}, 'location': [174.04781824316515, 199.72944781034687], 'diameter': 41.05253661505813, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9158344497444459, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.200679417894418, 'phi': -1.821786504786117, 'norm_pos': [0.5438994320098911, 0.16779396745688802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.795715,"{'circle_3d': {'center': [0.356233309259093, 2.0601227430798117, 15.968716851550063], 'normal': [-0.20092496838672697, 0.5890066085112127, -0.7827517947656919], 'radius': 0.526062666026094}, 'confidence': 0.9988796181761622, 'timestamp': 5630.520238, 'diameter_3d': 1.052125332052188, 'ellipse': {'center': [173.94276777581032, 199.7094278082714], 'axes': [29.021767332195914, 40.92120160570092], 'angle': -74.36503305140315}, 'location': [173.94276777581032, 199.7094278082714], 'diameter': 40.92120160570092, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9164199292190367, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2006253662512365, 'phi': -1.8220619735259935, 'norm_pos': [0.5435711492994073, 0.16787738413220243], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.803113,"{'circle_3d': {'center': [0.35614597364822087, 2.058823755367399, 15.967761943712656], 'normal': [-0.20093224635429965, 0.5888983595351783, -0.7828313704188092], 'radius': 0.5246663140666624}, 'confidence': 0.9988538519302609, 'timestamp': 5630.528638, 'diameter_3d': 1.0493326281333248, 'ellipse': {'center': [173.93963632548895, 199.66520403544064], 'axes': [28.951967445596605, 40.814940308481724], 'angle': -74.36150510308548}, 'location': [173.93963632548895, 199.66520403544064], 'diameter': 40.814940308481724, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9167439747599482, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.200491422539806, 'phi': -1.822046215843507, 'norm_pos': [0.543561363517153, 0.16806164985233063], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.811414,"{'circle_3d': {'center': [0.35963042268111645, 2.06150200238568, 15.96888342952551], 'normal': [-0.20064187560155836, 0.5891215467867017, -0.782737913267738], 'radius': 0.5285521620448846}, 'confidence': 0.9990847410015822, 'timestamp': 5630.537037, 'diameter_3d': 1.0571043240897693, 'ellipse': {'center': [174.07547959375833, 199.759492072405], 'axes': [29.156935925249755, 41.11484946327365], 'angle': -74.4013089477581}, 'location': [174.07547959375833, 199.759492072405], 'diameter': 41.11484946327365, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9173843647666935, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2007676013959885, 'phi': -1.8217269029661074, 'norm_pos': [0.5439858737304948, 0.16766878303164579], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.819655,"{'circle_3d': {'center': [0.3566856653253869, 2.0590975078219245, 15.967829373762662], 'normal': [-0.20088727204786916, 0.5889211722397221, -0.7828257512479754], 'radius': 0.5239687116649224}, 'confidence': 0.9985991606040879, 'timestamp': 5630.545437, 'diameter_3d': 1.0479374233298449, 'ellipse': {'center': [173.96022134756598, 199.67622525460206], 'axes': [28.912768814340783, 40.76053242725573], 'angle': -74.36737087011102}, 'location': [173.96022134756598, 199.67622525460206], 'diameter': 40.76053242725573, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9178688119152012, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.200519649140448, 'phi': -1.8219940434722173, 'norm_pos': [0.5436256917111437, 0.16801572810582477], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.827538,"{'circle_3d': {'center': [0.3569587984138711, 2.059362506146811, 15.967958650161245], 'normal': [-0.20086451095716215, 0.5889432554334626, -0.7828149782147601], 'radius': 0.5272287077939476}, 'confidence': 0.9990150663915784, 'timestamp': 5630.553837, 'diameter_3d': 1.0544574155878952, 'ellipse': {'center': [173.9720874030649, 199.6824413822341], 'axes': [29.091737147384336, 41.01394006707327], 'angle': -74.3706345044185}, 'location': [173.9720874030649, 199.6824413822341], 'diameter': 41.01394006707327, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9184651182874481, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.200546973656298, 'phi': -1.8219700771694642, 'norm_pos': [0.5436627731345778, 0.16798982757402459], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.8367429,"{'circle_3d': {'center': [0.356096289025424, 2.059901597567224, 15.968585619855219], 'normal': [-0.20093638673953274, 0.588988179718497, -0.7827627307402624], 'radius': 0.525398257673929}, 'confidence': 0.9982877114117216, 'timestamp': 5630.562237, 'diameter_3d': 1.050796515347858, 'ellipse': {'center': [173.93728627684868, 199.70219374549305], 'axes': [28.98612385734763, 40.869815422360055], 'angle': -74.36322581517173}, 'location': [173.93728627684868, 199.70219374549305], 'diameter': 40.869815422360055, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9183650616802708, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2006025621476555, 'phi': -1.8220722944735765, 'norm_pos': [0.5435540196151522, 0.16790752606044568], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.84757,"{'circle_3d': {'center': [0.3575193045594016, 2.061872420378945, 15.969703652181897], 'normal': [-0.20081780211170128, 0.5891524149528071, -0.7826695613797058], 'radius': 0.526796773256951}, 'confidence': 0.9981450712732179, 'timestamp': 5630.570637, 'diameter_3d': 1.053593546513902, 'ellipse': {'center': [173.99209307637204, 199.77166846245922], 'axes': [29.054375142259325, 40.975954932666376], 'angle': -74.38126703192344}, 'location': [173.99209307637204, 199.77166846245922], 'diameter': 40.975954932666376, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9184809980821163, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.200805803003208, 'phi': -1.821958813696961, 'norm_pos': [0.5437252908636626, 0.16761804807308656], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.8551779,"{'circle_3d': {'center': [0.3581921847237335, 2.058530353596903, 15.967016275591249], 'normal': [-0.2007617287646736, 0.588873909387637, -0.7828935094289265], 'radius': 0.52437019260069}, 'confidence': 0.998174407756801, 'timestamp': 5630.579037, 'diameter_3d': 1.04874038520138, 'ellipse': {'center': [174.01957256153935, 199.65780634888142], 'axes': [28.940686942703927, 40.793978698539355], 'angle': -74.38105194771472}, 'location': [174.01957256153935, 199.65780634888142], 'diameter': 40.793978698539355, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9182170095545117, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2004611705437958, 'phi': -1.8218227478115152, 'norm_pos': [0.5438111642548105, 0.1680924735463274], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012706.8634188,"{'circle_3d': {'center': [0.35494627858344474, 2.057914297440929, 15.96738584671208], 'normal': [-0.201032220943031, 0.5888225713746391, -0.7828627118355239], 'radius': 0.5259432789357682}, 'confidence': 0.9984854344833654, 'timestamp': 5630.587437, 'diameter_3d': 1.0518865578715364, 'ellipse': {'center': [173.89396266852194, 199.63042744770235], 'axes': [29.02571726341611, 40.915154272103166], 'angle': -74.34784581069927}, 'location': [173.89396266852194, 199.63042744770235], 'diameter': 40.915154272103166, 'sphere': {'center': [2.767332929899817, -5.00795655905474, 25.361738388738367], 'radius': 12.0}, 'projected_sphere': {'center': [227.65097842424504, -2.425877083908972], 'axes': [586.7105705422512, 586.7105705422512], 'angle': 90.0}, 'model_confidence': 0.9182218557032829, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2003976525502984, 'phi': -1.8221563826645941, 'norm_pos': [0.5434186333391311, 0.16820655230124026], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
