eye_packets,774
norm_X,norm_Y,phi,theta,confidence,timestamp
1582012872.7803211,"{'circle_3d': {'center': [0.1222416467039058, 1.6361176538065383, 12.545753368890312], 'normal': [-0.21296638648041205, 0.5879934290436237, -0.7803262430746494], 'radius': 0.40315534033439626}, 'confidence': 0.9917225177551959, 'timestamp': 5796.518339, 'diameter_3d': 0.8063106806687925, 'ellipse': {'center': [166.14995465583422, 200.59427208071494], 'axes': [28.100936766091742, 39.89967961058923], 'angle': -72.77702806882908}, 'location': [166.14995465583422, 200.59427208071494], 'diameter': 39.89967961058923, 'sphere': {'center': [2.67783828446885, -5.4198034947169464, 21.909668285786104], 'radius': 12.0}, 'projected_sphere': {'center': [235.77749305532757, -33.369650461777496], 'axes': [679.1522265836128, 679.1522265836128], 'angle': 90.0}, 'model_confidence': 0.5367231519855409, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.1993722021895583, 'phi': -1.8372274514916822, 'norm_pos': [0.519218608299482, 0.16419053299702102], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.788737,"{'circle_3d': {'center': [0.21541610453342797, 1.6657646837899307, 12.543174779916747], 'normal': [-0.20520184832795185, 0.5904640148755731, -0.780541125489113], 'radius': 0.401638212176306}, 'confidence': 0.9930793724013236, 'timestamp': 5796.526739, 'diameter_3d': 0.803276424352612, 'ellipse': {'center': [170.75398762945485, 202.07744119355235], 'axes': [27.99045854749115, 39.76847714833665], 'angle': -73.83056379336271}, 'location': [170.75398762945485, 202.07744119355235], 'diameter': 39.76847714833665, 'sphere': {'center': [2.67783828446885, -5.4198034947169464, 21.909668285786104], 'radius': 12.0}, 'projected_sphere': {'center': [235.77749305532757, -33.369650461777496], 'axes': [679.1522265836128, 679.1522265836128], 'angle': 90.0}, 'model_confidence': 0.5358147447576567, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.202429988615178, 'phi': -1.8278759424852067, 'norm_pos': [0.5336062113420464, 0.15801066169353184], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.7954838,"{'circle_3d': {'center': [0.2723340656416551, 1.6785979866564862, 12.538102468781986], 'normal': [-0.20045868490226626, 0.5915334567811193, -0.7809638180836764], 'radius': 0.39760433757279434}, 'confidence': 0.9964586877458491, 'timestamp': 5796.535139, 'diameter_3d': 0.7952086751455887, 'ellipse': {'center': [173.56965184844265, 202.74987342479747], 'axes': [27.734006892758675, 39.391783181740415], 'angle': -74.46114775608324}, 'location': [173.56965184844265, 202.74987342479747], 'diameter': 39.391783181740415, 'sphere': {'center': [2.67783828446885, -5.4198034947169464, 21.909668285786104], 'radius': 12.0}, 'projected_sphere': {'center': [235.77749305532757, -33.369650461777496], 'axes': [679.1522265836128, 679.1522265836128], 'angle': 90.0}, 'model_confidence': 0.5357106642594256, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2037557337385016, 'phi': -1.8220531717000397, 'norm_pos': [0.5424051620263832, 0.1552088607300105], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.803218,"{'circle_3d': {'center': [0.46015892329791175, 2.5403362759066024, 18.852885393943986], 'normal': [-0.20012151122668478, 0.6035406370182206, -0.7718096139670639], 'radius': 0.6005281915939816}, 'confidence': 0.9977566154874646, 'timestamp': 5796.543539, 'diameter_3d': 1.2010563831879633, 'ellipse': {'center': [175.23629892471465, 203.28316930375604], 'axes': [27.43110437231298, 39.57258568419959], 'angle': -74.85062112718053}, 'location': [175.23629892471465, 203.28316930375604], 'diameter': 39.57258568419959, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5358089632398921, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.218730616278962, 'phi': -1.8244980089653082, 'norm_pos': [0.5476134341397333, 0.15298679456768316], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.811197,"{'circle_3d': {'center': [0.4934490250511079, 2.547930460044922, 18.85025547168821], 'normal': [-0.1973473360805851, 0.6041734856964139, -0.7720287741550452], 'radius': 0.6027293425138662}, 'confidence': 0.9992664107153196, 'timestamp': 5796.551939, 'diameter_3d': 1.2054586850277325, 'ellipse': {'center': [176.33325487725438, 203.54231433028107], 'axes': [27.540139860474643, 39.72580731976793], 'angle': -75.16800489454658}, 'location': [176.33325487725438, 203.54231433028107], 'diameter': 39.72580731976793, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5366022488528244, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.219524562559818, 'phi': -1.8210589975612639, 'norm_pos': [0.5510414214914199, 0.1519070236238289], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.819478,"{'circle_3d': {'center': [0.48333152951289726, 2.547691712744488, 18.852660724766], 'normal': [-0.19819046070876933, 0.6041535900880444, -0.7718283363985629], 'radius': 0.5959857058978308}, 'confidence': 0.9987618060874497, 'timestamp': 5796.560339, 'diameter_3d': 1.1919714117956617, 'ellipse': {'center': [175.9963769432884, 203.52975268554871], 'axes': [27.218446536986104, 39.275399344306585], 'angle': -75.07515892000733}, 'location': [175.9963769432884, 203.52975268554871], 'diameter': 39.275399344306585, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5372206378597033, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.219499595062893, 'phi': -1.8221463790320562, 'norm_pos': [0.5499886779477763, 0.1519593638102137], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.827182,"{'circle_3d': {'center': [0.4837586123654867, 2.547740864153047, 18.852589542052165], 'normal': [-0.19815487047105354, 0.6041576860387576, -0.7718342682913826], 'radius': 0.595519135841099}, 'confidence': 0.9986905514785248, 'timestamp': 5796.568739, 'diameter_3d': 1.191038271682198, 'ellipse': {'center': [176.01031383319147, 203.53207892134571], 'axes': [27.1974790165687, 39.244820000814805], 'angle': -75.07913946255721}, 'location': [176.01031383319147, 203.53207892134571], 'diameter': 39.244820000814805, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5377949850951969, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.219504735135329, 'phi': -1.8221012681965105, 'norm_pos': [0.5500322307287233, 0.1519496711610595], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.8350909,"{'circle_3d': {'center': [0.48512594668260656, 2.553260383611141, 18.856561535676022], 'normal': [-0.1980409259446269, 0.6046176459935988, -0.7715032688227277], 'radius': 0.5946088700849077}, 'confidence': 0.998429204565892, 'timestamp': 5796.577139, 'diameter_3d': 1.1892177401698154, 'ellipse': {'center': [176.05149922711345, 203.6968090870601], 'axes': [27.128846847539613, 39.17674801867071], 'angle': -75.10134372605926}, 'location': [176.05149922711345, 203.6968090870601], 'diameter': 39.17674801867071, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5379858306278629, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.220082073569813, 'phi': -1.8220660443275123, 'norm_pos': [0.5501609350847295, 0.15126329547058293], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.846983,"{'circle_3d': {'center': [0.4888686373605222, 2.555723581958083, 18.857532319622432], 'normal': [-0.19772903505480058, 0.6048229125225106, -0.7714223701605268], 'radius': 0.5937192036071435}, 'confidence': 0.9979033260788811, 'timestamp': 5796.585539, 'diameter_3d': 1.187438407214287, 'ellipse': {'center': [176.17331252383224, 203.7742320215182], 'axes': [27.080668801405327, 39.11640681510032], 'angle': -75.13978786351556}, 'location': [176.17331252383224, 203.7742320215182], 'diameter': 39.11640681510032, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5379911286608419, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2203398042999996, 'phi': -1.8217119549869938, 'norm_pos': [0.5505416016369757, 0.15094069991034087], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.854926,"{'circle_3d': {'center': [0.48729823702668407, 2.5579481464671643, 18.859679628887037], 'normal': [-0.19785990174928708, 0.6050082928982674, -0.7712434277218099], 'radius': 0.5929064699201829}, 'confidence': 0.9961935068616437, 'timestamp': 5796.593939, 'diameter_3d': 1.1858129398403658, 'ellipse': {'center': [176.11958263889505, 203.83857339082374], 'axes': [27.029658665830812, 39.05831537556009], 'angle': -75.12936959084931}, 'location': [176.11958263889505, 203.83857339082374], 'diameter': 39.05831537556009, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5384774072952347, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.220572609524216, 'phi': -1.8219269692391722, 'norm_pos': [0.550373695746547, 0.1506726108715678], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582012872.863126,"{'circle_3d': {'center': [0.4941175434023486, 2.5636589201039683, 18.86241470089033], 'normal': [-0.1972916262179817, 0.6054841907013344, -0.7710155050548687], 'radius': 0.5958338351390731}, 'confidence': 0.9984256009619412, 'timestamp': 5796.602339, 'diameter_3d': 1.1916676702781461, 'ellipse': {'center': [176.3421646529964, 204.0116245890461], 'axes': [27.14292080691037, 39.2461396826294], 'angle': -75.20148833452255}, 'location': [176.3421646529964, 204.0116245890461], 'diameter': 39.2461396826294, 'sphere': {'center': [2.8616170580181293, -4.702151368312045, 28.114600761548754], 'radius': 12.0}, 'projected_sphere': {'center': [223.10609177839538, 16.305344220265212], 'axes': [529.262361795683, 529.262361795683], 'angle': 90.0}, 'model_confidence': 0.5387460012923673, 'model_id': 117, 'model_birth_timestamp': 5464.517336, 'theta': 2.2211704423396017, 'phi': -1.821306492053882, 'norm_pos': [0.5510692645406137, 0.14995156421230793], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
