eye_packets,672
norm_X,norm_Y,phi,theta,confidence,timestamp
1582013557.481699,"{'circle_3d': {'center': [7.500003943454686, 10.301251978938922, 84.98903712255549], 'normal': [0.5737394594070662, 0.7027459975084117, -0.4206793264532915], 'radius': 2.4751053593406627}, 'confidence': 0.038131585030504976, 'timestamp': 6478.650744, 'diameter_3d': 4.950210718681325, 'ellipse': {'center': [214.62418045677686, 195.04516585566694], 'axes': [10.294154843998301, 36.125801524399876], 'angle': 50.904719574241376}, 'location': [214.62418045677686, 195.04516585566694], 'diameter': 36.125801524399876, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9645477009719738, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.350046272270125, 'phi': -0.6326774893962407, 'norm_pos': [0.6707005639274277, 0.1873118089347211], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.501012,"{'circle_3d': {'center': [-0.42571001235946004, 9.162990265363394, 80.56596181044782], 'normal': [-0.08673670357744606, 0.6078908547104512, -0.7892689357955978], 'radius': 2.610237161775436}, 'confidence': 0.9983260808586247, 'timestamp': 6478.670803, 'diameter_3d': 5.220474323550872, 'ellipse': {'center': [156.76719751690126, 190.2298678781696], 'axes': [28.922614235504998, 40.184259343960974], 'angle': -82.44896806716706}, 'location': [156.76719751690126, 190.2298678781696], 'diameter': 40.184259343960974, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9644902018020596, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.2241979227830955, 'phi': -1.6802521000322628, 'norm_pos': [0.4898974922403164, 0.20737555050762657], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.5205472,"{'circle_3d': {'center': [-0.40121420789260054, 9.22524333240418, 80.61156287990869], 'normal': [-0.0846953865385411, 0.6130786102971834, -0.7854688466738585], 'radius': 2.6386782109415816}, 'confidence': 0.9982610539443061, 'timestamp': 6478.690863, 'diameter_3d': 5.277356421883163, 'ellipse': {'center': [156.95712423870424, 190.66233145758514], 'axes': [29.027279928528852, 40.59939062687588], 'angle': -82.6912109882969}, 'location': [156.95712423870424, 190.66233145758514], 'diameter': 40.59939062687588, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9640197041813181, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.2307479200430214, 'phi': -1.6782091305601183, 'norm_pos': [0.49049101324595074, 0.20557361892672854], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.532203,"{'circle_3d': {'center': [-0.4449640980297539, 9.293489718397865, 80.67007863349933], 'normal': [-0.08834121071663721, 0.6187658091299904, -0.7805925338746375], 'radius': 2.5697872389106435}, 'confidence': 0.9997511602440964, 'timestamp': 6478.699263, 'diameter_3d': 5.139574477821287, 'ellipse': {'center': [156.62221946356487, 191.15060071940644], 'axes': [28.008849818914754, 39.510493897131894], 'angle': -82.42721325003373}, 'location': [156.62221946356487, 191.15060071940644], 'diameter': 39.510493897131894, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.96396105071197, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.2379669901970787, 'phi': -1.6834888313612764, 'norm_pos': [0.4894444358236402, 0.20353916366913982], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.539986,"{'circle_3d': {'center': [-0.43662666609085055, 9.292003666075132, 80.6679611625684], 'normal': [-0.0876464247217286, 0.6186419714364293, -0.7807689897855489], 'radius': 2.5662342972315124}, 'confidence': 0.999784076344347, 'timestamp': 6478.707663, 'diameter_3d': 5.132468594463025, 'ellipse': {'center': [156.6857912373414, 191.14177023265], 'axes': [27.979237433332248, 39.45686842673948], 'angle': -82.4878034123628}, 'location': [156.6857912373414, 191.14177023265], 'diameter': 39.45686842673948, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9639551197157981, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.237809360528034, 'phi': -1.6825848647305397, 'norm_pos': [0.48964309761669184, 0.20357595736395828], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.547904,"{'circle_3d': {'center': [-0.43130692295259, 9.301332274914785, 80.67476412992954], 'normal': [-0.08720311279354022, 0.6194193555064004, -0.7802020758387872], 'radius': 2.592503875422206}, 'confidence': 0.999453076874326, 'timestamp': 6478.716063, 'diameter_3d': 5.185007750844412, 'ellipse': {'center': [156.72756745360536, 191.20175458124402], 'axes': [28.235068538560288, 39.85758492795942], 'angle': -82.53593135966638}, 'location': [156.72756745360536, 191.20175458124402], 'diameter': 39.85758492795942, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9638220101838457, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.2387991962885394, 'phi': -1.6821042617777142, 'norm_pos': [0.48977364829251674, 0.2033260225781499], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.556043,"{'circle_3d': {'center': [-0.4362069704023829, 9.262773207573638, 80.6448274742067], 'normal': [-0.08761145008102297, 0.6162060998946381, -0.7826967971490235], 'radius': 2.576510819431035}, 'confidence': 0.9995883470775888, 'timestamp': 6478.724463, 'diameter_3d': 5.15302163886207, 'ellipse': {'center': [156.6885142462706, 190.93531773252678], 'axes': [28.194929990678467, 39.626247456488876], 'angle': -82.4638127931443}, 'location': [156.6885142462706, 190.93531773252678], 'diameter': 39.626247456488876, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9637275716859461, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.23471276780637, 'phi': -1.6822676741404012, 'norm_pos': [0.48965160701959565, 0.20443617611447173], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.563822,"{'circle_3d': {'center': [-0.4319349307468975, 9.272673985788892, 80.65215307103979], 'normal': [-0.08725544677639918, 0.6170311647459094, -0.7820863307462659], 'radius': 2.582541606093498}, 'confidence': 0.9980274716999522, 'timestamp': 6478.732863, 'diameter_3d': 5.165083212186996, 'ellipse': {'center': [156.72164797274266, 191.00363723246207], 'axes': [28.22793744905516, 39.71544159365478], 'angle': -82.50486326602598}, 'location': [156.72164797274266, 191.00363723246207], 'diameter': 39.71544159365478, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9636465645339931, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.235760786070649, 'phi': -1.6819043865045629, 'norm_pos': [0.48975514991482083, 0.2041515115314081], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.572101,"{'circle_3d': {'center': [-0.4194695088055044, 9.251180107043716, 80.63385535342606], 'normal': [-0.08621666161461643, 0.6152400081838114, -0.783611140547411], 'radius': 2.5714980237888474}, 'confidence': 0.9996443416593468, 'timestamp': 6478.741263, 'diameter_3d': 5.142996047577695, 'ellipse': {'center': [156.81601755873567, 190.85685791758613], 'axes': [28.188515605514375, 39.55446109343815], 'angle': -82.57810907676121}, 'location': [156.81601755873567, 190.85685791758613], 'diameter': 39.55446109343815, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9635705671751538, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.233486704749368, 'phi': -1.6803803602862595, 'norm_pos': [0.49005005487104897, 0.20476309201005782], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.5796108,"{'circle_3d': {'center': [-0.4130604846681051, 9.229144200253437, 80.61589421223763], 'normal': [-0.08568257626983314, 0.6134036826179549, -0.7851079023131123], 'radius': 2.5812162869743007}, 'confidence': 0.9993270467948547, 'timestamp': 6478.749663, 'diameter_3d': 5.1624325739486014, 'ellipse': {'center': [156.8647634665269, 190.70111647859358], 'axes': [28.37560214070675, 39.71280329042321], 'angle': -82.60587231704538}, 'location': [156.8647634665269, 190.70111647859358], 'diameter': 39.71280329042321, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9634008749554002, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.231159458308803, 'phi': -1.6795008949562698, 'norm_pos': [0.4902023858328966, 0.2054120146725268], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1582013557.5880551,"{'circle_3d': {'center': [-0.3970740196073389, 9.202082243207773, 80.59308610271802], 'normal': [-0.08435037084810264, 0.6111485195308162, -0.7870085781064138], 'radius': 2.579163191019502}, 'confidence': 0.9994721847392012, 'timestamp': 6478.758063, 'diameter_3d': 5.158326382039004, 'ellipse': {'center': [156.9862998663789, 190.51339951559916], 'axes': [28.454956475874017, 39.69236441778244], 'angle': -82.70127337717493}, 'location': [156.9862998663789, 190.51339951559916], 'diameter': 39.69236441778244, 'sphere': {'center': [0.6151304305698927, 1.8683000088379798, 90.03718903999498], 'radius': 12.0}, 'projected_sphere': {'center': [164.23581490070643, 132.86519512470568], 'axes': [165.26504390747058, 165.26504390747058], 'angle': 90.0}, 'model_confidence': 0.9633095931743996, 'model_id': 68, 'model_birth_timestamp': 6454.451081, 'theta': 2.2283071440530273, 'phi': -1.6775672024218553, 'norm_pos': [0.4905821870824341, 0.2061941686850035], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
