#NEXT_T4_EW_PW_B0_C2_S6_0206111746
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
358.551,0.03217005,0.07427032,-0.08232202,0.2020964,359.7118,4.039277,-0.005029727,-0.00352724,0.9999811,-8.52372E-08,-0.975,10,DwellButton,5.740234,
358.5684,0.03252159,0.07428784,-0.08230591,0.1918397,359.7034,4.056224,-0.005177373,-0.003348228,0.999981,-8.52372E-08,-0.975,10,MixedRealityCamera,5.750707,
358.5844,0.03284873,0.07435928,-0.08231202,0.1646609,359.6994,4.057922,-0.005246709,-0.002873871,0.9999821,-8.52372E-08,-0.975,10,MixedRealityCamera,5.778316,
358.6001,0.03317121,0.07442781,-0.08227184,0.1299623,359.6909,4.037826,-0.00539453,-0.002268268,0.9999829,-8.52372E-08,-0.975,10,MixedRealityCamera,5.813554,
358.6176,0.03350141,0.07450548,-0.08227165,0.1015063,359.6566,4.060775,-0.005993679,-0.001771618,0.9999804,-8.52372E-08,-0.975,10,MixedRealityCamera,5.843182,
358.6342,0.0337854,0.07447543,-0.08223312,0.09140066,359.6258,4.06055,-0.006531113,-0.001595242,0.9999774,-8.52372E-08,-0.975,10,MixedRealityCamera,5.854007,
358.6511,0.03405005,0.07449433,-0.08220904,0.09005952,359.5824,4.076366,-0.007289222,-0.001571834,0.9999722,-8.52372E-08,-0.975,10,MixedRealityCamera,5.856886,
358.6681,0.03431731,0.07457428,-0.08209085,0.03384584,359.5431,4.055314,-0.007973895,-0.0005907213,0.9999681,-8.52372E-08,-0.975,10,MixedRealityCamera,5.915131,
358.6842,0.03450469,0.0746619,-0.08200379,359.9821,359.5078,3.999484,-0.008591169,0.0003130066,0.999963,-8.52372E-08,-0.975,10,MixedRealityCamera,5.969035,
358.6999,0.0347655,0.07463774,-0.08196612,359.9858,359.4689,3.963984,-0.009268509,0.0002480918,0.999957,-8.52372E-08,-0.975,10,MixedRealityCamera,5.96713,
358.7173,0.03499616,0.07452737,-0.0820352,0.08119541,359.4514,3.984431,-0.009575143,-0.001417127,0.9999532,-8.52372E-08,-0.975,10,MixedRealityCamera,5.872194,
358.7339,0.03526902,0.0744083,-0.08210495,0.1665456,359.4417,3.997997,-0.009745,-0.002906764,0.9999483,-8.52372E-08,-0.975,10,MixedRealityCamera,5.786756,
358.7506,0.03552023,0.07437274,-0.08215448,0.178093,359.4672,3.994607,-0.009298364,-0.003108304,0.999952,-8.52372E-08,-0.975,10,MixedRealityCamera,5.773362,
358.7676,0.03578451,0.07437016,-0.0821487,0.1487004,359.4799,4.01181,-0.009078194,-0.002595308,0.9999554,-8.52372E-08,-0.975,10,MixedRealityCamera,5.801944,
358.7839,0.03604648,0.07439111,-0.08214559,0.1206907,359.4834,4.031728,-0.009015488,-0.002106449,0.9999571,-8.52372E-08,-0.975,10,MixedRealityCamera,5.829749,
358.8003,0.03625876,0.07438809,-0.08213443,0.1103384,359.4787,4.051361,-0.00909781,-0.001925767,0.9999568,-8.52372E-08,-0.975,10,MixedRealityCamera,5.840263,
358.8175,0.0364457,0.07441008,-0.08210821,0.1153292,359.4545,4.058407,-0.009520319,-0.002012874,0.9999527,-8.52372E-08,-0.975,10,MixedRealityCamera,5.836705,
358.8336,0.03658946,0.07437994,-0.08208055,0.1145299,359.403,4.052651,-0.01042019,-0.001998922,0.9999437,-8.52372E-08,-0.975,10,MixedRealityCamera,5.840531,
358.8513,0.03669157,0.07435592,-0.08206524,0.1557968,359.351,4.050991,-0.01132594,-0.002719163,0.9999322,-8.52372E-08,-0.975,10,MixedRealityCamera,5.802856,
358.8683,0.0368026,0.07435382,-0.08201979,0.1983901,359.2857,4.067369,-0.01246608,-0.003462554,0.9999163,-8.52372E-08,-0.975,10,MixedRealityCamera,5.765718,
358.8833,0.03692093,0.07440332,-0.08192028,0.2011905,359.2404,4.058367,-0.01325723,-0.00351143,0.9999059,-8.52372E-08,-0.975,10,MixedRealityCamera,5.767316,
358.9004,0.03696078,0.07448055,-0.08174817,0.1748183,359.1929,4.028873,-0.01408656,-0.00305115,0.9998961,-8.52372E-08,-0.975,10,MixedRealityCamera,5.798801,
358.917,0.03702449,0.07452725,-0.08149394,0.1100631,359.1723,4.035384,-0.01444553,-0.001920962,0.9998938,-8.52372E-08,-0.975,10,MixedRealityCamera,5.865681,
358.9337,0.0370931,0.07458387,-0.08110793,0.06712722,359.1542,4.086913,-0.01476132,-0.001171591,0.9998904,-8.52372E-08,-0.975,10,MixedRealityCamera,5.910789,
358.9503,0.0371469,0.07458232,-0.08076873,0.04239691,359.1515,4.11053,-0.01480839,-0.0007399655,0.9998901,-8.52372E-08,-0.975,10,MixedRealityCamera,5.935807,
358.9678,0.03713198,0.07447882,-0.08013292,0.02050892,359.1766,4.090719,-0.01437083,-0.0003579481,0.9998966,-8.52372E-08,-0.975,10,MixedRealityCamera,5.954765,
358.9829,0.0371849,0.07441451,-0.07957834,0.01477479,359.1693,4.0827,-0.01449798,-0.0002578688,0.9998949,-8.52372E-08,-0.975,10,MixedRealityCamera,5.961181,
359.0002,0.03710353,0.0742327,-0.07873401,0.02642236,359.1816,4.062125,-0.01428367,-0.0004611572,0.9998979,-8.52372E-08,-0.975,10,MixedRealityCamera,5.947782,
359.0172,0.03693569,0.07402316,-0.07762314,0.1181617,359.1995,4.014559,-0.01397158,-0.002062309,0.9999003,-8.52372E-08,-0.975,10,MixedRealityCamera,5.854309,
359.0341,0.03673883,0.07367762,-0.07647177,0.205598,359.2073,3.975223,-0.01383449,-0.003588354,0.9998978,-8.52372E-08,-0.975,10,MixedRealityCamera,5.765378,
359.0505,0.03642681,0.07318952,-0.07517099,0.3150972,359.215,3.907554,-0.013701,-0.005499455,0.999891,-8.52372E-08,-0.975,10,MixedRealityCamera,5.653884,
359.068,0.03595736,0.07243375,-0.07375882,0.463972,359.192,3.84331,-0.01410086,-0.00809775,0.9998678,-8.52372E-08,-0.975,10,MixedRealityCamera,5.505129,
359.0832,0.03544362,0.07164238,-0.07236764,0.6156719,359.1549,3.783999,-0.01474882,-0.0107453,0.9998335,-8.52372E-08,-0.975,10,MixedRealityCamera,5.355403,
359.1001,0.03466605,0.07054441,-0.07065886,0.7755399,359.0727,3.724416,-0.01618262,-0.01353531,0.9997774,-8.52372E-08,-0.975,10,MixedRealityCamera,5.202963,
359.1168,0.0337136,0.06955782,-0.06873303,0.9425596,358.9866,3.643054,-0.01768374,-0.01645003,0.9997083,-8.52372E-08,-0.975,10,MixedRealityCamera,5.047254,
359.1338,0.03251535,0.06873819,-0.06641395,1.124821,358.9138,3.519666,-0.01895273,-0.01963057,0.9996276,-8.52372E-08,-0.975,10,MixedRealityCamera,4.878332,
359.1501,0.03138425,0.06806063,-0.06412832,1.384116,358.87,3.434337,-0.01971554,-0.02415503,0.9995138,-8.52372E-08,-0.975,10,MixedRealityCamera,4.631301,
359.1675,0.03018614,0.06731825,-0.06175647,1.69934,358.8657,3.373621,-0.01978808,-0.02965473,0.9993643,-8.52372E-08,-0.975,10,MixedRealityCamera,4.322912,
