#NEXT_T0_EW_PS_B0_C4_S205_0218165833
Timestamp,HeadPositionX,HeadPositionY,HeadPositionZ,HeadRotationX,HeadRotationY,HeadRotationZ,HeadForwardX,HeadForwardY,HeadForwardZ,TargetPositionX,TargetPositionY,TargetPositionZ,TargetEntered,TargetAngularDistance
1219.396,0.0174299,0.05426254,-3.596914,0.2950996,-0.1086121,-1.293182,-0.001895539,-0.005150437,0.9999849,0,0.975,10,DwellButton,4.169224,
1219.413,0.01742662,0.05424273,-3.596983,0.2874116,-0.1495056,-1.265381,-0.002609515,-0.005016258,0.999984,0,0.975,10,MixedRealityCamera,4.162172,
1219.428,0.01741218,0.05423835,-3.597042,0.2863482,-0.2017517,-1.24115,-0.003521143,-0.004997698,0.9999813,0,0.975,10,MixedRealityCamera,4.16236,
1219.445,0.01736473,0.05420473,-3.597146,0.3038543,-0.2567749,-1.254395,-0.004481386,-0.005303233,0.9999759,0,0.975,10,MixedRealityCamera,4.182028,
1219.46,0.01740263,0.05416839,-3.59721,0.3168768,-0.3038635,-1.265198,-0.005303388,-0.005530516,0.9999706,0,0.975,10,MixedRealityCamera,4.1975,
1219.479,0.01750968,0.05419225,-3.597288,0.3111526,-0.3213196,-1.303345,-0.005608201,-0.00543061,0.9999695,0,0.975,10,MixedRealityCamera,4.192552,
1219.495,0.0176332,0.05419666,-3.597364,0.3045638,-0.3095703,-1.358917,-0.005402724,-0.005315616,0.9999713,0,0.975,10,MixedRealityCamera,4.185258,
1219.511,0.01784534,0.05422419,-3.597466,0.2797685,-0.2804565,-1.415314,-0.004894827,-0.004882862,0.9999761,0,0.975,10,MixedRealityCamera,4.158782,
1219.528,0.01804742,0.05426253,-3.59755,0.2586183,-0.230957,-1.441589,-0.004030878,-0.004513725,0.9999817,0,0.975,10,MixedRealityCamera,4.135265,
1219.545,0.01828619,0.05433027,-3.597668,0.2617547,-0.1852722,-1.472321,-0.003233489,-0.004568465,0.9999843,0,0.975,10,MixedRealityCamera,4.136638,
1219.561,0.01845866,0.05434972,-3.597745,0.2427052,-0.1435852,-1.502472,-0.002505882,-0.004235993,0.9999879,0,0.975,10,MixedRealityCamera,4.116611,
1219.578,0.01863775,0.0544012,-3.597822,0.2320659,-0.1305237,-1.544434,-0.002277929,-0.004050304,0.9999892,0,0.975,10,MixedRealityCamera,4.105512,
1219.595,0.01871246,0.05441261,-3.597864,0.198707,-0.1152954,-1.59375,-0.002012085,-0.003468084,0.999992,0,0.975,10,MixedRealityCamera,4.071936,
1219.611,0.01877135,0.05445783,-3.597909,0.1916442,-0.1292419,-1.619446,-0.002255482,-0.003344816,0.9999918,0,0.975,10,MixedRealityCamera,4.06486,
1219.628,0.01881153,0.05444815,-3.597939,0.1864107,-0.1422424,-1.631836,-0.002482417,-0.003253474,0.9999917,0,0.975,10,MixedRealityCamera,4.059798,
1219.645,0.01881428,0.05444504,-3.597962,0.1959473,-0.1444092,-1.634003,-0.002520321,-0.003419919,0.999991,0,0.975,10,MixedRealityCamera,4.069338,
1219.661,0.01885485,0.05440242,-3.598001,0.2120385,-0.134613,-1.648041,-0.002349686,-0.003700761,0.9999904,0,0.975,10,MixedRealityCamera,4.085476,
1219.678,0.01889478,0.05439889,-3.598005,0.2345957,-0.1054077,-1.643585,-0.001839903,-0.004094456,0.9999899,0,0.975,10,MixedRealityCamera,4.107753,
1219.695,0.01893542,0.05434511,-3.598073,0.255646,-0.05239868,-1.615936,-0.0009146348,-0.004461849,0.9999896,0,0.975,10,MixedRealityCamera,4.129056,
1219.712,0.01899143,0.05432054,-3.598176,0.268671,-0.007141113,-1.602997,-0.0001244605,-0.004689176,0.999989,0,0.975,10,MixedRealityCamera,4.142694,
1219.728,0.01902851,0.05429677,-3.598259,0.253826,0.03823559,-1.584381,0.0006673302,-0.004430085,0.99999,0,0.975,10,MixedRealityCamera,4.128961,
1219.745,0.01906013,0.05438421,-3.598368,0.1949156,0.07097343,-1.552185,0.001238713,-0.003401913,0.9999934,0,0.975,10,MixedRealityCamera,4.070781,
1219.761,0.01901901,0.05448611,-3.598462,0.1216644,0.08863886,-1.549561,0.001547036,-0.002123443,0.9999965,0,0.975,10,MixedRealityCamera,3.997823,
1219.778,0.01900401,0.05465239,-3.598612,0.05407907,0.06859966,-1.537262,0.001197289,-0.0009438577,0.9999989,0,0.975,10,MixedRealityCamera,3.928698,
1219.795,0.01894441,0.05478616,-3.598712,-0.06253052,0.04467585,-1.515106,0.0007797401,0.001091487,0.9999991,0,0.975,10,MixedRealityCamera,3.810742,
1219.811,0.01884443,0.05501298,-3.598845,-0.1539307,-0.001450789,-1.514038,-2.532095E-05,0.002686474,0.9999964,0,0.975,10,MixedRealityCamera,3.717153,
1219.828,0.01876409,0.05518799,-3.598958,-0.2585144,-0.01843262,-1.539825,-0.0003215782,0.004511716,0.9999897,0,0.975,10,MixedRealityCamera,3.611566,
1219.845,0.01868064,0.05537778,-3.599081,-0.3681335,-0.04104614,-1.562805,-0.0007162633,0.006424921,0.9999791,0,0.975,10,MixedRealityCamera,3.500789,
1219.861,0.01865366,0.05554372,-3.599183,-0.4937134,-0.04364014,-1.553009,-0.0007617039,0.008616791,0.9999626,0,0.975,10,MixedRealityCamera,3.374464,
1219.878,0.01865698,0.05575546,-3.599346,-0.5942688,-0.03164673,-1.55191,-0.0005524107,0.01037155,0.9999461,0,0.975,10,MixedRealityCamera,3.273033,
1219.896,0.01864222,0.05606683,-3.599468,-0.8092957,0.02032135,-1.533173,0.0003546391,0.0141243,0.9999002,0,0.975,10,MixedRealityCamera,3.057999,
