imu_packets,1276
IMUtimestamp,quatI,quatJ,quatK,quatReal,quatRadianAccuracy
1594798691.2145998,B891025,0.03186,0.03729,-0.97534,0.21521,0.0195
1594798691.220609,B891030,0.03186,0.03735,-0.97528,0.21539,0.0196
1594798691.2250361,B891035,0.03186,0.03748,-0.97528,0.21552,0.0196
1594798691.2296572,B891040,0.03186,0.03754,-0.97522,0.21564,0.0196
1594798691.234637,B891045,0.03180,0.03766,-0.97522,0.21576,0.0196
1594798691.2408419,B891050,0.03180,0.03772,-0.97516,0.21582,0.0195
1594798691.246351,B891055,0.03174,0.03784,-0.97516,0.21588,0.0196
1594798691.2500129,B891060,0.03174,0.03796,-0.97516,0.21594,0.0196
1594798691.255475,B891065,0.03168,0.03802,-0.97516,0.21600,0.0196
1594798691.260614,B891070,0.03162,0.03815,-0.97510,0.21606,0.0196
1594798691.265569,B891076,0.03162,0.03833,-0.97510,0.21606,0.0196
1594798691.2706099,B891081,0.03156,0.03857,-0.97510,0.21613,0.0196
1594798691.2755158,B891086,0.03156,0.03870,-0.97510,0.21613,0.0196
1594798691.280447,B891091,0.03149,0.03876,-0.97510,0.21613,0.0196
1594798691.285662,B891096,0.03149,0.03888,-0.97510,0.21613,0.0196
1594798691.292026,B891101,0.03149,0.03894,-0.97510,0.21613,0.0196
1594798691.29583,B891106,0.03149,0.03900,-0.97510,0.21613,0.0196
1594798691.3007622,B891111,0.03143,0.03906,-0.97510,0.21613,0.0196
1594798691.306593,B891116,0.03143,0.03912,-0.97510,0.21613,0.0196
1594798691.3109682,B891121,0.03149,0.03918,-0.97510,0.21613,0.0196
1594798691.3172932,B891127,0.03149,0.03918,-0.97510,0.21613,0.0196
1594798691.322817,B891133,0.03149,0.03925,-0.97510,0.21613,0.0196
1594798691.328949,B891138,0.03156,0.03931,-0.97504,0.21613,0.0196
1594798691.3333051,B891143,0.03162,0.03931,-0.97504,0.21613,0.0196
1594798691.33889,B891149,0.03168,0.03937,-0.97504,0.21613,0.0196
1594798691.344357,B891154,0.03174,0.03937,-0.97504,0.21619,0.0196
1594798691.34934,B891160,0.03180,0.03937,-0.97504,0.21619,0.0196
1594798691.354572,B891165,0.03186,0.03943,-0.97504,0.21625,0.0196
1594798691.360775,B891170,0.03192,0.03943,-0.97504,0.21625,0.0196
1594798691.364539,B891175,0.03198,0.03943,-0.97498,0.21631,0.0196
1594798691.369578,B891180,0.03204,0.03943,-0.97498,0.21637,0.0196
1594798691.375829,B891185,0.03217,0.03943,-0.97498,0.21649,0.0196
1594798691.38,B891190,0.03223,0.03943,-0.97491,0.21655,0.0196
1594798691.385233,B891195,0.03235,0.03937,-0.97491,0.21667,0.0196
1594798691.390211,B891200,0.03247,0.03937,-0.97485,0.21680,0.0196
1594798691.395498,B891205,0.03265,0.03931,-0.97485,0.21692,0.0196
1594798691.4011898,B891210,0.03278,0.03918,-0.97479,0.21704,0.0196
1594798691.4050639,B891215,0.03290,0.03912,-0.97479,0.21722,0.0196
1594798691.411325,B891221,0.03308,0.03900,-0.97473,0.21735,0.0196
1594798691.416856,B891226,0.03339,0.03870,-0.97467,0.21771,0.0196
1594798691.420872,B891231,0.03357,0.03851,-0.97461,0.21790,0.0196
1594798691.425709,B891236,0.03375,0.03827,-0.97461,0.21808,0.0196
1594798691.4306428,B891241,0.03394,0.03809,-0.97455,0.21826,0.0196
1594798691.436349,B891246,0.03412,0.03784,-0.97455,0.21844,0.0196
1594798691.4415941,B891251,0.03430,0.03760,-0.97449,0.21863,0.0196
1594798691.445653,B891256,0.03448,0.03741,-0.97443,0.21881,0.0196
1594798691.451575,B891261,0.03467,0.03711,-0.97443,0.21899,0.0196
1594798691.455513,B891266,0.03485,0.03693,-0.97437,0.21918,0.0196
1594798691.461001,B891271,0.03503,0.03668,-0.97430,0.21936,0.0196
1594798691.4665442,B891276,0.03516,0.03644,-0.97430,0.21954,0.0196
1594798691.471603,B891281,0.03534,0.03613,-0.97424,0.21973,0.0196
1594798691.47684,B891286,0.03552,0.03589,-0.97424,0.21991,0.0196
1594798691.4842649,B891291,0.03564,0.03564,-0.97418,0.22003,0.0196
1594798691.4861262,B891297,0.03577,0.03540,-0.97418,0.22021,0.0196
1594798691.492907,B891301,0.03595,0.03516,-0.97412,0.22034,0.0196
1594798691.4965749,B891307,0.03607,0.03491,-0.97412,0.22046,0.0196
1594798691.501698,B891312,0.03619,0.03461,-0.97406,0.22058,0.0196
1594798691.507563,B891318,0.03638,0.03436,-0.97406,0.22070,0.0196
1594798691.5135832,B891323,0.03650,0.03406,-0.97406,0.22083,0.0196
1594798691.5190668,B891328,0.03662,0.03375,-0.97400,0.22095,0.0196
1594798691.523606,B891334,0.03674,0.03351,-0.97400,0.22107,0.0196
1594798691.529322,B891339,0.03687,0.03326,-0.97400,0.22113,0.0196
1594798691.5345678,B891344,0.03699,0.03296,-0.97394,0.22125,0.0196
1594798691.5398111,B891349,0.03711,0.03278,-0.97394,0.22137,0.0196
1594798691.545356,B891355,0.03723,0.03247,-0.97394,0.22150,0.0196
1594798691.549391,B891360,0.03735,0.03229,-0.97388,0.22156,0.0196
1594798691.554616,B891365,0.03748,0.03210,-0.97388,0.22168,0.0196
1594798691.559436,B891370,0.03754,0.03192,-0.97388,0.22174,0.0197
1594798691.564605,B891375,0.03760,0.03174,-0.97382,0.22186,0.0196
1594798691.569771,B891380,0.03766,0.03162,-0.97382,0.22192,0.0197
1594798691.57456,B891385,0.03772,0.03143,-0.97382,0.22205,0.0197
1594798691.579623,B891390,0.03772,0.03137,-0.97382,0.22211,0.0197
1594798691.585357,B891395,0.03772,0.03125,-0.97375,0.22223,0.0197
1594798691.5906649,B891400,0.03772,0.03119,-0.97375,0.22229,0.0197
1594798691.595816,B891405,0.03766,0.03113,-0.97369,0.22253,0.0197
1594798691.6,B891411,0.03754,0.03113,-0.97369,0.22266,0.0197
1594798691.605012,B891416,0.03748,0.03107,-0.97363,0.22272,0.0197
1594798691.610019,B891421,0.03735,0.03107,-0.97363,0.22290,0.0197
1594798691.615052,B891426,0.03729,0.03107,-0.97363,0.22302,0.0197
1594798691.620325,B891431,0.03717,0.03101,-0.97357,0.22314,0.0197
1594798691.625371,B891436,0.03705,0.03101,-0.97357,0.22333,0.0197
1594798691.630708,B891441,0.03687,0.03101,-0.97351,0.22351,0.0197
1594798691.63622,B891446,0.03668,0.03107,-0.97345,0.22369,0.0197
1594798691.641022,B891451,0.03656,0.03107,-0.97345,0.22388,0.0197
1594798691.6469219,B891456,0.03632,0.03113,-0.97339,0.22412,0.0197
1594798691.6533482,B891461,0.03607,0.03119,-0.97333,0.22437,0.0197
1594798691.6554198,B891466,0.03583,0.03131,-0.97327,0.22461,0.0197
1594798691.660438,B891471,0.03558,0.03143,-0.97321,0.22491,0.0197
1594798691.6657012,B891476,0.03528,0.03156,-0.97314,0.22522,0.0197
1594798691.670738,B891481,0.03497,0.03174,-0.97308,0.22559,0.0197
1594798691.6763678,B891487,0.03467,0.03198,-0.97302,0.22595,0.0197
1594798691.681252,B891492,0.03436,0.03223,-0.97290,0.22632,0.0197
1594798691.687278,B891497,0.03400,0.03253,-0.97284,0.22675,0.0197
