,0,1
10,1626659914.012564,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29294672012329104, 0.1383909416198731], 'diameter': 84.41817474365234, 'confidence': 1.0, 'timestamp': 651546.612313, 'ellipse': {'axes': [38.39764404296875, 84.41817474365234], 'angle': 147.7867736816406, 'center': [117.1786880493164, 344.6436233520508]}}"
11,1626659914.0182168,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.29293508454255174, 0.13840991506037004], 'diameter': 84.4039055653583, 'confidence': 1.0, 'timestamp': 651546.612313, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.7962191400106242, 3.9351590109621504, 15.099714176774803], 'normal': [-0.77468965405771, 0.4573995035862665, -0.4366252787173259], 'radius': 0.8138430342376228}, 'diameter_3d': 1.2307816740706776, 'ellipse': {'center': [117.1740338170207, 344.636033975852], 'axes': [38.31726157952525, 84.4039055653583], 'angle': 147.49706693354534}, 'location': [117.1740338170207, 344.636033975852], 'model_confidence': 1.0, 'theta': 1.0957276683162898, 'phi': -2.628357995400236}"
12,1626659914.030143,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.292616081237793, 0.13807590484619137], 'diameter': 84.14227294921875, 'confidence': 1.0, 'timestamp': 651546.628446, 'ellipse': {'axes': [38.17463684082031, 84.14227294921875], 'angle': 147.6034698486328, 'center': [117.04643249511719, 344.76963806152344]}}"
13,1626659914.030188,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2926140849398184, 0.1380817650632613], 'diameter': 84.13836800521035, 'confidence': 1.0, 'timestamp': 651546.628446, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.798798806274009, 3.929726585606232, 15.098604418288343], 'normal': [-0.7749378825596408, 0.45687676821266787, -0.4367320652774748], 'radius': 0.8118400424329963}, 'diameter_3d': 1.2273022973166967, 'ellipse': {'center': [117.04563397592734, 344.76729397469546], 'axes': [38.18808227385684, 84.13836800521035], 'angle': 147.52656056852967}, 'location': [117.04563397592734, 344.76729397469546], 'model_confidence': 1.0, 'theta': 1.0963154105131723, 'phi': -2.6283904297832468}"
14,1626659914.044151,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29225214004516603, 0.13861017227172856], 'diameter': 83.90821075439453, 'confidence': 1.0, 'timestamp': 651546.644578, 'ellipse': {'axes': [38.17401123046875, 83.90821075439453], 'angle': 147.22726440429688, 'center': [116.9008560180664, 344.5559310913086]}}"
15,1626659914.044215,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2922609898854154, 0.13858639733661593], 'diameter': 83.92419234857311, 'confidence': 1.0, 'timestamp': 651546.644578, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.7969338522838676, 3.9255205197194143, 15.090904031303854], 'normal': [-0.7747584272782684, 0.45647203933400393, -0.4374730353605346], 'radius': 0.8102001351394268}, 'diameter_3d': 1.2243499501743877, 'ellipse': {'center': [116.90439595416615, 344.56544106535364], 'axes': [38.13390424343407, 83.92419234857311], 'angle': 147.54656397164388}, 'location': [116.90439595416615, 344.56544106535364], 'model_confidence': 1.0, 'theta': 1.0967703492038097, 'phi': -2.6275658912346347}"
16,1626659914.06034,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29214006423950195, 0.13862197875976567], 'diameter': 83.53012084960938, 'confidence': 1.0, 'timestamp': 651546.660711, 'ellipse': {'axes': [38.11614227294922, 83.53012084960938], 'angle': 147.86419677734375, 'center': [116.85602569580078, 344.55120849609375]}}"
17,1626659914.060384,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2921278812105057, 0.1386380867543372], 'diameter': 83.5171406591036, 'confidence': 1.0, 'timestamp': 651546.660711, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.798999176048767, 3.9152617127098277, 15.083874830978125], 'normal': [-0.7749571631502065, 0.4554848851692457, -0.4381494204772425], 'radius': 0.8068724563562117}, 'diameter_3d': 1.2184868719674542, 'ellipse': {'center': [116.85115248420227, 344.54476529826513], 'axes': [37.99048379886988, 83.5171406591036], 'angle': 147.59395552339987}, 'location': [116.85115248420227, 344.54476529826513], 'model_confidence': 1.0, 'theta': 1.0978795227414113, 'phi': -2.627014063513214}"
18,1626659914.0781598,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.2920090675354004, 0.13858823776245122], 'diameter': 83.12931060791016, 'confidence': 1.0, 'timestamp': 651546.676843, 'ellipse': {'axes': [37.820396423339844, 83.12931060791016], 'angle': 147.436279296875, 'center': [116.80362701416016, 344.56470489501953]}}"
19,1626659914.078221,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2920137821793404, 0.13857887519360224], 'diameter': 83.13608087706454, 'confidence': 1.0, 'timestamp': 651546.676843, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.7953607252048585, 3.9173177657549325, 15.079580827762953], 'normal': [-0.7746070530545125, 0.4556827289657556, -0.4385626111292724], 'radius': 0.8037484164551816}, 'diameter_3d': 1.21306436768788, 'ellipse': {'center': [116.80551287173616, 344.5684499225591], 'axes': [37.83483094721869, 83.13608087706454], 'angle': 147.57483134741892}, 'location': [116.80551287173616, 344.5684499225591], 'model_confidence': 1.0, 'theta': 1.0976572745098254, 'phi': -2.626416411199724}"
20,1626659914.0941272,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.2913843536376953, 0.13918935775756835], 'diameter': 82.53626251220703, 'confidence': 1.0, 'timestamp': 651546.692976, 'ellipse': {'axes': [37.646636962890625, 82.53626251220703], 'angle': 147.49433898925784, 'center': [116.55374145507812, 344.32425689697266]}}"
21,1626659914.0941708,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.29138366262835846, 0.13917909212853674], 'diameter': 82.54179769666291, 'confidence': 1.0, 'timestamp': 651546.692976, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.7994730418130356, 3.918920329446417, 15.088520194522019], 'normal': [-0.7750027609046332, 0.4558369357288677, -0.43770242016181726], 'radius': 0.7988434307642964}, 'diameter_3d': 1.2047822883623884, 'ellipse': {'center': [116.55346505134338, 344.3283631485853], 'axes': [37.5196447122966, 82.54179769666291], 'angle': 147.59838631482214}, 'location': [116.55346505134338, 344.3283631485853], 'model_confidence': 1.0, 'theta': 1.0974840284922422, 'phi': -2.6274764526893453}"
22,1626659914.1081479,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.2914856338500977, 0.13863529205322267], 'diameter': 82.48189544677734, 'confidence': 1.0, 'timestamp': 651546.709109, 'ellipse': {'axes': [37.40449142456055, 82.48189544677734], 'angle': 147.56124877929688, 'center': [116.59425354003906, 344.54588317871094]}}"
23,1626659914.108216,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2914885750719183, 0.13863587258737087], 'diameter': 82.4825372967283, 'confidence': 1.0, 'timestamp': 651546.709109, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.7983713761531153, 3.9207322865358267, 15.08845709134325], 'normal': [-0.7748967530770812, 0.4560112913810894, -0.43770849226802555], 'radius': 0.7983822661723143}, 'diameter_3d': 1.2039963329406558, 'ellipse': {'center': [116.59543002876731, 344.54565096505166], 'axes': [37.48210707264855, 82.4825372967283], 'angle': 147.58015689376}, 'location': [116.59543002876731, 344.54565096505166], 'model_confidence': 1.0, 'theta': 1.097288127370245, 'phi': -2.6274119360368915}"
24,1626659914.128934,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29128576278686524, 0.13853012084960936], 'diameter': 82.198974609375, 'confidence': 1.0, 'timestamp': 651546.725241, 'ellipse': {'axes': [37.55989074707031, 82.198974609375], 'angle': 147.56280517578128, 'center': [116.5143051147461, 344.58795166015625]}}"
25,1626659914.1289852,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2912808992367371, 0.13852364571331], 'diameter': 82.20102843293533, 'confidence': 1.0, 'timestamp': 651546.725241, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.7976358857213661, 3.9176048911254697, 15.083900266043504], 'normal': [-0.7748259804772883, 0.4557103576174174, -0.4381469729869352], 'radius': 0.7961666829927028}, 'diameter_3d': 1.2001108687072193, 'ellipse': {'center': [116.51235969469484, 344.590541714676], 'axes': [37.37050819675937, 82.20102843293533], 'angle': 147.5908122325146}, 'location': [116.51235969469484, 344.590541714676], 'model_confidence': 1.0, 'theta': 1.0976262357958129, 'phi': -2.6269439237447236}"
26,1626659914.1404119,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29124677658081055, 0.138575611114502], 'diameter': 81.54188537597656, 'confidence': 1.0, 'timestamp': 651546.741374, 'ellipse': {'axes': [37.386043548583984, 81.54188537597656], 'angle': 147.38111877441406, 'center': [116.49871063232422, 344.5697555541992]}}"
27,1626659914.140469,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.29124457494171757, 0.13855748105641785], 'diameter': 81.55142724281738, 'confidence': 1.0, 'timestamp': 651546.741374, 'sphere': {'center': [6.2545919055448405, -0.8182760664470288, 19.637257176418785], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [380.4421421160962, 176.34237824020556], 'axes': [730.3214744201487, 730.3214744201487], 'angle': 0.0}, 'circle_3d': {'center': [-1.7903665155258395, 3.9194482769752095, 15.072981543967531], 'normal': [-0.7741264850040839, 0.455887737503512, -0.4391976275085635], 'radius': 0.7907556092724892}, 'diameter_3d': 1.190664431385474, 'ellipse': {'center': [116.49782997668703, 344.5770075774329], 'axes': [37.1318888963217, 81.55142724281738], 'angle': 147.5601385998935}, 'location': [116.49782997668703, 344.5770075774329], 'model_confidence': 1.0, 'theta': 1.0974269510721635, 'phi': -2.6255295210245895}"
28,1626659914.158144,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29107620239257814, 0.1391806411743164], 'diameter': 82.15859985351562, 'confidence': 1.0, 'timestamp': 651546.757506, 'ellipse': {'axes': [37.456077575683594, 82.15859985351562], 'angle': 146.97047424316406, 'center': [116.43048095703125, 344.32774353027344]}}"
29,1626659914.158197,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2910960337332324, 0.13914114064867078], 'diameter': 82.18713202439513, 'confidence': 1.0, 'timestamp': 651546.757506, 'sphere': {'center': [6.268148897332415, -0.8243594713351029, 19.552273352695476], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [381.66721800237906, 176.05929531935607], 'axes': [733.7412812337558, 733.7412812337558], 'angle': 0.0}, 'circle_3d': {'center': [-1.7713325981067314, 3.9100486332138855, 14.974925082782818], 'normal': [-0.7735994675894677, 0.4555686322691507, -0.44045554263479014], 'radius': 0.7908346970132714}, 'diameter_3d': 1.1880999464487574, 'ellipse': {'center': [116.43841349329296, 344.3435437405317], 'axes': [37.508763219272794, 82.18713202439513], 'angle': 147.56694839097034}, 'location': [116.43841349329296, 344.3435437405317], 'model_confidence': 1.0, 'theta': 1.0977854483516998, 'phi': -2.6240083387016715}"
30,1626659914.172214,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29087385177612307, 0.13893772125244142], 'diameter': 81.47685241699219, 'confidence': 1.0, 'timestamp': 651546.773639, 'ellipse': {'axes': [37.12247085571289, 81.47685241699219], 'angle': 147.2279510498047, 'center': [116.34954071044922, 344.42491149902344]}}"
31,1626659914.172277,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2908835627995515, 0.13892084016588546], 'diameter': 81.48960594495384, 'confidence': 1.0, 'timestamp': 651546.773639, 'sphere': {'center': [6.268148897332415, -0.8243594713351029, 19.552273352695476], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [381.66721800237906, 176.05929531935607], 'axes': [733.7412812337558, 733.7412812337558], 'angle': 0.0}, 'circle_3d': {'center': [-1.7641824429035005, 3.922122891321168, 14.974876885088936], 'normal': [-0.7729114435842456, 0.4567304782972348, -0.4404601804600465], 'radius': 0.7851049315991065}, 'diameter_3d': 1.1783164268385955, 'ellipse': {'center': [116.3534251198206, 344.43166393364584], 'axes': [37.176897704646805, 81.48960594495384], 'angle': 147.49819650075358}, 'location': [116.3534251198206, 344.43166393364584], 'model_confidence': 1.0, 'theta': 1.096479861108893, 'phi': -2.623621141665973}"
32,1626659914.188194,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29110633850097656, 0.13880847930908202], 'diameter': 81.35630798339844, 'confidence': 1.0, 'timestamp': 651546.789772, 'ellipse': {'axes': [37.40936279296875, 81.35630798339844], 'angle': 147.05876159667974, 'center': [116.44253540039062, 344.4766082763672]}}"
33,1626659914.188266,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.29111116499745693, 0.13877926601788781], 'diameter': 81.37433414210354, 'confidence': 1.0, 'timestamp': 651546.789772, 'sphere': {'center': [6.268148897332415, -0.8243594713351029, 19.552273352695476], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [381.66721800237906, 176.05929531935607], 'axes': [733.7412812337558, 733.7412812337558], 'angle': 0.0}, 'circle_3d': {'center': [-1.7506939913770072, 3.929361109143084, 14.95876713533466], 'normal': [-0.7716135167309501, 0.4574269761318908, -0.4420103418529144], 'radius': 0.784185489688193}, 'diameter_3d': 1.1765349010673452, 'ellipse': {'center': [116.44446599898276, 344.48829359284485], 'axes': [37.201535937214544, 81.37433414210354], 'angle': 147.42090822006833}, 'location': [116.44446599898276, 344.48829359284485], 'model_confidence': 1.0, 'theta': 1.095696774400959, 'phi': -2.6213839132931636}"
34,1626659914.203924,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.2914447784423828, 0.13877166748046876], 'diameter': 81.30203247070312, 'confidence': 1.0, 'timestamp': 651546.805904, 'ellipse': {'axes': [37.24043655395508, 81.30203247070312], 'angle': 147.2103271484375, 'center': [116.57791137695312, 344.4913330078125]}}"
35,1626659914.203975,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2914506525412164, 0.13875884695511953], 'diameter': 81.31122461769229, 'confidence': 1.0, 'timestamp': 651546.805904, 'sphere': {'center': [6.268148897332415, -0.8243594713351029, 19.552273352695476], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [381.66721800237906, 176.05929531935607], 'axes': [733.7412812337558, 733.7412812337558], 'angle': 0.0}, 'circle_3d': {'center': [-1.744765011029406, 3.9274580897082867, 14.946468258714473], 'normal': [-0.7710430003309988, 0.4572438580013986, -0.44319380180748025], 'radius': 0.7835876305480176}, 'diameter_3d': 1.1753255623414647, 'ellipse': {'center': [116.58026101648656, 344.4964612179522], 'axes': [37.244058747363674, 81.31122461769229], 'angle': 147.40291135317932}, 'location': [116.58026101648656, 344.4964612179522], 'model_confidence': 1.0, 'theta': 1.0959026883882717, 'phi': -2.6199103637423473}"
36,1626659914.2211,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.2911912727355957, 0.1389815902709961], 'diameter': 80.69451141357422, 'confidence': 1.0, 'timestamp': 651546.822037, 'ellipse': {'axes': [37.28590393066406, 80.69451141357422], 'angle': 147.06846618652347, 'center': [116.47650909423828, 344.40736389160156]}}"
37,1626659914.226273,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2911913161858331, 0.1389573728077087], 'diameter': 80.70819555056094, 'confidence': 1.0, 'timestamp': 651546.822037, 'sphere': {'center': [6.268148897332415, -0.8243594713351029, 19.552273352695476], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [381.66721800237906, 176.05929531935607], 'axes': [733.7412812337558, 733.7412812337558], 'angle': 0.0}, 'circle_3d': {'center': [-1.7337970606134476, 3.936669786422999, 14.936922738399176], 'normal': [-0.7699876088101468, 0.458130253931054, -0.4441123199280788], 'radius': 0.7786893981248002}, 'diameter_3d': 1.166827826470723, 'ellipse': {'center': [116.47652647433324, 344.4170508769165], 'axes': [37.00897414780953, 80.70819555056094], 'angle': 147.33746274951008}, 'location': [116.47652647433324, 344.4170508769165], 'model_confidence': 1.0, 'theta': 1.09490574464636, 'phi': -2.6184227897120365}"
38,1626659914.2361221,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29180274963378905, 0.13853530883789067], 'diameter': 80.7133560180664, 'confidence': 1.0, 'timestamp': 651546.838169, 'ellipse': {'axes': [36.79477310180664, 80.7133560180664], 'angle': 146.8297576904297, 'center': [116.72109985351562, 344.58587646484375]}}"
39,1626659914.2361631,"{'id': 0, 'topic': 'pupil.0.3d', 'method': 'pye3d 0.0.6 real-time', 'norm_pos': [0.2918227952634911, 0.13851520236775916], 'diameter': 80.73143785214384, 'confidence': 1.0, 'timestamp': 651546.838169, 'sphere': {'center': [6.268148897332415, -0.8243594713351029, 19.552273352695476], 'radius': 10.392304845413264}, 'projected_sphere': {'center': [381.66721800237906, 176.05929531935607], 'axes': [733.7412812337558, 733.7412812337558], 'angle': 0.0}, 'circle_3d': {'center': [-1.7207569669836866, 3.9489993564314867, 14.927078373834739], 'normal': [-0.7687328252155802, 0.45931666735828613, -0.44505959434995873], 'radius': 0.7787149105754019}, 'diameter_3d': 1.166781100724368, 'ellipse': {'center': [116.72911810539644, 344.59391905289635], 'axes': [37.06876485012135, 80.73143785214384], 'angle': 147.23349687114114}, 'location': [116.72911810539644, 344.59391905289635], 'model_confidence': 1.0, 'theta': 1.0935705640095617, 'phi': -2.6167932301698964}"
40,1626659914.253613,"{'id': 0, 'topic': 'pupil.0.2d', 'method': '2d c++', 'norm_pos': [0.29396614074707034, 0.13849807739257813], 'diameter': 80.88597869873047, 'confidence': 1.0, 'timestamp': 651546.854302, 'ellipse': {'axes': [37.024261474609375, 80.88597869873047], 'angle': 146.6415557861328, 'center': [117.58645629882812, 344.60076904296875]}}"
