timestamp,x,y,message
1602577146.517462,0.4605508406360661,0.2053371120306806,"$O460550,205337
"
1602577146.533664,0.45881251259607136,0.20585650593282678,"$O458812,205856
"
1602577146.54942,0.4584982436168327,0.20363278653935024,"$O458498,203632
"
1602577146.5495691,0.45694937117728573,0.204680034867886,"$O456949,204680
"
1602577146.549634,0.4565181383390212,0.2050985236388393,"$O456518,205098
"
1602577146.54969,0.4548649421913741,0.2049739770307707,"$O454864,204973
"
1602577146.549751,0.4533408409746761,0.2059342395133531,"$O453340,205934
"
1602577146.549804,0.452285842650811,0.2054411849722103,"$O452285,205441
"
1602577146.5498612,0.4511755814496031,0.20635208969858077,"$O451175,206352
"
1602577146.5499148,0.4497802356933086,0.2086698561463446,"$O449780,208669
"
1602577146.549972,0.44963534802079597,0.20817856381703592,"$X449635,208178
"
1602577146.55003,0.4493891891720903,0.20792890997051994,"$X449389,207928
"
1602577146.5500858,0.4486794882494195,0.20830260372034626,"$O448679,208302
"
1602577146.550163,0.44771717283398305,0.20831083475694523,"$O447717,208310
"
1602577146.573193,0.44890173918621007,0.20859131708420287,"$O448901,208591
"
1602577146.595131,0.44891492397861005,0.20978353407328776,"$O448914,209783
"
1602577146.612768,0.4488088572204186,0.2101797686540311,"$O448808,210179
"
1602577146.635157,0.44888177905781423,0.2113346090451158,"$O448881,211334
"
1602577146.6582432,0.4495664476139055,0.21148412387329285,"$O449566,211484
"
1602577146.669186,0.44917972218748786,0.21143276395095034,"$O449179,211432
"
1602577146.680175,0.44900179821842007,0.21278526893920646,"$O449001,212785
"
1602577146.6858292,0.4504843977622358,0.21259272155203546,"$O450484,212592
"
1602577146.691217,0.4495466037541056,0.21183237784685338,"$O449546,211832
"
1602577146.702156,0.4506807001073009,0.21372253788014084,"$O450680,213722
"
1602577146.714536,0.45061706491566483,0.21372412822299702,"$O450617,213724
"
1602577146.735921,0.4493219835539759,0.2137436070124018,"$O449321,213743
"
1602577146.7477062,0.4505653597804352,0.21571459145774852,"$O450565,215714
"
1602577146.764142,0.45142436532699043,0.21511143524258824,"$O451424,215111
"
1602577146.787392,0.45270930792734027,0.21610432846811134,"$O452709,216104
"
1602577146.792896,0.4527861366977831,0.21724131253546064,"$O452786,217241
"
1602577146.804136,0.4538914584266943,0.2169990128897451,"$O453891,216999
"
1602577146.826133,0.4542022374096141,0.21706563426273806,"$O454202,217065
"
1602577146.838138,0.45687675504114955,0.21823543970579917,"$O456876,218235
"
