timestamp,x,y,message
1602575626.9284868,0.47574910678488047,0.5316387344326372,"$X475749,531638
"
1602575626.928616,0.47575181973200875,0.5179961359569061,"$X475751,517996
"
1602575626.928688,0.4757116829742257,0.5221635684007353,"$X475711,522163
"
1602575626.9287481,0.47567838881711716,0.5215910945855018,"$X475678,521591
"
1602575626.9288042,0.47564153148203275,0.5246581992197452,"$X475641,524658
"
1602575626.928867,0.49822780489673535,0.5073526970099737,"$X498227,507352
"
1602575626.928919,0.49396551228658536,0.5117053710419579,"$X493965,511705
"
1602575626.928969,0.49428228596885904,0.5144145003306234,"$X494282,514414
"
1602575626.929019,0.49438969771968155,0.5171495876199844,"$X494389,517149
"
1602575626.9290712,0.4944985046090635,0.5165377129698345,"$X494498,516537
"
1602575626.92912,0.4946068014204936,0.5195698507637407,"$X494606,519569
"
1602575626.929174,0.49471605051154677,0.5223401351426277,"$X494716,522340
"
1602575626.929224,0.4973419711035426,0.525133556238399,"$X497341,525133
"
1602575626.929277,0.49726089447738453,0.5245894283709756,"$X497260,524589
"
1602575626.929332,0.5099211055433834,0.5578337124932135,"$X509921,557833
"
1602575626.929385,0.496566854195663,0.5349494896134834,"$X496566,534949
"
1602575626.9294379,0.48013710331592574,0.519655721119721,"$X480137,519655
"
1602575626.929492,0.48185803790113935,0.47091801817909507,"$X481858,470918
"
1602575626.929547,0.47240782596781133,0.4516885100440634,"$X472407,451688
"
1602575626.929599,0.48089120425115006,0.41837519533364775,"$X480891,418375
"
1602575626.9296498,0.4786699962859296,0.37633503922066913,"$O478669,376335
"
1602575626.9296992,0.4765635921677721,0.3776136395016123,"$X476563,377613
"
1602575626.92975,0.4771894136902091,0.36560132612288077,"$X477189,365601
"
1602575626.9298,0.4688018597225046,0.34599834169918464,"$O468801,345998
"
1602575626.9298491,0.46572676116809353,0.3444109907605122,"$O465726,344410
"
1602575626.929898,0.4635189973233988,0.3426581546642187,"$O463518,342658
"
1602575626.929953,0.4607995358344306,0.3394189211000851,"$O460799,339418
"
1602575626.930003,0.4582933238518517,0.3378807565897174,"$O458293,337880
"
1602575626.9300559,0.4554480911169338,0.3374928676597325,"$O455448,337492
"
1602575626.930104,0.4553239563635837,0.33691781735288395,"$O455323,336917
"
1602575626.930151,0.4543758613306716,0.3363848301040593,"$O454375,336384
"
1602575626.9301991,0.4550996124803328,0.33612321720653937,"$O455099,336123
"
1602575626.9302459,0.453905358718535,0.3349491051105896,"$O453905,334949
"
1602575626.930295,0.4539669888815732,0.33581223117251713,"$O453966,335812
"
1602575626.930342,0.4554198302110267,0.33564051401924433,"$O455419,335640
"
1602575626.930389,0.457960934695095,0.33527956217074595,"$O457960,335279
"
1602575626.9304361,0.45399137269882955,0.33317282344657384,"$X453991,333172
"
1602575626.930482,0.4567958426115645,0.33728645875498586,"$O456795,337286
"
1602575626.930528,0.4465905302326781,0.33965451900102284,"$X446590,339654
"
1602575626.9305751,0.45771751228611,0.3379944240633618,"$O457717,337994
"
1602575626.930621,0.4586869418073042,0.33875467431761297,"$O458686,338754
"
1602575626.930668,0.4566822892556216,0.3384159376192386,"$O456682,338415
"
1602575626.9307141,0.45908160356599037,0.3401756792991367,"$O459081,340175
"
1602575626.9307609,0.45988106081611474,0.34267101739076655,"$O459881,342671
"
1602575626.930812,0.4596585236467485,0.34041147596102705,"$X459658,340411
"
1602575626.930857,0.4734660372022804,0.3539127983807141,"$O473466,353912
"
1602575626.93096,0.4756707695772461,0.3593201940701841,"$O475670,359320
"
1602575626.931051,0.4763959466442844,0.3633943948115733,"$O476395,363394
"
1602575626.9311209,0.47684898538248766,0.36434895213957963,"$O476848,364348
"
1602575626.931226,0.477243838682545,0.3664428913142612,"$O477243,366442
"
1602575626.931312,0.4777690758448892,0.36793537519287567,"$O477769,367935
"
1602575626.931388,0.47874946674347363,0.36825237244497844,"$O478749,368252
"
1602575626.9314518,0.4793197014487999,0.3688701677859174,"$O479319,368870
"
1602575626.931509,0.4789528533645018,0.3692937870110955,"$O478952,369293
"
1602575626.931563,0.47886868860599296,0.3655223651470674,"$O478868,365522
"
1602575626.931618,0.4798282789751651,0.36757060336121405,"$O479828,367570
"
1602575626.9316711,0.47893210975511014,0.36672276783957236,"$O478932,366722
"
1602575626.931722,0.4800444571479302,0.36731988706271035,"$O480044,367319
"
1602575626.931772,0.4802576817061702,0.3666694868598367,"$O480257,366669
"
1602575626.931823,0.48028080070462204,0.36517763757686794,"$X480280,365177
"
1602575626.931872,0.4812172942479556,0.3674096779986612,"$O481217,367409
"
