eye_packets,767
norm_X,norm_Y,phi,theta,confidence,timestamp
1581554901.5341802,"{'circle_3d': {'center': [-1.709984436226719e-05, 2.599567321404095e-06, 0.00011657192387204418], 'normal': [-0.25639351528822996, 0.5264079338665342, -0.8106522389289446], 'radius': 4.521026403226336e-06}, 'confidence': 0.9999999999999069, 'timestamp': 400315.349273, 'diameter_3d': 9.042052806452673e-06, 'ellipse': {'center': [69.1996900919153, 133.43504375105883], 'axes': [36.41334308221882, 48.390778273959704], 'angle': -56.84731977770306}, 'location': [69.1996900919153, 133.43504375105883], 'diameter': 48.390778273959704, 'sphere': {'center': [3.076705083614397, -6.316892606831089, 9.727943439071208], 'radius': 12.0}, 'projected_sphere': {'center': [356.0904854955709, -282.6003482406357], 'axes': [1529.614156702035, 1529.614156702035], 'angle': 90.0}, 'model_confidence': 0.9682326521815776, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.12516653318214, 'phi': -1.877121657463885, 'norm_pos': [0.21624903153723532, 0.44402065103725485], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.540072,"{'circle_3d': {'center': [-8.231038876694011, 1.2786943698491005, 55.36748167290333], 'normal': [-0.26667342243225645, 0.5343378801304788, -0.802102434621622], 'radius': 2.0274621373569155}, 'confidence': 0.9848571050136319, 'timestamp': 400318.35647, 'diameter_3d': 4.054924274713831, 'ellipse': {'center': [67.96339311281463, 133.96906834218206], 'axes': [33.87225481102553, 45.691597216263446], 'angle': -56.49721758663944}, 'location': [67.96339311281463, 133.96906834218206], 'diameter': 45.691597216263446, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.938182965137746, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1345205572020816, 'phi': -1.8917679130219516, 'norm_pos': [0.2123856034775457, 0.4417955485742414], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.550623,"{'circle_3d': {'center': [-8.239441096342436, 1.2686186679710199, 55.36357273038752], 'normal': [-0.26737360740295846, 0.5334982383073054, -0.8024281798312733], 'radius': 2.0192630740077036}, 'confidence': 0.9905381998851088, 'timestamp': 400318.36487, 'diameter_3d': 4.038526148015407, 'ellipse': {'center': [67.86228126558689, 133.86036863434302], 'axes': [33.7505636844743, 45.51014654870824], 'angle': -56.39236427209771}, 'location': [67.86228126558689, 133.86036863434302], 'diameter': 45.51014654870824, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9380662584816402, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.133527528310899, 'phi': -1.8924319664606968, 'norm_pos': [0.212069628954959, 0.44224846402357076], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.5576162,"{'circle_3d': {'center': [-8.24840274308037, 1.2944321231841949, 55.3837809769182], 'normal': [-0.2681204112977863, 0.53564935957507, -0.8007441592870493], 'radius': 1.9895190644598664}, 'confidence': 0.99978050779692, 'timestamp': 400318.37327, 'diameter_3d': 3.9790381289197327, 'ellipse': {'center': [67.7913983559733, 134.15406000711818], 'axes': [33.14719916799172, 44.82301790379918], 'angle': -56.46654555686272}, 'location': [67.7913983559733, 134.15406000711818], 'diameter': 44.82301790379918, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9382782937690237, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1360728685808086, 'phi': -1.8939014109276087, 'norm_pos': [0.21184811986241656, 0.4410247499703409], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.568746,"{'circle_3d': {'center': [-8.286834487546791, 1.2673590522620986, 55.37865554193729], 'normal': [-0.2713230566699882, 0.5333932703315619, -0.801171278868792], 'radius': 1.9820205193896105}, 'confidence': 0.9999891680563786, 'timestamp': 400318.38167, 'diameter_3d': 3.964041038779221, 'ellipse': {'center': [67.35364524036046, 133.85587589760078], 'axes': [33.02772390120308, 44.65888269663991], 'angle': -56.08476725031794}, 'location': [67.35364524036046, 133.85587589760078], 'diameter': 44.65888269663991, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9386012325499293, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1334034283795984, 'phi': -1.8973313947888293, 'norm_pos': [0.21048014137612645, 0.44226718375999674], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.5736718,"{'circle_3d': {'center': [-8.289941993389245, 1.2192264777032245, 55.347833248720185], 'normal': [-0.27158201549019256, 0.5293822224516558, -0.8037398033035507], 'radius': 1.9824223664699379}, 'confidence': 0.9995436644507709, 'timestamp': 400318.39007, 'diameter_3d': 3.9648447329398757, 'ellipse': {'center': [67.26853860518793, 133.3252559785156], 'axes': [33.18642561333806, 44.693230150665215], 'angle': -55.81789845464414}, 'location': [67.26853860518793, 133.3252559785156], 'diameter': 44.693230150665215, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9386800928969818, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.128668544565925, 'phi': -1.8966493769319979, 'norm_pos': [0.21021418314121226, 0.4444781000895184], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.581461,"{'circle_3d': {'center': [-8.290607713624556, 1.2124275118041465, 55.343583419446674], 'normal': [-0.2716374921764686, 0.5288156419600659, -0.8040939557430103], 'radius': 1.9972952126845172}, 'confidence': 0.999818185385504, 'timestamp': 400318.39847, 'diameter_3d': 3.9945904253690343, 'ellipse': {'center': [67.2561276328251, 133.2452496982046], 'axes': [33.45662874572007, 45.032212107637], 'angle': -55.77845274833}, 'location': [67.2561276328251, 133.2452496982046], 'diameter': 45.032212107637, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9389053902765121, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.128000848212723, 'phi': -1.8965777259173164, 'norm_pos': [0.21017539885257844, 0.44481145959081425], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.6053429,"{'circle_3d': {'center': [-8.284911129219092, 1.2217606148937152, 55.34780408147728], 'normal': [-0.2711627768093464, 0.5295934005508633, -0.8037422339071262], 'radius': 1.9926175167277287}, 'confidence': 0.99985260126079, 'timestamp': 400318.41527, 'diameter_3d': 3.9852350334554574, 'ellipse': {'center': [67.32595764893958, 133.35009637168224], 'axes': [33.36003844643084, 44.92312087550712], 'angle': -55.862844224672614}, 'location': [67.32595764893958, 133.35009637168224], 'diameter': 44.92312087550712, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9391467365571615, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.128917482126616, 'phi': -1.8961802288884737, 'norm_pos': [0.21039361765293618, 0.444374598451324], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.607254,"{'circle_3d': {'center': [-8.27495486547614, 1.2213077911731185, 55.34415255485395], 'normal': [-0.2703330881641004, 0.5295556652408137, -0.8040465277924034], 'radius': 2.007430671806618}, 'confidence': 0.9996588914685192, 'timestamp': 400318.42367, 'diameter_3d': 4.014861343613236, 'ellipse': {'center': [67.4330001829683, 133.34074870063336], 'axes': [33.631969781323576, 45.26009104292595], 'angle': -55.923703216289105}, 'location': [67.4330001829683, 133.34074870063336], 'diameter': 45.26009104292595, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9392826488326844, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1288729967585382, 'phi': -1.8951387887267743, 'norm_pos': [0.21072812557177595, 0.44441354708069436], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.61329,"{'circle_3d': {'center': [-8.250863722358341, 1.2291373359158255, 55.34124306681484], 'normal': [-0.2683254929042839, 0.5302081273027058, -0.8042889851289963], 'radius': 1.9838470479967123}, 'confidence': 0.9997773357297358, 'timestamp': 400318.43207, 'diameter_3d': 3.9676940959934246, 'ellipse': {'center': [67.69383334243562, 133.43663323547253], 'axes': [33.2635937069734, 44.730076168915936], 'angle': -56.11774548245664}, 'location': [67.69383334243562, 133.43663323547253], 'diameter': 44.730076168915936, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9394796572525288, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1296423447899975, 'phi': -1.8928032945531483, 'norm_pos': [0.21154322919511132, 0.44401402818553115], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.621415,"{'circle_3d': {'center': [-8.290168902076417, 1.2409707918774195, 55.362267100425086], 'normal': [-0.2716009245474569, 0.5311942486328387, -0.802536982328142], 'radius': 2.0126462591513925}, 'confidence': 0.9991957655632816, 'timestamp': 400318.44047, 'diameter_3d': 4.025292518302785, 'ellipse': {'center': [67.29369794025135, 133.55464762850252], 'axes': [33.61967517504348, 45.3629507229144], 'angle': -55.92821868070503}, 'location': [67.29369794025135, 133.55464762850252], 'diameter': 45.3629507229144, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9393692668614229, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.130805828934018, 'phi': -1.8971249833384625, 'norm_pos': [0.21029280606328546, 0.4435223015479062], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.6340108,"{'circle_3d': {'center': [-8.278727075871904, 1.2497105639382147, 55.3641906226227], 'normal': [-0.2706474390304142, 0.5319225629712383, -0.8023766888116748], 'radius': 1.9830154100389425}, 'confidence': 0.9984500609912765, 'timestamp': 400318.44887, 'diameter_3d': 3.966030820077885, 'ellipse': {'center': [67.42048511290363, 133.66174060832654], 'axes': [33.120643505433996, 44.693009344310376], 'angle': -56.0458691497855}, 'location': [67.42048511290363, 133.66174060832654], 'diameter': 44.693009344310376, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.939547067279678, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1316656822738085, 'phi': -1.8961190926885687, 'norm_pos': [0.21068901597782386, 0.44307608079863947], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.644464,"{'circle_3d': {'center': [-8.290451637832097, 1.2425498721241839, 55.3634081707261], 'normal': [-0.27162448586043025, 0.5313258386534024, -0.8024418931363911], 'radius': 1.9780133907984703}, 'confidence': 0.9998052277430242, 'timestamp': 400318.45727, 'diameter_3d': 3.9560267815969405, 'ellipse': {'center': [67.28780764386639, 133.58373159101924], 'axes': [33.03481511455395, 44.581067293170626], 'angle': -55.934782077721216}, 'location': [67.28780764386639, 133.58373159101924], 'diameter': 44.581067293170626, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9397546420748748, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1309611507619497, 'phi': -1.8971873091375087, 'norm_pos': [0.21027439888708246, 0.44340111837075313], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.6498291,"{'circle_3d': {'center': [-8.279707972656926, 1.2213330653689942, 55.34576857627301], 'normal': [-0.27072918042916594, 0.5295577714238032, -0.8039118593408154], 'radius': 2.0043464397965653}, 'confidence': 0.9995086480255667, 'timestamp': 400318.46567, 'diameter_3d': 4.008692879593131, 'ellipse': {'center': [67.38222064911068, 133.34176042725514], 'axes': [33.56959204946961, 45.189266018213594], 'angle': -55.893622804864556}, 'location': [67.38222064911068, 133.34176042725514], 'diameter': 45.189266018213594, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9398063166137782, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.128875479661077, 'phi': -1.8956319751019624, 'norm_pos': [0.21056943952847088, 0.4444093315531036], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.657275,"{'circle_3d': {'center': [-8.29384050588575, 1.2301332719592297, 55.35634500519011], 'normal': [-0.271906891531568, 0.5302911219729896, -0.8030304902643909], 'radius': 1.9904805274216135}, 'confidence': 0.9997730326070541, 'timestamp': 400318.47407, 'diameter_3d': 3.980961054843227, 'ellipse': {'center': [67.24008901977797, 133.44249863846548], 'axes': [33.27678950873216, 44.86805391698619], 'angle': -55.84934629644374}, 'location': [67.24008901977797, 133.44249863846548], 'diameter': 44.86805391698619, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9399938246982931, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1297402341514595, 'phi': -1.8972802259543955, 'norm_pos': [0.21012527818680615, 0.44398958900639385], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.665223,"{'circle_3d': {'center': [-8.29644684222636, 1.2287039802981843, 55.35628412138674], 'normal': [-0.2721240862266187, 0.5301720143345691, -0.8030355639146709], 'radius': 1.996592917076271}, 'confidence': 0.9528620519194582, 'timestamp': 400318.48247, 'diameter_3d': 3.993185834152542, 'ellipse': {'center': [67.21174005499245, 133.42450947024827], 'axes': [33.37800348108814, 45.00599659923497], 'angle': -55.82542035784771}, 'location': [67.21174005499245, 133.42450947024827], 'diameter': 45.00599659923497, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9400671527322713, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.129599752656067, 'phi': -1.8975209344830126, 'norm_pos': [0.2100366876718514, 0.44406454387396554], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.673604,"{'circle_3d': {'center': [-8.285978373017933, 1.2284899323954717, 55.352601754310676], 'normal': [-0.2712517137925833, 0.5301541770093431, -0.8033424278376765], 'radius': 1.9890385779807482}, 'confidence': 0.9996925759551472, 'timestamp': 400318.49087, 'diameter_3d': 3.9780771559614965, 'ellipse': {'center': [67.32144011040984, 133.42540276335356], 'axes': [33.27550480019156, 44.83847257886009], 'angle': -55.89076983259268}, 'location': [67.32144011040984, 133.42540276335356], 'diameter': 44.83847257886009, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9402108656112129, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1295787154865775, 'phi': -1.8964303491949244, 'norm_pos': [0.21037950034503075, 0.44406082181936013], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.681252,"{'circle_3d': {'center': [-8.271909860369156, 1.212392696737978, 55.33726423532193], 'normal': [-0.2700793377385185, 0.5288127407045519, -0.8046205544200717], 'radius': 1.9972887954958574}, 'confidence': 0.9992336660527659, 'timestamp': 400318.49927, 'diameter_3d': 3.9945775909917147, 'ellipse': {'center': [67.45433875211444, 133.24609854839855], 'axes': [33.498121726493665, 45.03695367503006], 'angle': -55.89717733878242}, 'location': [67.45433875211444, 133.24609854839855], 'diameter': 45.03695367503006, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9401192660443924, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.127997429894224, 'phi': -1.8946398670622404, 'norm_pos': [0.21079480860035762, 0.444807922715006], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.689596,"{'circle_3d': {'center': [-8.29378510496467, 1.2122567262114083, 55.344545054492094], 'normal': [-0.2719022747881446, 0.5288014098273378, -0.8040138194892251], 'radius': 1.9746963612374553}, 'confidence': 0.9996323569156997, 'timestamp': 400318.50767, 'diameter_3d': 3.9493927224749106, 'ellipse': {'center': [67.21925295548462, 133.25074800125918], 'axes': [33.071305780460584, 44.52171840840926], 'angle': -55.75756176363962}, 'location': [67.21925295548462, 133.25074800125918], 'diameter': 44.52171840840926, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9402307061097348, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.12798407969302, 'phi': -1.8969035041534326, 'norm_pos': [0.21006016548588943, 0.44478854999475337], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.6970491,"{'circle_3d': {'center': [-8.289628914491118, 1.2377617833905932, 55.35996115659813], 'normal': [-0.2715559255820154, 0.5309268312589365, -0.8027291443137217], 'radius': 2.0014230616708053}, 'confidence': 0.9991983236883669, 'timestamp': 400318.51607, 'diameter_3d': 4.002846123341611, 'ellipse': {'center': [67.29443881584388, 133.52314434681608], 'axes': [33.44391595213603, 45.111766694321666], 'angle': -55.9152286763104}, 'location': [67.29443881584388, 133.52314434681608], 'diameter': 45.111766694321666, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.940122346243466, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1304902303454676, 'phi': -1.8970019919424281, 'norm_pos': [0.2102951212995121, 0.4436535652215997], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.705739,"{'circle_3d': {'center': [-8.310390943416294, 1.2219894920057808, 55.35658881022841], 'normal': [-0.2732860946591133, 0.5296124736435355, -0.8030101731778655], 'radius': 1.990717693153647}, 'confidence': 0.9993554442834692, 'timestamp': 400318.52447, 'diameter_3d': 3.981435386307294, 'ellipse': {'center': [67.05595687941793, 133.3515541707699], 'axes': [33.27084772974805, 44.87349107011874], 'angle': -55.702551039900705}, 'location': [67.05595687941793, 133.3515541707699], 'diameter': 44.87349107011874, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9400938798915126, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1289399674668705, 'phi': -1.8988279775933918, 'norm_pos': [0.20954986524818103, 0.44436852428845874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.71717,"{'circle_3d': {'center': [-8.291601269089792, 1.2358943998466723, 55.35939369415152], 'normal': [-0.2717202884652382, 0.5307712159636098, -0.8027764328509395], 'radius': 1.9821793300948205}, 'confidence': 0.999402017322739, 'timestamp': 400318.53287, 'diameter_3d': 3.964358660189641, 'ellipse': {'center': [67.2689569313231, 133.50892653601127], 'axes': [33.123859741575615, 44.6783110366325], 'angle': -55.89325472594413}, 'location': [67.2689569313231, 133.50892653601127], 'diameter': 44.6783110366325, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9400889478552776, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1303066061992153, 'phi': -1.8971678197204656, 'norm_pos': [0.2102154904103847, 0.443712806099953], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.7254279,"{'circle_3d': {'center': [-8.280070587449764, 1.2476423942876371, 55.363273098926754], 'normal': [-0.2707593983285692, 0.5317502155003568, -0.8024531491196699], 'radius': 1.9882312037903764}, 'confidence': 0.9989973134908711, 'timestamp': 400318.54127, 'diameter_3d': 3.976462407580753, 'ellipse': {'center': [67.40469011616294, 133.6371098165116], 'axes': [33.21172201372935, 44.811395055923036], 'angle': -56.02670067461483}, 'location': [67.40469011616294, 133.6371098165116], 'diameter': 44.811395055923036, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9398830160723848, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.131462165645828, 'phi': -1.896215501724985, 'norm_pos': [0.21063965661300918, 0.4431787090978683], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.73316,"{'circle_3d': {'center': [-8.2959283909424, 1.23611861902552, 55.361007676115875], 'normal': [-0.27208088195295543, 0.5307899008951804, -0.8026419343539101], 'radius': 1.9577096046692481}, 'confidence': 0.9982335562219036, 'timestamp': 400318.54967, 'diameter_3d': 3.9154192093384963, 'ellipse': {'center': [67.22012845606285, 133.51926431112017], 'axes': [32.70441350624583, 44.125279846940884], 'angle': -55.86715524496744}, 'location': [67.22012845606285, 133.51926431112017], 'diameter': 44.125279846940884, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9401028475822248, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1303286530744105, 'phi': -1.897621717319151, 'norm_pos': [0.2100629014251964, 0.44366973203699933], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.7416918,"{'circle_3d': {'center': [-8.299109070866642, 1.2445739409569674, 55.36768395234452], 'normal': [-0.2723459386133091, 0.5314945110561343, -0.8020855780015225], 'radius': 1.9577279857417673}, 'confidence': 0.9999484765351169, 'timestamp': 400318.55807, 'diameter_3d': 3.9154559714835346, 'ellipse': {'center': [67.19561902184188, 133.61219609234655], 'axes': [32.670224195930615, 44.120351648324814], 'angle': -55.89048546129548}, 'location': [67.19561902184188, 133.61219609234655], 'diameter': 44.120351648324814, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9403670955544396, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.131160264782503, 'phi': -1.8981289268942616, 'norm_pos': [0.20998630944325586, 0.4432825162818894], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.7491388,"{'circle_3d': {'center': [-8.290322739927905, 1.2518389080608037, 55.36952156810594], 'normal': [-0.2716137443684143, 0.5320999249814541, -0.8019324433547383], 'radius': 1.9866538707306813}, 'confidence': 0.9996173904957644, 'timestamp': 400318.56647, 'diameter_3d': 3.9733077414613627, 'ellipse': {'center': [67.30040504102203, 133.68316319562058], 'axes': [33.14878675222114, 44.77088334965946], 'angle': -55.983205816329374}, 'location': [67.30040504102203, 133.68316319562058], 'diameter': 44.77088334965946, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9404665702679837, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1318751474919644, 'phi': -1.8973682139524803, 'norm_pos': [0.21031376575319385, 0.44298682001824763], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581554904.75805,"{'circle_3d': {'center': [-8.298008539142478, 1.2461408306213313, 55.368348768050176], 'normal': [-0.27225422763629525, 0.5316250851948313, -0.8020301766927181], 'radius': 1.9659538333634048}, 'confidence': 0.9999554286136727, 'timestamp': 400318.57487, 'diameter_3d': 3.9319076667268096, 'ellipse': {'center': [67.21005947968874, 133.62679984544616], 'axes': [32.80490191166737, 44.305260188229084], 'angle': -55.90544187530819}, 'location': [67.21005947968874, 133.62679984544616], 'diameter': 44.305260188229084, 'sphere': {'center': [-5.030957807506934, -5.133360191716645, 64.9927108883628], 'radius': 12.0}, 'projected_sphere': {'center': [112.00702051015996, 71.0301497604681], 'axes': [228.94875127703472, 228.94875127703472], 'angle': 90.0}, 'model_confidence': 0.9407299405309377, 'model_id': 1, 'model_birth_timestamp': 400315.231673, 'theta': 2.1313144217334883, 'phi': -1.8980474268517589, 'norm_pos': [0.2100314358740273, 0.44322166731064105], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
