eye_packets,772
norm_X,norm_Y,phi,theta,confidence,timestamp
1595835015.315548,"{'circle_3d': {'center': [-11.360826525702835, 25.366141699211227, 223.56757312752438], 'normal': [0.18365580120736785, -0.8781628277574348, -0.4417019296176389], 'radius': 15.505397596552898}, 'confidence': 0.018650672417751736, 'timestamp': 308170.679452, 'diameter_3d': 31.010795193105796, 'ellipse': {'center': [128.12871980813446, 191.780323996748], 'axes': [47.52213486138042, 86.20159618872002], 'angle': -79.26938169406958}, 'location': [128.12871980813446, 191.780323996748], 'diameter': 86.20159618872002, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.4987883202257374, 'phi': -1.176751348752709, 'norm_pos': [0.4004022494004202, 0.20091531668021667], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.323657,"{'circle_3d': {'center': [-12.110347426789753, 24.316868050079844, 226.1073755596831], 'normal': [0.12119572611679132, -0.9656022985183831, -0.23005172693774514], 'radius': 16.069693213488105}, 'confidence': 0.025300560921808414, 'timestamp': 308170.687852, 'diameter_3d': 32.13938642697621, 'ellipse': {'center': [126.54534544009394, 187.69783002494955], 'axes': [30.116458473878897, 88.4147962124098], 'angle': -83.70228256203144}, 'location': [126.54534544009394, 187.69783002494955], 'diameter': 88.4147962124098, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.26304650122550993, 'phi': -1.0859240666888144, 'norm_pos': [0.39545420450029356, 0.21792570822937685], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.331834,"{'circle_3d': {'center': [-12.62368375197217, 26.869395969720582, 221.02652335419378], 'normal': [0.07841769901825661, -0.7528916385483214, -0.653456077395188], 'radius': 6.595840019573026}, 'confidence': 0.004777384247238059, 'timestamp': 308170.696252, 'diameter_3d': 13.191680039146052, 'ellipse': {'center': [124.54300502692331, 195.68141729829372], 'axes': [27.711825771120136, 37.06050097508676], 'angle': -87.31389208090033}, 'location': [124.54300502692331, 195.68141729829372], 'diameter': 37.06050097508676, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.7183515975417258, 'phi': -1.4513629206404035, 'norm_pos': [0.3891968907091353, 0.1846607612571095], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.339433,"{'circle_3d': {'center': [-14.033816847309671, 24.98486558681183, 223.9131662176511], 'normal': [-0.03909339225986855, -0.9099358371240508, -0.4129025054404114], 'radius': 15.96849824825889}, 'confidence': 0.018487005639577815, 'timestamp': 308170.704652, 'diameter_3d': 31.93699649651778, 'ellipse': {'center': [121.0278187264902, 190.66420524438172], 'axes': [45.35124503257857, 88.8453835991209], 'angle': 85.10361758265356}, 'location': [121.0278187264902, 190.66420524438172], 'diameter': 88.8453835991209, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.4276669940974624, 'phi': -1.6651944046368445, 'norm_pos': [0.3782119335202819, 0.2055658114817428], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.3485298,"{'circle_3d': {'center': [-12.518390003498139, 26.88057335743921, 221.02699575855132], 'normal': [0.08719217805775913, -0.7519601895717691, -0.653416710365394], 'radius': 6.6812146400648675}, 'confidence': 0.004818735960266718, 'timestamp': 308170.713052, 'diameter_3d': 13.362429280129735, 'ellipse': {'center': [124.83413495816262, 195.72035448665955], 'axes': [28.086796117937215, 37.536299632736544], 'angle': -86.50861740725824}, 'location': [124.83413495816262, 195.72035448665955], 'diameter': 37.536299632736544, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.7197657193574677, 'phi': -1.4381396132109652, 'norm_pos': [0.39010667174425817, 0.1844985229722519], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.357673,"{'circle_3d': {'center': [-13.816276667025225, 25.063119542980537, 223.72893560326781], 'normal': [-0.02096504390283134, -0.9034146741099917, -0.4282550566390194], 'radius': 15.799177489737001}, 'confidence': 0.02314561065275363, 'timestamp': 308170.721452, 'diameter_3d': 31.598354979474003, 'ellipse': {'center': [121.58350624680185, 190.94027418483626], 'axes': [46.329356681527045, 87.95075044698012], 'angle': 86.23411992438983}, 'location': [121.58350624680185, 190.94027418483626], 'diameter': 87.95075044698012, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.44312852807312963, 'phi': -1.6197118496630791, 'norm_pos': [0.3799484570212558, 0.204415524229849], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.363515,"{'circle_3d': {'center': [-12.646965389708967, 26.847904330866967, 221.0485864982106], 'normal': [0.07647756254019006, -0.7546826084527893, -0.6516174820604532], 'radius': 6.752251310819052}, 'confidence': 0.004575654627014036, 'timestamp': 308170.729852, 'diameter_3d': 13.504502621638103, 'ellipse': {'center': [124.47972386745334, 195.62845391720228], 'axes': [28.29783118441613, 37.9369797286573], 'angle': -87.48648869298108}, 'location': [124.47972386745334, 195.62845391720228], 'diameter': 37.9369797286573, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.7156261041492175, 'phi': -1.4539650778060247, 'norm_pos': [0.3889991370857917, 0.18488144201165713], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.371625,"{'circle_3d': {'center': [-12.515951149992128, 25.43537586409733, 223.09685771586234], 'normal': [0.08739541584992672, -0.8723933140169261, -0.48092821392280904], 'radius': 15.60739654511799}, 'confidence': 0.022689212046956626, 'timestamp': 308170.738252, 'diameter_3d': 31.21479309023598, 'ellipse': {'center': [124.95802624204467, 192.2313188387977], 'axes': [50.905603008494246, 87.01230743099117], 'angle': -86.27107589738843}, 'location': [124.95802624204467, 192.2313188387977], 'diameter': 87.01230743099117, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.5107189358253403, 'phi': -1.3910355723610792, 'norm_pos': [0.3904938320063896, 0.19903617150500952], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.3809202,"{'circle_3d': {'center': [-12.711140749222485, 24.337954634184477, 225.78646653194397], 'normal': [0.0711296159140636, -0.9638450831763302, -0.2567941459160063], 'radius': 16.094700711735634}, 'confidence': 0.03987810906826105, 'timestamp': 308170.746652, 'diameter_3d': 32.18940142347127, 'ellipse': {'center': [124.87148049549305, 187.93315449709203], 'axes': [32.3485405840391, 88.7126613088901], 'angle': -86.9050829890274}, 'location': [124.87148049549305, 187.93315449709203], 'diameter': 88.7126613088901, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.26972172711434594, 'phi': -1.3005802286354757, 'norm_pos': [0.39022337654841577, 0.21694518959544984], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.3877602,"{'circle_3d': {'center': [-12.457462352395254, 26.90382408798393, 221.00866135765582], 'normal': [0.09226948231633292, -0.7500226286930423, -0.6549445771066854], 'radius': 6.723820038638759}, 'confidence': 0.005011549488372791, 'timestamp': 308170.755052, 'diameter_3d': 13.447640077277518, 'ellipse': {'center': [124.99965419039164, 195.79578838829383], 'axes': [28.331995404478945, 37.7765833054088], 'angle': -86.04218579793991}, 'location': [124.99965419039164, 195.79578838829383], 'diameter': 37.7765833054088, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.7227000357816563, 'phi': -1.4308360733526286, 'norm_pos': [0.39062391934497387, 0.1841842150487757], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835015.403085,"{'circle_3d': {'center': [-14.08368180962023, 25.01035324146656, 223.86229647201287], 'normal': [-0.04324880578574852, -0.9078118659028233, -0.4171416509102646], 'radius': 15.917415857805462}, 'confidence': 0.02313115187219138, 'timestamp': 308170.763452, 'diameter_3d': 31.834831715610925, 'ellipse': {'center': [120.88761916246247, 190.75012871429658], 'axes': [45.552465396801715, 88.58468833093457], 'angle': 84.78297781353815}, 'location': [120.88761916246247, 190.75012871429658], 'diameter': 88.58468833093457, 'sphere': {'center': [-13.564696140191248, 35.90409563230044, 228.86799628293605], 'radius': 12.0}, 'projected_sphere': {'center': [123.2534397840332, 217.26366138368633], 'axes': [65.0156432601644, 65.0156432601644], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 308166.118304, 'theta': 0.43275966557973283, 'phi': -1.674106155507388, 'norm_pos': [0.3777738098826952, 0.20520779702376424], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
