eye_packets,751
norm_X,norm_Y,phi,theta,confidence,timestamp
1595835536.954998,"{'circle_3d': {'center': [-0.8947584785260887, 9.965389157011186, 66.51917314707336], 'normal': [0.06515809746681342, 0.7928130900095949, -0.6059718035056937], 'radius': 2.2896833878982155}, 'confidence': 0.11672573030120145, 'timestamp': 308692.301508, 'diameter_3d': 4.579366775796431, 'ellipse': {'center': [151.62501134329173, 212.60012641062167], 'axes': [20.84220629772176, 42.71025222402832], 'angle': 86.05162490400194}, 'location': [151.62501134329173, 212.60012641062167], 'diameter': 42.71025222402832, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.4862072384477543, 'phi': -1.4636812660534695, 'norm_pos': [0.47382816044778664, 0.1141661399557431], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.8929112,"{'circle_3d': {'center': [-3.6832669452533966, 7.799156665911962, 64.72571323282843], 'normal': [-0.16552024763929488, 0.6101275793821896, -0.7748208725238734], 'radius': 2.253911249664037}, 'confidence': 0.9970958477107087, 'timestamp': 308694.241895, 'diameter_3d': 4.507822499328074, 'ellipse': {'center': [124.7977783861437, 194.3878417966892], 'axes': [29.88371668371786, 43.19941639152671], 'angle': -73.69807776861862}, 'location': [124.7977783861437, 194.3878417966892], 'diameter': 43.19941639152671, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.16755677912468903, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.227017931175633, 'phi': -1.781256804221793, 'norm_pos': [0.3899930574566991, 0.1900506591804617], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.9020538,"{'circle_3d': {'center': [-3.6969998583591552, 7.7581300982542185, 64.69648740014912], 'normal': [-0.16666465706477476, 0.6067086987440443, -0.7772563585804813], 'radius': 2.280757475565517}, 'confidence': 0.9997464016994433, 'timestamp': 308694.250295, 'diameter_3d': 4.561514951131034, 'ellipse': {'center': [124.65330046891525, 194.02084755431844], 'axes': [30.388875246420287, 43.733833070202174], 'angle': -73.50861472949408}, 'location': [124.65330046891525, 194.02084755431844], 'diameter': 43.733833070202174, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.16751017269123203, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2227099469678233, 'phi': -1.7820246257036332, 'norm_pos': [0.38954156396536016, 0.19157980185700652], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.910443,"{'circle_3d': {'center': [-3.741699875486214, 7.732479660283669, 64.68619819326793], 'normal': [-0.17038965849202967, 0.6045711622464985, -0.7781137924872477], 'radius': 2.283908590059754}, 'confidence': 0.9740277098367102, 'timestamp': 308694.258695, 'diameter_3d': 4.567817180119508, 'ellipse': {'center': [124.22167860335156, 193.78645772217078], 'axes': [30.47997303394127, 43.801142832701835], 'angle': -73.13086307783054}, 'location': [124.22167860335156, 193.78645772217078], 'diameter': 43.801142832701835, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.1688101479459525, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2200237160148717, 'phi': -1.7863714281494785, 'norm_pos': [0.3881927456354736, 0.1925564261576217], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.917182,"{'circle_3d': {'center': [-3.7328055922033445, 7.718963384535432, 64.67377108868749], 'normal': [-0.16964846821845722, 0.6034448059341455, -0.7791493845356182], 'radius': 2.24403383643601}, 'confidence': 0.9689232421062932, 'timestamp': 308694.267095, 'diameter_3d': 4.48806767287202, 'ellipse': {'center': [124.29695255708138, 193.68232668464748], 'axes': [30.01097266636041, 43.044290003902326], 'angle': -73.16352113379051}, 'location': [124.29695255708138, 193.68232668464748], 'diameter': 43.044290003902326, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17044934481158514, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2186104320937914, 'phi': -1.7851856347862598, 'norm_pos': [0.3884279767408793, 0.19299030548063556], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.927094,"{'circle_3d': {'center': [-3.7664222223141786, 7.688673132195393, 64.6577542874287], 'normal': [-0.1724498540610267, 0.6009206182391422, -0.7804841179738494], 'radius': 2.2475984929995314}, 'confidence': 0.9205167321809176, 'timestamp': 308694.275495, 'diameter_3d': 4.495196985999063, 'ellipse': {'center': [123.96778255005492, 193.40960181526998], 'axes': [30.137076797843942, 43.123266954128425], 'angle': -72.85248783779214}, 'location': [123.96778255005492, 193.40960181526998], 'diameter': 43.123266954128425, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.1709464758351431, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2154487056749286, 'phi': -1.7882549002634165, 'norm_pos': [0.3873993204689216, 0.19412665910304172], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.934342,"{'circle_3d': {'center': [-3.7883135111463098, 7.656127537696719, 64.63763702390122], 'normal': [-0.174274128130371, 0.5982084853642528, -0.7821605566011403], 'radius': 2.275817334550211}, 'confidence': 0.999821730683312, 'timestamp': 308694.283895, 'diameter_3d': 4.551634669100422, 'ellipse': {'center': [123.7500648229054, 193.11264280079607], 'axes': [30.617382749123216, 43.67842315929148], 'angle': -72.61871593591508}, 'location': [123.7500648229054, 193.11264280079607], 'diameter': 43.67842315929148, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17522339122831854, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.212059917857795, 'phi': -1.7900264588240948, 'norm_pos': [0.3867189525715794, 0.19536398833001634], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.940402,"{'circle_3d': {'center': [-3.8086048960813557, 7.660971288033229, 64.64588955852736], 'normal': [-0.17596507687495813, 0.5986121312256286, -0.7814728453822953], 'radius': 2.295754753875571}, 'confidence': 0.9644457845872569, 'timestamp': 308694.292295, 'diameter_3d': 4.591509507751142, 'ellipse': {'center': [123.56240697154135, 193.14428768419674], 'axes': [30.84126816314983, 44.05563200985709], 'angle': -72.48466347359839}, 'location': [123.56240697154135, 193.14428768419674], 'diameter': 44.05563200985709, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.1748543088738952, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.21256372590739, 'phi': -1.792273590191894, 'norm_pos': [0.3861325217860667, 0.1952321346491802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.952957,"{'circle_3d': {'center': [-3.8106248633206827, 7.665088178910555, 64.64949977199602], 'normal': [-0.17613340747823542, 0.5989552054654057, -0.7811719942599066], 'radius': 2.317162865131787}, 'confidence': 0.9996089581613298, 'timestamp': 308694.300695, 'diameter_3d': 4.634325730263574, 'ellipse': {'center': [123.54677692525311, 193.17351190975876], 'axes': [31.110069730793924, 44.464187463450784], 'angle': -72.48000060437813}, 'location': [123.54677692525311, 193.17351190975876], 'diameter': 44.464187463450784, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17951990210534063, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.212992081030583, 'phi': -1.7925611929231189, 'norm_pos': [0.38608367789141596, 0.19511036704267182], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.962283,"{'circle_3d': {'center': [-3.8179404232642846, 7.676004310132403, 64.659533641731], 'normal': [-0.17674303747353556, 0.5998648830672264, -0.7803358384486588], 'radius': 2.3155668208501097}, 'confidence': 0.8235391651822954, 'timestamp': 308694.309095, 'diameter_3d': 4.631133641700219, 'ellipse': {'center': [123.48231500051352, 193.2673463139777], 'axes': [31.035493134058683, 44.42667865215834], 'angle': -72.45371298627646}, 'location': [123.48231500051352, 193.2673463139777], 'diameter': 44.42667865215834, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17632237798732575, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2141285501172745, 'phi': -1.793534337892945, 'norm_pos': [0.38588223437660474, 0.19471939035842623], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.9690828,"{'circle_3d': {'center': [-3.8210302440145947, 7.694882767450569, 64.67477779381913], 'normal': [-0.17700052253606138, 0.6014380878437402, -0.7790654924413137], 'radius': 2.259401941968878}, 'confidence': 0.9156805087090427, 'timestamp': 308694.317495, 'diameter_3d': 4.518803883937756, 'ellipse': {'center': [123.4567862923764, 193.44711354856867], 'axes': [30.203979558675968, 43.33840720240362], 'angle': -72.47668142712399}, 'location': [123.4567862923764, 193.44711354856867], 'diameter': 43.33840720240362, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17441320240755287, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.216096259775797, 'phi': -1.7941999178359505, 'norm_pos': [0.3858024571636763, 0.19397036021429725], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.9784808,"{'circle_3d': {'center': [-3.8524872777355843, 7.688849949995477, 64.67732258954882], 'normal': [-0.17962194201281054, 0.6009353530558159, -0.7788534261305066], 'radius': 2.297984947566613}, 'confidence': 0.9990002634615797, 'timestamp': 308694.325895, 'diameter_3d': 4.595969895133226, 'ellipse': {'center': [123.1610685328339, 193.37580900788672], 'axes': [30.704334409226096, 44.07707129657773], 'angle': -72.23807562112611}, 'location': [123.1610685328339, 193.37580900788672], 'diameter': 44.07707129657773, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17653026986487186, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.215467140253002, 'phi': -1.7974568554847763, 'norm_pos': [0.38487833916510594, 0.19426746246713866], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.987875,"{'circle_3d': {'center': [-3.8418082250054995, 7.723045511836579, 64.70134334216057], 'normal': [-0.1787320209519701, 0.6037849832092411, -0.7768516967461943], 'radius': 2.3197773868501015}, 'confidence': 0.874055670078058, 'timestamp': 308694.334295, 'diameter_3d': 4.639554773700203, 'ellipse': {'center': [123.27785445850586, 193.66972499555368], 'axes': [30.871139854636827, 44.47887182272534], 'angle': -72.39578595502577}, 'location': [123.27785445850586, 193.66972499555368], 'diameter': 44.47887182272534, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17498340443847793, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2190371065098167, 'phi': -1.7969333375772207, 'norm_pos': [0.3852432951828308, 0.19304281251852629], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835538.992648,"{'circle_3d': {'center': [-3.851465979469219, 7.7212241041219265, 64.70215490421964], 'normal': [-0.17953683382394678, 0.6036331992330201, -0.7767840665746057], 'radius': 2.304424792247844}, 'confidence': 0.9764516646589636, 'timestamp': 308694.342695, 'diameter_3d': 4.608849584495688, 'ellipse': {'center': [123.18498733526053, 193.65591578887205], 'axes': [30.66156802192019, 44.183789414948095], 'angle': -72.3229311629873}, 'location': [123.18498733526053, 193.65591578887205], 'diameter': 44.183789414948095, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17725163768422814, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2188467112739287, 'phi': -1.7979361268925358, 'norm_pos': [0.38495308542268913, 0.1931003508796998], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.001018,"{'circle_3d': {'center': [-3.873904636459081, 7.73713454372583, 64.71976221550062], 'normal': [-0.18140672190643525, 0.604959069200012, -0.7753167906345227], 'radius': 2.291804435441413}, 'confidence': 0.9996526959381198, 'timestamp': 308694.351095, 'diameter_3d': 4.583608870882826, 'ellipse': {'center': [122.97974051649328, 193.79217507309932], 'axes': [30.400691494678345, 43.92977008905272], 'angle': -72.20211085398624}, 'location': [122.97974051649328, 193.79217507309932], 'diameter': 43.92977008905272, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.17774428936746522, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.220510789181163, 'phi': -1.8006391250322669, 'norm_pos': [0.3843116891140415, 0.19253260386208615], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.009037,"{'circle_3d': {'center': [-3.8931293680330015, 7.772541942632705, 64.75203101947216], 'normal': [-0.18300878287092862, 0.6079096857755849, -0.7726277236368955], 'radius': 2.2831371380092786}, 'confidence': 0.999614797655605, 'timestamp': 308694.359495, 'diameter_3d': 4.566274276018557, 'ellipse': {'center': [122.81368578742061, 194.09709303998216], 'axes': [30.118342536500347, 43.74183356989712], 'angle': -72.15135401839217}, 'location': [122.81368578742061, 194.09709303998216], 'diameter': 43.74183356989712, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18268396896079508, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.224221639089902, 'phi': -1.8033753358056521, 'norm_pos': [0.3837927680856894, 0.19126211233340773], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.01937,"{'circle_3d': {'center': [-3.902537818289976, 7.787304744799198, 64.76590194986224], 'normal': [-0.18379282039234315, 0.6091399192894593, -0.7714718127710558], 'radius': 2.314260148923097}, 'confidence': 0.92757607408488, 'timestamp': 308694.367895, 'diameter_3d': 4.628520297846194, 'ellipse': {'center': [122.73422885608342, 194.21373594696757], 'axes': [30.456449253541063, 44.32895716062739], 'angle': -72.12055516081391}, 'location': [122.73422885608342, 194.21373594696757], 'diameter': 44.32895716062739, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18385645918974625, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2257719602233004, 'phi': -1.804673279945945, 'norm_pos': [0.3835444651752607, 0.19077610022096847], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.026273,"{'circle_3d': {'center': [-3.886548852617458, 7.838276388459265, 64.8025657938461], 'normal': [-0.1824604065863, 0.6133875562611316, -0.7684164924390673], 'radius': 2.3014687809533316}, 'confidence': 0.7557037680329238, 'timestamp': 308694.376295, 'diameter_3d': 4.602937561906663, 'ellipse': {'center': [122.90583901862495, 194.66285782999088], 'axes': [30.100215707621086, 44.059041049330496], 'angle': -72.35327655300397}, 'location': [122.90583901862495, 194.66285782999088], 'diameter': 44.059041049330496, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18387007276149392, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.231139039404062, 'phi': -1.8039286863229618, 'norm_pos': [0.38408074693320293, 0.18890475904170467], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.0380921,"{'circle_3d': {'center': [-3.888328697960129, 7.868256811147764, 64.827001542132], 'normal': [-0.18260872703152256, 0.6158859248185065, -0.7663801800819094], 'radius': 2.284582252381605}, 'confidence': 0.9724340297064511, 'timestamp': 308694.384695, 'diameter_3d': 4.56916450476321, 'ellipse': {'center': [122.90109793045096, 194.92630303810597], 'axes': [29.754097215006905, 43.71920474512232], 'angle': -72.41111895779648}, 'location': [122.90109793045096, 194.92630303810597], 'diameter': 43.71920474512232, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.1848536727415584, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2343063047506684, 'phi': -1.8047089886174166, 'norm_pos': [0.38406593103265924, 0.18780707067455849], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.044995,"{'circle_3d': {'center': [-3.8788716986148315, 7.844006018363663, 64.80532191271273], 'normal': [-0.1818206437527478, 0.6138650254198313, -0.7681868158668477], 'radius': 2.2995137980955267}, 'confidence': 0.8335961541521378, 'timestamp': 308694.393094, 'diameter_3d': 4.599027596191053, 'ellipse': {'center': [122.98031292715444, 194.71495665858524], 'axes': [30.061101023816956, 44.019746169767906], 'angle': -72.42033251655299}, 'location': [122.98031292715444, 194.71495665858524], 'diameter': 44.019746169767906, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.1817569242159256, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2317437395574142, 'phi': -1.8032073961682735, 'norm_pos': [0.38431347789735765, 0.18868768058922814], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.055379,"{'circle_3d': {'center': [-3.8848545716266916, 7.851993150724406, 64.81312928488617], 'normal': [-0.18231921650373614, 0.6145306197832267, -0.7675362015190601], 'radius': 2.2853784050525725}, 'confidence': 0.837020258065122, 'timestamp': 308694.401494, 'diameter_3d': 4.570756810105145, 'ellipse': {'center': [122.92655797006142, 194.7864824480379], 'axes': [29.835676802214156, 43.7437626568893], 'angle': -72.39729208490385}, 'location': [122.92655797006142, 194.7864824480379], 'diameter': 43.7437626568893, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.1819277329433766, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.232587169385661, 'phi': -1.804012347597413, 'norm_pos': [0.38414549365644196, 0.18838965646650874], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.063398,"{'circle_3d': {'center': [-3.880869167306708, 7.8701113221520576, 64.82671768433542], 'normal': [-0.18198709947707084, 0.6160404674021976, -0.7664038348982896], 'radius': 2.2929702292640015}, 'confidence': 0.9810772981578004, 'timestamp': 308694.409894, 'diameter_3d': 4.585940458528003, 'ellipse': {'center': [122.97260379456375, 194.94187638617848], 'axes': [29.865555233433916, 43.88000794224756], 'angle': -72.46736457236585}, 'location': [122.97260379456375, 194.94187638617848], 'diameter': 43.88000794224756, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18383080549626563, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2345024808136795, 'phi': -1.8039343657877942, 'norm_pos': [0.38428938685801173, 0.18774218172425639], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.0688589,"{'circle_3d': {'center': [-3.8686554876265897, 7.851360972532163, 64.80879051576281], 'normal': [-0.18096929283706098, 0.6144779382672064, -0.7678977656126741], 'radius': 2.318601119368169}, 'confidence': 0.8320837265242338, 'timestamp': 308694.418294, 'diameter_3d': 4.637202238736338, 'ellipse': {'center': [123.08099413801358, 194.77568599191295], 'axes': [30.293783257105424, 44.38298138733646], 'angle': -72.50883728818432}, 'location': [123.08099413801358, 194.77568599191295], 'diameter': 44.38298138733646, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.1837901807203557, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2325203920813435, 'phi': -1.8022416801721546, 'norm_pos': [0.38462810668129244, 0.18843464170036273], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.0767639,"{'circle_3d': {'center': [-3.8855584271001637, 7.827933466895487, 64.79408414717162], 'normal': [-0.18237787112652548, 0.6125256461308167, -0.7691232963286068], 'radius': 2.2515364534243436}, 'confidence': 0.8454206357724263, 'timestamp': 308694.426694, 'diameter_3d': 4.503072906848687, 'ellipse': {'center': [122.9066858536878, 194.58782455775145], 'axes': [29.489360827872456, 43.10827734469549], 'angle': -72.3359100629429}, 'location': [122.9066858536878, 194.58782455775145], 'diameter': 43.10827734469549, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18141200078474196, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2300481747450505, 'phi': -1.8036205166445085, 'norm_pos': [0.3840833932927744, 0.18921739767603563], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.085804,"{'circle_3d': {'center': [-3.901396059895252, 7.797419385607514, 64.7736250924913], 'normal': [-0.1836976738594495, 0.6099828060234856, -0.7708282175519666], 'radius': 2.3001535905386588}, 'confidence': 0.999814505048159, 'timestamp': 308694.435094, 'diameter_3d': 4.6003071810773175, 'ellipse': {'center': [122.74827063569677, 194.30573501956258], 'axes': [30.23086297884205, 44.05339002172975], 'angle': -72.15271548902973}, 'location': [122.74827063569677, 194.30573501956258], 'diameter': 44.05339002172975, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18634362535142612, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.22683521933233, 'phi': -1.8047447039499225, 'norm_pos': [0.3835883457365524, 0.1903927707518226], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.09273,"{'circle_3d': {'center': [-3.8674669864324707, 7.809738658201804, 64.77535863988517], 'normal': [-0.1808702510708844, 0.6110094120730097, -0.7706837552691442], 'radius': 2.248970505730255}, 'confidence': 0.9562503251034615, 'timestamp': 308694.443494, 'diameter_3d': 4.49794101146051, 'ellipse': {'center': [123.06848411607186, 194.43573152726276], 'axes': [29.551641933403886, 43.071533369971306], 'angle': -72.41981247683769}, 'location': [123.06848411607186, 194.43573152726276], 'diameter': 43.071533369971306, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18701540860589505, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.228131407830983, 'phi': -1.8013126220718825, 'norm_pos': [0.38458901286272457, 0.18985111863640514], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835539.100829,"{'circle_3d': {'center': [-3.868599673229778, 7.811506477714971, 64.77702640992133], 'normal': [-0.18096464163732665, 0.6111567303657738, -0.7705447744327975], 'radius': 2.274908527343677}, 'confidence': 0.742143887700601, 'timestamp': 308694.451894, 'diameter_3d': 4.549817054687354, 'ellipse': {'center': [123.06061161281366, 194.44342603526937], 'axes': [29.884204081905622, 43.567420091504516], 'angle': -72.41599944998201}, 'location': [123.06061161281366, 194.44342603526937], 'diameter': 43.567420091504516, 'sphere': {'center': [-1.697023973581858, 0.47762571332568593, 74.0235637031149], 'radius': 12.0}, 'projected_sphere': {'center': [145.7862171045883, 124.00045509088972], 'axes': [201.01707153250516, 201.01707153250516], 'angle': 90.0}, 'model_confidence': 0.18295142919051433, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2283175176505776, 'phi': -1.801468840225808, 'norm_pos': [0.3845644112900427, 0.18981905818637768], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
