eye_packets,751
norm_X,norm_Y,phi,theta,confidence,timestamp
1595835536.954998,"{'circle_3d': {'center': [-0.8947584785260887, 9.965389157011186, 66.51917314707336], 'normal': [0.06515809746681342, 0.7928130900095949, -0.6059718035056937], 'radius': 2.2896833878982155}, 'confidence': 0.11672573030120145, 'timestamp': 308692.301508, 'diameter_3d': 4.579366775796431, 'ellipse': {'center': [151.62501134329173, 212.60012641062167], 'axes': [20.84220629772176, 42.71025222402832], 'angle': 86.05162490400194}, 'location': [151.62501134329173, 212.60012641062167], 'diameter': 42.71025222402832, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.4862072384477543, 'phi': -1.4636812660534695, 'norm_pos': [0.47382816044778664, 0.1141661399557431], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.0537548,"{'circle_3d': {'center': [-3.5759066731825317, 7.6219216896273725, 64.35792471783357], 'normal': [-0.15827091875455684, 0.597524134394277, -0.786075839275676], 'radius': 2.226419873510372}, 'confidence': 0.9969302623735979, 'timestamp': 308692.393907, 'diameter_3d': 4.452839747020744, 'ellipse': {'center': [125.62765894228411, 193.11163839481725], 'axes': [30.3149822248761, 42.91574672494614], 'angle': -73.99595341313217}, 'location': [125.62765894228411, 193.11163839481725], 'diameter': 42.91574672494614, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2112061820979707, 'phi': -1.769482961061873, 'norm_pos': [0.39258643419463785, 0.19536817335492818], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.0601401,"{'circle_3d': {'center': [-3.5531194374381747, 7.638360061535661, 64.36587725490287], 'normal': [-0.1563719824425271, 0.5988939987199676, -0.7854131278532347], 'radius': 2.2408995550902127}, 'confidence': 0.8631409032529139, 'timestamp': 308692.402307, 'diameter_3d': 4.481799110180425, 'ellipse': {'center': [125.85125287827432, 193.25652370698742], 'axes': [30.473702283407132, 43.189707750936044], 'angle': -74.19850809048673}, 'location': [125.85125287827432, 193.25652370698742], 'diameter': 43.189707750936044, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2129156495480595, 'phi': -1.7673217338291893, 'norm_pos': [0.39328516524460727, 0.19476448455421902], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.0656052,"{'circle_3d': {'center': [-3.5570411259797616, 7.634049123777886, 64.363372998217], 'normal': [-0.15669878982099264, 0.5985347539068198, -0.7856218159103903], 'radius': 2.249520872261899}, 'confidence': 0.9872630398180964, 'timestamp': 308692.410707, 'diameter_3d': 4.499041744523798, 'ellipse': {'center': [125.81295457508493, 193.2154425882369], 'axes': [30.60353830677512, 43.35761914827061], 'angle': -74.16041771159958}, 'location': [125.81295457508493, 193.2154425882369], 'diameter': 43.35761914827061, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2124671332019936, 'phi': -1.7676709645644737, 'norm_pos': [0.3931654830471404, 0.1949356558823463], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.072172,"{'circle_3d': {'center': [-3.555147042431795, 7.632143108959166, 64.3615436492974], 'normal': [-0.15654094952532877, 0.5983759193385931, -0.7857742616536902], 'radius': 2.2252067508692126}, 'confidence': 0.9280512815510433, 'timestamp': 308692.419107, 'diameter_3d': 4.450413501738425, 'ellipse': {'center': [125.82851267183125, 193.20607430305967], 'axes': [30.281883947628256, 42.889984328290865], 'angle': -74.17008174183768}, 'location': [125.82851267183125, 193.20607430305967], 'diameter': 42.889984328290865, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2122688765140914, 'phi': -1.7674405515882954, 'norm_pos': [0.39321410209947266, 0.19497469040391802], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.077554,"{'circle_3d': {'center': [-3.5564325560094714, 7.64038443534196, 64.36808156593068], 'normal': [-0.1566480756568018, 0.5990626965371593, -0.7852294352675837], 'radius': 2.253894440285553}, 'confidence': 0.8330820541420658, 'timestamp': 308692.427507, 'diameter_3d': 4.507788880571106, 'ellipse': {'center': [125.82151333578656, 193.26982437274475], 'axes': [30.6389873266894, 43.43879618614916], 'angle': -74.17876150636575}, 'location': [125.82151333578656, 193.26982437274475], 'diameter': 43.43879618614916, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.213126320308496, 'phi': -1.7677047064891624, 'norm_pos': [0.393192229174333, 0.19470906511356356], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.08659,"{'circle_3d': {'center': [-3.5553595027600444, 7.620601317112591, 64.35280788414617], 'normal': [-0.1565586545526829, 0.5974141033513786, -0.7865022420829594], 'radius': 2.224269475484845}, 'confidence': 0.8078832617570254, 'timestamp': 308692.435907, 'diameter_3d': 4.44853895096969, 'ellipse': {'center': [125.8219120939943, 193.10512792626494], 'axes': [30.313356509390303, 42.877698488846605], 'angle': -74.14314168289211}, 'location': [125.8219120939943, 193.10512792626494], 'diameter': 42.877698488846605, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2110689677922393, 'phi': -1.7672848421518081, 'norm_pos': [0.39319347529373216, 0.1953953003072294], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.0932338,"{'circle_3d': {'center': [-3.551972418247038, 7.610546408157941, 64.34450573445791], 'normal': [-0.15627639750993239, 0.5965761942718243, -0.7871940878903145], 'radius': 2.219605470215746}, 'confidence': 0.931621825340002, 'timestamp': 308692.444307, 'diameter_3d': 4.439210940431492, 'ellipse': {'center': [125.84980464270856, 193.0190011924926], 'axes': [30.292018673467254, 42.793244625518284], 'angle': -74.14576677418044}, 'location': [125.84980464270856, 193.0190011924926], 'diameter': 42.793244625518284, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2100245121182565, 'phi': -1.7667716163961298, 'norm_pos': [0.39328063950846426, 0.19575416169794757], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.104775,"{'circle_3d': {'center': [-3.5403833585273645, 7.618475967470019, 64.34822563331872], 'normal': [-0.15531064253329288, 0.5972369908811642, -0.7868840963185798], 'radius': 2.2266500158162215}, 'confidence': 0.8197088347550466, 'timestamp': 308692.452707, 'diameter_3d': 4.453300031632443, 'ellipse': {'center': [125.96334634223717, 193.08903351966984], 'axes': [30.37035990004553, 42.92667187985361], 'angle': -74.24804353225542}, 'location': [125.96334634223717, 193.08903351966984], 'diameter': 42.92667187985361, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.210848128988911, 'phi': -1.7656658375317602, 'norm_pos': [0.3936354573194912, 0.19546236033470898], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.115537,"{'circle_3d': {'center': [-3.560094426196792, 7.614858265305179, 64.34939162917108], 'normal': [-0.15695323150574517, 0.5969355157007609, -0.7867869299975506], 'radius': 2.246986319493235}, 'confidence': 0.8824485041033732, 'timestamp': 308692.461107, 'diameter_3d': 4.49397263898647, 'ellipse': {'center': [125.77629985319564, 193.04728594898918], 'axes': [30.640320335590005, 43.318098468440745], 'angle': -74.09582301427507}, 'location': [125.77629985319564, 193.04728594898918], 'diameter': 43.318098468440745, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2104723077306625, 'phi': -1.767697917520469, 'norm_pos': [0.3930509370412364, 0.19563630854587843], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.122735,"{'circle_3d': {'center': [-3.5488537409633603, 7.624499226195901, 64.35447684978404], 'normal': [-0.15601650773629258, 0.597738929108321, -0.7863631616131372], 'radius': 2.249549371738259}, 'confidence': 0.8057125940035166, 'timestamp': 308692.469507, 'diameter_3d': 4.499098743476518, 'ellipse': {'center': [125.8868844252766, 193.13350141816085], 'axes': [30.650210955283043, 43.36414168039412], 'angle': -74.19925706634747}, 'location': [125.8868844252766, 193.13350141816085], 'diameter': 43.36414168039412, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.21147408246669, 'phi': -1.7666554689288585, 'norm_pos': [0.3933965138289894, 0.19527707742432976], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.1290188,"{'circle_3d': {'center': [-3.5588907162339405, 7.59322411791734, 64.33277715197256], 'normal': [-0.15685292234217427, 0.5951326700851076, -0.7881714697640928], 'radius': 2.231364077213964}, 'confidence': 0.8080637592244403, 'timestamp': 308692.477907, 'diameter_3d': 4.462728154427928, 'ellipse': {'center': [125.77820184473597, 192.86219073896794], 'axes': [30.51172348444623, 43.027840098083274], 'angle': -74.0567289013849}, 'location': [125.77820184473597, 192.86219073896794], 'diameter': 43.027840098083274, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2082270544431384, 'phi': -1.7672384622660666, 'norm_pos': [0.39305688076479994, 0.1964075385876336], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.139749,"{'circle_3d': {'center': [-3.559118308976962, 7.587858333923818, 64.32877321995835], 'normal': [-0.1568718884040927, 0.5946855214189808, -0.7885051307652784], 'radius': 2.261418564489115}, 'confidence': 0.9283465718388122, 'timestamp': 308692.486307, 'diameter_3d': 4.52283712897823, 'ellipse': {'center': [125.77603390864041, 192.80644641911218], 'axes': [30.943708095147443, 43.610355294388036], 'angle': -74.04310707392767}, 'location': [125.77603390864041, 192.80644641911218], 'diameter': 43.610355294388036, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.20767075613255, 'phi': -1.7671805947930292, 'norm_pos': [0.3930501059645013, 0.19663980658703262], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.145667,"{'circle_3d': {'center': [-3.5328662527806616, 7.6214363299039665, 64.34899232250817], 'normal': [-0.15468421705440097, 0.5974836877506599, -0.7868202055527926], 'radius': 2.2344729148161933}, 'confidence': 0.8292061082779872, 'timestamp': 308692.494707, 'diameter_3d': 4.4689458296323865, 'ellipse': {'center': [126.03636087754028, 193.11437221492534], 'axes': [30.47389990795502, 43.077056269281734], 'angle': -74.30955321835746}, 'location': [126.03636087754028, 193.11437221492534], 'diameter': 43.077056269281734, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2111557414460314, 'phi': -1.7649148565455128, 'norm_pos': [0.39386362774231337, 0.19535678243781107], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.1531572,"{'circle_3d': {'center': [-3.508821586530183, 7.636460278935067, 64.35571890848908], 'normal': [-0.15268049486686108, 0.5987356835032515, -0.7862596567210508], 'radius': 2.262050604198197}, 'confidence': 0.9883707823999985, 'timestamp': 308692.503107, 'diameter_3d': 4.524101208396394, 'ellipse': {'center': [126.27222115400932, 193.2432534387912], 'axes': [30.817784211414615, 43.6044621632952], 'angle': -74.51819331340364}, 'location': [126.27222115400932, 193.2432534387912], 'diameter': 43.6044621632952, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.212717974821456, 'phi': -1.7625951524375414, 'norm_pos': [0.3946006911062791, 0.19481977733836997], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1595835537.1606631,"{'circle_3d': {'center': [-3.5106015957569126, 7.604622054499995, 64.3319037374069], 'normal': [-0.15282882896908856, 0.5960824981336622, -0.7882442543112317], 'radius': 2.263541698770743}, 'confidence': 0.8181855925218673, 'timestamp': 308692.511507, 'diameter_3d': 4.527083397541486, 'ellipse': {'center': [126.24314821353309, 192.9632535390822], 'axes': [30.96084527730172, 43.649279118277], 'angle': -74.4362403493054}, 'location': [126.24314821353309, 192.9632535390822], 'diameter': 43.649279118277, 'sphere': {'center': [-1.6766556481278496, 0.45163207689604845, 73.79083478914168], 'radius': 12.0}, 'projected_sphere': {'center': [145.91252552149967, 123.79467027952303], 'axes': [201.6510592747704, 201.6510592747704], 'angle': 90.0}, 'model_confidence': 1.0, 'model_id': 47, 'model_birth_timestamp': 308577.765874, 'theta': 2.2094094982480237, 'phi': -1.7623053365280696, 'norm_pos': [0.3945098381672909, 0.19598644358715755], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
