eye_packets,769
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084911.359435,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 33621.184415, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7104085393061843, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.370095,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 33621.192815, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7104085393061843, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.374481,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 33621.201215, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7104085393061843, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.383851,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 33621.209615, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7104085393061843, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.395814,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 33621.218015, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7104085393061843, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.4030368,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 33621.226415, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7104085393061843, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.424831,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 33621.243214, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7104085393061843, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.429719,"{'circle_3d': {'center': [-1.9475411064193875, 3.9459517625033356, 79.04009552754354], 'normal': [-0.18081227719767995, 0.599414703731652, -0.7797492759630401], 'radius': 3.0899207335149}, 'confidence': 0.7214444912703464, 'timestamp': 33621.251614, 'diameter_3d': 6.1798414670298, 'ellipse': {'center': [144.8477666204082, 150.5279402210337], 'axes': [36.15240165086946, 48.49174643083675], 'angle': -72.66168581548325}, 'location': [144.8477666204082, 150.5279402210337], 'diameter': 48.49174643083675, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7096705466658193, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 2.21356601580311, 'phi': -1.7986544110620455, 'norm_pos': [0.45264927068877564, 0.3728002490790262], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.435637,"{'circle_3d': {'center': [-2.4114310192788375, 3.7763344976809905, 79.0303168130217], 'normal': [-0.2194697699359676, 0.5852799316631234, -0.780564168839861], 'radius': 3.474560483669955}, 'confidence': 0.2992363433761094, 'timestamp': 33621.260014, 'diameter_3d': 6.94912096733991, 'ellipse': {'center': [141.27326133214956, 149.10017365639874], 'axes': [40.692132312363846, 54.54042689735028], 'angle': -68.73372580386332}, 'location': [141.27326133214956, 149.10017365639874], 'diameter': 54.54042689735028, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7096705466658193, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 2.1960215818819497, 'phi': -1.8448879102834996, 'norm_pos': [0.44147894166296736, 0.3787492764316719], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.453151,"{'circle_3d': {'center': [-2.340086419397622, 3.81245249054956, 79.03768309331159], 'normal': [-0.21352438661253287, 0.5882897644021707, -0.7799503121490369], 'radius': 3.4352694969714905}, 'confidence': 0.38353883184640886, 'timestamp': 33621.268414, 'diameter_3d': 6.870538993942981, 'ellipse': {'center': [141.82512902012422, 149.39058765801673], 'axes': [40.192774961393134, 53.91800443476971], 'angle': -69.36667767211956}, 'location': [141.82512902012422, 149.39058765801673], 'diameter': 53.91800443476971, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7096705466658193, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 2.199738610153346, 'phi': -1.8380155438189167, 'norm_pos': [0.4432035281878882, 0.37753921809159696], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084911.453353,"{'circle_3d': {'center': [-2.4224041355324992, 3.7355079704435004, 79.00292515104296], 'normal': [-0.2203841962904393, 0.581877721059999, -0.782846807338089], 'radius': 3.472879827817928}, 'confidence': 0.4051193808451604, 'timestamp': 33621.276814, 'diameter_3d': 6.945759655635856, 'ellipse': {'center': [141.18205356251792, 148.79134931698684], 'axes': [40.83213990037555, 54.532828709058876], 'angle': -68.53099546667312}, 'location': [141.18205356251792, 148.79134931698684], 'diameter': 54.532828709058876, 'sphere': {'center': [0.22220621995277218, -3.247024682276488, 88.39708683910003], 'radius': 12.0}, 'projected_sphere': {'center': [161.5585112733577, 97.22599946448734], 'axes': [168.33133909813688, 168.33133909813688], 'angle': 90.0}, 'model_confidence': 0.7096705466658193, 'model_id': 57, 'model_birth_timestamp': 33588.475031, 'theta': 2.1918319510353967, 'phi': -1.8452106107167703, 'norm_pos': [0.4411939173828685, 0.3800360445125548], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
