eye_packets,768
norm_X,norm_Y,phi,theta,confidence,timestamp
1596084153.303266,"{'circle_3d': {'center': [-9.140515268809267, -4.619742185401151, 65.99376524814541], 'normal': [-0.4959301592097096, 0.24720974365113693, -0.8324305495536375], 'radius': 15.510677984632721}, 'confidence': 0.012058369539020909, 'timestamp': 32863.1345, 'diameter_3d': 31.021355969265443, 'ellipse': {'center': [87.0275916291238, 68.67990730855223], 'axes': [230.12283382818507, 295.7746778862205], 'angle': -18.537557738300396}, 'location': [87.0275916291238, 68.67990730855223], 'diameter': 295.7746778862205, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.8205958849073054, 'phi': -2.108093531038202, 'norm_pos': [0.2719612238410119, 0.713833719547699], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.312138,"{'circle_3d': {'center': [-8.516057846412824, -7.550603854268097, 65.23002767698175], 'normal': [-0.44389204067667265, 0.0029712712455580714, -0.896075347150609], 'radius': 16.17964361324754}, 'confidence': 0.007792564463406637, 'timestamp': 32863.1429, 'diameter_3d': 32.35928722649508, 'ellipse': {'center': [93.42169093584037, 47.24930117029747], 'axes': [259.85877413185693, 310.8713501487143], 'angle': 8.016902590438075}, 'location': [93.42169093584037, 47.24930117029747], 'diameter': 310.8713501487143, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.5737676024124267, 'phi': -2.0307359441423674, 'norm_pos': [0.29194278417450115, 0.8031279117904272], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.3186188,"{'circle_3d': {'center': [-4.7682694897174365, -1.2584875392011057, 65.90988211553895], 'normal': [-0.13157634428539033, 0.5273142975011407, -0.8394208106041753], 'radius': 2.786813646269295}, 'confidence': 0.7047150351593298, 'timestamp': 32863.1513, 'diameter_3d': 5.57362729253859, 'ellipse': {'center': [115.24471033438986, 107.66453425599862], 'axes': [43.94104012388755, 52.58912294676463], 'angle': -69.48317783186}, 'location': [115.24471033438986, 107.66453425599862], 'diameter': 52.58912294676463, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.1262329044335826, 'phi': -1.7262777809013865, 'norm_pos': [0.36013971979496834, 0.5513977739333391], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.331025,"{'circle_3d': {'center': [-6.99218936053961, -3.880988194592054, 65.22145398009445], 'normal': [-0.316903000187238, 0.3087725762185615, -0.8967898218912167], 'radius': 15.311816373039585}, 'confidence': 0.006909299950331375, 'timestamp': 32863.1597, 'diameter_3d': 30.62363274607917, 'ellipse': {'center': [102.62403598357837, 73.13918621048856], 'axes': [257.75915055448746, 294.4679218937033], 'angle': -32.74038344007273}, 'location': [102.62403598357837, 73.13918621048856], 'diameter': 294.4679218937033, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.8846986064218085, 'phi': -1.9104745557172773, 'norm_pos': [0.3207001124486824, 0.695253390789631], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.339054,"{'circle_3d': {'center': [-8.465915199335804, -6.619912036498526, 65.24868438557525], 'normal': [-0.4397134867535874, 0.08052892272635559, -0.8945206214344839], 'radius': 15.859925940029177}, 'confidence': 0.01245130924130998, 'timestamp': 32863.1681, 'diameter_3d': 31.719851880058354, 'ellipse': {'center': [93.17522015168709, 53.67509594184267], 'axes': [256.5438073959264, 304.8334029397014], 'angle': -1.0597031913388515}, 'location': [93.17522015168709, 53.67509594184267], 'diameter': 304.8334029397014, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.6514125415995096, 'phi': -2.0276718056076475, 'norm_pos': [0.29117256297402216, 0.7763537669089888], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.346842,"{'circle_3d': {'center': [-4.756409343832395, -1.2530316192203426, 65.91145900619942], 'normal': [-0.13058799879497016, 0.5277689574995376, -0.8392894030491367], 'radius': 2.796617681281277}, 'confidence': 0.079972494251078, 'timestamp': 32863.1765, 'diameter_3d': 5.593235362562554, 'ellipse': {'center': [115.35713501641077, 107.7123307410929], 'axes': [44.0915947645839, 52.77226685746797], 'angle': -69.61300179543782}, 'location': [115.35713501641077, 107.7123307410929], 'diameter': 52.77226685746797, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.1267680950069914, 'phi': -1.725152177310512, 'norm_pos': [0.36049104692628364, 0.551198621912113], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.368164,"{'circle_3d': {'center': [-7.10158997615317, -2.1093884406220997, 66.04823042174066], 'normal': [-0.32601971815503467, 0.4564058890493911, -0.8278917850873667], 'radius': 15.071522732780197}, 'confidence': 0.004903190179260058, 'timestamp': 32863.1933, 'diameter_3d': 30.143045465560395, 'ellipse': {'center': [101.0853893579158, 87.46752871194246], 'axes': [231.06200364216778, 286.78916042753843], 'angle': -46.46653916192252}, 'location': [101.0853893579158, 87.46752871194246], 'diameter': 286.78916042753843, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.0447479577343426, 'phi': -1.945942223438984, 'norm_pos': [0.3158918417434869, 0.6355519637002398], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.372323,"{'circle_3d': {'center': [-9.241097242171666, -4.274032913589581, 66.16429886294159], 'normal': [-0.5043119903232428, 0.2760188496354344, -0.8182194149872887], 'radius': 15.524093677220012}, 'confidence': 0.012165935587375781, 'timestamp': 32863.2017, 'diameter_3d': 31.048187354440024, 'ellipse': {'center': [86.14544929481735, 71.35618748243304], 'axes': [225.4647155490834, 295.46181207361013], 'angle': -21.089629453127724}, 'location': [86.14544929481735, 71.35618748243304], 'diameter': 295.46181207361013, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.8504458975128633, 'phi': -2.123153395620389, 'norm_pos': [0.2692045290463042, 0.702682552156529], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.380642,"{'circle_3d': {'center': [-11.29415411007931, -7.044983236648407, 67.15008263069348], 'normal': [-0.6754000626488798, 0.045106322713865575, -0.7360707676746318], 'radius': 16.241217654077516}, 'confidence': 0.01136011366309576, 'timestamp': 32863.2101, 'diameter_3d': 32.48243530815503, 'ellipse': {'center': [71.375904779693, 51.924446665996], 'axes': [192.27680312107174, 305.6117427274496], 'angle': 0.9456686054780593}, 'location': [71.375904779693, 51.924446665996], 'diameter': 305.6117427274496, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.615917958935925, 'phi': -2.3132369033382907, 'norm_pos': [0.22304970243654063, 0.7836481388916834], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.3883488,"{'circle_3d': {'center': [-4.7606255636293895, -1.2567974525015995, 65.90974869182163], 'normal': [-0.13093935044471972, 0.5274551380594329, -0.8394319292472854], 'radius': 2.7986647384989305}, 'confidence': 0.7834229753552239, 'timestamp': 32863.2185, 'diameter_3d': 5.597329476997861, 'ellipse': {'center': [115.31681064094299, 107.67603712290067], 'axes': [44.131771780907144, 52.812568238776855], 'angle': -69.55933252722772}, 'location': [115.31681064094299, 107.67603712290067], 'diameter': 52.812568238776855, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 2.12639867202918, 'phi': -1.725535026196094, 'norm_pos': [0.36036503325294683, 0.5513498453212472], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1596084153.394963,"{'circle_3d': {'center': [-8.114857815717412, -4.076889643534008, 65.61838979823942], 'normal': [-0.4104587047853883, 0.29244745547339884, -0.8637118370458031], 'radius': 15.36201969973471}, 'confidence': 0.009457019646957339, 'timestamp': 32863.2269, 'diameter_3d': 30.72403939946942, 'ellipse': {'center': [94.46070008312314, 72.23091556868664], 'axes': [243.1623997958265, 294.16402007343163], 'angle': -26.01122895557898}, 'location': [94.46070008312314, 72.23091556868664], 'diameter': 294.16402007343163, 'sphere': {'center': [-3.189353358292753, -7.586259109214794, 75.98293184278906], 'radius': 12.0}, 'projected_sphere': {'center': [133.97574647115744, 58.098194770309554], 'axes': [195.8334541602996, 195.8334541602996], 'angle': 90.0}, 'model_confidence': 0.0, 'model_id': 1, 'model_birth_timestamp': 32852.41611, 'theta': 1.867581512528712, 'phi': -2.014429404815306, 'norm_pos': [0.29518968775975984, 0.699037851797139], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
