eye_packets,716
norm_X,norm_Y,phi,theta,confidence,timestamp
1580956184.24986,"{'circle_3d': {'center': [19.557795611912, 6.588414124710299, 87.51501274007595], 'normal': [-0.28170238415322063, -0.1288688316462058, -0.9508083881584835], 'radius': 0.6999957705019533}, 'confidence': 0.7929919156147919, 'timestamp': 1679.854315, 'diameter_3d': 1.3999915410039065, 'ellipse': {'center': [298.5686539849167, 166.68075859615442], 'axes': [9.91240085719011, 10.157038452411344], 'angle': -74.48851883887751}, 'location': [298.5686539849167, 166.68075859615442], 'diameter': 10.157038452411344, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4415681116384917, 'phi': -1.858833771155829, 'norm_pos': [0.9330270437028647, 0.3054968391826899], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.342241,"{'circle_3d': {'center': [19.43903573515619, 6.4519074708779165, 87.57026855526996], 'normal': [-0.29159904054953795, -0.1402443861322376, -0.9462037368923147], 'radius': 0.6698454010825007}, 'confidence': 0.6308834902802046, 'timestamp': 1679.946715, 'diameter_3d': 1.3396908021650014, 'ellipse': {'center': [297.63978000954876, 165.68478275583135], 'axes': [9.47529543636904, 9.696821363564279], 'angle': -76.6508935657669}, 'location': [297.63978000954876, 165.68478275583135], 'diameter': 9.696821363564279, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4300880908679943, 'phi': -1.8697387542851638, 'norm_pos': [0.9301243125298398, 0.30964673851736935], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.352919,"{'circle_3d': {'center': [19.43269810555431, 6.56662659521157, 87.55580874369986], 'normal': [-0.29212717634969454, -0.1306844591044331, -0.9474087211898232], 'radius': 0.6806681934310926}, 'confidence': 0.6858310538797773, 'timestamp': 1679.955115, 'diameter_3d': 1.3613363868621853, 'ellipse': {'center': [297.61800139083505, 166.50450894735738], 'axes': [9.634614689615349, 9.857906935104285], 'angle': -74.91807482440552}, 'location': [297.61800139083505, 166.50450894735738], 'diameter': 9.857906935104285, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4397369986540995, 'phi': -1.869889882974089, 'norm_pos': [0.9300562543463595, 0.3062312127193443], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.357732,"{'circle_3d': {'center': [19.431445704569136, 6.554140869267506, 87.55792430169902], 'normal': [-0.2922315430984592, -0.13172493626643855, -0.9472324246898941], 'radius': 0.6685857673371471}, 'confidence': 0.665025039516381, 'timestamp': 1679.963515, 'diameter_3d': 1.3371715346742943, 'ellipse': {'center': [297.6054171938551, 166.41483523925336], 'axes': [9.462955309818515, 9.682155672962288], 'angle': -75.1070310266126}, 'location': [297.6054171938551, 166.41483523925336], 'diameter': 9.682155672962288, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4386874483928147, 'phi': -1.8700428960543405, 'norm_pos': [0.9300169287307971, 0.3066048531697777], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.365355,"{'circle_3d': {'center': [19.429789562647606, 6.5514768266806005, 87.55880617623036], 'normal': [-0.29236955492525313, -0.13194693981534728, -0.9471589351456147], 'radius': 0.7165795508637973}, 'confidence': 0.7135763888373845, 'timestamp': 1679.971915, 'diameter_3d': 1.4331591017275946, 'ellipse': {'center': [297.5939206322836, 166.39622454856823], 'axes': [10.142064846034577, 10.376797530528153], 'angle': -75.14901319274605}, 'location': [297.5939206322836, 166.39622454856823], 'diameter': 10.376797530528153, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4384634900340358, 'phi': -1.8701977935259209, 'norm_pos': [0.9299810019758862, 0.30668239771429906], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.3789399,"{'circle_3d': {'center': [19.65188808520587, 6.667817576348374, 87.4771005595018], 'normal': [-0.2738613447120646, -0.12225187734303282, -0.9539677365396608], 'radius': 0.6743543757471914}, 'confidence': 0.6577925172557791, 'timestamp': 1679.980315, 'diameter_3d': 1.3487087514943827, 'ellipse': {'center': [299.2944864139962, 167.26316787289457], 'axes': [9.55503259394905, 9.800438065601146], 'angle': -73.47358709460637}, 'location': [299.2944864139962, 167.26316787289457], 'diameter': 9.800438065601146, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4482378633252222, 'phi': -1.8503545753888226, 'norm_pos': [0.9352952700437381, 0.30307013386293924], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.385459,"{'circle_3d': {'center': [19.51620060497484, 6.775979373616439, 87.50353780698069], 'normal': [-0.28516863473131704, -0.11323839423736083, -0.9517646325830881], 'radius': 0.6594561085039804}, 'confidence': 0.8413575305635341, 'timestamp': 1679.988715, 'diameter_3d': 1.3189122170079608, 'ellipse': {'center': [298.2909273873606, 168.0147646188004], 'axes': [9.344123366638382, 9.571638518566159], 'angle': -72.1320858587741}, 'location': [298.2909273873606, 168.0147646188004], 'diameter': 9.571638518566159, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4573145172661475, 'phi': -1.8619053436434903, 'norm_pos': [0.9321591480855019, 0.2999384807549983], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.394857,"{'circle_3d': {'center': [19.52189217825775, 6.885806995133942, 87.4893038442976], 'normal': [-0.28469433695774105, -0.10408609244423547, -0.9529507961400118], 'radius': 0.6856232122954069}, 'confidence': 0.8089022715596916, 'timestamp': 1679.997115, 'diameter_3d': 1.3712464245908138, 'ellipse': {'center': [298.3545724100537, 168.80087811520696], 'axes': [9.717410532445431, 9.95728128305811], 'angle': -70.87890244318008}, 'location': [298.3545724100537, 168.80087811520696], 'diameter': 9.95728128305811, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4665213688183405, 'phi': -1.8611062142294554, 'norm_pos': [0.9323580387814179, 0.29666300785330435], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.401939,"{'circle_3d': {'center': [19.41151649054985, 6.758627912876095, 87.53751125774983], 'normal': [-0.2938923109333996, -0.11468434929905609, -0.9489335116856598], 'radius': 0.676969299733674}, 'confidence': 0.7875738620559979, 'timestamp': 1680.005515, 'diameter_3d': 1.353938599467348, 'ellipse': {'center': [297.4966791319782, 167.87350513610482], 'axes': [9.588767183943187, 9.810524934622567], 'angle': -72.12470143684462}, 'location': [297.4966791319782, 167.87350513610482], 'diameter': 9.810524934622567, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4558590801631421, 'phi': -1.871135586268007, 'norm_pos': [0.9296771222874319, 0.3005270619328966], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.410561,"{'circle_3d': {'center': [19.42295321374096, 6.649744081865138, 87.54765931777291], 'normal': [-0.29293925066747367, -0.12375800188330251, -0.948087840017069], 'radius': 0.68477455149075}, 'confidence': 0.8762291111825841, 'timestamp': 1680.013915, 'diameter_3d': 1.3695491029815, 'ellipse': {'center': [297.561962142767, 167.09727837755176], 'axes': [9.696128318337726, 9.9199449436905], 'angle': -73.69025882851479}, 'location': [297.561962142767, 167.09727837755176], 'diameter': 9.9199449436905, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4467202136911212, 'phi': -1.870470260979899, 'norm_pos': [0.929881131696147, 0.3037613400935343], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.417689,"{'circle_3d': {'center': [19.42077065890622, 6.6584300303202895, 87.54720340122547], 'normal': [-0.2931211302370353, -0.12303417284537321, -0.9481258330626888], 'radius': 0.7228343949513748}, 'confidence': 0.7993326524305082, 'timestamp': 1680.022315, 'diameter_3d': 1.4456687899027496, 'ellipse': {'center': [297.5485297871372, 167.15954980111806], 'axes': [10.235331945053863, 10.471411564696307], 'angle': -73.5621659064166}, 'location': [297.5485297871372, 167.15954980111806], 'diameter': 10.471411564696307, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4474496172130593, 'phi': -1.8706340633082859, 'norm_pos': [0.9298391555848038, 0.3035018758286747], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.425359,"{'circle_3d': {'center': [19.414738175733866, 6.776411290465868, 87.5343790200579], 'normal': [-0.2936238371680648, -0.113202401166575, -0.94919453149332], 'radius': 0.7042215315460396}, 'confidence': 0.7570224559035528, 'timestamp': 1680.030715, 'diameter_3d': 1.4084430630920792, 'ellipse': {'center': [297.5253237965204, 168.0014756932198], 'axes': [9.975335662362374, 10.206855465378315], 'angle': -71.88972949096542}, 'location': [297.5253237965204, 168.0014756932198], 'diameter': 10.206855465378315, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4573507432738722, 'phi': -1.8707997504171259, 'norm_pos': [0.9297666368641263, 0.29999385127825084], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.438593,"{'circle_3d': {'center': [19.417371161758542, 6.647776489692291, 87.54964260542599], 'normal': [-0.29340442166600866, -0.12392196789770649, -0.9479225660459797], 'radius': 0.6853775529381023}, 'confidence': 0.7782308415280104, 'timestamp': 1680.039115, 'diameter_3d': 1.3707551058762046, 'ellipse': {'center': [297.5193526072994, 167.08229176561213], 'axes': [9.70443815358223, 9.9277576976568], 'angle': -73.71563653983631}, 'location': [297.5193526072994, 167.08229176561213], 'diameter': 9.9277576976568, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4465549757077414, 'phi': -1.8709673223064112, 'norm_pos': [0.9297479768978107, 0.3038237843099495], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.44492,"{'circle_3d': {'center': [19.529054066331653, 6.65643230819291, 87.51454822654735], 'normal': [-0.2840975129515825, -0.12320064968932144, -0.9508470976191989], 'radius': 0.7061494492894794}, 'confidence': 0.7231401471226373, 'timestamp': 1680.047515, 'diameter_3d': 1.4122988985789589, 'ellipse': {'center': [298.3660621080604, 167.16276001014992], 'axes': [10.00194562756363, 10.24547842589807], 'angle': -73.63351409129636}, 'location': [298.3660621080604, 167.16276001014992], 'diameter': 10.24547842589807, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4472818641221017, 'phi': -1.861136778976145, 'norm_pos': [0.9323939440876888, 0.30348849995770866], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.449632,"{'circle_3d': {'center': [19.51920420653162, 6.655225006689334, 87.51765236991417], 'normal': [-0.2849183346015855, -0.12330125814795284, -0.9505884190052973], 'radius': 0.6923080301199609}, 'confidence': 0.6414457080900897, 'timestamp': 1680.055915, 'diameter_3d': 1.3846160602399218, 'ellipse': {'center': [298.2909492366772, 167.15234304284525], 'axes': [9.80558954687531, 10.04322857579654], 'angle': -73.6483365172223}, 'location': [298.2909492366772, 167.15234304284525], 'diameter': 10.04322857579654, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4471804826841947, 'phi': -1.8620039174448648, 'norm_pos': [0.9321592163646162, 0.3035319039881448], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1580956184.462743,"{'circle_3d': {'center': [19.404883336254088, 6.654005366810887, 87.55270255263311], 'normal': [-0.2944450737913798, -0.12340289480449008, -0.9476675704453862], 'radius': 0.6888713994838948}, 'confidence': 0.6452911683271841, 'timestamp': 1680.064315, 'diameter_3d': 1.3777427989677895, 'ellipse': {'center': [297.4262692936681, 167.12478575370235], 'axes': [9.753805148894573, 9.976805573476257], 'angle': -73.61470797447194}, 'location': [297.4262692936681, 167.12478575370235], 'diameter': 9.976805573476257, 'sphere': {'center': [22.938224221750644, 8.134840104464768, 98.92471339797774], 'radius': 12.0}, 'projected_sphere': {'center': [303.76285287045494, 170.98423529899517], 'axes': [150.41741834658865, 150.41741834658865], 'angle': 90.0}, 'model_confidence': 0.7857901763424269, 'model_id': 11, 'model_birth_timestamp': 1625.187115, 'theta': 1.4470780638519685, 'phi': -1.8720450785324811, 'norm_pos': [0.9294570915427128, 0.3036467260262402], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
