eye_packets,777
norm_X,norm_Y,phi,theta,confidence,timestamp
1581665593.6587021,"{'circle_3d': {'center': [0.0, -0.0, 0.0], 'normal': [0.0, -0.0, 0.0], 'radius': 0.0}, 'confidence': 0.0, 'timestamp': 7553.211427, 'diameter_3d': 0.0, 'ellipse': {'center': [160.0, 120.0], 'axes': [0.0, 0.0], 'angle': 90.0}, 'location': [160.0, 120.0], 'diameter': 0.0, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9704103050824253, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 0.0, 'phi': 0.0, 'norm_pos': [0.5, 0.5], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.667295,"{'circle_3d': {'center': [-3.136880335699036, 2.815458690355458, 78.7743947132077], 'normal': [-0.279692863715785, 0.42240583023658496, -0.8621747018839074], 'radius': 2.153613971464607}, 'confidence': 0.1837210605146803, 'timestamp': 7553.219827, 'diameter_3d': 4.307227942929214, 'ellipse': {'center': [135.41797030207897, 141.9947407991825], 'axes': [28.341920322795563, 33.906246095752785], 'angle': -55.40461209195847}, 'location': [135.41797030207897, 141.9947407991825], 'diameter': 33.906246095752785, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9704103050824253, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.0068942603684072, 'phi': -1.8844890087032669, 'norm_pos': [0.4231811571939968, 0.40835524667007295], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.677631,"{'circle_3d': {'center': [-3.0507732674853547, 2.7905722164621234, 78.73473286778359], 'normal': [-0.2725172746979782, 0.4203319574121404, -0.8654798556692497], 'radius': 2.1337388631187864}, 'confidence': 0.05137458776400295, 'timestamp': 7553.228227, 'diameter_3d': 4.267477726237573, 'ellipse': {'center': [136.07954477952958, 141.81284985418407], 'axes': [28.23158741597185, 33.610040214471724], 'angle': -55.959392925539056}, 'location': [136.07954477952958, 141.81284985418407], 'diameter': 33.610040214471724, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9704103050824253, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.0046074614147305, 'phi': -1.8758427004192735, 'norm_pos': [0.42524857743602995, 0.4091131256075664], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.683936,"{'circle_3d': {'center': [-4.518142485421248, 2.6525699960769207, 79.24695496261015], 'normal': [-0.39479804285930253, 0.40883177238004004, -0.8227946811003698], 'radius': 2.174564647622529}, 'confidence': 0.13562879105500378, 'timestamp': 7553.236627, 'diameter_3d': 4.349129295245058, 'ellipse': {'center': [124.79474539753241, 140.60073608459834], 'axes': [26.76786503518467, 34.034727854349924], 'angle': -44.807457778579995}, 'location': [124.79474539753241, 140.60073608459834], 'diameter': 34.034727854349924, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9705528204060565, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 1.9919699259159351, 'phi': -2.0181746400061664, 'norm_pos': [0.3899835793672888, 0.41416359964750693], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.690954,"{'circle_3d': {'center': [-4.638371512331721, 2.631161587235835, 79.2948780098176], 'normal': [-0.4048171284351755, 0.40704773830994984, -0.818801093833083], 'radius': 2.1762190442123805}, 'confidence': 0.11504378348956154, 'timestamp': 7553.245027, 'diameter_3d': 4.352438088424761, 'ellipse': {'center': [123.87878617275265, 140.42225789967546], 'axes': [26.60231998598962, 34.040284089668106], 'angle': -43.963199594004124}, 'location': [123.87878617275265, 140.42225789967546], 'diameter': 34.040284089668106, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9707443673376948, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 1.9900159092288452, 'phi': -2.0299557411637474, 'norm_pos': [0.38712120678985207, 0.41490725875135226], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.698904,"{'circle_3d': {'center': [-4.980729979553349, 2.927521813778857, 79.62753444988381], 'normal': [-0.4333470007036443, 0.43174442385520145, -0.7910797238275646], 'radius': 2.200711370892628}, 'confidence': 0.05284589066383487, 'timestamp': 7553.253427, 'diameter_3d': 4.401422741785256, 'ellipse': {'center': [121.37009121987754, 142.63914374458386], 'axes': [25.64160151072359, 34.28025613678567], 'angle': -43.81606334286145}, 'location': [121.37009121987754, 142.63914374458386], 'diameter': 34.28025613678567, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9709615100785052, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.0172221703024755, 'phi': -2.0719426163977275, 'norm_pos': [0.3792815350621173, 0.4056702343975672], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.7071931,"{'circle_3d': {'center': [-5.0011913514999256, 2.8745087299544276, 79.60999655949414], 'normal': [-0.435052115032526, 0.42732666686983267, -0.7925412146933716], 'radius': 2.160059639894231}, 'confidence': 0.04302523159292202, 'timestamp': 7553.261827, 'diameter_3d': 4.320119279788462, 'ellipse': {'center': [121.19764579913308, 142.23808059026828], 'axes': [25.22967785003515, 33.65431836366111], 'angle': -43.394188723187426}, 'location': [121.19764579913308, 142.23808059026828], 'diameter': 33.65431836366111, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9709615100785052, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.0123301215599834, 'phi': -2.0728200605275475, 'norm_pos': [0.3787426431222909, 0.40734133087388213], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.7154,"{'circle_3d': {'center': [-1.4449234461277403, 4.96199911201745, 79.6776225473725], 'normal': [-0.1386964562515104, 0.6012841987084176, -0.7869057157035073], 'radius': 1.9641875620590148}, 'confidence': 0.8392688185748812, 'timestamp': 7553.270227, 'diameter_3d': 3.9283751241180296, 'ellipse': {'center': [148.7950643344, 158.44170665239562], 'axes': [22.837831461052755, 30.571803091976665], 'angle': -76.79140469999979}, 'location': [148.7950643344, 158.44170665239562], 'diameter': 30.571803091976665, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9710710326137573, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.2159036521385023, 'phi': -1.7452599207643988, 'norm_pos': [0.464984576045, 0.3398262222816849], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.723181,"{'circle_3d': {'center': [-1.422521281365408, 4.967920881112532, 79.67822738782692], 'normal': [-0.1368296091879827, 0.6017776794663412, -0.7868553123323051], 'radius': 1.9611929231513567}, 'confidence': 0.8217178219554896, 'timestamp': 7553.278627, 'diameter_3d': 3.9223858463027135, 'ellipse': {'center': [148.96883478063094, 158.48788928030154], 'axes': [22.801205517940303, 30.524942507787234], 'angle': -76.97588911718928}, 'location': [148.96883478063094, 158.48788928030154], 'diameter': 30.524942507787234, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9712295946270322, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.2165213914960713, 'phi': -1.7429688930916762, 'norm_pos': [0.4655276086894717, 0.3396337946654102], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.730622,"{'circle_3d': {'center': [-1.4339652077657656, 4.986974691383804, 79.69483030707386], 'normal': [-0.13778326972134583, 0.6033654969889471, -0.7854717357283937], 'radius': 1.958091387180556}, 'confidence': 0.8167988894259691, 'timestamp': 7553.287027, 'diameter_3d': 3.916182774361112, 'ellipse': {'center': [148.88215023622098, 158.6286004694216], 'axes': [22.70997046420853, 30.470329357083102], 'angle': -76.92192684358338}, 'location': [148.88215023622098, 158.6286004694216], 'diameter': 30.470329357083102, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9713289167976535, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.2185109770065563, 'phi': -1.7444443184273264, 'norm_pos': [0.4652567194881906, 0.33904749804407663], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
1581665593.7429252,"{'circle_3d': {'center': [-1.4376488717178488, 4.99532372033546, 79.70189690607984], 'normal': [-0.13809024171735276, 0.6040612494015851, -0.7848828524778962], 'radius': 1.9719223990978485}, 'confidence': 0.988735458455237, 'timestamp': 7553.295427, 'diameter_3d': 3.943844798195697, 'ellipse': {'center': [148.85506314356377, 158.68771315232834], 'axes': [22.846837469763436, 30.682895337403934], 'angle': -76.90865446444799}, 'location': [148.85506314356377, 158.68771315232834], 'diameter': 30.682895337403934, 'sphere': {'center': [0.21943402889038438, -2.253411272483562, 89.12049113581459], 'radius': 12.0}, 'projected_sphere': {'center': [161.5265748222225, 104.3233024062818], 'axes': [166.96496855390666, 166.96496855390666], 'angle': 90.0}, 'model_confidence': 0.9714522732630515, 'model_id': 24, 'model_birth_timestamp': 7491.093427, 'theta': 2.2193837206105838, 'phi': -1.7449513852049037, 'norm_pos': [0.4651720723236368, 0.33880119519863194], 'topic': 'pupil.1', 'id': 1, 'method': '3d c++'}"
